person_id,candidate,election_cycle,issue,stance_code,position_summary,evidence_date,temporal_status,confidence,source_url
ALPERSON-CRAIG-FORD,Craig Ford,2014,public_education,support,"Later profile documents support for full school funding pre-K teacher raises and opposition to charter schools and the Accountability Act.",2018-10-30,post_election,medium,https://aldailynews.com/senate-district-10-race-profile-ford-jones/
ALPERSON-CRAIG-FORD,Craig Ford,2014,school_choice,oppose,"Later opposed charter schools and the Alabama Accountability Act.",2018-10-30,post_election,medium,https://aldailynews.com/senate-district-10-race-profile-ford-jones/
ALPERSON-CRAIG-FORD,Craig Ford,2014,healthcare_medicaid,support_expansion,"Later supported Medicaid expansion and public mental-health funding.",2018-10-30,post_election,medium,https://aldailynews.com/senate-district-10-race-profile-ford-jones/
ALPERSON-CRAIG-FORD,Craig Ford,2014,guns,gun_rights,"Later received 92 percent NRA and 100 percent Gun Owners of America ratings.",2020-12-11,post_election,medium,https://justfacts.votesmart.org/candidate/53381/craig-ford
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,public_education,support,"Centered campaign on defending public schools.",2014-01-31,pre_election,high,https://www.alreporter.com/2014/01/31/former-rep-henry-white-announces-candidacy-for-alabama-house-of-representatives/
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,business_economic_development,local_development,"Supported local businesses industrial recruitment and job creation.",2014-01-31,pre_election,high,https://www.alreporter.com/2014/01/31/former-rep-henry-white-announces-candidacy-for-alabama-house-of-representatives/
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,health_social_services,support,"Supported services for elderly and disabled residents.",2014-01-31,pre_election,high,https://www.alreporter.com/2014/01/31/former-rep-henry-white-announces-candidacy-for-alabama-house-of-representatives/
ALPERSON-JEFF-MCLAUGHLIN,Jeff McLaughlin,2014,public_education,support,"Campaign emphasized education.",2013-11-27,pre_election,high,https://www.alreporter.com/2013/11/27/jeff-mclaughlin-announces-campaign-for-house-district-27/
ALPERSON-JEFF-MCLAUGHLIN,Jeff McLaughlin,2014,infrastructure_energy,support,"Supported infrastructure investment and protecting TVA interests.",2013-11-27,pre_election,high,https://www.alreporter.com/2013/11/27/jeff-mclaughlin-announces-campaign-for-house-district-27/
ALPERSON-JEFF-MCLAUGHLIN,Jeff McLaughlin,2014,ethics_government,reform,"Emphasized honesty opposition to special-interest money and a prior PAC-to-PAC transfer ban effort.",2013-11-27,pre_election,high,https://www.alreporter.com/2013/11/27/jeff-mclaughlin-announces-campaign-for-house-district-27/
ALPERSON-JOHN-JODY-LETSON,John (Jody) Letson,2014,public_education,support,"Supported public education and educator pay.",2014-01-31,pre_election,high,https://www.alreporter.com/2014/01/31/former-rep-jody-letson-announces-candidacy-for-alabama-house-of-representatives/
ALPERSON-JOHN-JODY-LETSON,John (Jody) Letson,2014,labor_unions,aligned,"Received major Alabama Education Association support.",2014-10-16,pre_election,medium,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions
ALPERSON-JOHN-JODY-LETSON,John (Jody) Letson,2014,business_economic_development,local_development,"Supported job creation and small and locally owned businesses.",2014-01-31,pre_election,high,https://www.alreporter.com/2014/01/31/former-rep-jody-letson-announces-candidacy-for-alabama-house-of-representatives/
ALPERSON-LARRY-MEANS,Larry Means,2014,public_education,support,"Campaign emphasized support for public education.",2014-01-01,pre_election,medium,https://justfacts.votesmart.org/candidate/15978/larry-means
ALPERSON-LARRY-MEANS,Larry Means,2014,guns,gun_rights,"Sponsored Alabama's stand-your-ground law and held a 100 percent NRA-PVF rating.",2011-03-18,pre_election,high,https://justfacts.votesmart.org/candidate/15978/larry-means
ALPERSON-LARRY-MEANS,Larry Means,2014,business_economic_development,industrial_jobs,"Helped create an industrial authority credited with preserving and adding Goodyear jobs.",2014-09-04,pre_election,medium,https://www.birminghamtimes.com/2014/09/working-for-working-families/
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,labor_unions,aligned,"Received substantial Alabama Education Association support.",2014-09-30,pre_election,medium,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions
ALPERSON-REX-CHEATHAM,Rex Cheatham,2014,labor_unions,strongly_aligned,"Former Alabama Education Association employee and Morgan County teacher.",2012-03-01,pre_election,high,https://www.una.edu/alumni/benefits/files/mags/UNAmagazineSpring%20Vol-20%20No%201-2012SM.pdf
ALPERSON-REX-CHEATHAM,Rex Cheatham,2014,public_education,education_professional,"Ten-year public-school teacher and education-reform committee leader; no detailed finance platform recovered.",2012-03-01,pre_election,high,https://www.una.edu/alumni/benefits/files/mags/UNAmagazineSpring%20Vol-20%20No%201-2012SM.pdf
ALPERSON-ALLI-SUMMERFORD,Alli Summerford,2018,public_education,support,"Campaign focused on public education.",2018-09-14,pre_election,high,https://www.alreporter.com/2018/09/14/alli-summerford-launches-campaign-video/
ALPERSON-ALLI-SUMMERFORD,Alli Summerford,2018,healthcare_medicaid,universal_access,"Supported health care serving all Alabamians; surviving source does not specify a Medicaid mechanism.",2018-09-14,pre_election,high,https://www.alreporter.com/2018/09/14/alli-summerford-launches-campaign-video/
ALPERSON-DAVID-COACH-BURKETTE,David "Coach" Burkette,2018,public_education,support_reform,"Called fixing public education a top priority.",2018-05-14,pre_election,medium,https://www.wsfa.com/story/38189013/new-district-26-state-senator-chosen-in-special-election/
ALPERSON-DAVID-COACH-BURKETTE,David "Coach" Burkette,2018,labor_unions,aligned,"Received Alabama Education Association campaign support.",2018-07-12,pre_election,medium,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,public_education,support,"Emphasized public education.",2018-10-31,pre_election,high,https://birminghamwatch.org/2018/10/31/felicia-stewart/
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,healthcare_medicaid,support_access,"Emphasized health care access.",2018-10-31,pre_election,high,https://birminghamwatch.org/2018/10/31/felicia-stewart/
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,business_economic_development,jobs_wages,"Supported job and wage growth.",2018-10-31,pre_election,high,https://birminghamwatch.org/2018/10/31/felicia-stewart/
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,criminal_justice,reform,"Supported criminal-justice reform.",2018-10-31,pre_election,high,https://birminghamwatch.org/2018/10/31/felicia-stewart/
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,environment,protective,"Supported environmental protection.",2018-10-31,pre_election,high,https://birminghamwatch.org/2018/10/31/felicia-stewart/
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,ethics_government,reform,"Centered ethics and transparency and rejected PAC corporate and special-interest money.",2018-10-07,pre_election,high,https://aldailynews.com/faulkner-and-stewart-vie-for-house-district-46/
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,lgbtq_cultural,progressive,"Criticized legislative focus on bathroom restrictions execution speed and Confederate-monument protection.",2018-10-31,pre_election,high,https://birminghamwatch.org/2018/10/31/felicia-stewart/
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,public_education,support,"Defended public education and educator retirement.",2018-08-27,pre_election,high,https://www.franklincountytimes.com/2018/08/27/rep-johnny-mack-morrow-kicks-off-campaign-for-state-senate-district-6/
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,school_choice,oppose_charter_diversion,"Opposed shifting public-school funds toward charter schools.",2018-08-27,pre_election,medium,https://www.franklincountytimes.com/2018/08/27/rep-johnny-mack-morrow-kicks-off-campaign-for-state-senate-district-6/
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,guns,gun_rights,"Campaign described his record as pro-Second Amendment.",2018-08-27,pre_election,high,https://www.franklincountytimes.com/2018/08/27/rep-johnny-mack-morrow-kicks-off-campaign-for-state-senate-district-6/
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,abortion,anti_abortion,"Campaign described his record as pro-life.",2018-08-27,pre_election,high,https://www.franklincountytimes.com/2018/08/27/rep-johnny-mack-morrow-kicks-off-campaign-for-state-senate-district-6/
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,public_education,education_lottery,"Supported a lottery dedicated to education.",2018-10-28,pre_election,high,https://media.al.com/news_impact/other/Huntsville%20Times%202018%20midterm%20guide.pdf
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,gambling,support_lottery,"Supported an education lottery.",2018-10-28,pre_election,high,https://media.al.com/news_impact/other/Huntsville%20Times%202018%20midterm%20guide.pdf
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,healthcare_medicaid,support_expansion,"Supported Medicaid expansion to address hospital closures mental health addiction infant mortality and diabetes.",2018-10-28,pre_election,high,https://media.al.com/news_impact/other/Huntsville%20Times%202018%20midterm%20guide.pdf
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,public_education,support,"Made education the district's highest priority and called for moving beyond years of stagnation.",2022-09-14,pre_election,high,https://www.alreporter.com/2022/09/14/in-competitive-districts-some-democratic-candidates-may-find-success/
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,abortion,abortion_rights,"Supported protecting reproductive choices after Dobbs.",2022-09-14,pre_election,high,https://www.alreporter.com/2022/09/14/in-competitive-districts-some-democratic-candidates-may-find-success/
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,rural_hunting,opposes_hunter_user_fee,"Voted against doubling the annual waterfowl-hunting stamp from $5 to $10 and allowing future CPI adjustments.",2016-05-04,post_election,high,https://legiscan.com/AL/bill/SB103/2016
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,rural_hunting,supports_hunter_user_fee,"Voted to double the annual waterfowl-hunting stamp from $5 to $10 and allow future CPI adjustments.",2016-05-04,post_election,high,https://legiscan.com/AL/bill/SB103/2016
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,rural_hunting,supports_hunter_user_fee,"Voted to double the annual waterfowl-hunting stamp from $5 to $10 and allow future CPI adjustments.",2016-05-04,pre_election,high,https://legiscan.com/AL/bill/SB103/2016
ALPERSON-CRAIG-FORD,Craig Ford,2014,rural_hunting,supports_hunter_user_fee,"Voted to double the annual waterfowl-hunting stamp from $5 to $10 and allow future CPI adjustments.",2016-05-04,post_election,high,https://legiscan.com/AL/bill/SB103/2016
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,rural_hunting,opposes_hunter_user_fee,"Voted against doubling the annual waterfowl-hunting stamp from $5 to $10 and allowing future CPI adjustments.",2016-05-04,post_election,high,https://legiscan.com/AL/bill/SB103/2016
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,rural_hunting,supports_hunter_user_fee,"Voted to double the annual waterfowl-hunting stamp from $5 to $10 and allow future CPI adjustments.",2016-05-04,post_election,high,https://legiscan.com/AL/bill/SB103/2016
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,rural_hunting,supports_hunter_user_fee,"Voted to double the annual waterfowl-hunting stamp from $5 to $10 and allow future CPI adjustments.",2016-05-04,post_election,high,https://legiscan.com/AL/bill/SB103/2016
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,public_education,support,"Named public education and college affordability among her priorities if elected.",2010-06-17,pre_election,high,https://www.hartselleenquirer.com/2010/06/17/dems-appoint-breland-as-candidate/
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,health_social_services,support,"Named senior citizens among her priorities if elected.",2010-06-17,pre_election,high,https://www.hartselleenquirer.com/2010/06/17/dems-appoint-breland-as-candidate/
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,business_economic_development,jobs_wages,"Named job development among her priorities if elected.",2010-06-17,pre_election,high,https://www.hartselleenquirer.com/2010/06/17/dems-appoint-breland-as-candidate/
ALPERSON-GREG-VARNER,Greg Varner,2010,business_economic_development,business_friendly,"Said his main goal was to strengthen small businesses by giving them the same kinds of tax breaks and incentives offered to larger industries.",2010-06-01,pre_election,high,https://www.annistonstar.com/news/varner-grabs-nomination-for-senate-district-13/article_3a96e165-43d9-5661-b0eb-3fda921be686.html
ALPERSON-GREG-VARNER,Greg Varner,2010,taxes_budget,mixed_qualified,"Supported extending to small businesses the tax breaks and incentives already offered to larger industries.",2010-06-01,pre_election,high,https://www.annistonstar.com/news/varner-grabs-nomination-for-senate-district-13/article_3a96e165-43d9-5661-b0eb-3fda921be686.html
ALPERSON-GREG-VARNER,Greg Varner,2010,immigration,oppose_restrictive_law,"Publicly argued that Alabama HB56 was unconstitutional, violated human rights, and was impracticable to enforce.",2011-09-02,post_election,high,https://www.umcna.org/postdetail/122017
ALPERSON-ALLI-SUMMERFORD,Alli Summerford,2018,infrastructure_energy,support_public_investment,"Campaign announcement listed better roads among the state investments and services she was committed to pursuing.",2018-02-23,pre_election,high,https://www.alreporter.com/2018/02/23/alli-summerford-runs-house-district-48/
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,criminal_justice,support_reform,"Opposed an $845 million prison construction plan as costly and inadequate on overcrowding; supported renovating and using local prisons plus more correctional officers and mental-health services.",2017-05-10,pre_election,high,https://www.alreporter.com/2017/05/10/lawmakers-hold-hearing-alternative-prison-plan/
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,infrastructure_energy,support_public_investment,"Proposed dedicating part of state-lottery revenue to roads and bridges, alongside education, public safety, and rural hospitals.",2018-09-06,pre_election,high,https://www.alreporter.com/2018/09/06/state-senate-candidate-johnny-mack-morrow-calls-for-a-state-lottery/
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,gambling,support_lottery,"Promised to sponsor a state-lottery bill and argued voters should decide, with revenue directed to education, public safety, rural hospitals, and roads and bridges.",2018-09-06,pre_election,high,https://www.alreporter.com/2018/09/06/state-senate-candidate-johnny-mack-morrow-calls-for-a-state-lottery/
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,public_employee_benefits,support,"Offered an education-budget amendment raising the proposed teacher pay increase to five percent.",2013-04-12,pre_election,high,https://www.alreporter.com/2013/04/12/drake-says-that-more-teacher-pay-raises-planned-for-next-year/
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,racial_civil_rights,race_neutral_representation,"Rejected an argument that only a Black candidate should hold the majority-Black Senate district, saying voters should judge a person by character rather than skin color.",2010-07-10,pre_election,high,https://www.wsfa.com/story/12784074/district-28-candidate-takes-voting-complaint-to-president/
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,gambling,support_referendum,"Introduced an electronic-bingo regulation bill and argued that Alabama voters should decide whether to legalize the games through a statewide referendum.",2010-03-02,pre_election,medium,https://thecrimsonwhite.com/981/opinion/let-voters-decide-on-bingo/
ALPERSON-LARRY-MEANS,Larry Means,2014,criminal_justice,support_stand_your_ground,"Sponsored the 2006 legislation establishing Alabama's stand-your-ground and expanded self-defense protections.",2013-07-16,pre_election,high,https://www.alreporter.com/2013/07/16/trayvon-martin-case-could-have-happened-in-alabama/
ALPERSON-LARRY-MEANS,Larry Means,2014,gambling,support_referendum,"Voted for SB380, which proposed a statewide referendum and a regulated and taxed electronic-bingo system under a State Gaming Commission.",2010-03-30,pre_election,high,https://legiscan.com/AL/bill/SB380/2010
ALPERSON-LARRY-MEANS,Larry Means,2014,taxes_budget,support_targeted_incentives,"Worked to create an industrial-development authority that used targeted incentives to retain and expand Goodyear employment in Gadsden.",2014-09-03,pre_election,medium,https://www.alreporter.com/2014/09/03/working-for-working-families/
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,public_education,support_public_investment,"Supported increased education funding for early literacy, STEM, world languages, arts and music, cradle-to-pre-K programs, dual enrollment, and skilled-trades training.",2018-11-06,retrospective_preexisting_record,medium,https://www.ballotready.org/people/linda-meigs
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,business_economic_development,workforce_development,"Supported dual-enrollment and skilled-trades training plus workforce preparation for science, wind-energy, and solar-energy jobs.",2018-11-06,retrospective_preexisting_record,medium,https://www.ballotready.org/people/linda-meigs
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,environment,support_clean_energy,"Supported state investment in training for wind- and solar-energy employment and development of green-energy jobs.",2018-11-06,retrospective_preexisting_record,medium,https://www.ballotready.org/people/linda-meigs
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,taxes_budget,oppose_grocery_tax,"Called Alabama's sales tax on groceries regressive and argued for a fairer way to replace its revenue.",2018-11-06,retrospective_preexisting_record,medium,https://www.ballotready.org/people/linda-meigs
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,minimum_wage_worker_pay,support_living_wage,"Campaign platform committed to enacting a living wage in Alabama.",2018-11-06,retrospective_preexisting_record,medium,https://www.ballotready.org/people/linda-meigs
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,business_economic_development,business_friendly,"Candidate survey made small-business growth a central campaign priority and cited her work creating jobs and investing in local firms.",2022-11-08,pre_election,high,https://ballotpedia.org/Kim_Lewis_%28Alabama%29
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,public_education,support_public_investment,"Called for fully funding public schools so educational opportunity would not depend on a child's ZIP code.",2022-11-08,pre_election,high,https://ballotpedia.org/Kim_Lewis_%28Alabama%29
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,gambling,education_lottery,"Supported a state lottery to fund public schools and argued it would retain revenue now spent in neighboring states.",2022-11-08,pre_election,high,https://ballotpedia.org/Kim_Lewis_%28Alabama%29
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,infrastructure_energy,support_public_investment,"Called for investment in bridges, roads, water systems, and utilities to keep pace with North Alabama's growth.",2022-11-08,pre_election,high,https://ballotpedia.org/Kim_Lewis_%28Alabama%29
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,healthcare_medicaid,support_access,"Named affordable health care among the public-policy areas she was personally passionate about.",2022-11-08,pre_election,high,https://ballotpedia.org/Kim_Lewis_%28Alabama%29
