cycle,chamber,district,candidate,canonical_candidate_id,person_id,incumbent,winner,match_status,match_method,similarity,suggested_source_name,shor_u_id,shor_np_score,shor_democratic_caucus_percentile,reference_year,reference_caucus_n,first_observed_service_year,pre_election_service_years,pre_election_same_chamber_years,served_by_election,temporal_status
2006,house,4,SUE MITCHELL,AL-2006-house-4-D-SUE-MITCHELL,ALPERSON-SUE-MITCHELL,0,0,fuzzy_review,none,77.4074074074074,"Mitchell, Joseph",,,,,,,,,,
2006,house,7,"JOHN ""JODY"" LETSON",AL-2006-house-7-D-JOHN-JODY-LETSON,ALPERSON-JOHN-JODY-LETSON,0,1,fuzzy_review,none,90.0,Letson,,,,,,,,,,
2006,house,11,JIM BOYD,AL-2006-house-11-D-JIM-BOYD,ALPERSON-JIM-BOYD,0,0,fuzzy_review,none,85.5,"Boyd, Barbara",,,,,,,,,,
2006,house,33,CLARA L. CURTIS,AL-2006-house-33-D-CLARA-L-CURTIS,ALPERSON-CLARA-L-CURTIS,0,0,fuzzy_review,none,67.05882352941177,"Curtis, Mike",,,,,,,,,,
2006,house,34,JEREMY P. SHERER,AL-2006-house-34-D-JEREMY-P-SHERER,ALPERSON-JEREMY-P-SHERER,0,0,fuzzy_review,none,85.5,"Parker, P",,,,,,,,,,
2006,house,38,MARK CARLTON,AL-2006-house-38-D-MARK-CARLTON,ALPERSON-MARK-CARLTON,0,0,fuzzy_review,none,60.00000000000001,Letson,,,,,,,,,,
2006,house,44,JONATHAN BARBEE,AL-2006-house-44-D-JONATHAN-BARBEE,ALPERSON-JONATHAN-BARBEE,0,0,fuzzy_review,none,67.5,Reed,,,,,,,,,,
2006,house,45,PAT SEWELL,AL-2006-house-45-D-PAT-SEWELL,ALPERSON-PAT-SEWELL,0,0,fuzzy_review,none,60.00000000000001,Spratt,,,,,,,,,,
2006,house,62,ANN SKELTON,AL-2006-house-62-D-ANN-SKELTON,ALPERSON-ANN-SKELTON,0,0,fuzzy_review,none,72.0,Letson,,,,,,,,,,
2006,house,64,"ELLIOT D. ""DICK"" WEAVER",AL-2006-house-64-D-ELLIOT-D-DICK-WEAVER,ALPERSON-ELLIOT-D-DICK-WEAVER,0,0,fuzzy_review,none,85.5,"Little, T.D.",,,,,,,,,,
2006,house,66,"F. P. ""SKIPPY"" WHITE",AL-2006-house-66-D-F-P-SKIPPY-WHITE,ALPERSON-F-P-SKIPPY-WHITE,0,0,fuzzy_review,none,85.5,"Parker, P",,,,,,,,,,
2006,house,73,LARRY A. GREWELLE,AL-2006-house-73-D-LARRY-A-GREWELLE,ALPERSON-LARRY-A-GREWELLE,0,0,fuzzy_review,none,67.5,Reed,,,,,,,,,,
2006,house,79,CAROLYN ELLIS,AL-2006-house-79-D-CAROLYN-ELLIS,ALPERSON-CAROLYN-ELLIS,0,0,fuzzy_review,none,65.45454545454547,Collins,,,,,,,,,,
2006,house,85,BAKER,AL-2006-house-85-D-BAKER,ALPERSON-BAKER,0,0,fuzzy_review,none,90.0,"Baker, Locy",,,,,,,,,,
2006,house,88,"M. BENJAMIN ABERNATHY, I",AL-2006-house-88-D-M-BENJAMIN-ABERNATHY-I,ALPERSON-M-BENJAMIN-ABERNATHY-I,0,0,fuzzy_review,none,56.84210526315789,"Hall, Albert",,,,,,,,,,
2006,house,93,JOHN WILLIAMS,AL-2006-house-93-D-JOHN-WILLIAMS,ALPERSON-JOHN-WILLIAMS,0,0,fuzzy_review,none,73.07692307692307,"Hilliard, John",,,,,,,,,,
2006,house,94,GENE PONDER,AL-2006-house-94-D-GENE-PONDER,ALPERSON-GENE-PONDER,0,0,fuzzy_review,none,67.5,Ghee,,,,,,,,,,
2006,house,95,FRANK CAMP,AL-2006-house-95-D-FRANK-CAMP,ALPERSON-FRANK-CAMP,0,0,fuzzy_review,none,85.5,"White, Frank Paul",,,,,,,,,,
2006,house,101,AMY BECKERLE SMITH,AL-2006-house-101-D-AMY-BECKERLE-SMITH,ALPERSON-AMY-BECKERLE-SMITH,0,0,fuzzy_review,none,90.0,Smith,,,,,,,,,,
2006,house,102,GARY JOHNSON,AL-2006-house-102-D-GARY-JOHNSON,ALPERSON-GARY-JOHNSON,0,0,fuzzy_review,none,83.125,"Johnson, E",,,,,,,,,,
2006,senate,3,BOBBY DAY,AL-2006-senate-3-D-BOBBY-DAY,ALPERSON-BOBBY-DAY,0,0,fuzzy_review,none,85.5,"Singleton, Bobby",,,,,,,,,,
2006,senate,5,LARRY B. CAGLE,AL-2006-senate-5-D-LARRY-B-CAGLE,ALPERSON-LARRY-B-CAGLE,0,0,fuzzy_review,none,59.375,"Means, Larry",,,,,,,,,,
2006,senate,16,RUSS PARKER,AL-2006-senate-16-D-RUSS-PARKER,ALPERSON-RUSS-PARKER,0,0,fuzzy_review,none,81.42857142857142,"Parker, P",,,,,,,,,,
2006,senate,20,LINDA COLEMAN,AL-2006-senate-20-D-LINDA-COLEMAN,ALPERSON-LINDA-COLEMAN,0,1,fuzzy_review,none,90.0,"Coleman-Madison, Linda",,,,,,,,,,
2006,senate,22,PAT LINDSEY,AL-2006-senate-22-D-PAT-LINDSEY,ALPERSON-PAT-LINDSEY,0,0,fuzzy_review,none,90.0,Lindsey,,,,,,,,,,
2006,senate,25,MIKE CHAPPELL,AL-2006-senate-25-D-MIKE-CHAPPELL,ALPERSON-MIKE-CHAPPELL,0,0,fuzzy_review,none,55.172413793103445,"Millican, Michael",,,,,,,,,,
2006,senate,29,RONNIE HELMS,AL-2006-senate-29-D-RONNIE-HELMS,ALPERSON-RONNIE-HELMS,0,0,fuzzy_review,none,60.00000000000001,Ghee,,,,,,,,,,
2010,house,4,VAUGHN GOODWIN,AL-2010-house-4-D-VAUGHN-GOODWIN,ALPERSON-VAUGHN-GOODWIN,0,0,fuzzy_review,none,51.42857142857142,Ghee,,,,,,,,,,
2010,house,7,JOHN 'Jody' LETSON,AL-2010-house-7-D-JOHN-JODY-LETSON,ALPERSON-JOHN-JODY-LETSON,1,0,fuzzy_review,none,90.0,Letson,,,,,,,,,,
2010,house,8,DRAMA BRELAND,AL-2010-house-8-D-DRAMA-BRELAND,ALPERSON-DRAMA-BRELAND,0,0,fuzzy_review,none,67.5,Burke,,,,,,,,,,
2010,house,9,KATHY WHITE GOODWIN,AL-2010-house-9-D-KATHY-WHITE-GOODWIN,ALPERSON-KATHY-WHITE-GOODWIN,0,0,fuzzy_review,none,85.5,"White, Henry",,,,,,,,,,
2010,house,24,NATHANIEL LEDBETTER,AL-2010-house-24-D-NATHANIEL-LEDBETTER,ALPERSON-NATHANIEL-LEDBETTER,0,0,fuzzy_review,none,60.00000000000001,"Graham, Betty",,,,,,,,,,
2010,house,26,RANDALL WHITE,AL-2010-house-26-D-RANDALL-WHITE,ALPERSON-RANDALL-WHITE,0,0,fuzzy_review,none,75.86206896551724,"White, Frank Paul",,,,,,,,,,
2010,house,30,WALLY BURNS,AL-2010-house-30-D-WALLY-BURNS,ALPERSON-WALLY-BURNS,0,0,fuzzy_review,none,67.5,Burke,,,,,,,,,,
2010,house,36,GARRY BEARDEN,AL-2010-house-36-D-GARRY-BEARDEN,ALPERSON-GARRY-BEARDEN,0,0,fuzzy_review,none,56.00000000000001,"Burdine, Greg",,,,,,,,,,
2010,house,38,HUEY P. LONG,AL-2010-house-38-D-HUEY-P-LONG,ALPERSON-HUEY-P-LONG,0,0,fuzzy_review,none,51.42857142857142,Ghee,,,,,,,,,,
2010,house,40,RICKY WHALEY,AL-2010-house-40-D-RICKY-WHALEY,ALPERSON-RICKY-WHALEY,0,0,fuzzy_review,none,72.0,Bailey,,,,,,,,,,
2010,house,43,VIRGINIA SWEET,AL-2010-house-43-D-VIRGINIA-SWEET,ALPERSON-VIRGINIA-SWEET,0,0,fuzzy_review,none,45.0,Ghee,,,,,,,,,,
2010,house,45,CHARLENE CANNON,AL-2010-house-45-D-CHARLENE-CANNON,ALPERSON-CHARLENE-CANNON,0,0,fuzzy_review,none,55.172413793103445,"Newton, Charles",,,,,,,,,,
2010,house,63,SUSAN PACE HAMILL,AL-2010-house-63-D-SUSAN-PACE-HAMILL,ALPERSON-SUSAN-PACE-HAMILL,0,0,fuzzy_review,none,59.25925925925925,"Hall, Laura",,,,,,,,,,
2010,house,75,GLENN L. ALLEN,AL-2010-house-75-D-GLENN-L-ALLEN,ALPERSON-GLENN-L-ALLEN,0,0,fuzzy_review,none,64.0,"Layson, Allen",,,,,,,,,,
2010,house,86,MERRITT CAROTHERS,AL-2010-house-86-D-MERRITT-CAROTHERS,ALPERSON-MERRITT-CAROTHERS,0,0,fuzzy_review,none,77.72727272727272,"Carothers, Joe Jr.",,,,,,,,,,
2010,house,92,DAVID S. DARBY,AL-2010-house-92-D-DAVID-S-DARBY,ALPERSON-DAVID-S-DARBY,0,0,fuzzy_review,none,52.77777777777778,"Colston, David",,,,,,,,,,
2010,house,93,RONNIE HELMS,AL-2010-house-93-D-RONNIE-HELMS,ALPERSON-RONNIE-HELMS,0,0,fuzzy_review,none,60.00000000000001,Ghee,,,,,,,,,,
2010,senate,4,ZEB LITTLE,AL-2010-senate-4-D-ZEB-LITTLE,ALPERSON-ZEB-LITTLE,1,0,fuzzy_review,none,83.33333333333334,"Little, Zebulon Sr.",,,,,,,,,,
2010,senate,5,BRETT WADSWORTH,AL-2010-senate-5-D-BRETT-WADSWORTH,ALPERSON-BRETT-WADSWORTH,0,0,fuzzy_review,none,67.5,Burke,,,,,,,,,,
2010,senate,9,TIM MITCHELL,AL-2010-senate-9-D-TIM-MITCHELL,ALPERSON-TIM-MITCHELL,0,0,fuzzy_review,none,76.0,"Mitchell, Wendell",,,,,,,,,,
2010,senate,12,"WALLACE WYATT, JR.",AL-2010-senate-12-D-WALLACE-WYATT-JR,ALPERSON-WALLACE-WYATT-JR,0,0,fuzzy_review,none,60.00000000000001,Spratt,,,,,,,,,,
2010,senate,13,GREG VARNER,AL-2010-senate-13-D-GREG-VARNER,ALPERSON-GREG-VARNER,0,0,fuzzy_review,none,66.08695652173913,"Burdine, Greg",,,,,,,,,,
2010,senate,17,T. E. 'Tommy' HUDSON,AL-2010-senate-17-D-T-E-TOMMY-HUDSON,ALPERSON-T-E-TOMMY-HUDSON,0,0,fuzzy_review,none,85.5,"Johnson, E",,,,,,,,,,
2010,senate,25,DOUG 'Smitty' SMITH,AL-2010-senate-25-D-DOUG-SMITTY-SMITH,ALPERSON-DOUG-SMITTY-SMITH,0,0,fuzzy_review,none,90.0,Smith,,,,,,,,,,
2010,senate,30,'Walking' WENDELL MITCHELL,AL-2010-senate-30-D-WALKING-WENDELL-MITCHELL,ALPERSON-WALKING-WENDELL-MITCHELL,1,0,fuzzy_review,none,85.5,"Mitchell, Wendell",,,,,,,,,,
2010,senate,35,SCOTT A BUZBEE,AL-2010-senate-35-D-SCOTT-A-BUZBEE,ALPERSON-SCOTT-A-BUZBEE,0,0,fuzzy_review,none,54.0,Burke,,,,,,,,,,
2014,house,2,"Andrew ""Andy"" Betterton",AL-2014-house-2-D-ANDREW-ANDY-BETTERTON,ALPERSON-ANDREW-ANDY-BETTERTON,0,0,fuzzy_review,none,85.5,"Hayden, Andrew",,,,,,,,,,
2014,house,7,John (Jody) Letson,AL-2014-house-7-D-JOHN-JODY-LETSON,ALPERSON-JOHN-JODY-LETSON,0,0,fuzzy_review,none,90.0,Letson,,,,,,,,,,
2014,house,8,Rex Cheatham,AL-2014-house-8-D-REX-CHEATHAM,ALPERSON-REX-CHEATHAM,0,0,fuzzy_review,none,51.85185185185186,"Chestnut, Prince",,,,,,,,,,
2014,house,10,Means,AL-2014-house-10-D-MEANS,ALPERSON-MEANS,0,0,fuzzy_review,none,90.0,"Means, Larry",,,,,,,,,,
2014,house,17,Don Barnwell,AL-2014-house-17-D-DON-BARNWELL,ALPERSON-DON-BARNWELL,0,0,fuzzy_review,none,64.0,"Barron, Lowell",,,,,,,,,,
2014,house,21,C. Terry Jones,AL-2014-house-21-D-C-TERRY-JONES,ALPERSON-C-TERRY-JONES,0,0,fuzzy_review,none,64.0,"Spicer, Terry",,,,,,,,,,
2014,house,22,Dennis W. Stephens,AL-2014-house-22-D-DENNIS-W-STEPHENS,ALPERSON-DENNIS-W-STEPHENS,0,0,fuzzy_review,none,85.5,"McDaniel, W.",,,,,,,,,,
2014,house,24,Beddingfield,AL-2014-house-24-D-BEDDINGFIELD,ALPERSON-BEDDINGFIELD,0,0,fuzzy_review,none,64.0,"Benefield, Kim",,,,,,,,,,
2014,house,27,Jeff McLaughlin,AL-2014-house-27-D-JEFF-MCLAUGHLIN,ALPERSON-JEFF-MCLAUGHLIN,0,0,fuzzy_review,none,90.9090909090909,"McLaughlin, Jeffrey",,,,,,,,,,
2014,house,29,Michael J. Gladden,AL-2014-house-29-D-MICHAEL-J-GLADDEN,ALPERSON-MICHAEL-J-GLADDEN,1,0,fuzzy_review,none,63.33333333333332,"Millican, Michael",,,,,,,,,,
2014,house,33,Anthony Zachero,AL-2014-house-33-D-ANTHONY-ZACHERO,ALPERSON-ANTHONY-ZACHERO,0,0,fuzzy_review,none,66.66666666666667,"Daniels, Anthony",,,,,,,,,,
2014,house,37,Josh Burns,AL-2014-house-37-D-JOSH-BURNS,ALPERSON-JOSH-BURNS,0,0,fuzzy_review,none,67.5,Burke,,,,,,,,,,
2014,house,40,Copeland,AL-2014-house-40-D-COPELAND,ALPERSON-COPELAND,0,0,fuzzy_review,none,64.28571428571429,"Hollis, Rolanda",,,,,,,,,,
2014,house,47,Salvatore Bambinelli,AL-2014-house-47-D-SALVATORE-BAMBINELLI,ALPERSON-SALVATORE-BAMBINELLI,0,0,fuzzy_review,none,60.00000000000001,Reed,,,,,,,,,,
2014,house,74,Zack Buckner,AL-2014-house-74-D-ZACK-BUCKNER,ALPERSON-ZACK-BUCKNER,0,0,fuzzy_review,none,60.00000000000001,Burke,,,,,,,,,,
