person_id,candidate,election_cycle,legiscan_people_id,bill_id,bill_number,session_year,session_name,sponsorship_role,sponsorship_timing,activity_timing,history_order,action_date,action,chamber,importance,committee_event_type,first_floor_passage_order,pre_first_floor_passage,floor_passage_observed,individual_member_action_observed,inference_limit,bill_url,bill_title,bill_description,subject_names
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96548,HB308,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-19,Read for the first time and referred to the House of Representatives committee on Education Appropriations,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB308/2010,"Alabama G.I. and Dependents' Educational Benefit Act, children of certain disabled veterans eligible for education benefits for certain time period, retroactive effect, Sec. 31-6-6 am'd.; Act 2009-559, 2009 Reg. Sess. am'd.","Alabama G.I. and Dependents' Educational Benefit Act, children of certain disabled veterans eligible for education benefits for certain time period, retroactive effect, Sec. 31-6-6 am'd.; Act 2009-559, 2009 Reg. Sess. am'd.",Veterans
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96568,HB328,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-19,Read for the first time and referred to the House of Representatives committee on Government Operations,,1,referral,3.0,True,True,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB328/2010,"Emergency management, Governor and local emergency management agencies, mutual aid agreements with federally recognized Indian tribes, authorized, Secs. 31-9-6, 31-9-9 am'd.","Emergency management, Governor and local emergency management agencies, mutual aid agreements with federally recognized Indian tribes, authorized, Secs. 31-9-6, 31-9-9 am'd.",Emergency Management
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96569,HB329,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-19,Read for the first time and referred to the House of Representatives committee on Government Operations,,1,referral,3.0,True,True,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB329/2010,"State property, time period for state to repurchase land sold by state to certain entities if later sold to private person or entities, decreased, municipal commercial development authorities exempt from procedures regarding sale or transfer of state property, retroactive effect, Sec. 9-15-82 am'd.","State property, time period for state to repurchase land sold by state to certain entities if later sold to private person or entities, decreased, municipal commercial development authorities exempt from procedures regarding sale or transfer of state property, retroactive effect, Sec. 9-15-82 am'd.",State Property
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96578,HB338,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-19,Read for the first time and referred to the House of Representatives committee on Boards and Commissions,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB338/2010,"Electrical Contractors, Board of, compensation increased, expired licenses restoration fee, investigations, appeals, continuing education, penalties, Sunset Law provided for, Secs. 34-36-1, 34-36-3, 34-36-4, 34-36-5, 34-36-6, 34-36-7, 34-36-8, 34-36-9, 34-36-13, 34-36-15, 34-36-16, 34-36-17 am'd.; Sec. 34-36-14 repealed","Electrical Contractors, Board of, compensation increased, expired licenses restoration fee, investigations, appeals, continuing education, penalties, Sunset Law provided for, Secs. 34-36-1, 34-36-3, 34-36-4, 34-36-5, 34-36-6, 34-36-7, 34-36-8, 34-36-9, 34-36-13, 34-36-15, 34-36-16, 34-36-17 am'd.; Sec. 34-36-14 repealed",State Agencies
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97097,HJR50,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-19,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR50/2010,"Lieutenant Governor's Commission on Public-Private Partnership Projects, extended","Lieutenant Governor's Commission on Public-Private Partnership Projects, extended","Resolutions, Legislative"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97102,HJR55,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-19,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR55/2010,"Hanson, Johnnie, commended","Hanson, Johnnie, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97103,HJR56,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-19,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR56/2010,"Boyett, Carl, death mourned","Boyett, Carl, death mourned","Resolutions, Condolence"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96618,HB378,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Read for the first time and referred to the House of Representatives committee on Judiciary,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB378/2010,"Class action lawsuits filed in Alabama, plan for undistributed funds to be distributed to Child Abuse and Neglect Prevention Department if class members cannot be located, or if distribution to class is not economically feasible, or if class members do not make a claim to the class funds","Class action lawsuits filed in Alabama, plan for undistributed funds to be distributed to Child Abuse and Neglect Prevention Department if class members cannot be located, or if distribution to class is not economically feasible, or if class members do not make a claim to the class funds",Civil Procedure
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96638,HB398,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Read for the first time and referred to the House of Representatives committee on Education Appropriations,,1,referral,4.0,True,True,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB398/2010,"Nursing scholarships, qualifications altered, funding increased, appropriation, Graduate Degree Scholarship for Nurses, Secs. 34-21-60, 34-21-61, 34-21-62, 34-21-63 am'd.","Nursing scholarships, qualifications altered, funding increased, appropriation, Graduate Degree Scholarship for Nurses, Secs. 34-21-60, 34-21-61, 34-21-62, 34-21-63 am'd.",Nurses and Nursing
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96653,HB413,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Read for the first time and referred to the House of Representatives committee on Health,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB413/2010,"Ephedrine, pseudoephedrine, and phenylpropanolamine, State Board of Health required to classify as controlled substances, exemptions, removed from list of precursor chemicals maintained by State Board of Pharmacy, Secs. 20-2-20, 20-2-181 am'd.","Ephedrine, pseudoephedrine, and phenylpropanolamine, State Board of Health required to classify as controlled substances, exemptions, removed from list of precursor chemicals maintained by State Board of Pharmacy, Secs. 20-2-20, 20-2-181 am'd.",Controlled Substances
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97102,HJR55,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-21,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR55/2010,"Hanson, Johnnie, commended","Hanson, Johnnie, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97103,HJR56,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-21,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR56/2010,"Boyett, Carl, death mourned","Boyett, Carl, death mourned","Resolutions, Condolence"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97114,HJR90,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR90/2010,"Concerns of Police Survivors (COPS), Fly the Blue Campaign, recognized","Concerns of Police Survivors (COPS), Fly the Blue Campaign, recognized","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97115,HJR91,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR91/2010,"Rilling, Corey, commended","Rilling, Corey, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97116,HJR92,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR92/2010,"Riggs, Jamie, commended","Riggs, Jamie, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97117,HJR93,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR93/2010,"National Endowment for the Arts and Institute of Museum and Library Services, The Big Read, recognized","National Endowment for the Arts and Institute of Museum and Library Services, The Big Read, recognized","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97118,HJR94,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR94/2010,"Sealy, Charlie Oliver, Sr., death mourned","Sealy, Charlie Oliver, Sr., death mourned","Resolutions, Condolence"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97119,HJR95,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-21,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR95/2010,"Shaw, Elijah, III, death mourned","Shaw, Elijah, III, death mourned","Resolutions, Condolence"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96661,HB421,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-26,Read for the first time and referred to the House of Representatives committee on County and Municipal Government,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB421/2010,"Municipalities, municipal courts, court costs for jails, distrib. for municipal jails, Sec. 11-47-7.1 am'd.","Municipalities, municipal courts, court costs for jails, distrib. for municipal jails, Sec. 11-47-7.1 am'd.",Municipalities
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96668,HB428,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-26,Read for the first time and referred to the House of Representatives committee on Government Appropriations,,1,referral,3.0,True,True,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB428/2010,"Motor carrier, broker, or freight forwarder, fuel surcharges of, certain fuel cost disclosures and fuel cost reimbursements required, false or misleading information prohibited, certain information regarding timber and timber products required, Trust in Reliable Understanding of Consumer Costs Act or the TRUCC Act","Motor carrier, broker, or freight forwarder, fuel surcharges of, certain fuel cost disclosures and fuel cost reimbursements required, false or misleading information prohibited, certain information regarding timber and timber products required, Trust in Reliable Understanding of Consumer Costs Act or the TRUCC Act",Motor Vehicles
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97114,HJR90,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-26,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR90/2010,"Concerns of Police Survivors (COPS), Fly the Blue Campaign, recognized","Concerns of Police Survivors (COPS), Fly the Blue Campaign, recognized","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97115,HJR91,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-26,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR91/2010,"Rilling, Corey, commended","Rilling, Corey, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97116,HJR92,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-26,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR92/2010,"Riggs, Jamie, commended","Riggs, Jamie, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97117,HJR93,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-26,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR93/2010,"National Endowment for the Arts and Institute of Museum and Library Services, The Big Read, recognized","National Endowment for the Arts and Institute of Museum and Library Services, The Big Read, recognized","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97118,HJR94,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-26,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR94/2010,"Sealy, Charlie Oliver, Sr., death mourned","Sealy, Charlie Oliver, Sr., death mourned","Resolutions, Condolence"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97119,HJR95,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-26,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR95/2010,"Shaw, Elijah, III, death mourned","Shaw, Elijah, III, death mourned","Resolutions, Condolence"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97134,HJR140,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-26,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR140/2010,"Teachers and educational support personnel, commended","Teachers and educational support personnel, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97134,HJR140,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-01-28,Reported from Rules,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR140/2010,"Teachers and educational support personnel, commended","Teachers and educational support personnel, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97143,HJR172,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-28,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR172/2010,"Boy Scouts of America, 100th Anniversary, recognized","Boy Scouts of America, 100th Anniversary, recognized","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97144,HJR173,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-28,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR173/2010,"Brewton, commended","Brewton, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97145,HJR174,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-28,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR174/2010,"Flomaton Public Library, commended","Flomaton Public Library, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97146,HJR175,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,1,2010-01-28,Introduced and referred to the House of Representatives committee on Rules,,1,referral,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR175/2010,"Bias, Ethel Mae Jones, death mourned","Bias, Ethel Mae Jones, death mourned","Resolutions, Condolence"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97143,HJR172,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-02-02,Reported from Rules and received,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR172/2010,"Boy Scouts of America, 100th Anniversary, recognized","Boy Scouts of America, 100th Anniversary, recognized","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97144,HJR173,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-02-02,Reported from Rules and received,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR173/2010,"Brewton, commended","Brewton, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97145,HJR174,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-02-02,Reported from Rules and received,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR174/2010,"Flomaton Public Library, commended","Flomaton Public Library, commended","Resolutions, Congratulatory"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,97146,HJR175,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,2,2010-02-02,Reported from Rules and received,,0,committee_report,,True,False,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HJR175/2010,"Bias, Ethel Mae Jones, death mourned","Bias, Ethel Mae Jones, death mourned","Resolutions, Condolence"
ALPERSON-ALAN-HARPER,Alan Harper,2010,3381,96504,HB264,2010,Regular Session 2010,joint_sponsor,pre_or_during_election,pre_or_during_election,13,2010-02-04,Read for the first time and referred to the Senate committee on Energy and Natural Resources,,1,referral,3.0,False,True,False,Event concerns a sponsored bill; source does not identify the candidate's committee vote or conduct.,https://legiscan.com/AL/bill/HB264/2010,"Alabama Residential Energy Code Board changed to Alabama Energy and Residential Codes Board, Model Energy Code replaced with Alabama Energy and Residential Codes, adoption of modern building and energy codes in compliance with federal law to be implemented by counties and municipalities, board members increased, certain farm structures excluded, sprinkler systems provided for, Secs. 41-23-80, 41-23-81, 41-23-82, 41-23-83, 41-23-84, 41-23-85 am'd.","Alabama Residential Energy Code Board changed to Alabama Energy and Residential Codes Board, Model Energy Code replaced with Alabama Energy and Residential Codes, adoption of modern building and energy codes in compliance with federal law to be implemented by counties and municipalities, board members increased, certain farm structures excluded, sprinkler systems provided for, Secs. 41-23-80, 41-23-81, 41-23-82, 41-23-83, 41-23-84, 41-23-85 am'd.",Energy
