person_id,candidate,election_cycle,issue,stance_code,position_summary,evidence_date,temporal_status,confidence,source_url,bill_id,bill_number,sponsorship_role,human_issue_code,policy_direction_of_yea,ideological_valence,evidence_type,review_status
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,health_social_services,sponsorship_support,Co-sponsored state funding for domestic-violence services with audit and performance safeguards.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB293/2010,96533,HB293,joint_sponsor,social_services,"Appropriate $435,600 from the General Fund to the Alabama Coalition Against Domestic Violence, conditioned on audited financials, an operating plan, and quarterly and annual performance reports.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,health_social_services,sponsorship_support,"Co-sponsored substantial tobacco-settlement investment in children, health, disability, youth, and senior-service programs.",2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB294/2010,96534,HB294,joint_sponsor,social_services,"Allocate more than $94 million in tobacco-settlement funds to child welfare, Medicaid, mental health, public health, rehabilitation, youth services, senior services, and related programs, with quarterly allotment and performance controls.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,criminal_justice,sponsorship_support,Co-sponsored a commission charged with reducing gaps and inequities affecting incarcerated women and girls and expanding evidence-based alternatives and reentry services.,2010-02-09,pre_election,high,https://legiscan.com/AL/bill/HB519/2010,96759,HB519,joint_sponsor,criminal_justice,"Create a diverse interagency commission with facility access and beneficiary input to recommend gender-responsive services, community alternatives, population reduction, reentry support, and racial and gender equity for girls and women in the justice system.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,environment,sponsorship_support,Co-sponsored stronger public-participation and intergovernmental approval requirements for junkyards outside municipal limits.,2010-02-23,pre_election,high,https://legiscan.com/AL/bill/HB619/2010,96859,HB619,joint_sponsor,environment_energy,"Require a public forum and unanimous joint county-municipal approval before a municipality licenses a junkyard in its extraterritorial police jurisdiction, then assign post-license enforcement to the county.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,health_social_services,sponsorship_support,Co-sponsored transparent rulemaking for distribution of public funding among family resource centers.,2010-03-09,pre_election,high,https://legiscan.com/AL/bill/HB698/2010,96938,HB698,joint_sponsor,social_services,Require the Alabama Network of Family Resource Centers to adopt allocation rules for state and federal funds and publish advance notice of proposed rules in the Alabama Administrative Monthly.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,health_social_services,sponsorship_support,Co-sponsored replacing educators' immediate direct-report obligation with an internal written-report safe harbor and an administrator forwarding duty.,2010-03-09,pre_election,high,https://legiscan.com/AL/bill/HB699/2010,96939,HB699,joint_sponsor,social_services,"Allow a teacher or school official to satisfy the child-abuse reporting mandate by giving a written report to a principal or superintendent by the close of the next school day, with that administrator then responsible for forwarding it to authorities.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,healthcare_medicaid,sponsorship_support,Co-sponsored defending implementation of the Affordable Care Act against state litigation.,2010-03-30,pre_election,high,https://legiscan.com/AL/bill/HJR766/2010,97356,HJR766,joint_sponsor,healthcare_medicaid_finance,"Urge Alabama's governor and attorney general not to join litigation blocking implementation of the federal comprehensive health-care reform law, emphasizing affordable access and defending the law's constitutionality.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,healthcare_medicaid,sponsorship_support,Co-sponsored defending implementation of the Affordable Care Act against state litigation.,2010-03-30,pre_election,high,https://legiscan.com/AL/bill/HR763/2010,97918,HR763,joint_sponsor,healthcare_medicaid_finance,"Urge Alabama's governor and attorney general not to join litigation blocking implementation of the federal comprehensive health-care reform law, emphasizing affordable access and defending the law's constitutionality.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,ethics_government,sponsorship_support,Sponsored a PAC-to-PAC transfer ban to improve campaign-finance traceability.,2010-12-08,post_election,high,https://legiscan.com/AL/bill/HB5/2010/X1,416092,HB5,joint_sponsor,ethics_government,Prohibit political action committees from transferring money to other PACs except principal campaign committees.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,ethics_government,sponsorship_support,Co-sponsored searchable online disclosure of campaign money.,2010-12-08,post_election,high,https://legiscan.com/AL/bill/HB7/2010/X1,416076,HB7,joint_sponsor,ethics_government,Require the Secretary of State to maintain a publicly searchable online database of campaign-contribution and expenditure filings by candidate name.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,business_economic_development,sponsorship_support,Co-sponsored a performance-conditioned small-business tax credit for net job creation above a wage floor.,2011-03-10,post_election,high,https://legiscan.com/AL/bill/HB230/2011,298318,HB230,joint_sponsor,business_economic_development,"Provide small businesses with a nonrefundable $1,000 income or financial-institution excise-tax credit for each qualifying net new Alabama job paying more than $10 per hour after twelve months of continuous employment.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,sponsorship_support,"Co-sponsored redirecting unused school-choice tax-credit reserves to a public-school math, science, and technology program.",2014-01-21,post_election,high,https://legiscan.com/AL/bill/HB306/2014,600040,HB306,cosponsor,public_education,"Use up to $15 million in Education Trust Fund revenue left unobligated because Alabama Accountability Act tax-credit costs were below forecast for the Alabama Math, Science, and Technology Initiative.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,gambling,sponsorship_support,Co-sponsored an education lottery paired with a continued casino ban.,2014-01-21,post_election,high,https://legiscan.com/AL/bill/HB308/2014,599986,HB308,cosponsor,gambling,"Submit to voters a state-run education lottery funding school resource officers and scholarships without supplanting existing education revenue, while continuing to prohibit casinos.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,sponsorship_support,Co-sponsored requiring state colleges and PACT resources to fulfill prepaid-college tuition promises despite a projected funding shortfall.,2014-01-21,post_election,high,https://legiscan.com/AL/bill/HB309/2014,599966,HB309,cosponsor,public_education,Transfer PACT assets and future appropriations among higher-education institutions and require Alabama public colleges to honor the full tuition-and-fee terms promised in remaining prepaid-tuition contracts.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,taxes_budget,sponsorship_support,Co-sponsored a progressive tax shift that removed the state grocery tax and offset revenue by limiting a deduction concentrated among higher-income taxpayers.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB1/2010,96241,HB1,joint_sponsor,taxes_budget,Eliminate Alabama's state sales tax on most food while phasing down the federal-income-tax deduction for higher-income filers and retaining the full deduction below stated income thresholds.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,business_economic_development,sponsorship_support,Sponsored a constitutional amendment committing substantial Trust Fund resources to a decade-long state and local transportation investment program.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB237/2010,96477,HB237,joint_sponsor,business_economic_development,"Submit to voters a ten-year transfer of $100 million annually from the Alabama Trust Fund for state and local road, bridge, rail, maintenance, and economic-development infrastructure, with geographic allocation rules.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,taxes_budget,sponsorship_support,"Co-sponsored a statewide ban on accident-response service fees, limiting government fee collection and shielding motorists and insurers from an added charge.",2010-01-19,pre_election,high,https://legiscan.com/AL/bill/HB306/2010,96546,HB306,joint_sponsor,taxes_budget,"Prohibit public law-enforcement agencies from charging insurers, motorists, or vehicle owners a separate fee for responding to or investigating a motor-vehicle accident.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,occupational_licensing,sponsorship_support,Co-sponsored a new training prerequisite for first-time used-vehicle dealer and wholesaler licenses as a consumer-protection measure.,2010-01-19,pre_election,high,https://legiscan.com/AL/bill/HB307/2010,96547,HB307,joint_sponsor,occupational_licensing,"Require first-time used-vehicle dealers and wholesalers to complete at least four hours of state-approved legal-compliance training before licensure, while exempting existing licensees in good standing.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,public_private_partnerships,sponsorship_support,Co-sponsored a high legislative barrier to privatizing or outsourcing management of state mental-health institutions.,2010-02-04,pre_election,high,https://legiscan.com/AL/bill/HB491/2010,96731,HB491,joint_sponsor,public_private_partnerships,"Require a three-fifths vote in each legislative chamber before a state mental-health institution may be leased, transferred, or placed under nongovernmental management.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,criminal_justice,sponsorship_support,Co-sponsored expanded controlled-substance precursor monitoring and enforcement.,2010-02-09,pre_election,high,https://legiscan.com/AL/bill/HB528/2010,96768,HB528,joint_sponsor,criminal_justice,"Further restrict over-the-counter ephedrine and pseudoephedrine sales through real-time electronic verification, penalties, and a Drug Abuse Task Force.",conservative,human_coded_bill_sponsorship,reviewed
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,public_employee_benefits,sponsorship_support,Co-sponsored recurring salary increases for state corrections employees who work inside secured facilities.,2010-03-23,pre_election,high,https://legiscan.com/AL/bill/HB747/2010,96987,HB747,joint_sponsor,public_employee_benefits,"Provide eligible Department of Corrections employees working inside correctional facilities with conditional annual 2.5 percent pay steps, up to a cumulative 10 percent, in years without General Fund proration.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,guns,sponsorship_support,Sponsored a modest increase in Barbour County's concealed-pistol permit fee to fund law-enforcement vehicles.,2010-03-30,pre_election,high,https://legiscan.com/AL/bill/HB796/2010,97036,HB796,joint_sponsor,guns,Allow the Barbour County Commission to add five dollars to the concealed-pistol permit fee and dedicate the proceeds to sheriff's-vehicle purchase and maintenance.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,taxes_budget,sponsorship_support,Co-sponsored a progressive tax shift that removed the state grocery tax and offset revenue by limiting a deduction concentrated among higher-income taxpayers.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB1/2010,96241,HB1,joint_sponsor,taxes_budget,Eliminate Alabama's state sales tax on most food while phasing down the federal-income-tax deduction for higher-income filers and retaining the full deduction below stated income thresholds.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,business_economic_development,sponsorship_support,Co-sponsored delaying a higher base-wage requirement for already developing tax-incentive projects.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB109/2010,96349,HB109,joint_sponsor,business_economic_development,"Grandfather economic-development projects whose companies filed intent statements by November 21, 2009, under the earlier base-wage requirement rather than a newer wage threshold.",conservative,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,health_social_services,sponsorship_support,Co-sponsored ending Alabama's lifetime food-aid and cash-assistance exclusion for many people with drug felony records.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB214/2010,96454,HB214,joint_sponsor,social_services,Restore TANF and food-assistance eligibility to otherwise qualified people with drug-felony convictions after sentence completion or during satisfactory probation and required treatment.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,taxes_budget,sponsorship_support,Co-sponsored a statewide constitutional ban on local occupational taxes.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB215/2010,96455,HB215,joint_sponsor,taxes_budget,Constitutionally prohibit counties and municipalities from levying occupational taxes.,conservative,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,taxes_budget,sponsorship_support,Co-sponsored revising the geographic distribution of TVA and alcohol-related local revenues.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB44/2010,96284,HB44,joint_sponsor,taxes_budget,Redistribute TVA in-lieu-of-tax payments among TVA-served jurisdictions and dry non-TVA communities while offsetting parts of the latter allocation with liquor-tax receipts.,mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_education,sponsorship_support,Co-sponsored state higher-education funding for Talladega College.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB271/2010,96511,HB271,joint_sponsor,public_education,Appropriate Education Trust Fund money to Talladega College subject to state fiscal controls.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_education,sponsorship_support,Co-sponsored state education funding for Tuskegee University and its agricultural research and extension work.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB272/2010,96512,HB272,joint_sponsor,public_education,"Appropriate $9,703,990 from the Education Trust Fund to Tuskegee University, including at least $1,414,586 for agricultural research and extension, subject to planning, audit, and performance-reporting requirements.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_education,sponsorship_support,Co-sponsored the fiscal-year 2011 public-education budget.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB274/2010,96514,HB274,joint_sponsor,public_education,"Enact Alabama's fiscal-year 2011 Education Trust Fund budget for the support, maintenance, development, debt service, and capital needs of public education and related educational programs.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_employee_benefits,sponsorship_support,Co-sponsored lengthening the funding period for the teachers' pension system's accrued liability.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB275/2010,96515,HB275,joint_sponsor,public_employee_benefits,Allow the Teachers' Retirement System to amortize its accrued pension liability over as many as 30 years instead of 20 years.,conservative,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,health_social_services,sponsorship_support,Co-sponsored an education-finance adjustment that also protected excess human-services funds for subsidized child care.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB276/2010,96516,HB276,joint_sponsor,social_services,"Shift part of public-school bond debt service to the Education Trust Fund, reappropriate prior-year balances, cap the Department of Human Resources food-stamp-fund reversion, and dedicate excess funds to subsidized child-care slots.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_education,sponsorship_support,Co-sponsored diverting an earmarked education allocation from the Children First Trust Fund into the General Fund for one fiscal year.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB277/2010,96517,HB277,joint_sponsor,public_education,Transfer the State Board of Education's fiscal-year 2011 share of Children First Trust Fund receipts to the State General Fund.,conservative,human_coded_bill_sponsorship,reviewed
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_private_partnerships,sponsorship_support,Co-sponsored extending the state's public-private infrastructure commission and continuing work on its prior recommendations.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HJR50/2010,97097,HJR50,joint_sponsor,public_private_partnerships,Extend the Lieutenant Governor's Commission on Public-Private Partnership Projects through the fifth legislative day of the 2011 session and direct it to continue implementing recommendations from its earlier report.,mixed,human_coded_bill_sponsorship,reviewed
