person_id,candidate,election_cycle,evidence_date,dimension,coded_value,evidence_summary,source_type,source_url,confidence,review_status
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,2024-04-15,guns_position,-1,"Daniels criticized repeal of the concealed-carry permit requirement during his congressional primary debate.",associated_press,https://apnews.com/article/54c3a1ef42316c3931f503a3d1c63292,medium,post_election_evidence
ALPERSON-JOHN-JODY-LETSON,John (Jody) Letson,2014,2014-01-31,economic_ideology,-1,"Letson centered his comeback campaign on public education, educator pay, job creation, and support for small and local businesses.",contemporary_state_reporting,https://www.alreporter.com/2014/01/31/former-rep-jody-letson-announces-candidacy-for-alabama-house-of-representatives/,high,provisional
ALPERSON-JOHN-JODY-LETSON,John (Jody) Letson,2014,2014-10-16,labor_position,-1,"Alabama Education Association contribution records show major late-cycle support for Letson; this is organizational alignment evidence, not a roll-call position.",interest_group_finance_record,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions,medium,provisional
ALPERSON-JOHN-JODY-LETSON,John (Jody) Letson,2014,2014-01-31,localism_personal_vote,2,"Letson had represented the area for 14 years before seeking a 2014 comeback.",contemporary_state_reporting,https://www.alreporter.com/2014/01/31/former-rep-jody-letson-announces-candidacy-for-alabama-house-of-representatives/,high,provisional
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,2008-02-05,guns_position,2,"As a House member Keahey sponsored emergency-powers legislation barring government confiscation or regulation of lawful firearms during an emergency.",contemporary_issue_alert,https://www.ar15.com/forums/t_8_31/297948_Five_Pro_Gun_Bills_Introduced_in_Alabama___/31-297948/,medium,needs_bill_verification
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,2009-01-01,guns_position,2,"A municipal legislative report identifies Keahey's firearms emergency-powers bill, providing a second lead to the underlying bill text.",policy_association_report,https://www.almonline.org/Assets/Files/LegislativeAdvocacy/Archives/2009_Regular_Session_Final_Report.pdf,medium,needs_bill_verification
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,2012-10-08,overall_ideological_valence,0,"Contemporary reporting on Fielding's switch noted that a Democratic leader argued his voting record was not very conservative; the switch alone is therefore not valid proof of ideology.",contemporary_state_reporting,https://www.alreporter.com/2012/10/08/converting-for-a-cause-behind-the-fielding-switch/,medium,provisional_counterevidence
ALPERSON-ALAN-HARPER,Alan Harper,2010,2012-02-07,party_identity,verified_switcher,"Harper announced a Democratic-to-Republican switch in 2012, saying it followed consultations and was best for HD-61 constituents; the statement did not identify a specific ideological disagreement.",contemporary_state_reporting,https://yellowhammernews.com/rep-alan-harper-of-aliceville-announces-switch-to-alabama-gop/,high,verified
ALPERSON-ALLI-SUMMERFORD,Alli Summerford,2018,2018-09-14,economic_ideology,-1,"Summerford's campaign focused on public education and health care serving all Alabamians.",contemporary_state_reporting,https://www.alreporter.com/2018/09/14/alli-summerford-launches-campaign-video/,high,provisional
ALPERSON-ALLI-SUMMERFORD,Alli Summerford,2018,2018-09-14,localism_personal_vote,1,"Her campaign emphasized availability and listening to constituent concerns; she also had extensive local civic-board experience.",contemporary_state_reporting,https://www.alreporter.com/2018/09/14/alli-summerford-launches-campaign-video/,medium,provisional
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,2018-10-31,economic_ideology,-1,"Stewart emphasized public education, health care, job and wage growth, criminal-justice reform, and environmental protection.",contemporary_voter_guide,https://birminghamwatch.org/2018/10/31/felicia-stewart/,high,provisional
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,2018-10-31,social_ideology,-2,"Stewart criticized legislative focus on bathroom restrictions, execution speed, and protecting Confederate monuments.",contemporary_voter_guide,https://birminghamwatch.org/2018/10/31/felicia-stewart/,high,verified_blind_review
ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,2018-10-07,party_independence,2,"Her campaign centered ethics and transparency and rejected PAC, corporate, and special-interest money.",contemporary_state_reporting,https://aldailynews.com/faulkner-and-stewart-vie-for-house-district-46/,high,provisional
ALPERSON-LARRY-MEANS,Larry Means,2014,2011-03-18,guns_position,2,"Vote Smart reports that Means received a 100 percent NRA-PVF Alabama rating; he also sponsored Alabama's 2006 stand-your-ground law.",interest_group_rating,https://justfacts.votesmart.org/candidate/15978/larry-means,high,provisional
ALPERSON-LARRY-MEANS,Larry Means,2014,2006-04-04,guns_position,2,"Means introduced the NRA-supported legislation that became Alabama's stand-your-ground law and removed the duty to retreat in lawful locations.",legislative_history,https://www.bhamwiki.com/w/Alabama_Stand_Your_Ground_Law,medium,needs_bill_verification
ALPERSON-LARRY-MEANS,Larry Means,2014,2014-01-01,economic_ideology,-1,"His 2014 campaign issue menu emphasized jobs and the economy and support for public education; contemporary Democratic commentary credited him with helping create an industrial authority that preserved Goodyear jobs.",campaign_position_summary,https://justfacts.votesmart.org/candidate/15978/larry-means,medium,provisional
ALPERSON-LARRY-MEANS,Larry Means,2014,2014-09-04,labor_position,-1,"A contemporary working-families column credited Means with creating the local industrial authority that helped preserve 1,400 Goodyear jobs and add 190 more.",contemporary_partisan_commentary,https://www.birminghamtimes.com/2014/09/working-for-working-families/,medium,provisional
ALPERSON-LARRY-MEANS,Larry Means,2014,2012-08-29,localism_personal_vote,2,"After acquittal in the bingo-corruption trials, Means won a four-way Attalla mayoral race with 69 percent; residents had encouraged his comeback, evidence of a durable local personal vote.",associated_press_reporting,https://www.apr.org/politics-government/2012-08-29/acquitted-former-senator-makes-political-comeback,high,verified
ALPERSON-LARRY-MEANS,Larry Means,2014,2010-10-04,opponent_quality_context,NA,"Means's 2010 defeat occurred one month after a federal indictment; he was later acquitted and returned to local office. This makes his 2010-to-2014 CMO change partly a scandal-recovery comparison rather than an ideology change.",associated_press_reporting,https://www.apr.org/politics-government/2012-08-29/acquitted-former-senator-makes-political-comeback,high,verified
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,2010-11-02,overall_ideological_valence,-1,"Her Shor-McCarty score is -0.504, about the 32nd conservative percentile of the active Alabama Democratic House caucus in 2010; this is a broad roll-call measure and places her on the more progressive side of that caucus.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,2010-11-02,localism_personal_vote,2,"Boyd had represented HD-32 since 1994 and had spent decades as an educator before entering office, creating unusually deep professional and constituency roots.",official_legislative_resolution,https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2026RS/HJR307-int.pdf,high,verified_biographical
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,2010-11-02,economic_ideology,-1,"Her professional career and later official commendation describe sustained advocacy for education, children, seniors, and local communities.",official_legislative_resolution,https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2026RS/HJR307-int.pdf,medium,retrospective_profile
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,2010-11-02,coalition_context,NA,"Boyd posted large positive CMO in 2010 and remained positive in contested 2018 and 2022 races; later versions of HD-32 were roughly 60-62 percent nonwhite. Her case belongs to the Black-majority coalition mechanism rather than the white-rural conservative-Democrat mechanism.",project_data,research/cmo_ideology/candidate_cycle_analysis.csv,high,verified
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,2014-01-31,economic_ideology,-1,"White centered his comeback campaign on defending public schools, creating jobs, supporting locally owned businesses, expanding industry, and services for elderly and disabled residents.",contemporary_local_reporting,https://www.alreporter.com/2014/01/31/former-rep-henry-white-announces-candidacy-for-alabama-house-of-representatives/,high,verified
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,2014-01-31,localism_personal_vote,2,"White was a lifelong Limestone County resident, 36-year county school employee, four-year superintendent, six-year Athens council member, former legislator, and participant in local disability and senior organizations.",contemporary_local_reporting,https://www.alreporter.com/2014/01/31/former-rep-henry-white-announces-candidacy-for-alabama-house-of-representatives/,high,verified
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,2014-11-04,overall_ideological_valence,1,"His Shor-McCarty score of -0.230 placed him near the 79th conservative percentile of the contemporary Alabama Democratic House caucus. This broad roll-call score comes from pre-election service.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,2014-11-04,repeat_candidate_context,NA,"White's OOF CMO moved from about -4 in 2010 to +30 in 2014 in the same district against the same Republican, Dan Williams. Resource-adjusted and district-grouped estimates show the same swing.",project_data,research/cmo_ideology/candidate_cycle_analysis.csv,high,verified
ALPERSON-CRAIG-FORD,Craig Ford,2014,2014-11-04,overall_ideological_valence,1,"Ford's Shor-McCarty score of -0.152 placed him near the 89th conservative percentile of the contemporary Alabama Democratic House caucus; the score is based on service before the election.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified
ALPERSON-CRAIG-FORD,Craig Ford,2014,2018-10-30,party_independence,2,"After leaving the Democratic Party, Ford said his policy disagreements were with the national party and described himself as aligned with conservative principles and willing to vote independently of party.",retrospective_candidate_interview,https://aldailynews.com/senate-district-10-race-profile-ford-jones/,medium,retrospective_profile
ALPERSON-CRAIG-FORD,Craig Ford,2014,2018-10-30,economic_ideology,-1,"Ford paired a conservative identity with full public-school funding, pre-K and teacher raises, opposition to charter schools and the Accountability Act, Medicaid expansion, and public mental-health funding.",retrospective_candidate_interview,https://aldailynews.com/senate-district-10-race-profile-ford-jones/,medium,retrospective_profile
ALPERSON-CRAIG-FORD,Craig Ford,2014,2020-12-11,guns_position,2,"Vote Smart reports a 92 percent NRA candidate-position rating and a 100 percent Gun Owners of America positions rating, confirming a strongly pro-gun component of Ford's later public profile.",interest_group_rating_archive,https://justfacts.votesmart.org/candidate/53381/craig-ford,medium,retrospective_profile
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,2010-11-02,overall_ideological_valence,0,"Irons's Shor-McCarty score of -0.437 placed her near the middle of the contemporary Alabama Democratic caucus (about the 45th conservative percentile), based on four years of pre-election House service.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,2010-05-26,economic_ideology,-1,"During the election year Irons directed Education Trust Fund and General Trust Fund grants to the University of North Alabama, consistent with a public-investment emphasis.",official_university_release,https://www.una.edu/pressroom/2010/05/una-rep.-tammy-irons-announce-two-grants-for-university.html,high,verified
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,2008-03-17,labor_position,-1,"Irons sponsored a bill allowing legislative review of two-year-college board policies during a fight in which the Alabama Education Association supported the measure and the chancellor called it an effort to obstruct his reforms.",associated_press_reporting,https://www.apr.org/2008-03-17/alabama-chancellor-on-familiar-ground-in-political-fight,medium,verified_context
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,2012-03-06,economic_ideology,-1,"After the scored election, Irons tried to increase the proposed annual classroom-supply stipend from $300 to $1,000, corroborating a strong public-school spending orientation.",associated_press_reporting,https://www.apr.org/2012-03-06/bill-would-provide-teachers-with-300-for-supplies,medium,post_election_corroboration
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,2010-11-02,localism_personal_vote,1,"Irons was a Florence attorney with civic-board ties and had won the same House district twice beginning with a 2006 special election before seeking the open Senate seat.",biographical_crosscheck,https://www.bamapolitics.com/alabama/profiles/tammy-irons/,medium,verified_biographical
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,2014-11-04,overall_ideological_valence,-1,"Drummond's Shor-McCarty score of -0.610 places her around the 29th conservative percentile of the Alabama Democratic House caucus, but it is based on service after her 2014 election and cannot be treated as a pre-election predictor.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,medium,post_election_corroboration
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,2019-05-15,economic_ideology,-2,"Drummond publicly joined the House Democratic push for Medicaid expansion; this is post-election evidence of a progressive health-care position.",contemporary_reporting,https://www.wsfa.com/2019/05/15/ala-house-democrats-vow-continue-fight-expand-medicaid/,medium,post_election_corroboration
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,2022-04-01,guns_position,-2,"Her later campaign record says she opposed Alabama's permitless-carry law and called for its repeal, a clearly gun-regulatory position documented after the scored election.",candidate_issue_page,https://drummondformayor.com/issues/,medium,post_election_corroboration
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,2014-11-04,localism_personal_vote,2,"Before entering the House, Drummond had spent two decades as a Mobile journalist and then worked in county and city administration, including neighborhood services and major economic-development projects.",candidate_biography,https://drummondformayor.com/about/,medium,retrospective_biography
ALPERSON-JENNIFER-MARSDEN,Jennifer Marsden,2014,2014-01-21,economic_ideology,-2,"Marsden campaigned for health care for all Alabamians, public education, vocational training, small-business incubators, and job creation without corporate welfare or budget-straining tax breaks.",contemporary_local_reporting,https://www.alreporter.com/2014/01/21/dr-marsden-runs-as-democrat-against-clouse-in-house-district-93/,high,verified
ALPERSON-JENNIFER-MARSDEN,Jennifer Marsden,2014,2014-01-21,localism_personal_vote,0,"Marsden was a physician and Army veteran who had lived in the Wiregrass for seven years. She had occupational credibility but substantially shallower local and political tenure than Henry White.",contemporary_local_reporting,https://www.alreporter.com/2014/01/21/dr-marsden-runs-as-democrat-against-clouse-in-house-district-93/,high,verified
ALPERSON-JENNIFER-MARSDEN,Jennifer Marsden,2014,2014-05-13,party_independence,1,"Marsden signed a cross-partisan anti-corruption pledge, providing some evidence of a reform identity distinct from a purely partisan campaign.",contemporary_local_reporting,https://www.alreporter.com/2014/05/13/more-candidates-sign-anti-corruption-pledge/,medium,verified
ALPERSON-DARRELL-TURNER,Darrell Turner,2014,2014-01-23,labor_position,-2,"Turner was a longtime business representative for the United Association of Plumbers and Pipefitters and framed his campaign around working families, making organized labor central to his political identity.",contemporary_local_reporting,https://www.alreporter.com/2014/01/23/darrell-turner-qualifies-for-senate-district-13/,high,verified
ALPERSON-DARRELL-TURNER,Darrell Turner,2014,2014-01-23,economic_ideology,-1,"Turner emphasized public education and criticized the closed-process passage of the Alabama Accountability Act, aligning him with the economic-populist side of the Democratic coalition.",contemporary_local_reporting,https://www.alreporter.com/2014/01/23/darrell-turner-qualifies-for-senate-district-13/,high,verified
ALPERSON-DARRELL-TURNER,Darrell Turner,2014,2014-01-23,party_independence,1,"Turner emphasized compromise, negotiation, transparency, and representing the district rather than a national partisan message.",contemporary_local_reporting,https://www.alreporter.com/2014/01/23/darrell-turner-qualifies-for-senate-district-13/,medium,verified
ALPERSON-DARRELL-TURNER,Darrell Turner,2014,2014-10-27,opponent_quality_context,NA,"One week before the election, a complaint alleged that Turner filed his required statement of economic interests months late and questioned his ballot eligibility. The Secretary of State said the name was already on the ballot; the report did not establish a final adjudication.",contemporary_local_reporting,https://www.alreporter.com/2014/10/27/failure-to-file-statement-of-economic-interest-results-in-ethics-complaint/,high,verified_allegation_not_adjudication
ALPERSON-DARRELL-TURNER,Darrell Turner,2014,2014-11-04,campaign_resources,NA,"The project finance data show an extreme spending disadvantage for Turner relative to the Republican, whereas Larry Means enjoyed a large Democratic spending advantage. Resource adjustment reduces the Means-Turner CMO gap from about 24.7 to 13.2 points.",project_data,research/cmo_ideology/matched_pair_evidence.csv,high,verified
ALPERSON-ALAN-HARPER,Alan Harper,2010,2010-11-02,overall_ideological_valence,1,"Harper's pre-election Shor-McCarty score of -0.105 placed him around the 71st conservative percentile of the active Alabama Democratic House caucus, on its more conservative side.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified
ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette",2018,2018-05-14,economic_ideology,-1,"Burkette, a retired public educator, called fixing the public education system a top priority and said the system required change. This supports a modest public-investment code but does not establish positions on taxes or redistribution.",contemporary_local_reporting,https://www.wsfa.com/story/38189013/new-district-26-state-senator-chosen-in-special-election/,medium,verified
ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette",2018,2018-07-12,labor_position,-1,"Alabama Education Association records show campaign support to Burkette during the 2018 cycle. The contribution is evidence of education-union alignment, though weaker than a policy statement or voting record.",contemporary_campaign_finance_record,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions,medium,provisional
ALPERSON-ANDREW-ANDY-BETTERTON,"Andrew ""Andy"" Betterton",2014,2014-08-12,economic_ideology,-1,"Betterton's issues page supports public education, opposes directing public tax dollars to private schools, and supports Medicaid expansion. The site's WordPress API records the page as published August 12, 2014 and last modified August 21, before the general election.",contemporaneous_candidate_platform,https://abetterton.com/issues/,high,verified
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,2014-10-28,labor_position,-1,"Alabama Education Association campaign-finance records show a contribution to Drummond shortly before the 2014 general election. This is evidence of education-union alignment, although weaker than a candidate statement or voting record.",contemporary_campaign_finance_record,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions,medium,provisional
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,2018-01-01,labor_position,-2,"A later University of Alabama program biography reports that Daniels chaired the NEA Student Program, chaired the Huntsville Education Association legislative committee in 2009, and joined the Alabama Education Association state board in 2010. The underlying roles predate the election but the surviving source is retrospective, so this code is excluded from the pre-election index.",later_institutional_biography,https://blackburninstitute.sa.ua.edu/wp-content/uploads/sites/17/2018/01/Full-Packet-jsh.pdf,medium,retrospective_pre_election_biographical_fact
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,2014-04-16,business_alignment,1,"The Alabama Retail Association's PAC endorsed Daniels in 2014. Because the association endorsed candidates of both parties, this supports a cross-institutional or business-friendly coalition signal rather than a conventional ideological code.",contemporary_interest_group_endorsement,https://alabamaretail.org/news/initial-2014-endorsements/,high,verified
ALPERSON-RANDALL-WHITE,Randall White,2010,2010-10-21,overall_ideological_valence,1,"A contemporaneous explicitly pro-Democratic campaign blog described White as highly conservative and argued that Republican attempts to label him liberal lacked local credibility. The partisan source and absence of issue specifics limit confidence.",contemporary_partisan_commentary,https://wantedalabamademocrats.blogspot.com/2010/10/,low,provisional
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,2013-03-01,social_ideology,2,"A memorandum describing a 2013 party-switch discussion reports that Ledbetter called himself conservative and cited opposition to gay rights and abortion. It postdates his 2010 Democratic candidacy and is retained only as retrospective corroboration.",later_first_person_meeting_memorandum,https://southerntorch.com/wp-content/uploads/2014/02/NATHANIEL-LEDBETTER.pdf,medium,post_election_retrospective
ALPERSON-RANDALL-WHITE,Randall White,2010,2010-11-02,party_identity,verified_democrat,"The official Marshall County sample ballot lists Randall White as the Democratic candidate for House District 26.",official_election_record,https://www.sos.alabama.gov/sites/default/files/voter-pdfs/2010-sample-ballots/Marshall-2010-Sample.pdf,high,verified
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,2010-11-02,party_identity,verified_democrat,"The official DeKalb County sample ballot lists Nathaniel Ledbetter as the Democratic candidate for House District 24.",official_election_record,https://www2.alabamavotes.gov/downloads/election/2010/general/sampleballots/Dekalb-2010-Sample.pdf,high,verified
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,2010-11-02,party_identity,verified_democrat,"The official Morgan County sample ballot lists Drama Breland as the Democratic candidate for House District 8.",official_election_record,https://www.sos.alabama.gov/sites/default/files/voter-pdfs/2010-sample-ballots/Morgan-2010-Sample.pdf,high,verified
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,2014-03-21,party_identity,verified_democrat,"The state Democratic candidate certification lists David Beddingfield for House District 24.",official_election_record,https://www2.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-StateCert-DemCand_2014-03-21.pdf,high,verified
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,2014-10-14,labor_position,-1,"Alabama Education Association campaign-finance records show support for Beddingfield during the 2014 general-election campaign. This is evidence of education-union alignment but does not establish a broader economic platform.",contemporary_campaign_finance_record,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions,medium,provisional
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,2010-11-02,overall_ideological_valence,-1,"Figures's pre-election Shor-McCarty score of -0.881 placed her around the 23rd conservative percentile of the active Alabama Democratic Senate caucus, on its progressive side.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,2010-02-09,guns_position,-1,"Figures sponsored SB401, which would have created criminal penalties for negligently storing a firearm where a minor could access it. The official legislative status sheet confirms her sponsorship during the election year. Blind adjudication treats this as a narrow gun-regulation position rather than a broad strong code.",official_legislative_record,https://www.legislature.state.al.us/pdf/SearchableInstruments/2010RS/EndOfDay/StatusSheet.pdf,high,adjudicated_blind_review
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,2010-11-02,overall_ideological_valence,1,"Beasley's Shor-McCarty score of -0.217 placed him around the 64th conservative percentile of the contemporary Alabama Democratic Senate reference caucus. The score derives from his House service before his 2010 Senate election and is valid as a broad pre-election legislator measure.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified_pre_election_other_chamber
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,2018-10-28,economic_ideology,-1,"In a contemporary Huntsville Times voter guide, Meigs prioritized an education lottery and Medicaid expansion to address hospital closures, mental-health and addiction treatment, infant mortality, and diabetes care. This supports a mildly progressive public-investment code but does not establish her position on taxes or other economic issues.",contemporary_candidate_voter_guide,https://media.al.com/news_impact/other/Huntsville%20Times%202018%20midterm%20guide.pdf,high,provisional
