canonical_candidate_id,ideology_v3_environment_resources,ideology_v3_institutional_reform,ideology_v3_labor_capital,ideology_v3_market_government_direction,ideology_v3_material_support,ideology_v3_order_justice,ideology_v3_social_liberty_equality
AL-1998-senate-21-R-BENTLEY,,,,,0.4375,,-0.17647058823529413
AL-1998-senate-22-D-LINDSEY,,,,,1.0,,-0.25
AL-1998-senate-25-D-CHAPPELL,,,,,0.5833333333333334,,-0.5555555555555556
AL-1998-senate-26-R-SANDERS,,,,,0.5,,0.14285714285714285
AL-1998-senate-30-R-HOLLAND,,,,,0.0,,-0.7777777777777778
AL-1998-senate-31-D-HOLLEY,,,,,0.5625,,-0.38461538461538464
AL-1998-senate-5-R-LEE,,,,,1.0,,-0.5
AL-1998-senate-9-R-KING,,,,,-0.25,,-0.8181818181818182
AL-2002-house-10-R-BALL-MIKE,,,,,0.6666666666666666,,-0.5
AL-2002-house-100-R-GASTON-VICTOR,,,,,,,-0.25
AL-2002-house-102-R-TURNER-J-E,,,,,,,-0.6
AL-2002-house-104-D-WEBSTER-DANIEL-J,0.75,,,,0.875,,-0.1111111111111111
AL-2002-house-104-R-BARTON-JIM,,,,,0.8571428571428571,,-1.0
AL-2002-house-11-D-MAZE-DENNIS-E,0.0,,,,0.7777777777777778,,-0.07692307692307693
AL-2002-house-12-R-BESHEARS-MITCHELL,,,,,0.625,,-0.75
AL-2002-house-13-R-COMBS-TOMMY,0.8333333333333334,,,,0.9,,-0.2727272727272727
AL-2002-house-14-R-FRAZIER-ED,,,,,1.0,,-0.7142857142857143
AL-2002-house-16-R-ACKER-JOE-D,-0.6666666666666666,,,,0.3333333333333333,,-0.1111111111111111
AL-2002-house-19-D-HALL-LAURA,,,,,,,0.75
AL-2002-house-21-R-DUGAN-JERRY,0.8333333333333334,,,,0.95,,0.0
AL-2002-house-22-D-HALL-ALBERT,,,,,,,0.0
AL-2002-house-22-R-STAMM-DAVID-L,,,,,0.6,,-0.2
AL-2002-house-23-D-ROBINSON-JOHN,,,,,,,-0.2
AL-2002-house-24-R-GREESON-TODD,,,,,,,-0.3333333333333333
AL-2002-house-26-D-MCDANIEL-FRANK,0.0,,,,0.5,,-0.5555555555555556
AL-2002-house-26-R-PATTERSON-JEFFREY,,,,,0.16666666666666666,,-0.42857142857142855
AL-2002-house-28-R-ABEL-DAVID-C,,,,,0.6,,0.0
AL-2002-house-29-R-NORDGREN-BECKY,-0.6666666666666666,,,,0.7857142857142857,,-0.4
AL-2002-house-3-D-BLACK-MARCEL,,,,,,,-0.25
AL-2002-house-30-R-GALLIHER-BLAINE,,,,,,,-0.14285714285714285
AL-2002-house-33-D-CURTIS-CLARA,,,,,0.9,,-0.5
AL-2002-house-33-R-JOHNSON-RON,,,,,,,-0.42857142857142855
AL-2002-house-34-R-THOMAS-ELWYN,,,,,,,-0.25
AL-2002-house-35-D-HURST-STEVE,,,,,,,-0.42857142857142855
AL-2002-house-37-R-CREED-WAYNE-J,0.16666666666666666,,,,0.9090909090909091,,0.0
AL-2002-house-41-R-HILL-MIKE,,,,,,,-0.25
AL-2002-house-43-R-MCCLURKIN-MARY-SUE,,,,,,,-0.42857142857142855
AL-2002-house-44-R-PAYNE-ARTHUR,,,,,,,-0.25
AL-2002-house-45-R-MORTON-ALBERT,,,,,,,-0.25
AL-2002-house-46-R-GAINES-MARK,,,,,,,-0.5
AL-2002-house-48-R-CARNS-JIM,,,,,,,-0.25
AL-2002-house-5-R-COFFMAN-RONNIE-G,0.16666666666666666,,,,0.7142857142857143,,-0.2727272727272727
AL-2002-house-50-R-MCCLENDON-JIM,,,,,0.7,,-0.2
AL-2002-house-51-R-BEASON-SCOTT,,,,,,,-0.42857142857142855
AL-2002-house-53-D-NEWTON-DEMETRIUS-C,0.75,,,,0.95,,1.0
AL-2002-house-54-D-PERDUE-GEORGE,,,,,,,1.0
AL-2002-house-55-D-MAJOR-ERIC,,,,,,,0.7142857142857143
AL-2002-house-57-D-COLEMAN-MERIKA,,,,,0.9,,1.0
AL-2002-house-58-D-ROBINSON-OLIVER,,,,,,,1.0
AL-2002-house-59-D-MOORE-MARY,,,,,1.0,,0.6
AL-2002-house-6-R-FARGERSON-SHAWN,0.0,,,,0.5909090909090909,,-0.3333333333333333
AL-2002-house-60-D-COLEMAN-LINDA,,,,,0.8571428571428571,,1.0
AL-2002-house-61-D-LAYSON-ALLEN,,,,,,,-0.42857142857142855
AL-2002-house-62-R-ALLEN-GERALD,,,,,,,-0.25
AL-2002-house-65-D-DOLBARE-JEFF,,,,,,,-0.7142857142857143
AL-2002-house-65-R-WILLIAMS-NICK,,,,,0.6428571428571429,,-0.7142857142857143
AL-2002-house-71-D-BLACK-LUCIUS,,,,,,,0.3333333333333333
AL-2002-house-73-R-GRIMES-DAVID,0.6666666666666666,,,,0.6666666666666666,,-1.0
AL-2002-house-74-D-OTT-RUTH-MITCHELL,0.8333333333333334,,,,0.875,,1.0
AL-2002-house-76-D-MCCLAMMY-THAD,0.375,,,,0.8846153846153846,,0.5294117647058824
AL-2002-house-78-D-HOLMES-ALVIN,,,,,,,0.5
AL-2002-house-79-R-HUBBARD-MIKE,,,,,,,-0.25
AL-2002-house-80-D-VANCE-LESLEY,,,,,,,-0.5
AL-2002-house-85-R-SMITH-GARY-L,-0.6666666666666666,,,,0.16666666666666666,,-0.5
AL-2002-house-87-D-HUTTO-MICKEY-A,0.0,,,,0.85,,-0.09090909090909091
AL-2002-house-89-D-BOOTHE-ALAN,,,,,,,-0.5
AL-2002-house-9-D-GRANTLAND-RONALD,,,,,,,-0.5
AL-2002-house-90-D-NEWTON-CHARLES,,,,,,,-0.3333333333333333
AL-2002-house-91-D-SPICER-TERRY,,,,,,,-0.5
AL-2002-house-93-R-CLOUSE-STEVE,,,,,,,-0.25
AL-2002-house-94-R-FAUST-JOE-SR,,,,,0.375,,-0.2
AL-2002-house-96-R-DAVIS-RANDY,,,,,0.8125,,-0.5555555555555556
AL-2002-house-97-D-KENNEDY-YVONNE,,,,,,,0.6
AL-2002-senate-1-D-DENTON-BOBBY,,,,,,,0.0
AL-2002-senate-10-D-MEANS-LARRY,,,,,,,0.0
AL-2002-senate-12-R-MARSH-DEL,,,,,,,0.0
AL-2002-senate-13-D-DIAL-GERALD,,,,,,,0.0
AL-2002-senate-14-R-ERWIN-HENRY-E-HANK-JR,-0.8333333333333334,,,,0.16666666666666666,,-0.75
AL-2002-senate-15-R-FRENCH-STEVE,,,,,,,0.0
AL-2002-senate-17-D-MOORE-CAROLINE-B,-1.0,,,,-0.2,,-0.3333333333333333
AL-2002-senate-2-D-BUTLER-TOM,,,,,,,0.0
AL-2002-senate-21-D-POOLE-PHIL,,,,,,,0.0
AL-2002-senate-25-R-DIXON-LARRY,0.0,,,,0.5,,-0.7142857142857143
AL-2002-senate-26-R-LOVE-BEVERLY-RAY,0.5,,,,0.9,,-0.3333333333333333
AL-2002-senate-27-R-WARD-KEITH-J,0.75,,,,0.5625,,-0.09090909090909091
AL-2002-senate-29-R-SMITH-HARRI-ANNE,,,,,,,0.0
AL-2002-senate-3-D-ROBERTS-TOMMY-ED,,,,,,,0.0
AL-2002-senate-3-R-SMITH-TERRY,0.0,,,,0.7142857142857143,,-0.75
AL-2002-senate-31-R-WHITE-GREGORY-B,,,,,0.2,,-0.6
AL-2002-senate-35-D-TANNER-GARY,0.0,,,,0.5625,,-0.16666666666666666
AL-2002-senate-35-R-CALLAHAN-GEORGE-M,,,,,0.6,,-0.4
AL-2002-senate-5-R-LEE-CURT,,,,,,,0.0
AL-2002-senate-6-R-FRAZIER-BETTY,,,,,0.0,,-1.0
AL-2002-senate-7-D-ENFINGER-JEFF,,,,,,,0.0
AL-2002-senate-9-D-MITCHEM-HINTON,,,,,,,0.0
AL-2002-senate-9-R-EDMONDS-DORIS,,,,,0.42857142857142855,,-0.5555555555555556
AL-2006-house-10-R-MIKE-BALL,,,,,,,-1.0
AL-2006-house-100-R-VICTOR-GASTON,,,,,,,-1.0
AL-2006-house-101-D-AMY-BECKERLE-SMITH,,,,,0.9285714285714286,0.0,0.38461538461538464
AL-2006-house-101-R-JAMIE-ISON,,,,,,,-1.0
AL-2006-house-102-D-GARY-JOHNSON,,,,,0.75,,-0.4
AL-2006-house-105-R-SPENCER-COLLIER,,,,,,,-1.0
AL-2006-house-13-D-TOMMY-SHERER,,,,,0.5833333333333334,,-0.4
AL-2006-house-16-D-WILLIAM-E-THIGPEN-SR,,,,,0.5,,-0.2
AL-2006-house-20-R-HOWARD-SANDERFORD,,,,,,,-1.0
AL-2006-house-21-D-RANDY-HINSHAW,,,,,,,-1.0
AL-2006-house-22-D-ALBERT-HALL,,,,,,,-1.0
AL-2006-house-28-D-CRAIG-FORD,,,,,1.0,,-0.2727272727272727
AL-2006-house-28-R-CHRISTOPHER-P-WORD,,,,,-0.5,,-0.6
AL-2006-house-29-R-CODY-ROBINSON,,,,,,,-0.07692307692307693
AL-2006-house-30-R-BLAINE-GALLIHER,,,,,,,-1.0
AL-2006-house-32-R-BEN-LITTLE,,,,,0.9,,0.5
AL-2006-house-34-R-ELWYN-THOMAS,,,,,,,-1.0
AL-2006-house-35-D-STEVE-HURST,,,,,,,-1.0
AL-2006-house-35-R-LONNIE-C-ROBINSON,,,,,0.7857142857142857,0.35,0.2
AL-2006-house-36-R-RANDY-WOOD,,,,,,,-1.0
AL-2006-house-37-R-PETE-WARD,,,,,0.75,,-0.16666666666666666
AL-2006-house-38-R-DUWAYNE-BRIDGES,,,,,0.875,,-0.6
AL-2006-house-4-D-SUE-MITCHELL,,,,,0.75,,0.3333333333333333
AL-2006-house-4-R-MICKY-HAMMON,,,,,,,-1.0
AL-2006-house-40-D-LEA-FITE,,,,,,,-1.0
AL-2006-house-40-R-TOM-SHELTON,,,,,0.6,,0.16666666666666666
AL-2006-house-41-R-MIKE-HILL,,,,,,,-1.0
AL-2006-house-43-R-MARY-SUE-MCCLURKIN,,,,,0.78125,,-0.5
AL-2006-house-44-D-JONATHAN-BARBEE,,,,,0.75,,-0.23076923076923078
AL-2006-house-44-R-ARTHUR-PAYNE,,,,,,,-1.0
AL-2006-house-46-R-PAUL-DEMARCO,,,,,,,-1.0
AL-2006-house-47-R-JACK-WILLIAMS,,,,,,,-1.0
AL-2006-house-50-R-JIM-MCCLENDON,,,,,,,-1.0
AL-2006-house-51-R-ALLEN-TREADAWAY,,,,,0.375,,0.09090909090909091
AL-2006-house-54-D-PATRICIA-TODD,,,,,0.9375,-0.08333333333333333,1.0
AL-2006-house-56-D-PRISCILLA-DUNN,,,,,,,-1.0
AL-2006-house-58-D-OLIVER-ROBINSON,,,,,,,-1.0
AL-2006-house-58-R-RICHARD-RUTLEDGE,,,,,0.7,,-0.3333333333333333
AL-2006-house-59-D-MARY-MOORE,,,,,,,-1.0
AL-2006-house-62-R-GERALD-ALLEN,,,,,0.7777777777777778,,-0.8882681564245811
AL-2006-house-66-D-F-P-SKIPPY-WHITE,,,,,,,0.0
AL-2006-house-67-D-YUSUF-SALAAM,,,,,,,-1.0
AL-2006-house-7-D-JOHN-JODY-LETSON,,,,,0.5,,0.14285714285714285
AL-2006-house-73-D-LARRY-A-GREWELLE,,,,,0.8571428571428571,0.1875,1.0
AL-2006-house-73-R-DAVID-GRIMES,,,,,,,-1.0
AL-2006-house-74-R-JAY-LOVE,,,,,,,-1.0
AL-2006-house-76-D-THAD-MCCLAMMY,,,,,,,-1.0
AL-2006-house-78-D-ALVIN-HOLMES,,,,,,,-0.5
AL-2006-house-79-R-MIKE-HUBBARD,,,,,0.825,,-0.42857142857142855
AL-2006-house-80-D-LESLEY-VANCE,,,,,,,-1.0
AL-2006-house-80-R-CINDY-DUNN-IRVIN,,,,,,,-0.4
AL-2006-house-85-R-RALEY,,,,,0.25,,-0.16666666666666666
AL-2006-house-88-R-H-MAC-GIPSON,,,,,0.0,,-0.4
AL-2006-house-9-D-RONALD-GRANTLAND,,,,,0.7,,-0.5294117647058824
AL-2006-house-90-D-CHARLES-NEWTON,,,,,,,-1.0
AL-2006-house-91-D-TERRY-SPICER,,,,,,,-1.0
AL-2006-house-92-R-WILLIAM-E-BLOCKER,,,,,0.0,,-0.75
AL-2006-house-93-D-JOHN-WILLIAMS,,,,,0.5833333333333334,0.45454545454545453,-0.07692307692307693
AL-2006-house-93-R-STEVE-CLOUSE,,,,,,,-1.0
AL-2006-house-94-D-GENE-PONDER,,,,,-0.375,0.3333333333333333,-0.2727272727272727
AL-2006-house-95-D-FRANK-CAMP,,,,,1.0,0.0,0.4
AL-2006-house-96-R-RANDY-DAVIS,,,,,,,-1.0
AL-2006-house-97-D-YVONNE-KENNEDY,,,,,,,-1.0
AL-2006-senate-10-D-LARRY-MEANS,,,,,,,-0.6153846153846154
AL-2006-senate-11-D-JIM-PREUITT,,,,0.7868852459016393,,,0.0
AL-2006-senate-11-R-JIM-HETHCOX,,,,,0.3333333333333333,,
AL-2006-senate-12-R-DEL-MARSH,,,,,,,0.1111111111111111
AL-2006-senate-15-R-STEVE-FRENCH,,,,,,,0.1111111111111111
AL-2006-senate-16-D-RUSS-PARKER,,,,,0.8571428571428571,0.07142857142857142,0.8461538461538461
AL-2006-senate-18-R-STANLEY-NANCE,,,,,0.0,-0.5,-1.0
AL-2006-senate-2-D-TOM-BUTLER,,,,,,,-0.13043478260869565
AL-2006-senate-21-D-PHIL-POOLE,,,,,,,0.6
AL-2006-senate-25-R-LARRY-DIXON,,,,,,,0.2
AL-2006-senate-27-D-T-D-TED-LITTLE,,,,,0.5,,0.1111111111111111
AL-2006-senate-27-R-PEGGY-MARTIN,,,,,0.625,,-0.2
AL-2006-senate-29-R-HARRI-ANNE-SMITH,,,,,,,0.1111111111111111
AL-2006-senate-32-R-BRADLEY-BYRNE,,,,,,,0.2
AL-2006-senate-35-D-GARY-TANNER,,,,,,,0.2
AL-2006-senate-9-D-HINTON-HITCHEM,,,,,,,0.11627906976744186
AL-2006-senate-9-R-BILL-INGRAM,,,,,0.3,0.35,0.06666666666666667
AL-2010-house-10-R-MIKE-BALL,,,,0.6790123456790124,1.0,0.7142857142857143,
AL-2010-house-100-R-VICTOR-GASTON,,,,,,0.4117647058823529,
AL-2010-house-101-R-JAMIE-ISON,,,,,,0.5652173913043478,
AL-2010-house-102-R-CHAD-FINCHER,,,,,,1.0,
AL-2010-house-104-R-JIM-BARTON,,,,,,0.6551724137931034,
AL-2010-house-105-R-SPENCER-COLLIER,,,,,,0.8461538461538461,
AL-2010-house-11-R-JEREMY-H-ODEN,-0.33333333333333337,,,,,,
AL-2010-house-12-D-JAMES-C-FIELDS-JR,,,,0.9133333333333333,1.0,0.3714285714285714,
AL-2010-house-13-D-TOMMY-SHERER,,,,,,0.4117647058823529,
AL-2010-house-14-D-KEN-GUIN,0.1935483870967742,,-0.15942028985507248,0.35383084577114426,-0.3,0.4302325581395349,-0.375
AL-2010-house-16-D-WILLIAM-E-THIGPEN-SR,,,,0.9015819209039547,1.0,-0.1864406779661017,
AL-2010-house-17-D-MIKE-MILLICAN,,,,1.0,,0.09090909090909088,
AL-2010-house-18-D-JOHNNY-MACK-MORROW,0.0,,,,,0.5652173913043478,
AL-2010-house-19-D-LAURA-HALL,,,,,1.0,1.0,
AL-2010-house-2-D-MIKE-CURTIS,,,,,,0.5652173913043478,
AL-2010-house-20-R-HOWARD-SANDERFORD,,,,0.5737704918032788,,0.4117647058823529,
AL-2010-house-21-D-RANDY-HINSHAW,,,,,,0.4117647058823529,
AL-2010-house-21-R-JIM-PATTERSON,-0.75,,,-0.3333333333333333,-0.5,0.75,-0.42857142857142855
AL-2010-house-22-D-BUTCH-TAYLOR,,,,,,0.6551724137931034,
AL-2010-house-23-D-JOHN-ROBINSON,,,,,,0.09090909090909088,
AL-2010-house-24-R-TODD-GREESON,-1.0,,,,,,
AL-2010-house-25-R-MAC-MCCUTCHEON,0.0,,,0.6790123456790124,,0.8113207547169812,
AL-2010-house-27-D-JEFF-MCLAUGHLIN,,,,,,0.5652173913043478,
AL-2010-house-28-D-CRAIG-FORD,,,,0.8588571428571429,,0.6551724137931034,
AL-2010-house-3-D-MARCEL-BLACK,,,,0.9113178294573643,,,
AL-2010-house-30-D-WALLY-BURNS,0.0,,,0.0,-0.5,0.875,-0.2
AL-2010-house-31-R-BARRY-MASK,0.0,,,,,0.7142857142857143,
AL-2010-house-32-D-BARBARA-BIGSBY-BOYD,,,,,1.0,1.0,
AL-2010-house-32-R-RON-STRUZIK,0.0,,,0.0,-0.375,1.0,-0.8666666666666667
AL-2010-house-34-R-ELWYN-THOMAS,0.0,,,,,1.0,
AL-2010-house-35-D-STEVE-HURST,,,,-0.042807017543859606,,0.6444444444444444,
AL-2010-house-36-R-RANDY-WOOD,,,,0.5163398692810458,,,
AL-2010-house-37-D-RICHARD-LAIRD,-0.12903225806451613,,0.1397849462365591,-0.3963380281690141,-0.3,0.7093023255813954,-0.4186046511627907
AL-2010-house-38-R-DUWAYNE-BRIDGES,,,,,,0.4117647058823529,-1.0
AL-2010-house-4-R-MICKY-HAMMON,-0.33333333333333337,,,,,1.0,
AL-2010-house-40-R-K-L-KOVEN-BROWN,-0.1935483870967742,,-1.0,0.42857142857142855,0.0,0.5161290322580645,-0.5
AL-2010-house-41-R-MIKE-HILL,0.0,,,,,0.7142857142857143,
AL-2010-house-42-D-JAMES-M-JIMMY-MARTIN,,,,0.0,,1.0,
AL-2010-house-43-R-MARY-SUE-MCCLURKIN,-0.33333333333333337,,,,,0.6551724137931034,
AL-2010-house-45-D-CHARLENE-CANNON,0.6,,,0.3333333333333333,0.0,0.375,0.4666666666666667
AL-2010-house-45-R-OWEN-DRAKE,-0.33333333333333337,,,,,0.8113207547169812,
AL-2010-house-47-R-JACK-WILLIAMS,,,,,,1.0,
AL-2010-house-48-R-GREG-CANFIELD,-0.13953488372093023,,-0.3333333333333333,-0.3118279569892473,-0.625,0.6268656716417911,-0.5348837209302325
AL-2010-house-5-D-HENRY-A-WHITE,,,,,,1.0,
AL-2010-house-50-R-JIM-MCCLENDON,0.0,,,0.5163398692810458,,0.3714285714285714,
AL-2010-house-51-R-ALLEN-TREADAWAY,,,,,,0.8113207547169812,
AL-2010-house-53-D-DEMETRIUS-C-NEWTON,,,,,1.0,0.6551724137931034,
AL-2010-house-54-D-PATRICIA-TODD,,,,0.7868852459016393,,0.17073170731707318,
AL-2010-house-55-D-ROD-SCOTT,,,,,,0.24137931034482757,
AL-2010-house-57-D-MERIKA-COLEMAN,,,,0.6908108108108107,1.0,,
AL-2010-house-58-D-OLIVER-ROBINSON,,,,0.26094117647058823,,0.3714285714285714,
AL-2010-house-59-D-MARY-MOORE,,,,0.6908108108108107,,,
AL-2010-house-6-R-PHIL-WILLIAMS,,,,,,0.7142857142857143,
AL-2010-house-61-D-ALAN-HARPER,,,,0.8992248062015503,,0.4117647058823529,
AL-2010-house-62-R-JOHN-MERRILL,0.4,,,0.0,-0.5,0.75,-0.3333333333333333
AL-2010-house-64-R-HARRY-SHIVER,0.19999999999999998,,,,1.0,0.4117647058823529,
AL-2010-house-65-D-ELAINE-BEECH,,,,,,0.5652173913043478,
AL-2010-house-66-R-ALAN-BAKER,,,,0.7984496124031009,,,
AL-2010-house-7-D-JOHN-JODY-LETSON,,,,,,1.0,
AL-2010-house-70-D-CHRISTOPHER-JOHN-ENGLAND,,,,1.0,1.0,,
AL-2010-house-71-D-ARTIS-A-J-MCCAMPBELL,,,,0.7868852459016393,,,
AL-2010-house-72-D-RALPH-A-HOWARD,,,,,,0.5652173913043478,
AL-2010-house-73-D-JOSEPH-LISTER-JOE-HUBBARD,0.22727272727272727,,-0.3333333333333333,0.37499999999999994,-0.2,0.6052631578947368,-0.26829268292682934
AL-2010-house-73-R-DAVID-GRIMES,0.0,,,0.7984496124031009,,0.5652173913043478,
AL-2010-house-74-R-JAY-LOVE,,,,,,0.5652173913043478,
AL-2010-house-75-R-GREG-WREN,,,,0.44360902255639095,,0.09090909090909088,
AL-2010-house-76-D-THAD-MCCLAMMY,,,,,,0.4117647058823529,
AL-2010-house-77-D-JOHN-KNIGHT,,,,0.6908108108108107,,,
AL-2010-house-80-D-LESLEY-VANCE,,,,0.8241904761904761,,,
AL-2010-house-81-D-BETTY-CAROL-GRAHAM,,,,1.0,1.0,,
AL-2010-house-82-D-PEBBLIN-W-WARREN,,,,,,0.09090909090909088,
AL-2010-house-89-D-ALAN-C-BOOTHE,,,,0.8587654320987654,1.0,1.0,
AL-2010-house-9-R-ED-HENRY,0.0,,,-0.3333333333333333,-0.625,,-0.42857142857142855
AL-2010-house-90-D-CHARLES-NEWTON,,,,,,1.0,
AL-2010-house-91-D-TERRY-SPICER,0.6774193548387097,,-0.15942028985507248,0.7071823204419889,0.0,0.6842105263157895,-0.5348837209302325
AL-2010-house-93-R-STEVE-CLOUSE,-0.33333333333333337,,,,,0.7872340425531914,
AL-2010-house-94-R-JOE-FAUST,,,,,,0.7872340425531914,
AL-2010-house-95-R-STEVE-MCMILLAN,0.0,,,,,0.5652173913043478,
AL-2010-house-96-R-RANDY-DAVIS,-0.33333333333333337,,,,,0.4117647058823529,
AL-2010-house-97-D-YVONNE-KENNEDY,,,,,,0.24137931034482757,
AL-2010-house-98-R-SHARON-L-POWE,,,,,-0.25,,-0.2
AL-2010-house-99-D-JAMES-E-BUSKEY,,,,,,0.04347826086956521,
AL-2010-senate-1-D-TAMMY-L-IRONS,,,,,,0.4117647058823529,
AL-2010-senate-10-D-LARRY-MEANS,0.3055555555555556,,1.0,0.5441921397379913,-0.048387096774193554,0.9342105263157895,-0.4117647058823529
AL-2010-senate-14-R-CAM-WARD,-0.13953488372093023,,-0.3333333333333333,0.2338308457711442,-0.4,0.8134328358208955,-0.5714285714285714
AL-2010-senate-16-R-J-T-JABO-WAGGONER,,,,0.7523809523809524,,,-1.0
AL-2010-senate-17-R-SCOTT-BEASON,,,,,,,-0.6666666666666667
AL-2010-senate-18-D-RODGER-M-SMITHERMAN,,,,,1.0,,
AL-2010-senate-2-D-TOM-BUTLER,,,,,1.0,1.0,
AL-2010-senate-2-R-BILL-HOLTZCLAW,0.0,,,0.0,-0.625,0.75,-0.6
AL-2010-senate-21-R-GERALD-ALLEN,-0.33333333333333337,,,0.7523809523809524,,0.6551724137931034,
AL-2010-senate-22-D-MARC-KEAHEY,,,,,1.0,,-1.0
AL-2010-senate-22-R-DANNY-B-JOYNER,0.4,,,-0.3333333333333333,-0.75,0.375,-0.7333333333333333
AL-2010-senate-26-D-QUINTON-T-ROSS-JR,,,,,1.0,,
AL-2010-senate-27-D-T-D-TED-LITTLE,,,,,1.0,,0.0
AL-2010-senate-28-D-BILLY-BEASLEY,,,,0.8992248062015503,,0.09090909090909088,-0.14285714285714285
AL-2010-senate-28-R-KIM-WEST,0.0,,,-1.0,-0.625,0.75,-0.42857142857142855
AL-2010-senate-3-R-ARTHUR-ORR,,,,,1.0,1.0,-1.0
AL-2010-senate-33-D-VIVIAN-DAVIS-FIGURES,,,,,,,0.0
AL-2010-senate-34-R-RUSTY-GLOVER,0.16666666666666666,,,0.556420233463035,-0.8076923076923077,0.9590163934426229,-0.885057471264368
AL-2010-senate-35-R-BEN-BROOKS,,,,,,,-1.0
AL-2010-senate-4-D-ZEB-LITTLE,,,,,,,-1.0
