ontology_version,evidence_id,canonical_candidate_id,person_id,candidate_name,election_cycle,evidence_date,temporal_status,source_type,source_provider,source_record_id,source_url,item_id,policy_family,policy_key,primitive_axis,policy_pole,candidate_stance,position_value,response_mode,family,family_direction,family_contribution,constituency_tags_json,confidence,adjudication_authority,evidence_weight,source_text,raw_answer
3.0.0,A3EA425FD675662CC96C,AL-2010-house-2-D-MIKE-CURTIS,ALPERSON-MIKE-CURTIS,MIKE CURTIS,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96455,,D45BAD483FC957B8A7BF,tax_burden,tax_burden_HB215,tax_burden,decrease,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB215,sponsor
3.0.0,93DC3038DB68C56CA1E8,AL-2010-house-2-D-MIKE-CURTIS,ALPERSON-MIKE-CURTIS,MIKE CURTIS,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96503,,BEBEBDFE0D6832614509,criminal_punishment,criminal_punishment_HB263,criminal_punishment,punitive,support,1.0,sponsorship,order_justice,1.0,1.0,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB263,sponsor
3.0.0,7A3F91B75CA192CB064B,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96898,,F99FCA3E7BE3160E7ABC,public_private_provision,public_private_provision_HB658,public_private_provision,public_provision,support,1.0,sponsorship,market_government_direction,1.0,1.0,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB658,sponsor
3.0.0,C08007693AC5014A4F8A,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96779,,51FD122114360DF5578A,criminal_punishment,criminal_punishment_HB539,criminal_punishment,rehabilitative,support,1.0,sponsorship,order_justice,-1.0,-1.0,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB539,sponsor
3.0.0,7F9C9A1BAAABB03EE92D,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96682,,8C80C78EDF43EDF2D902,criminal_punishment,criminal_punishment_HB442,criminal_punishment,rehabilitative,support,1.0,sponsorship,order_justice,-1.0,-1.0,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB442,sponsor
3.0.0,8442B4B40220E6A84993,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96394,,F2CABF1A8697997C012B,gambling_policy,gambling_policy_HB154,gambling_policy,expand,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB154,sponsor
3.0.0,7AAA7FCAE9FF8531E1B0,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96588,,B685C369D2BE2F6EF62F,drug_treatment,drug_treatment_HB348,drug_treatment,expand,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB348,sponsor
3.0.0,DD010EA3C3D185AC67DF,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96588,,4BD0A3334A38CB99411F,criminal_punishment,criminal_punishment_HB348,criminal_punishment,rehabilitative,support,1.0,sponsorship,order_justice,-1.0,-1.0,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB348,sponsor
3.0.0,A01BC610BC44C82F120D,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96504,,890F14B6AE96906956CB,environmental_protection,environmental_protection_HB264,environmental_protection,strengthen,support,1.0,sponsorship,environment_resources,1.0,1.0,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB264,sponsor
3.0.0,9172B6452ACE7771BA4C,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:416076,,1E1CD04B463E9CC8CA05,campaign_finance_disclosure,campaign_finance_disclosure_HB7,campaign_finance_disclosure,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB7,sponsor
3.0.0,9A9A6A456A9E171D0A7D,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96776,,AD02B4122ED4F799F4D2,land_use_property_rights,land_use_property_rights_HB536,land_use_property_rights,regulation,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB536,sponsor
3.0.0,887BF425A84D45C683D7,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96895,,AA84CC4A78FBCCC5F112,public_employee_compensation,public_employee_compensation_HB655,public_employee_compensation,protect,support,1.0,sponsorship,,,,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB655,sponsor
3.0.0,704B70AB29C7CA36A416,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:416031,,75DF1C93BCC9CDBF3B0C,campaign_finance_restrictions,campaign_finance_restrictions_HB14,campaign_finance_restrictions,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB14,sponsor
3.0.0,C63E938898E01B2F656C,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:416038,,CFFD90BD1FC8D4D47635,government_ethics_transparency,government_ethics_transparency_HB13,government_ethics_transparency,weaken,support,1.0,sponsorship,institutional_reform,-1.0,-1.0,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB13,sponsor
3.0.0,4535453C8F2FA9830FD4,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96395,,9D8A3D113505CE7D9791,government_ethics_transparency,government_ethics_transparency_HB155,government_ethics_transparency,strengthen,support,1.0,sponsorship,institutional_reform,1.0,1.0,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB155,sponsor
3.0.0,5A48291EFCDD304CD8D5,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:97101,,C57E9CF574BC98A02A35,constitutional_reform,constitutional_reform_HJR54,constitutional_reform,reform,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HJR54,sponsor
3.0.0,2821CE324F002C26EFB4,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96680,,40658910B77845C94FA9,market_governance,market_governance_HB440,market_governance,intervention,support,1.0,sponsorship,market_government_direction,1.0,1.0,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB440,sponsor
3.0.0,20F56FE47F0C2956D6FA,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96731,,758A24D40594D87D86E8,public_private_provision,public_private_provision_HB491,public_private_provision,public_provision,support,1.0,sponsorship,market_government_direction,1.0,1.0,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB491,sponsor
3.0.0,5F934BAAA21ACD0640DD,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96896,,535179F37854F9398907,campaign_finance_disclosure,campaign_finance_disclosure_HB656,campaign_finance_disclosure,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB656,sponsor
3.0.0,B033533793314414DFF0,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96896,,EA4E2431EC102A954B6B,government_ethics_transparency,government_ethics_transparency_HB656,government_ethics_transparency,strengthen,support,1.0,sponsorship,institutional_reform,1.0,1.0,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB656,sponsor
3.0.0,3088ECDC83FEF842C8D7,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96697,,722D7E04E47CB88B11B9,market_governance,market_governance_HB457,market_governance,intervention,support,1.0,sponsorship,market_government_direction,1.0,1.0,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB457,sponsor
3.0.0,548E11644FF542F53C8D,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96773,,7535C0218B4BBF2CAB71,public_employee_compensation,public_employee_compensation_HB533,public_employee_compensation,protect,support,1.0,sponsorship,,,,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB533,sponsor
3.0.0,FEE449BF901F7D02333D,AL-2010-house-3-D-MARCEL-BLACK,ALPERSON-MARCEL-BLACK,MARCEL BLACK,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96747,,10CFCE13DCBD4D91C413,gambling_policy,gambling_policy_HB507,gambling_policy,expand,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB507,sponsor
3.0.0,C7FEDA09E6C6EDE8FA65,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96652,,684720048BE222E46B5C,immigration_enforcement,immigration_enforcement_HB412,immigration_enforcement,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB412,sponsor
3.0.0,912F1983765F20C23E64,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96652,,F1E483EDEB6DDC15A6B1,land_use_property_rights,land_use_property_rights_HB412,land_use_property_rights,regulation,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB412,sponsor
3.0.0,A52C1B22F8D1B0536D74,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96504,,890F14B6AE96906956CB,environmental_protection,environmental_protection_HB264,environmental_protection,strengthen,support,1.0,sponsorship,environment_resources,1.0,1.0,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB264,sponsor
3.0.0,3AAF549A1AE74568BD71,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96673,,19D291385418FA04F6D6,election_integrity_controls,election_integrity_controls_HB433,election_integrity_controls,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB433,sponsor
3.0.0,36BE4795B34B238459FC,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:97053,,CBE228BFB16094F3CDE0,healthcare_public_responsibility,healthcare_public_responsibility_HB813,healthcare_public_responsibility,private_responsibility,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB813,sponsor
3.0.0,8CDD48A6A006D0840A0D,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96651,,0409FD3FF00A65364651,immigration_enforcement,immigration_enforcement_HB411,immigration_enforcement,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB411,sponsor
3.0.0,B90BA1DFFC7881D6F0A8,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96651,,248FF3E985287540C18A,police_authority,police_authority_HB411,police_authority,expand,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB411,sponsor
3.0.0,DE637C2C13753118A456,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96760,,3D02FBE1750BC4C59408,civil_social_liberty,civil_social_liberty_HB520,civil_social_liberty,expand,support,1.0,sponsorship,social_liberty_equality,1.0,1.0,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB520,sponsor
3.0.0,DC480BFBA94BA2DBDDD1,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96461,,8EB77208A859F60675A1,immigration_enforcement,immigration_enforcement_HB221,immigration_enforcement,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB221,sponsor
3.0.0,F1C824EA5E98364CAC39,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:97060,,2A6AADFDA2356447A25F,environmental_protection,environmental_protection_HB820,environmental_protection,weaken,support,1.0,sponsorship,environment_resources,-1.0,-1.0,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB820,sponsor
3.0.0,1C2FB408771B9EBC4E22,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:97060,,EEE2EE8CAF4E8F5D7BFE,federalism,federalism_HB820,federalism,state_local_authority,support,1.0,sponsorship,,,,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB820,sponsor
3.0.0,E7ABA2B78DFBCB0EFD8A,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96434,,01275D431628B7BFA94B,federalism,federalism_HB194,federalism,state_local_authority,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB194,sponsor
3.0.0,88EF861D5E8D66C897C4,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96434,,FAE2230C66B4D1351123,police_authority,police_authority_HB194,police_authority,expand,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB194,sponsor
3.0.0,7BBA392DCF3F9AF210D0,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96370,,0A88241BACDB8239EB46,business_subsidy,business_subsidy_HB130,business_subsidy,restrict,support,1.0,sponsorship,,,,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB130,sponsor
3.0.0,A2025E3CF2DC29AB3BCB,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96370,,CE823756C5C1869C5352,immigration_enforcement,immigration_enforcement_HB130,immigration_enforcement,strengthen,support,1.0,sponsorship,,,,[],medium,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB130,sponsor
3.0.0,F75FE3A8A07DCBA8442D,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96372,,F7CA6E2FE9A3C4CFBF28,immigration_enforcement,immigration_enforcement_HB132,immigration_enforcement,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB132,sponsor
3.0.0,734FD8907AB968907004,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96275,,46F55B412AF86ADB49E9,civil_social_liberty,civil_social_liberty_HB35,civil_social_liberty,restrict,support,1.0,sponsorship,social_liberty_equality,-1.0,-1.0,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB35,sponsor
3.0.0,403415370B923503DBEC,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96746,,A247801581CF276989C0,tax_burden,tax_burden_HB506,tax_burden,decrease,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB506,sponsor
3.0.0,77E580F48F05E57C9D37,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96799,,AE86B9D626B686058F31,immigration_enforcement,immigration_enforcement_HB559,immigration_enforcement,strengthen,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB559,sponsor
3.0.0,38853A382FEAE4002110,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96421,,CEFE2BA2F68EE694A62E,tax_burden,tax_burden_HB181,tax_burden,decrease,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB181,sponsor
3.0.0,D2068E86773194BB1E64,AL-2010-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,MICKY HAMMON,2010,2010-session-sponsorship,pre_or_same_cycle_legislative_action,bill_sponsorship,Alabama Legislature via LegiScan,sponsorship:96421,,CA6798BF22A8807580F9,business_subsidy,business_subsidy_HB181,business_subsidy,expand,support,1.0,sponsorship,,,,[],high,frontier_luna_sponsorship:exact_ontology_v3_pair,1.2,Sponsored HB181,sponsor
