canonical_candidate_id,election_year,candidate_name,ballotpedia_url,retrieved_date,page_sha256,section,subsection_year,section_text
AL-2022-house-7-R-GSL007RYAR,2022,Ernie Yarbrough,https://ballotpedia.org/Ernie_Yarbrough,2026-08-17,311573e475e565a826a8b1e40a564fb5a1f8fc20dc46434b8b44de9d5372ee96,Footnotes,,"1.   [↑](https://ballotpedia.org/Ernie_Yarbrough#cite_ref-bio_1-0 ""Jump up"")[_Ernie Yarbrough_, ""About,"" accessed January 7, 2023](https://ernieyarbrough.com/about/)

| Political offices |
| --- |
| Preceded by [**Proncey Robertson**](https://ballotpedia.org/Proncey_Robertson) (R) | [**Alabama House of Representatives District 7**](https://ballotpedia.org/Alabama_House_of_Representatives_District_7) 2022-Present | Succeeded by - |

Leadership

Speaker of the House:Nathaniel Ledbetter

Majority Leader:Paul Lee

Minority Leader:Anthony Daniels

Representatives

District 1

District 2

District 3

District 4

District 5

District 6

District 7

District 8

District 9

District 10

District 11

District 12

District 13

District 14

District 15

District 16

District 17

District 18

District 19

District 20

District 21

District 22

District 23

District 24

District 25

District 26

District 27

District 28

District 29

District 30

District 31

District 32

District 33

District 34

District 35

District 36

District 37

District 38

District 39

District 40

District 41

District 42

District 43

District 44

District 45

District 46

District 47

District 48

District 49

District 50

District 51

District 52

District 53

District 54

District 55

District 56

District 57

District 58

District 59

District 60

District 61

District 62

District 63

District 64

District 65

District 66

District 67

District 68

District 69

District 70

District 71

District 72

District 73

District 74

District 75

District 76

District 77

District 78

District 79

District 80

District 81

District 82

District 83

District 84

District 85

District 86

District 87

District 88

District 89

District 90

District 91

District 92

District 93

District 94

District 95

District 96

District 97

District 98

District 99

District 100

District 101

District 102

District 103

District 104

District 105

Republican Party (76)

Democratic Party (29)"
AL-2002-house-10-R-BALL-MIKE,2002,"Ball, Mike",https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Biography,,"Ball was born on September 17, 1954. His professional experience includes working as an agent-supervisor and hostage negotiator with the Alabama Bureau of Investigation Major Crimes Unit from 1986 to 2003 and as a state trooper with the Alabama State Troopers, Highway Patrol from 1978 to 1986."
AL-2006-house-10-R-MIKE-BALL,2006,MIKE BALL,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Biography,,"Ball was born on September 17, 1954. His professional experience includes working as an agent-supervisor and hostage negotiator with the Alabama Bureau of Investigation Major Crimes Unit from 1986 to 2003 and as a state trooper with the Alabama State Troopers, Highway Patrol from 1978 to 1986."
AL-2014-house-10-R-MIKE-BALL,2014,Mike Ball,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Biography,,"Ball was born on September 17, 1954. His professional experience includes working as an agent-supervisor and hostage negotiator with the Alabama Bureau of Investigation Major Crimes Unit from 1986 to 2003 and as a state trooper with the Alabama State Troopers, Highway Patrol from 1978 to 1986."
AL-2018-house-10-R-MIKE-BALL,2018,Mike Ball,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Biography,,"Ball was born on September 17, 1954. His professional experience includes working as an agent-supervisor and hostage negotiator with the Alabama Bureau of Investigation Major Crimes Unit from 1986 to 2003 and as a state trooper with the Alabama State Troopers, Highway Patrol from 1978 to 1986."
AL-2002-house-10-R-BALL-MIKE,2002,"Ball, Mike",https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Endorsements,2012,### 2012
AL-2006-house-10-R-MIKE-BALL,2006,MIKE BALL,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Endorsements,2012,### 2012
AL-2014-house-10-R-MIKE-BALL,2014,Mike Ball,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Endorsements,2012,### 2012
AL-2018-house-10-R-MIKE-BALL,2018,Mike Ball,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Endorsements,2012,### 2012
AL-2002-house-10-R-BALL-MIKE,2002,"Ball, Mike",https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Endorsements,2012,"### Presidential preference

2012

_See also: [Endorsements by state officials of presidential candidates in the 2012 election](https://ballotpedia.org/Endorsements\_by\_state\_officials\_of\_presidential\_candidates\_in\_the\_2012\_election ""Endorsements by state officials of presidential candidates in the 2012 election"")_
Mike Ball (Alabama) endorsed [Mitt Romney](https://ballotpedia.org/Mitt_Romney ""Mitt Romney"") in the 2012 presidential election.[[7]](https://ballotpedia.org/Mike_Ball_(Alabama#cite_note-7)"
AL-2006-house-10-R-MIKE-BALL,2006,MIKE BALL,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Endorsements,2012,"### Presidential preference

2012

_See also: [Endorsements by state officials of presidential candidates in the 2012 election](https://ballotpedia.org/Endorsements\_by\_state\_officials\_of\_presidential\_candidates\_in\_the\_2012\_election ""Endorsements by state officials of presidential candidates in the 2012 election"")_
Mike Ball (Alabama) endorsed [Mitt Romney](https://ballotpedia.org/Mitt_Romney ""Mitt Romney"") in the 2012 presidential election.[[7]](https://ballotpedia.org/Mike_Ball_(Alabama#cite_note-7)"
AL-2014-house-10-R-MIKE-BALL,2014,Mike Ball,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Endorsements,2012,"### Presidential preference

2012

_See also: [Endorsements by state officials of presidential candidates in the 2012 election](https://ballotpedia.org/Endorsements\_by\_state\_officials\_of\_presidential\_candidates\_in\_the\_2012\_election ""Endorsements by state officials of presidential candidates in the 2012 election"")_
Mike Ball (Alabama) endorsed [Mitt Romney](https://ballotpedia.org/Mitt_Romney ""Mitt Romney"") in the 2012 presidential election.[[7]](https://ballotpedia.org/Mike_Ball_(Alabama#cite_note-7)"
AL-2018-house-10-R-MIKE-BALL,2018,Mike Ball,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Endorsements,2012,"### Presidential preference

2012

_See also: [Endorsements by state officials of presidential candidates in the 2012 election](https://ballotpedia.org/Endorsements\_by\_state\_officials\_of\_presidential\_candidates\_in\_the\_2012\_election ""Endorsements by state officials of presidential candidates in the 2012 election"")_
Mike Ball (Alabama) endorsed [Mitt Romney](https://ballotpedia.org/Mitt_Romney ""Mitt Romney"") in the 2012 presidential election.[[7]](https://ballotpedia.org/Mike_Ball_(Alabama#cite_note-7)"
AL-2002-house-10-R-BALL-MIKE,2002,"Ball, Mike",https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Scorecards,,"_See also: [State legislative scorecards](https://ballotpedia.org/State\_legislative\_scorecards ""State legislative scorecards""), [State legislative scorecards in Alabama](https://ballotpedia.org/State\_legislative\_scorecards\_in\_Alabama ""State legislative scorecards in Alabama"")_
A [scorecard](https://ballotpedia.org/State_legislative_scorecards) evaluates a legislator’s voting record. Its purpose is to inform voters about the legislator’s political positions. Because scorecards have varying purposes and methodologies, each report should be considered on its own merits. For example, an advocacy group’s scorecard may assess a legislator’s voting record on one issue while a state newspaper’s scorecard may evaluate the voting record in its entirety.

Ballotpedia is in the process of developing an encyclopedic list of published scorecards. Some states have a limited number of available scorecards or scorecards produced only by select groups. It is Ballotpedia’s goal to incorporate all available scorecards regardless of ideology or number.

[Click here](https://ballotpedia.org/State_legislative_scorecards) for an overview of legislative scorecards in all 50 states. To contribute to the list of scorecards, email suggestions to [editor@ballotpedia.org](mailto:editor@ballotpedia.org).

*   [2022](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2022b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2021](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2021b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2020](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2020b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2019](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2019b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2018](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2018b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2017](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2017b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2016](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2016b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2015](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2015b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2014](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2014b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2013](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2013b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2012](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2012b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2011](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2011b0622abb-cfcc-443e-9cc1-81366631af31)"
AL-2006-house-10-R-MIKE-BALL,2006,MIKE BALL,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Scorecards,,"_See also: [State legislative scorecards](https://ballotpedia.org/State\_legislative\_scorecards ""State legislative scorecards""), [State legislative scorecards in Alabama](https://ballotpedia.org/State\_legislative\_scorecards\_in\_Alabama ""State legislative scorecards in Alabama"")_
A [scorecard](https://ballotpedia.org/State_legislative_scorecards) evaluates a legislator’s voting record. Its purpose is to inform voters about the legislator’s political positions. Because scorecards have varying purposes and methodologies, each report should be considered on its own merits. For example, an advocacy group’s scorecard may assess a legislator’s voting record on one issue while a state newspaper’s scorecard may evaluate the voting record in its entirety.

Ballotpedia is in the process of developing an encyclopedic list of published scorecards. Some states have a limited number of available scorecards or scorecards produced only by select groups. It is Ballotpedia’s goal to incorporate all available scorecards regardless of ideology or number.

[Click here](https://ballotpedia.org/State_legislative_scorecards) for an overview of legislative scorecards in all 50 states. To contribute to the list of scorecards, email suggestions to [editor@ballotpedia.org](mailto:editor@ballotpedia.org).

*   [2022](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2022b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2021](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2021b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2020](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2020b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2019](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2019b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2018](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2018b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2017](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2017b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2016](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2016b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2015](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2015b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2014](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2014b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2013](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2013b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2012](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2012b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2011](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2011b0622abb-cfcc-443e-9cc1-81366631af31)"
AL-2014-house-10-R-MIKE-BALL,2014,Mike Ball,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Scorecards,,"_See also: [State legislative scorecards](https://ballotpedia.org/State\_legislative\_scorecards ""State legislative scorecards""), [State legislative scorecards in Alabama](https://ballotpedia.org/State\_legislative\_scorecards\_in\_Alabama ""State legislative scorecards in Alabama"")_
A [scorecard](https://ballotpedia.org/State_legislative_scorecards) evaluates a legislator’s voting record. Its purpose is to inform voters about the legislator’s political positions. Because scorecards have varying purposes and methodologies, each report should be considered on its own merits. For example, an advocacy group’s scorecard may assess a legislator’s voting record on one issue while a state newspaper’s scorecard may evaluate the voting record in its entirety.

Ballotpedia is in the process of developing an encyclopedic list of published scorecards. Some states have a limited number of available scorecards or scorecards produced only by select groups. It is Ballotpedia’s goal to incorporate all available scorecards regardless of ideology or number.

[Click here](https://ballotpedia.org/State_legislative_scorecards) for an overview of legislative scorecards in all 50 states. To contribute to the list of scorecards, email suggestions to [editor@ballotpedia.org](mailto:editor@ballotpedia.org).

*   [2022](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2022b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2021](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2021b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2020](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2020b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2019](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2019b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2018](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2018b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2017](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2017b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2016](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2016b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2015](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2015b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2014](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2014b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2013](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2013b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2012](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2012b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2011](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2011b0622abb-cfcc-443e-9cc1-81366631af31)"
AL-2018-house-10-R-MIKE-BALL,2018,Mike Ball,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Scorecards,,"_See also: [State legislative scorecards](https://ballotpedia.org/State\_legislative\_scorecards ""State legislative scorecards""), [State legislative scorecards in Alabama](https://ballotpedia.org/State\_legislative\_scorecards\_in\_Alabama ""State legislative scorecards in Alabama"")_
A [scorecard](https://ballotpedia.org/State_legislative_scorecards) evaluates a legislator’s voting record. Its purpose is to inform voters about the legislator’s political positions. Because scorecards have varying purposes and methodologies, each report should be considered on its own merits. For example, an advocacy group’s scorecard may assess a legislator’s voting record on one issue while a state newspaper’s scorecard may evaluate the voting record in its entirety.

Ballotpedia is in the process of developing an encyclopedic list of published scorecards. Some states have a limited number of available scorecards or scorecards produced only by select groups. It is Ballotpedia’s goal to incorporate all available scorecards regardless of ideology or number.

[Click here](https://ballotpedia.org/State_legislative_scorecards) for an overview of legislative scorecards in all 50 states. To contribute to the list of scorecards, email suggestions to [editor@ballotpedia.org](mailto:editor@ballotpedia.org).

*   [2022](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2022b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2021](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2021b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2020](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2020b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2019](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2019b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2018](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2018b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2017](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2017b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2016](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2016b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2015](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2015b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2014](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2014b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2013](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2013b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2012](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2012b0622abb-cfcc-443e-9cc1-81366631af31)
*   [2011](https://ballotpedia.org/Mike_Ball_(Alabama#scorecards2011b0622abb-cfcc-443e-9cc1-81366631af31)"
AL-2002-house-10-R-BALL-MIKE,2002,"Ball, Mike",https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Footnotes,,"1.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-1 ""Jump up"")[_Alabama Democrats,_ ""Qualified candidates for public office list,"" accessed February 27, 2014](http://aldemocrats.org/images/uploads/2014_Qualified_Candidates_press.xls)
2.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-2 ""Jump up"")[_Alabama Republican Party,_ ""State Senate,"" accessed February 27, 2014](http://algop.org/elections-2014/2014-qualified-state-republican-candidates/state-senate/)
3.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-3 ""Jump up"")[_Alabama Secretary of State_, ""Official Democratic Primary Results,"" accessed June 20, 2014](http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-DemParty_2014-06-13.pdf)
4.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-4 ""Jump up"")[_Alabama Secretary of State_, ""Official Republican Primary Results,"" accessed June 20, 2014](http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-RepParty_2014-06-13.pdf)
5.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-5 ""Jump up"")[_Alabama Secretary of State_, ""Official 2010 General election results,"" accessed July 8, 2015](http://www.alabamavotes.gov/downloads/election/2010/general/2010GeneralResults-AllStateAndFederalOfficesAndAmendments-CompleteWithWrite-inAppendix.pdf)
6.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-6 ""Jump up"")[_Alabama Secretary of State_, ""Official 2006 election results,"" accessed April 15, 2014](http://www.alabamavotes.gov/downloads/election/2006/general/alhouse-certificate-of-election-12-29-2006.pdf)
7.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-7 ""Jump up"")[_Mitt Romney for President,_ ""Mitt Romney Announces Additional Alabama Endorsements,"" March 12, 2012](https://web.archive.org/web/2/http://www.mittromney.com/news/press/2012/03/mitt-romney-announces-additional-alabama-endorsements)
8.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-8 ""Jump up"")[_Project Vote Smart_, ""Mike Ball's Biography,"" accessed May 5, 2014](http://votesmart.org/candidate/biography/15934)

Only the first few references on this page are shown above.[Click to show more.](https://ballotpedia.org/Mike_Ball_(Alabama#)

| Political offices |
| --- |
| Preceded by - | [**Alabama House of Representatives District 10**](https://ballotpedia.org/Alabama_House_of_Representatives_District_10) 2002-2022 | Succeeded by [**David Cole**](https://ballotpedia.org/David_Cole_(Alabama)) (R) |

Leadership

Speaker of the House:Nathaniel Ledbetter

Majority Leader:Paul Lee

Minority Leader:Anthony Daniels

Representatives

District 1

District 2

District 3

District 4

District 5

District 6

District 7

District 8

District 9

District 10

District 11

District 12

District 13

District 14

District 15

District 16

District 17

District 18

District 19

District 20

District 21

District 22

District 23

District 24

District 25

District 26

District 27

District 28

District 29

District 30

District 31

District 32

District 33

District 34

District 35

District 36

District 37

District 38

District 39

District 40

District 41

District 42

District 43

District 44

District 45

District 46

District 47

District 48

District 49

District 50

District 51

District 52

District 53

District 54

District 55

District 56

District 57

District 58

District 59

District 60

District 61

District 62

District 63

District 64

District 65

District 66

District 67

District 68

District 69

District 70

District 71

District 72

District 73

District 74

District 75

District 76

District 77

District 78

District 79

District 80

District 81

District 82

District 83

District 84

District 85

District 86

District 87

District 88

District 89

District 90

District 91

District 92

District 93

District 94

District 95

District 96

District 97

District 98

District 99

District 100

District 101

District 102

District 103

District 104

District 105

Republican Party (76)

Democratic Party (29)"
AL-2006-house-10-R-MIKE-BALL,2006,MIKE BALL,https://ballotpedia.org/Mike_Ball_(Alabama,2026-08-17,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,Footnotes,,"1.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-1 ""Jump up"")[_Alabama Democrats,_ ""Qualified candidates for public office list,"" accessed February 27, 2014](http://aldemocrats.org/images/uploads/2014_Qualified_Candidates_press.xls)
2.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-2 ""Jump up"")[_Alabama Republican Party,_ ""State Senate,"" accessed February 27, 2014](http://algop.org/elections-2014/2014-qualified-state-republican-candidates/state-senate/)
3.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-3 ""Jump up"")[_Alabama Secretary of State_, ""Official Democratic Primary Results,"" accessed June 20, 2014](http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-DemParty_2014-06-13.pdf)
4.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-4 ""Jump up"")[_Alabama Secretary of State_, ""Official Republican Primary Results,"" accessed June 20, 2014](http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-RepParty_2014-06-13.pdf)
5.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-5 ""Jump up"")[_Alabama Secretary of State_, ""Official 2010 General election results,"" accessed July 8, 2015](http://www.alabamavotes.gov/downloads/election/2010/general/2010GeneralResults-AllStateAndFederalOfficesAndAmendments-CompleteWithWrite-inAppendix.pdf)
6.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-6 ""Jump up"")[_Alabama Secretary of State_, ""Official 2006 election results,"" accessed April 15, 2014](http://www.alabamavotes.gov/downloads/election/2006/general/alhouse-certificate-of-election-12-29-2006.pdf)
7.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-7 ""Jump up"")[_Mitt Romney for President,_ ""Mitt Romney Announces Additional Alabama Endorsements,"" March 12, 2012](https://web.archive.org/web/2/http://www.mittromney.com/news/press/2012/03/mitt-romney-announces-additional-alabama-endorsements)
8.   [↑](https://ballotpedia.org/Mike_Ball_(Alabama#cite_ref-8 ""Jump up"")[_Project Vote Smart_, ""Mike Ball's Biography,"" accessed May 5, 2014](http://votesmart.org/candidate/biography/15934)

Only the first few references on this page are shown above.[Click to show more.](https://ballotpedia.org/Mike_Ball_(Alabama#)

| Political offices |
| --- |
| Preceded by - | [**Alabama House of Representatives District 10**](https://ballotpedia.org/Alabama_House_of_Representatives_District_10) 2002-2022 | Succeeded by [**David Cole**](https://ballotpedia.org/David_Cole_(Alabama)) (R) |

Leadership

Speaker of the House:Nathaniel Ledbetter

Majority Leader:Paul Lee

Minority Leader:Anthony Daniels

Representatives

District 1

District 2

District 3

District 4

District 5

District 6

District 7

District 8

District 9

District 10

District 11

District 12

District 13

District 14

District 15

District 16

District 17

District 18

District 19

District 20

District 21

District 22

District 23

District 24

District 25

District 26

District 27

District 28

District 29

District 30

District 31

District 32

District 33

District 34

District 35

District 36

District 37

District 38

District 39

District 40

District 41

District 42

District 43

District 44

District 45

District 46

District 47

District 48

District 49

District 50

District 51

District 52

District 53

District 54

District 55

District 56

District 57

District 58

District 59

District 60

District 61

District 62

District 63

District 64

District 65

District 66

District 67

District 68

District 69

District 70

District 71

District 72

District 73

District 74

District 75

District 76

District 77

District 78

District 79

District 80

District 81

District 82

District 83

District 84

District 85

District 86

District 87

District 88

District 89

District 90

District 91

District 92

District 93

District 94

District 95

District 96

District 97

District 98

District 99

District 100

District 101

District 102

District 103

District 104

District 105

Republican Party (76)

Democratic Party (29)"
