build_run_id,state_code,election_cycle,plan_cycle,chamber,district,ambiguous_result_rows,ambiguous_two_party_votes,validation_status,note
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,60,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,61,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,62,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,63,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,64,4,4778.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,65,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,66,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,67,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,68,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,69,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,70,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,71,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,72,5,6857.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,73,4,5052.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,74,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,75,6,2204.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,76,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,77,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,78,6,2204.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,79,3,1371.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,80,4,1983.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,81,3,2062.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,82,2,2001.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,83,2,2001.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,84,5,1776.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,85,4,1248.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,86,1,294.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,87,2,2339.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,88,2,1578.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,89,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,90,6,1552.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,91,10,2216.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,92,3,200.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,93,4,4329.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,94,5,2155.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,95,16,12471.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,96,1,907.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,97,1,907.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,98,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,99,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,100,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,101,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,102,3,4222.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,103,2,3838.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,104,1,1955.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,105,1,294.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,106,4,3156.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,107,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,108,4,3156.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,109,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,110,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,111,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,112,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,113,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,114,13,8150.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,115,14,8258.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,116,15,10937.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,117,17,11186.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,118,16,11078.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,119,16,11078.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,120,15,9179.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,121,14,9038.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,lower,122,1,466.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,1,1,1549.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,2,1,1549.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,3,1,424.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,4,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,5,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,6,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,7,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,8,4,1691.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,9,1,326.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,10,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,11,2,944.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,12,1,618.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,13,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,14,6,1835.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,15,1,1028.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,16,2,1747.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,17,1,719.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,18,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,19,1,1549.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,20,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,21,9,9985.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,22,7,3985.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,23,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,24,8,2542.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,25,8,10928.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,26,5,6857.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,27,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,28,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,29,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,30,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,31,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,32,2,2001.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,33,2,2001.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,34,2,3838.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,35,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,36,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,37,2,1698.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,38,5,2798.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,39,3,1100.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,40,3,2337.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,41,1,1955.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,42,1,1955.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,43,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,44,5,4248.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,45,2,3838.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,46,14,9038.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,47,6,4194.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,48,15,9179.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,49,16,9287.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,50,14,8258.0,review,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,51,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
RUN-971118910F5E4DF68E316573C3AAABB2,MS,2012,2019,upper,52,0,0.0,passed,Passed means no unresolved 2012 result has a plausible donor geometry in this district.
