canonical_rollcall_id,unit_id,id,decision,primitive_axis,policy_pole,confidence,rationale,terminal_status,authority
SJRC-47D8D55E5708DF57,FE115E45774EB3EF,FE115E45774EB3EF,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-68F119339D227DF7,74D3F50AF46193A7,74D3F50AF46193A7,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-AABA871200C985AD,D84C92F21C6BE998,D84C92F21C6BE998,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-DA71B2E4EDF6DD20,4793CE56C7F853B6,4793CE56C7F853B6,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-F659D36E7274BCC4,32067AC9B534A207,32067AC9B534A207,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-35280173F0AC8D7A,94D3CD4BDEC4B46A,94D3CD4BDEC4B46A,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-39626408252D9FE7,F44E719F1C3C8494,F44E719F1C3C8494,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-309BBD4C3379CF4B,8F46931192E37648,8F46931192E37648,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-E32C29A13123693D,4C16AEC61F53691C,4C16AEC61F53691C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-E654185011D2C3B1,2F35C8F706EEDA3E,2F35C8F706EEDA3E,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-F011B60A796E389A,BC2FA6ABCC3D79E0,BC2FA6ABCC3D79E0,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-6E46D373B26BDC2C,43D2DCDBC2BC7743,43D2DCDBC2BC7743,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-70029DEC122EB210,8A88811EE6B6CB55,8A88811EE6B6CB55,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-7CC23618E666518A,4C16AEC61F53691C,4C16AEC61F53691C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-54EF37EB3E81D868,F5B1A35C80061BC7,F5B1A35C80061BC7,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-9AE16C73CE40D1D0,037A12A85B2E1D22,037A12A85B2E1D22,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-9CCF298038EE0E4B,5F466567601BC593,5F466567601BC593,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-B7E55BADF7D86A5A,EA78D231C7531CC7,EA78D231C7531CC7,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-DAC84EEA0F0A8725,AD83EC70E10A2A1D,AD83EC70E10A2A1D,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-ED08025BE783C09C,26AFDFFB31EDF2A4,26AFDFFB31EDF2A4,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-1BB681BCCE919E9B,2D39EBDDD7FDC9A8,2D39EBDDD7FDC9A8,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-2CFD421D5BE2D195,2CA830BEAE57325F,2CA830BEAE57325F,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-807EA6FDC7C9449C,7C3BD292A90D6792,7C3BD292A90D6792,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-8B1E4ECEF8D9D6AB,EE48828BC2C49F0F,EE48828BC2C49F0F,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-ADD86FD8F2B7F31A,3A8B32EAC702B4D7,3A8B32EAC702B4D7,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-0A19272BDCC40CE1,6F2488EB037FA262,6F2488EB037FA262,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-345351811C8EF53D,FEDD85BA3B5CBEF0,FEDD85BA3B5CBEF0,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-38BD4162025C4852,AD1793E28DEE8801,AD1793E28DEE8801,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-3DCA9909E8EB40A0,2441F4D813A12244,2441F4D813A12244,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-41908DF500A743E3,C012F5A8AC11954F,C012F5A8AC11954F,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-524C6A2EAF844824,F1A3232BCAADAAAA,F1A3232BCAADAAAA,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-819EC1394787D81C,71257F1B9BBDEA32,71257F1B9BBDEA32,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-82C646C5A8D1DACD,EA78D231C7531CC7,EA78D231C7531CC7,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-B78414BBB6227C7C,367AFD6C77318CF0,367AFD6C77318CF0,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-C0090149D5D4388B,AC9BE7912F7CFBD6,AC9BE7912F7CFBD6,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-DED5924DF7940D6B,7C3BD292A90D6792,7C3BD292A90D6792,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-C2B791F4A5389AE1,5E473023ED344036,5E473023ED344036,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-C360E8E7AE571138,5FAE1CC4224EBF16,5FAE1CC4224EBF16,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-C864DD650152D043,5E473023ED344036,5E473023ED344036,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-717B3D9690CC435D,E567F8F24F766C05,E567F8F24F766C05,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-F81EE6DD3ADE81DE,9A159ABEC9658FE4,9A159ABEC9658FE4,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-2C525AB99138675A,20203383FAB3B60C,20203383FAB3B60C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-3AB4BD19B1356920,5F14CDCD2FAA7698,5F14CDCD2FAA7698,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-4CBE810E045D2DD0,0A11E544AF4D5517,0A11E544AF4D5517,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-F84D6D4DE1BE865C,20203383FAB3B60C,20203383FAB3B60C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-36630576F4C00491,916B33BEF5EB89BE,916B33BEF5EB89BE,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-55DC685D78997382,916B33BEF5EB89BE,916B33BEF5EB89BE,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-5B89C7E038645E24,800F9387539758B2,800F9387539758B2,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-77B57697762A32AD,63CA038A848BD94B,63CA038A848BD94B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-7EB02923B7EB6752,FFBCE437E3089485,FFBCE437E3089485,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-AE3FAF96DD5D3B8D,661B64C9AB91ED90,661B64C9AB91ED90,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-DD3CA70D5FAD2B9A,8061CE42F7A0FBC7,8061CE42F7A0FBC7,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-3BF2662FEC47DBAF,121A2CE6A9DF808A,121A2CE6A9DF808A,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-3F02DF2A73486167,A2A633BAACAE988F,A2A633BAACAE988F,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-5A371642AF77A5E1,34DAA037E3580706,34DAA037E3580706,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-B2D88C18654ADE81,2759A24305127063,2759A24305127063,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-C023270D2D7E8FF4,CF1EAFCAE7D5BFCD,CF1EAFCAE7D5BFCD,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-898807AF3A26737E,AD67596499B41F7D,AD67596499B41F7D,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
JRC-BEF72270285F7EEC,B065518E9A150573,B065518E9A150573,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-8ABA6122F719CEE1,C371F7ADBF7947B2,C371F7ADBF7947B2,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-8ABDC4E8AE2DB716,10B796370F75FD38,10B796370F75FD38,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-AF854A2D7A0A5E6D,12D88373EE29FBC7,12D88373EE29FBC7,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-C7CB6820878D4635,ED2E1FA95CD4ABAD,ED2E1FA95CD4ABAD,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-CBF5D483E0932319,D3DB111D42DD7C05,D3DB111D42DD7C05,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
SJRC-EEB53AC5E156A565,847EF2A49D76B939,847EF2A49D76B939,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-136560,276E64616C05DC81,276E64616C05DC81,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-59211,C982DA5E3E789AF7,C982DA5E3E789AF7,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-77267,D44435118C8D5789,D44435118C8D5789,exclude,,,high,"Concerns Ethics Commission funding structure but does not clearly map to any allowed campaign-finance, constitutional-reform, or institutional-control pole.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-91541,AFF55FDFEB7FDC89,AFF55FDFEB7FDC89,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-181522,0690DA822DEE61BD,0690DA822DEE61BD,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-181524,0690DA822DEE61BD,0690DA822DEE61BD,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-182270,0690DA822DEE61BD,0690DA822DEE61BD,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-189582,5159C5EEFDC98C7B,5159C5EEFDC98C7B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-196038,35C218A87234BC59,35C218A87234BC59,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-196150,F28E118CFC14BF00,F28E118CFC14BF00,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-196152,F28E118CFC14BF00,F28E118CFC14BF00,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-196563,F28E118CFC14BF00,F28E118CFC14BF00,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-272229,1A6EAE795F2BF132,1A6EAE795F2BF132,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-277655,0FD4E2ECC265B1D0,0FD4E2ECC265B1D0,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-282179,2685B85DF3FA686E,2685B85DF3FA686E,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-449446,349DA037A21F4AC6,349DA037A21F4AC6,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-455811,349DA037A21F4AC6,349DA037A21F4AC6,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-455812,349DA037A21F4AC6,349DA037A21F4AC6,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-456407,5246DB3779FB7B64,5246DB3779FB7B64,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-476707,5BCD824F76D2E4CC,5BCD824F76D2E4CC,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-535684,63CFAFCEA17744BD,63CFAFCEA17744BD,map,business_subsidy,expand,high,Expands municipal and county tax-abatement authority for economic-development purposes.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-645361,4D2801C6B1CD2135,4D2801C6B1CD2135,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-645945,4D2801C6B1CD2135,4D2801C6B1CD2135,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-646674,4D2801C6B1CD2135,4D2801C6B1CD2135,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-727000,521007B73DC5197A,521007B73DC5197A,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-730880,21BB8956D5943803,21BB8956D5943803,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-873796,5F25DEA9599F34D1,5F25DEA9599F34D1,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1030070,9833713458447A23,9833713458447A23,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1066839,3B53169AA63EFBD5,3B53169AA63EFBD5,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1184999,A9DB469F395EEBAE,A9DB469F395EEBAE,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1187771,07D97A8C7E93FB2A,07D97A8C7E93FB2A,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1296552,62CBBE4030B3C38C,62CBBE4030B3C38C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1296553,62CBBE4030B3C38C,62CBBE4030B3C38C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1296554,62CBBE4030B3C38C,62CBBE4030B3C38C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1317115,62CBBE4030B3C38C,62CBBE4030B3C38C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1317116,62CBBE4030B3C38C,62CBBE4030B3C38C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1317117,62CBBE4030B3C38C,62CBBE4030B3C38C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1317906,62CBBE4030B3C38C,62CBBE4030B3C38C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1336165,0E9274903CA0254C,0E9274903CA0254C,map,market_governance,intervention,high,Uses public-contracting restrictions and enforcement mechanisms to regulate companies based on economic-boycott activity.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-1391347,0E64A664D3A20298,0E64A664D3A20298,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1411248,FDCB379E11F8C803,FDCB379E11F8C803,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1428313,5A7BF86B9311867F,5A7BF86B9311867F,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1430661,FE8DFE516924FB6B,FE8DFE516924FB6B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-1432624,FDCB379E11F8C803,FDCB379E11F8C803,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
