county_key,precinct_key,dem_votes,rep_votes,two_party_votes,pres_dem_margin
BALDWIN,MAGNOLIA SPRGS WESLEYAN #2,99.0,208.0,307.0,-35.504885993485345
BALDWIN,MARLOW VOL FIRE,398.0,1301.0,1699.0,-53.148911124190704
BALDWIN,MIFLIN COMM CTR,318.0,1370.0,1688.0,-62.322274881516584
BALDWIN,ORANGE BEACH COMM CTR #1,352.0,1771.0,2123.0,-66.83937823834196
BALDWIN,ORANGE BEACH COMM CTR #2,267.0,1322.0,1589.0,-66.39395846444305
BALDWIN,ORANGE BEACH COMM CTR #3,0.0,0.0,0.0,
BALDWIN,PERDIDO BCH FIRE HSE,124.0,423.0,547.0,-54.6617915904936
BALDWIN,PINE GROVE VOL FIRE DEPT #1,197.0,667.0,864.0,-54.398148148148145
BALDWIN,PRDIDO ELEM SCH,105.0,459.0,564.0,-62.765957446808514
BALDWIN,PROVISIONAL,24.0,79.0,103.0,-53.398058252427184
BALDWIN,PT. CLEAR ST FRANCIS,310.0,548.0,858.0,-27.73892773892774
BALDWIN,RABUN FIRE HOUSE,59.0,420.0,479.0,-75.36534446764092
BALDWIN,ROBERTSDALE CITY HALL #1,283.0,1092.0,1375.0,-58.836363636363636
BALDWIN,ROBERTSDALE CITY HALL #2,200.0,862.0,1062.0,-62.335216572504706
BALDWIN,ROCKWELL ELEM SCH,546.0,1802.0,2348.0,-53.4923339011925
BALDWIN,SEMINOLE FIRE HOUSE,83.0,420.0,503.0,-66.99801192842942
BALDWIN,SILVERHILL TOWN HALL,319.0,1516.0,1835.0,-65.2316076294278
BALDWIN,SPANISH FORT FIRE DEPT,252.0,1432.0,1684.0,-70.07125890736341
BALDWIN,STAPLETON COMM CTR,110.0,760.0,870.0,-74.71264367816092
BALDWIN,STOCKTON FIRE HOUSE,38.0,379.0,417.0,-81.77458033573141
BALDWIN,SUMMERDALE COMM CTR,239.0,1243.0,1482.0,-67.74628879892038
BALDWIN,TENSAW VOL FIRE DEPT,120.0,29.0,149.0,61.07382550335571
BALDWIN,VAUGHN COMM CTR,243.0,143.0,386.0,25.906735751295336
BALDWIN,WHITE HOUSE VOL FIRE,129.0,645.0,774.0,-66.66666666666667
BARBOUR,ABSENTEE VOTERS,416.0,463.0,879.0,-5.346985210466439
BARBOUR,BAKERHILL TOWN HALL,295.0,316.0,611.0,-3.436988543371522
BARBOUR,BEVILL CENTER,98.0,477.0,575.0,-65.91304347826087
BARBOUR,BLUE SPRINGS CITY HALL,94.0,277.0,371.0,-49.32614555256065
BARBOUR,CHATT CTS COMM_ CENTER,838.0,364.0,1202.0,39.43427620632279
BARBOUR,CLAYTON COURTHOUSE,591.0,278.0,869.0,36.01841196777906
BARBOUR,CLIO CITY HALL,286.0,305.0,591.0,-3.214890016920474
BARBOUR,COWIKEE VOLUNTEER FIRE,197.0,77.0,274.0,43.7956204379562
BARBOUR,ELAMVILLE VOLUNTEER FIRE,28.0,85.0,113.0,-50.442477876106196
BARBOUR,EUFAULA COMMUNITY CTR,335.0,583.0,918.0,-27.015250544662308
BARBOUR,EUFAULA WATER BOARD,611.0,374.0,985.0,24.060913705583758
BARBOUR,FELLOWSHIP BAPTIST CHURCH,269.0,762.0,1031.0,-47.8176527643065
BARBOUR,GREENS CROSS ROADS,62.0,111.0,173.0,-28.32369942196532
BARBOUR,LOUISVILLE CITY HALL,377.0,339.0,716.0,5.307262569832402
BARBOUR,MT_ ANDREWS COMMUNITY CENTER,173.0,16.0,189.0,83.06878306878306
BARBOUR,PROVISIONAL,12.0,4.0,16.0,50.0
BARBOUR,SANFORD AVE GYM,494.0,514.0,1008.0,-1.9841269841269842
BARBOUR,SPRINGHILL VOLUNTEER FIRE,208.0,81.0,289.0,43.944636678200695
BARBOUR,SUTTONS RESTAURANT,67.0,62.0,129.0,3.875968992248062
BARBOUR,TEXASVILLE COMM_ CTR_,48.0,62.0,110.0,-12.727272727272727
BARBOUR,WHITE OAK METHODIST CHURCH,198.0,316.0,514.0,-22.957198443579767
BIBB,ABSENTEE,67.0,181.0,248.0,-45.96774193548387
BIBB,ALTERNATIVE SCHOOL,475.0,1162.0,1637.0,-41.96701282834453
BIBB,BRENT CITY HALL,703.0,329.0,1032.0,36.24031007751938
BIBB,BRENT NORTH LIBRARY,285.0,944.0,1229.0,-53.62082994304313
BIBB,BRIERFIELD FIRE DEPT_,178.0,588.0,766.0,-53.52480417754569
BIBB,CENTREVILLE ROCK BLDG_,270.0,827.0,1097.0,-50.77484047402005
BIBB,EOLINE FIRE DEPARTMENT,74.0,568.0,642.0,-76.94704049844236
BIBB,GREENPOND FIRE DEPT_,155.0,1293.0,1448.0,-78.59116022099448
BIBB,LAWLEY COMMUNITY CTR_,82.0,355.0,437.0,-62.47139588100686
BIBB,PROVISIONAL,10.0,15.0,25.0,-20.0
BLOUNT,ABSENTEE,116.0,581.0,697.0,-66.71449067431851
BLOUNT,ALLGOOD TOWN HALL,45.0,450.0,495.0,-81.81818181818181
BLOUNT,BLOUNT SPRINGS,42.0,244.0,286.0,-70.62937062937063
BLOUNT,BLOUNTSVILLE,295.0,1270.0,1565.0,-62.30031948881789
BLOUNT,BROOKSVILLE,76.0,317.0,393.0,-61.32315521628499
BLOUNT,CLEVELAND,211.0,942.0,1153.0,-63.399826539462275
BLOUNT,DALLAS - SELFVILLE,184.0,1100.0,1284.0,-71.33956386292834
BLOUNT,HAYDEN #1,150.0,1001.0,1151.0,-73.93570807993049
BLOUNT,HAYDEN #2,136.0,1004.0,1140.0,-76.14035087719299
BLOUNT,HOLLY SPRINGS,22.0,287.0,309.0,-85.76051779935275
BLOUNT,LOCUST FORK,182.0,1205.0,1387.0,-73.75630857966834
BLOUNT,MT. HIGH,160.0,1368.0,1528.0,-79.05759162303664
BLOUNT,MURPHREE VALLEY,72.0,526.0,598.0,-75.91973244147157
BLOUNT,NECTAR,146.0,860.0,1006.0,-70.97415506958251
BLOUNT,ONEONTA #1,301.0,882.0,1183.0,-49.112426035502956
BLOUNT,ONEONTA #2,262.0,1065.0,1327.0,-60.51243406179352
BLOUNT,PINE MOUNTAIN,49.0,356.0,405.0,-75.80246913580247
BLOUNT,PROVISIONAL,4.0,27.0,31.0,-74.19354838709677
BLOUNT,REMLAP BAPTIST CHURCH,107.0,894.0,1001.0,-78.62137862137862
BLOUNT,ROCK SPRINGS,70.0,405.0,475.0,-70.52631578947368
BLOUNT,ROSA,109.0,620.0,729.0,-70.0960219478738
BLOUNT,ROYAL,58.0,327.0,385.0,-69.87012987012987
BLOUNT,SMOKE RISE,148.0,1021.0,1169.0,-74.6792130025663
BLOUNT,SNEAD,168.0,857.0,1025.0,-67.21951219512195
BLOUNT,ST. MOUNTAIN,124.0,1388.0,1512.0,-83.5978835978836
BLOUNT,SUGAR CREEK - BANGOR,49.0,410.0,459.0,-78.64923747276688
BLOUNT,SUMMIT,101.0,258.0,359.0,-43.73259052924791
BLOUNT,SUSAN MOORE,135.0,724.0,859.0,-68.56810244470314
BULLOCK,ABERFOIL,117.0,65.0,182.0,28.571428571428573
BULLOCK,ABSENTEE,319.0,74.0,393.0,62.340966921119595
BULLOCK,CORINTH,15.0,38.0,53.0,-43.39622641509434
BULLOCK,CORNERSTONE FIRE,189.0,57.0,246.0,53.65853658536585
BULLOCK,FITZPATRICK FIRE,123.0,194.0,317.0,-22.397476340694006
BULLOCK,GUERRYTON,73.0,3.0,76.0,92.10526315789474
BULLOCK,INDIAN CREEK,89.0,44.0,133.0,33.83458646616541
BULLOCK,INVERNESS,32.0,70.0,102.0,-37.254901960784316
BULLOCK,MIDWAY,593.0,28.0,621.0,90.98228663446055
BULLOCK,PEACHBURG,94.0,21.0,115.0,63.47826086956522
BULLOCK,PEROTE,75.0,82.0,157.0,-4.45859872611465
BULLOCK,POST OAK,68.0,208.0,276.0,-50.72463768115942
BULLOCK,PROVISIONAL,10.0,2.0,12.0,66.66666666666667
BULLOCK,SARDIS,157.0,26.0,183.0,71.5846994535519
BULLOCK,THOMPSON NEW MT. PLEASANT,73.0,47.0,120.0,21.666666666666668
BULLOCK,THREE NOTCH,70.0,15.0,85.0,64.70588235294117
BULLOCK,UNION SPGS.-ARMORY #1,888.0,166.0,1054.0,68.50094876660341
BULLOCK,UNION SPGS.-ARMORY #2,1026.0,251.0,1277.0,60.68911511354737
BUTLER,ABSENTEE VOTERS,237.0,289.0,526.0,-9.885931558935361
BUTLER,BOLLING VOTING HOUSE,42.0,76.0,118.0,-28.8135593220339
BUTLER,CENTER HILL - VOTING HOUSE,90.0,46.0,136.0,32.35294117647059
BUTLER,CENTRAL VOL_ FIRE DEPT_,249.0,233.0,482.0,3.319502074688797
BUTLER,CHAPMAN POST OFFICE,45.0,125.0,170.0,-47.05882352941177
BUTLER,DUNBAR COMMUNITY CENTER #1,410.0,105.0,515.0,59.22330097087379
BUTLER,DUNBAR COMMUNITY CENTER #2,370.0,105.0,475.0,55.78947368421053
BUTLER,FOREST HOME - VOTING HOUSE,46.0,109.0,155.0,-40.645161290322584
BUTLER,FRIENDSHIP,7.0,145.0,152.0,-90.78947368421052
BUTLER,GARLAND - VOTING HOUSE,99.0,179.0,278.0,-28.776978417266186
BUTLER,GEORGIANA ARMORY #1,198.0,182.0,380.0,4.2105263157894735
BUTLER,GEORGIANA ARMORY #2,410.0,169.0,579.0,41.623488773747845
BUTLER,HARRISON - VOTING HOUSE,39.0,186.0,225.0,-65.33333333333333
BUTLER,HEALTH DEPARTMENT #1,204.0,508.0,712.0,-42.69662921348315
BUTLER,HEALTH DEPARTMENT #2,184.0,410.0,594.0,-38.04713804713805
BUTLER,INDUSTRY,13.0,121.0,134.0,-80.59701492537313
BUTLER,MANNINGHAM - VOTING HOUSE,132.0,111.0,243.0,8.641975308641975
BUTLER,MCKENZIE TOWN HALL,125.0,267.0,392.0,-36.224489795918366
BUTLER,MCLAINS - VOTING HOUSE,122.0,397.0,519.0,-52.98651252408478
BUTLER,MIDWAY - VOTING HOUSE,83.0,171.0,254.0,-34.645669291338585
BUTLER,MONTEREY-OLD SCHOOL HOUSE,48.0,18.0,66.0,45.45454545454545
BUTLER,NEW ARMORY #1,522.0,375.0,897.0,16.387959866220736
BUTLER,NEW ARMORY #2,220.0,288.0,508.0,-13.385826771653543
BUTLER,PROVIDENCE - VOTING HOUSE,126.0,317.0,443.0,-43.11512415349887
BUTLER,PROVISIONAL VOTERS,11.0,9.0,20.0,10.0
BUTLER,ROCKY CREEK - VOTING HOUSE,65.0,263.0,328.0,-60.36585365853659
BUTLER,SEARCY - VOLUNTEER FIRE DEPT_,61.0,144.0,205.0,-40.48780487804878
BUTLER,STEINERS STORE,30.0,137.0,167.0,-64.07185628742515
CALHOUN,1ST UNITED METHODIST-WEAVER #1,338.0,1055.0,1393.0,-51.47164393395549
CALHOUN,1ST UNITED METHODIST-WEAVER #2,196.0,638.0,834.0,-52.99760191846523
CALHOUN,ABSENTEE VOTERS,667.0,1066.0,1733.0,-23.023658395845356
CALHOUN,ALEXANDRIA-CIVITAN CLUB CNTR,428.0,1731.0,2159.0,-60.352014821676704
CALHOUN,ANGEL FIRE STATION,107.0,511.0,618.0,-65.37216828478964
CALHOUN,ANNISTON - CARVER CENTER,428.0,1.0,429.0,99.53379953379954
CALHOUN,ANNISTON - FIRST PRESBYTERIAN,547.0,401.0,948.0,15.40084388185654
CALHOUN,ANNISTON - MEETING CENTER,696.0,77.0,773.0,80.07761966364812
CALHOUN,ANNISTON - MENTAL HEALTH CNTR,168.0,295.0,463.0,-27.429805615550755
CALHOUN,ANNISTON - THANKFUL BAPTIST,401.0,41.0,442.0,81.44796380090497
CALHOUN,ANNISTON-GOLDEN SPRINGS COMM 1,325.0,991.0,1316.0,-50.60790273556231
CALHOUN,ANNISTON-GOLDEN SPRINGS COMM 2,563.0,1108.0,1671.0,-32.615200478755234
CALHOUN,ASBERRY BAPTIST CHURCH,156.0,828.0,984.0,-68.29268292682927
CALHOUN,BETHEL UNITED METHODIST CHURCH,53.0,217.0,270.0,-60.74074074074074
CALHOUN,BETTA VIEW CHURCH OF CHRIST #1,233.0,883.0,1116.0,-58.24372759856631
CALHOUN,BETTA VIEW CHURCH OF CHRIST #2,216.0,877.0,1093.0,-60.47575480329369
CALHOUN,BOILING SPRINGS BAPTIST,73.0,421.0,494.0,-70.44534412955466
CALHOUN,BYNUM SCHOOL,385.0,1505.0,1890.0,-59.25925925925926
CALHOUN,CALHOUN COUNTY HEALTH DEPT_,476.0,269.0,745.0,27.78523489932886
CALHOUN,CHOCCOLOCCO COMMUNITY CENTER,213.0,854.0,1067.0,-60.07497656982193
CALHOUN,CHURCH OF THE COVENANT,332.0,256.0,588.0,12.92517006802721
CALHOUN,DEARMANVILLE UNITED METHODIST,165.0,603.0,768.0,-57.03125
CALHOUN,EULATON-UNITED METHODIST,169.0,554.0,723.0,-53.250345781466116
CALHOUN,FOUR MILE - METHODIST CHURCH,87.0,325.0,412.0,-57.76699029126213
CALHOUN,FRIENDSHIP BAPTIST CHURCH,129.0,668.0,797.0,-67.62860727728983
CALHOUN,FRIENDSHIP COMMUNITY CENTER,229.0,1149.0,1378.0,-66.76342525399129
CALHOUN,GLENWOOD MEADOWS MEETING ROOM,536.0,670.0,1206.0,-11.11111111111111
CALHOUN,GODS COVENANT MINISTRY,205.0,413.0,618.0,-33.65695792880259
CALHOUN,HOBSON CITY - CITY HALL,382.0,21.0,403.0,89.57816377171216
CALHOUN,JACKSONVILLE NATL GUARD ARMORY,493.0,879.0,1372.0,-28.134110787172013
CALHOUN,JACKSONVILLE-FIRST BAPTIST,436.0,1013.0,1449.0,-39.82056590752243
CALHOUN,JACKSONVILLE-WESTSIDE BAPTIST,680.0,340.0,1020.0,33.333333333333336
CALHOUN,LEATHERWOOD RD CIVIL DEFENSE,281.0,971.0,1252.0,-55.11182108626198
CALHOUN,MOORE AVENUE CHURCH OF CHRIST,952.0,113.0,1065.0,78.77934272300469
CALHOUN,OAK GROVE BAPT_ CHURCH,80.0,579.0,659.0,-75.72078907435508
CALHOUN,OHATCHEE FIRST BAPTIST CHURCH,297.0,1092.0,1389.0,-57.23542116630669
CALHOUN,OXFORD - CHEAHA CLUBHOUSE C_C_,138.0,514.0,652.0,-57.668711656441715
CALHOUN,OXFORD - OXFORD LAKE PARK C_C_,223.0,426.0,649.0,-31.2788906009245
CALHOUN,OXFORD POLICE DEPT_,234.0,397.0,631.0,-25.832012678288432
CALHOUN,PIEDMONT COMMUNITY BUILDING,130.0,263.0,393.0,-33.842239185750635
CALHOUN,PIEDMONT FIRE STATION,160.0,544.0,704.0,-54.54545454545455
CALHOUN,PIEDMONT NATIONAL GUARD ARMORY,166.0,502.0,668.0,-50.29940119760479
CALHOUN,PIEDMONT RECREATION BUILDING,96.0,347.0,443.0,-56.659142212189614
CALHOUN,PROVISIONAL,9.0,21.0,30.0,-40.0
CALHOUN,SAKS - HIGH SCHOOL #1,519.0,1164.0,1683.0,-38.32442067736186
CALHOUN,SAKS - HIGH SCHOOL #2,300.0,850.0,1150.0,-47.82608695652174
CALHOUN,SOUTH HIGHLAND COMMUNITY CTR,768.0,97.0,865.0,77.57225433526011
CALHOUN,SPARE,0.0,0.0,0.0,
CALHOUN,THE DONOHO SCHOOL,210.0,600.0,810.0,-48.148148148148145
CALHOUN,WEBSTERS CHAPEL FIRE DEPT,110.0,592.0,702.0,-68.66096866096866
CALHOUN,WELLINGTON - MT_VIEW BAPTIST,127.0,523.0,650.0,-60.92307692307692
CALHOUN,WEST PARK HEIGHTS BAPTIST,191.0,1002.0,1193.0,-67.97988264878458
CALHOUN,WHITE PLAINS HIGH SCHOOL,128.0,679.0,807.0,-68.27757125154895
CALHOUN,WHITE PLAINS V_F_D_,77.0,404.0,481.0,-67.98336798336798
CALHOUN,WIGGINS COMMUNITY CENTER,626.0,7.0,633.0,97.78830963665087
CHAMBERS,ABSENTEE,239.0,383.0,622.0,-23.15112540192926
CHAMBERS,BUFFALO,141.0,135.0,276.0,2.1739130434782608
CHAMBERS,CUSSETA,100.0,184.0,284.0,-29.577464788732396
CHAMBERS,FAIRFAX,833.0,1283.0,2116.0,-21.266540642722116
CHAMBERS,FIVE POINTS,188.0,75.0,263.0,42.965779467680605
CHAMBERS,FREDONIA,101.0,224.0,325.0,-37.84615384615385
CHAMBERS,HUGULEY,316.0,694.0,1010.0,-37.42574257425743
CHAMBERS,LAFAYETTE,1018.0,461.0,1479.0,37.6605814739689
CHAMBERS,LAKEVIEW,71.0,211.0,282.0,-49.645390070921984
CHAMBERS,LANETT,1715.0,1126.0,2841.0,20.73213657162971
CHAMBERS,LANGDALE,478.0,506.0,984.0,-2.845528455284553
CHAMBERS,MILLTOWN,64.0,119.0,183.0,-30.05464480874317
CHAMBERS,MOUNT OLIVE,77.0,70.0,147.0,4.761904761904762
CHAMBERS,PENTON,32.0,110.0,142.0,-54.929577464788736
CHAMBERS,PROVISIONAL,13.0,4.0,17.0,52.94117647058823
CHAMBERS,RESCUE SQUAD,186.0,379.0,565.0,-34.15929203539823
CHAMBERS,RIDGE GROVE,151.0,163.0,314.0,-3.821656050955414
CHAMBERS,RIVERVIEW,288.0,305.0,593.0,-2.866779089376054
CHAMBERS,SHAWMUT,165.0,871.0,1036.0,-68.14671814671814
CHAMBERS,SPARKLING SPRINGS,2.0,31.0,33.0,-87.87878787878788
CHAMBERS,STANDING ROCK,33.0,189.0,222.0,-70.27027027027027
CHAMBERS,STROUD,102.0,73.0,175.0,16.571428571428573
CHAMBERS,STURKIE,197.0,165.0,362.0,8.839779005524862
CHAMBERS,UNION HILL,28.0,165.0,193.0,-70.98445595854922
CHAMBERS,WAVERLY,46.0,98.0,144.0,-36.111111111111114
CHAMBERS,WEST CHAMBERS,215.0,43.0,258.0,66.66666666666667
CHEROKEE,ABSENTEE VOTERS,98.0,361.0,459.0,-57.29847494553377
CHEROKEE,BROOMTOWN FIRE DEPT_,43.0,191.0,234.0,-63.24786324786325
CHEROKEE,CEDAR BLUFF 1ST BAPTIST CHURCH,272.0,700.0,972.0,-44.03292181069959
CHEROKEE,DANIELS CHAPEL FELLOWSHIP HALL,41.0,96.0,137.0,-40.14598540145985
CHEROKEE,EBENEZER CHURCH,191.0,221.0,412.0,-7.281553398058253
CHEROKEE,ELLISVILLE VFD,28.0,122.0,150.0,-62.666666666666664
CHEROKEE,FRIENDSHIP BAPTIST,23.0,122.0,145.0,-68.27586206896552
CHEROKEE,GAYLESVILLE CITY HALL,42.0,242.0,284.0,-70.4225352112676
CHEROKEE,GOSHEN METHODIST CHURCH,45.0,242.0,287.0,-68.6411149825784
CHEROKEE,LEESBURG V_F_D_,217.0,594.0,811.0,-46.48581997533909
CHEROKEE,MCCORDS CROSSROADS FIRE HALL,45.0,242.0,287.0,-68.6411149825784
CHEROKEE,MELROSE BAPTIST CHURCH,75.0,100.0,175.0,-14.285714285714286
CHEROKEE,MT_ CALVARY BAPT CHURCH,35.0,60.0,95.0,-26.31578947368421
CHEROKEE,MT_ WEISNER FIRE HALL,56.0,160.0,216.0,-48.148148148148145
CHEROKEE,NEW HOPE METHODIST CHURCH,92.0,201.0,293.0,-37.20136518771331
CHEROKEE,PROVISIONAL VOTERS,7.0,13.0,20.0,-30.0
CHEROKEE,ROCK RUN CHURCH,19.0,70.0,89.0,-57.30337078651685
CHEROKEE,SAND ROCK TOWN HALL,143.0,544.0,687.0,-58.369723435225616
CHEROKEE,SHADY GROVE CHURCH,56.0,111.0,167.0,-32.93413173652694
CHEROKEE,SPRING CREEK FIRE HALL,83.0,343.0,426.0,-61.032863849765256
CHEROKEE,SPRING GARDEN FIRE STATION,81.0,367.0,448.0,-63.839285714285715
CHEROKEE,THE ROC #1,323.0,1068.0,1391.0,-53.558590941768514
CHEROKEE,THE ROC #2,193.0,685.0,878.0,-56.03644646924829
CHEROKEE,THE VALLEY CHURCH,25.0,112.0,137.0,-63.503649635036496
CHEROKEE,TUCKERS CHAPEL FIRE DEPT_,35.0,113.0,148.0,-52.7027027027027
CHEROKEE,UNITY MISSIONARY BAPT_ CHURCH,38.0,218.0,256.0,-70.3125
CHILTON,ABSENTEE VOTERS,348.0,590.0,938.0,-25.79957356076759
CHILTON,CANE CREEK - GAP OF MT_ FIRE,78.0,547.0,625.0,-75.04
CHILTON,CLANTON FACILITY BUILDING,247.0,1494.0,1741.0,-71.62550258472143
CHILTON,COLLINS CHAPEL - FIRE STATION,58.0,303.0,361.0,-67.86703601108033
CHILTON,COURTHOUSE - CLANTON,161.0,822.0,983.0,-67.24313326551373
CHILTON,ENTERPRISE - FIRE STATION,152.0,738.0,890.0,-65.84269662921348
CHILTON,FAIRVIEW - FIRE STATION,105.0,532.0,637.0,-67.03296703296704
CHILTON,ISABELLA - FIRE STATION,115.0,451.0,566.0,-59.36395759717315
CHILTON,JEMISON FIRE STATION,414.0,1183.0,1597.0,-48.15278647463995
CHILTON,LIBRARY - CLANTON,121.0,949.0,1070.0,-77.38317757009345
CHILTON,MAPLESVILLE - NEW FIRE STATION,287.0,386.0,673.0,-14.710252600297176
CHILTON,MARS HILL - WEST CHILTON FIRE,116.0,595.0,711.0,-67.36990154711674
CHILTON,NEW THORSBY TOWN HALL,191.0,975.0,1166.0,-67.23842195540308
