old_node,new_node,old_year,new_year,county_key,old_precinct,new_precinct,name_score,turnout_score,code_exact,split_base_exact,composite_score,confidence,relationship,verification_status
1998|ESCAMBIA|0401 ATMORE CITY HALL #1,2002|ESCAMBIA|ATMORE CITY HALL .2,1998,2002,ESCAMBIA,0401 ATMORE CITY HALL #1,ATMORE CITY HALL .2,95.0,31.53867016948611,0,1,82.07696063050749,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ESCAMBIA|0402 ATMORE CITY HALL #2,2002|ESCAMBIA|ATMORE CITY HALL .1,1998,2002,ESCAMBIA,0402 ATMORE CITY HALL #2,ATMORE CITY HALL .1,95.0,98.08424592330819,0,1,94.05516426619546,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ESCAMBIA|0402 ATMORE CITY HALL #2,2002|ESCAMBIA|ATMORE CITY HALL .2,1998,2002,ESCAMBIA,0402 ATMORE CITY HALL #2,ATMORE CITY HALL .2,95.0,54.3500365706984,0,1,86.18300658272571,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ESCAMBIA|0425 LITTLE ROCK ALLENS STORE,2002|ESCAMBIA|LITTLE ROCK STORE,1998,2002,ESCAMBIA,0425 LITTLE ROCK ALLENS STORE,LITTLE ROCK STORE,95.0,90.79320357770021,0,0,84.74277664398603,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1998|ESCAMBIA|0500 NOKOMIS VOTING HOUSE,2002|ESCAMBIA|NOKOMIS VOTING HOUSE,1998,2002,ESCAMBIA,0500 NOKOMIS VOTING HOUSE,NOKOMIS VOTING HOUSE,100.0,54.708789011511904,0,1,89.84758202207215,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ESCAMBIA|0530 DAMASCUS BOYKIN SCHOOL,2002|ESCAMBIA|DAMASCUS BOYKIN SCHOOL,1998,2002,ESCAMBIA,0530 DAMASCUS BOYKIN SCHOOL,DAMASCUS BOYKIN SCHOOL,100.0,87.14575430445107,0,1,95.68623577480119,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ESCAMBIA|0550 KIRKLAND NORTH BREWTON SCHOOL,2002|ESCAMBIA|KIRKLAND NORTH BREWTON SCHOOL,1998,2002,ESCAMBIA,0550 KIRKLAND NORTH BREWTON SCHOOL,KIRKLAND NORTH BREWTON SCHOOL,100.0,90.52959691060293,0,1,96.29532744390852,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ESCAMBIA|0570 APPLETON VOL. FIRE DEPT.,2002|ESCAMBIA|APPLETON VOL_FIRE DEPARTMENT,1998,2002,ESCAMBIA,0570 APPLETON VOL. FIRE DEPT.,APPLETON VOL_FIRE DEPARTMENT,100.0,77.22266008956731,0,1,93.90007881612212,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ESCAMBIA|0640 WALLACE METHODIST CHURCH,2002|ESCAMBIA|WALLACE METHODIST CHURCH,1998,2002,ESCAMBIA,0640 WALLACE METHODIST CHURCH,WALLACE METHODIST CHURCH,100.0,67.30897206299123,0,1,92.11561497133842,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0010 NOCCALULA KIWANIS PVLN #1,2002|ETOWAH|NOCCALULA KIWANIS PVLN .1,1998,2002,ETOWAH,0010 NOCCALULA KIWANIS PVLN #1,NOCCALULA KIWANIS PVLN .1,95.65217391304348,98.34888250477843,0,1,94.57236406825143,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0010 NOCCALULA KIWANIS PVLN #1,2002|ETOWAH|NOCCALULA KIWANIS PVLN .2,1998,2002,ETOWAH,0010 NOCCALULA KIWANIS PVLN #1,NOCCALULA KIWANIS PVLN .2,95.65217391304348,55.4934193586923,0,1,86.85838070195592,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0011 NOCCALULA KIWANIS PVLN #2,2002|ETOWAH|NOCCALULA KIWANIS PVLN .1,1998,2002,ETOWAH,0011 NOCCALULA KIWANIS PVLN #2,NOCCALULA KIWANIS PVLN .1,95.65217391304348,58.685196152027366,0,1,87.43290052475623,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0011 NOCCALULA KIWANIS PVLN #2,2002|ETOWAH|NOCCALULA KIWANIS PVLN .2,1998,2002,ETOWAH,0011 NOCCALULA KIWANIS PVLN #2,NOCCALULA KIWANIS PVLN .2,95.65217391304348,92.99987284966893,0,1,93.60954233033172,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0030 ELLIOTT COMMUNITY CENTER #1,2002|ETOWAH|ELLIOTT COMMUNITY CENTER .1,1998,2002,ETOWAH,0030 ELLIOTT COMMUNITY CENTER #1,ELLIOTT COMMUNITY CENTER .1,96.0,91.77744839585931,0,1,93.63994071125468,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0030 ELLIOTT COMMUNITY CENTER #1,2002|ETOWAH|ELLIOTT COMMUNITY CENTER .2,1998,2002,ETOWAH,0030 ELLIOTT COMMUNITY CENTER #1,ELLIOTT COMMUNITY CENTER .2,96.0,85.94188809323241,0,1,92.58953985678184,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0031 ELLIOTT COMMUNITY CENTER #2,2002|ETOWAH|ELLIOTT COMMUNITY CENTER .1,1998,2002,ETOWAH,0031 ELLIOTT COMMUNITY CENTER #2,ELLIOTT COMMUNITY CENTER .1,96.0,91.53988813253957,0,1,93.59717986385712,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0031 ELLIOTT COMMUNITY CENTER #2,2002|ETOWAH|ELLIOTT COMMUNITY CENTER .2,1998,2002,ETOWAH,0031 ELLIOTT COMMUNITY CENTER #2,ELLIOTT COMMUNITY CENTER .2,96.0,85.71943281775381,0,1,92.54949790719569,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0070 CARVER COMMUNITY CENTER #1,2002|ETOWAH|CARVER COMMUNITY CENTER .1,1998,2002,ETOWAH,0070 CARVER COMMUNITY CENTER #1,CARVER COMMUNITY CENTER .1,95.83333333333334,71.92766521202444,0,1,89.9469797381644,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0070 CARVER COMMUNITY CENTER #1,2002|ETOWAH|CARVER COMMUNITY CENTER .2,1998,2002,ETOWAH,0070 CARVER COMMUNITY CENTER #1,CARVER COMMUNITY CENTER .2,95.83333333333334,87.69975565610692,0,1,92.78595601809924,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0071 CARVER COMMUNITY CENTER #2,2002|ETOWAH|CARVER COMMUNITY CENTER .1,1998,2002,ETOWAH,0071 CARVER COMMUNITY CENTER #2,CARVER COMMUNITY CENTER .1,95.83333333333334,79.99787436259027,0,1,91.39961738526625,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0071 CARVER COMMUNITY CENTER #2,2002|ETOWAH|CARVER COMMUNITY CENTER .2,1998,2002,ETOWAH,0071 CARVER COMMUNITY CENTER #2,CARVER COMMUNITY CENTER .2,95.83333333333334,65.61090486259873,0,1,88.80996287526777,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0100 NORTH GADSDEN REC. CENTER,2002|ETOWAH|NORTH GADSDEN REC CENTER,1998,2002,ETOWAH,0100 NORTH GADSDEN REC. CENTER,NORTH GADSDEN REC CENTER,100.0,86.18181502824176,0,1,95.51272670508351,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0115 12TH STREET BAPTIST CHURCH,2002|ETOWAH|12TH STREET BAPTIST CHURCH,1998,2002,ETOWAH,0115 12TH STREET BAPTIST CHURCH,12TH STREET BAPTIST CHURCH,100.0,94.48050013776874,0,1,97.00649002479838,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0140 WALNUT PARK REC. CENTER,2002|ETOWAH|WALNUT PARK REC CENTER,1998,2002,ETOWAH,0140 WALNUT PARK REC. CENTER,WALNUT PARK REC CENTER,100.0,91.4775447019305,0,1,96.46595804634748,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0180 GADSDEN CONVENTION HALL #1,2002|ETOWAH|GADSDEN CONVENTION HALL .1,1998,2002,ETOWAH,0180 GADSDEN CONVENTION HALL #1,GADSDEN CONVENTION HALL .1,95.83333333333334,89.89617795145641,0,1,93.18131203126215,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0180 GADSDEN CONVENTION HALL #1,2002|ETOWAH|GADSDEN CONVENTION HALL .2,1998,2002,ETOWAH,0180 GADSDEN CONVENTION HALL #1,GADSDEN CONVENTION HALL .2,95.83333333333334,94.86540559914212,0,1,94.07577300784558,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0180 GADSDEN CONVENTION HALL #1,2002|ETOWAH|GADSDEN CONVENTION HALL .3,1998,2002,ETOWAH,0180 GADSDEN CONVENTION HALL #1,GADSDEN CONVENTION HALL .3,95.83333333333334,86.75725127442912,0,1,92.61630522939724,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0181 GADSDEN CONVENTION HALL #2,2002|ETOWAH|GADSDEN CONVENTION HALL .1,1998,2002,ETOWAH,0181 GADSDEN CONVENTION HALL #2,GADSDEN CONVENTION HALL .1,95.83333333333334,60.8595658235798,0,1,87.95472184824436,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0181 GADSDEN CONVENTION HALL #2,2002|ETOWAH|GADSDEN CONVENTION HALL .2,1998,2002,ETOWAH,0181 GADSDEN CONVENTION HALL #2,GADSDEN CONVENTION HALL .2,95.83333333333334,71.36409362326617,0,1,89.8455368521879,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0181 GADSDEN CONVENTION HALL #2,2002|ETOWAH|GADSDEN CONVENTION HALL .3,1998,2002,ETOWAH,0181 GADSDEN CONVENTION HALL #2,GADSDEN CONVENTION HALL .3,95.83333333333334,78.0336350833845,0,1,91.04605431500921,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0182 GADSDEN CONVENTION HALL #3,2002|ETOWAH|GADSDEN CONVENTION HALL .1,1998,2002,ETOWAH,0182 GADSDEN CONVENTION HALL #3,GADSDEN CONVENTION HALL .1,95.83333333333334,94.08443738140235,0,1,93.93519872865242,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0182 GADSDEN CONVENTION HALL #3,2002|ETOWAH|GADSDEN CONVENTION HALL .2,1998,2002,ETOWAH,0182 GADSDEN CONVENTION HALL #3,GADSDEN CONVENTION HALL .2,95.83333333333334,80.23555991638285,0,1,91.44240078494892,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0182 GADSDEN CONVENTION HALL #3,2002|ETOWAH|GADSDEN CONVENTION HALL .3,1998,2002,ETOWAH,0182 GADSDEN CONVENTION HALL #3,GADSDEN CONVENTION HALL .3,95.83333333333334,73.37781975258945,0,1,90.2080075554661,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0200 JESSIE DEAN SMITH REC. CENTER,2002|ETOWAH|JESSIE DEAN SMITH REC CENTER,1998,2002,ETOWAH,0200 JESSIE DEAN SMITH REC. CENTER,JESSIE DEAN SMITH REC CENTER,100.0,84.69635348318558,0,1,95.24534362697341,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0210 ALABAMA TECH COLLEGE,2002|ETOWAH|ALABAMA TECH COLLEGE,1998,2002,ETOWAH,0210 ALABAMA TECH COLLEGE,ALABAMA TECH COLLEGE,100.0,94.5301483249142,0,1,97.01542669848456,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0230 MEADOW BROOK BAPTIST CHURCH,2002|ETOWAH|MEADOW BROOK BAPTIST CHURCH,1998,2002,ETOWAH,0230 MEADOW BROOK BAPTIST CHURCH,MEADOW BROOK BAPTIST CHURCH,100.0,94.24885507028424,0,1,96.96479391265116,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0240 COLLEGE HEIGHTS BAPTIST CHURCH,2002|ETOWAH|COLLEGE HEIGHTS BAPTIST CHURCH,1998,2002,ETOWAH,0240 COLLEGE HEIGHTS BAPTIST CHURCH,COLLEGE HEIGHTS BAPTIST CHURCH,100.0,97.22911871614625,0,1,97.50124136890632,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0270 COREY SCHOOL NEW GYM.,2002|ETOWAH|COREY SCHOOL - NEW GYM,1998,2002,ETOWAH,0270 COREY SCHOOL NEW GYM.,COREY SCHOOL - NEW GYM,100.0,89.3544748981253,0,1,96.08380548166255,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0290 EAST GADSDEN REC. CENTER,2002|ETOWAH|EAST GADSDEN REC CENTER,1998,2002,ETOWAH,0290 EAST GADSDEN REC. CENTER,EAST GADSDEN REC CENTER,100.0,98.2303289078073,0,1,97.68145920340531,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0320 TILLISON BEND WATER AUTHORITY,2002|ETOWAH|TILLISON BEND WATER AUTHORITY,1998,2002,ETOWAH,0320 TILLISON BEND WATER AUTHORITY,TILLISON BEND WATER AUTHORITY,100.0,97.62892897578568,0,1,97.57320721564142,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0330 GEORGE WALLACE SENIOR CNTR. #1,2002|ETOWAH|GEORGE WALLACE SENIOR CNTR .1,1998,2002,ETOWAH,0330 GEORGE WALLACE SENIOR CNTR. #1,GEORGE WALLACE SENIOR CNTR .1,96.55172413793103,76.4796562546804,0,1,91.2835795051528,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0330 GEORGE WALLACE SENIOR CNTR. #1,2002|ETOWAH|GEORGE WALLACE SENIOR CNTR .2,1998,2002,ETOWAH,0330 GEORGE WALLACE SENIOR CNTR. #1,GEORGE WALLACE SENIOR CNTR .2,96.55172413793103,34.80432726586762,0,1,83.7820202871665,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0331 GEORGE WALLACE SENIOR CNTR. #2,2002|ETOWAH|GEORGE WALLACE SENIOR CNTR .1,1998,2002,ETOWAH,0331 GEORGE WALLACE SENIOR CNTR. #2,GEORGE WALLACE SENIOR CNTR .1,96.55172413793103,53.635922848656314,0,1,87.17170749206846,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0331 GEORGE WALLACE SENIOR CNTR. #2,2002|ETOWAH|GEORGE WALLACE SENIOR CNTR .2,1998,2002,ETOWAH,0331 GEORGE WALLACE SENIOR CNTR. #2,GEORGE WALLACE SENIOR CNTR .2,96.55172413793103,49.62761604717388,0,1,86.45021226780163,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0340 HOKES BLUFF COMMUNITY CENTER #1,2002|ETOWAH|HOKES BLUFF COMMUNITY CNTR .1,1998,2002,ETOWAH,0340 HOKES BLUFF COMMUNITY CENTER #1,HOKES BLUFF COMMUNITY CNTR .1,96.55172413793103,92.50933051316558,0,1,94.16892087168014,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0340 HOKES BLUFF COMMUNITY CENTER #1,2002|ETOWAH|HOKES BLUFF COMMUNITY CNTR .2,1998,2002,ETOWAH,0340 HOKES BLUFF COMMUNITY CENTER #1,HOKES BLUFF COMMUNITY CNTR .2,96.55172413793103,82.2808037538821,0,1,92.32778605500911,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0341 HOKES BLUFF COMMUNITY CENTER #2,2002|ETOWAH|HOKES BLUFF COMMUNITY CNTR .1,1998,2002,ETOWAH,0341 HOKES BLUFF COMMUNITY CENTER #2,HOKES BLUFF COMMUNITY CNTR .1,96.55172413793103,93.99043712146579,0,1,94.43552006117417,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0341 HOKES BLUFF COMMUNITY CENTER #2,2002|ETOWAH|HOKES BLUFF COMMUNITY CNTR .2,1998,2002,ETOWAH,0341 HOKES BLUFF COMMUNITY CENTER #2,HOKES BLUFF COMMUNITY CNTR .2,96.55172413793103,94.63010414277193,0,1,94.55066012500927,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0350 LIBERTY METHODIST CHURCH,2002|ETOWAH|LIBERTY METHODIST CHURCH,1998,2002,ETOWAH,0350 LIBERTY METHODIST CHURCH,LIBERTY METHODIST CHURCH,100.0,85.78133746748213,0,1,95.44064074414678,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0370 UNION #3 BAPTIST CHURCH,2002|ETOWAH|UNION #3 BAPTIST CHURCH,1998,2002,ETOWAH,0370 UNION #3 BAPTIST CHURCH,UNION #3 BAPTIST CHURCH,100.0,80.02803690374579,0,1,94.40504664267424,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0390 COATES BEND FIRE DEPARTMENT,2002|ETOWAH|COATES BEND FIRE DEPARTMENT,1998,2002,ETOWAH,0390 COATES BEND FIRE DEPARTMENT,COATES BEND FIRE DEPARTMENT,100.0,93.60375724849553,0,1,96.8486763047292,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0400 GASTON HIGH SCHOOL,2002|ETOWAH|GASTON HIGH SCHOOL,1998,2002,ETOWAH,0400 GASTON HIGH SCHOOL,GASTON HIGH SCHOOL,100.0,88.81522991911783,0,1,95.9867413854412,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0410 BLACK CREEK VOLUNTEER FIRE,2002|ETOWAH|BLACK CREEK VOLUNTEER FIRE,1998,2002,ETOWAH,0410 BLACK CREEK VOLUNTEER FIRE,BLACK CREEK VOLUNTEER FIRE,100.0,97.55595193160362,0,1,97.56007134768865,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0420 HIGHLAND SCHOOL,2002|ETOWAH|HIGHLAND SCHOOL,1998,2002,ETOWAH,0420 HIGHLAND SCHOOL,HIGHLAND SCHOOL,100.0,99.37581530494857,0,1,97.88764675489074,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0430 REECE CITY TOWN HALL,2002|ETOWAH|REECE CITY TOWN HALL,1998,2002,ETOWAH,0430 REECE CITY TOWN HALL,REECE CITY TOWN HALL,100.0,96.86998240169528,0,1,97.43659683230516,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0440 DUCK SPRINGS SCHOOL,2002|ETOWAH|DUCK SPRINGS SCHOOL,1998,2002,ETOWAH,0440 DUCK SPRINGS SCHOOL,DUCK SPRINGS SCHOOL,100.0,94.44669869145176,0,1,97.00040576446132,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0450 KEENER COMMUNITY CENTER,2002|ETOWAH|KEENER COMMUNITY CENTER,1998,2002,ETOWAH,0450 KEENER COMMUNITY CENTER,KEENER COMMUNITY CENTER,100.0,95.8404176360352,0,1,97.25127517448634,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0460 CAVE SPRINGS COMMUNITY HOUSE,2002|ETOWAH|CAVE SPRINGS COMMUNITY HOUSE,1998,2002,ETOWAH,0460 CAVE SPRINGS COMMUNITY HOUSE,CAVE SPRINGS COMMUNITY HOUSE,100.0,98.50359821240572,0,1,97.73064767823303,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0470 ATTALLA FIRE DEPARTMENT,2002|ETOWAH|ATTALLA FIRE DEPARTMENT,1998,2002,ETOWAH,0470 ATTALLA FIRE DEPARTMENT,ATTALLA FIRE DEPARTMENT,100.0,90.13859025312682,0,1,96.22494624556282,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0470 ATTALLA FIRE DEPARTMENT,2002|ETOWAH|ATTALLA FIRE DEPARTMENT NO_3,1998,2002,ETOWAH,0470 ATTALLA FIRE DEPARTMENT,ATTALLA FIRE DEPARTMENT NO_3,95.0,73.78450600616675,0,1,89.68121108111,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0496 ATTALLA CITY HALL,2002|ETOWAH|ATTALLA CITY HALL,1998,2002,ETOWAH,0496 ATTALLA CITY HALL,ATTALLA CITY HALL,100.0,85.91625980907509,0,1,95.46492676563352,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0510 ETOWAH MIDDLE SCHOOL,2002|ETOWAH|ETOWAH MIDDLE SCHOOL,1998,2002,ETOWAH,0510 ETOWAH MIDDLE SCHOOL,ETOWAH MIDDLE SCHOOL,100.0,98.08757269658955,0,1,97.65576308538611,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0516 ATTALLA FIRE DEPARTMENT #3,2002|ETOWAH|ATTALLA FIRE DEPARTMENT,1998,2002,ETOWAH,0516 ATTALLA FIRE DEPARTMENT #3,ATTALLA FIRE DEPARTMENT,100.0,63.31637700302603,0,1,91.39694786054469,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0516 ATTALLA FIRE DEPARTMENT #3,2002|ETOWAH|ATTALLA FIRE DEPARTMENT NO_3,1998,2002,ETOWAH,0516 ATTALLA FIRE DEPARTMENT #3,ATTALLA FIRE DEPARTMENT NO_3,95.0,95.20069542240701,0,1,93.53612517603325,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0545 CARNES REC CENTER,2002|ETOWAH|CARNES REC CENTER,1998,2002,ETOWAH,0545 CARNES REC CENTER,CARNES REC CENTER,100.0,99.32151786281533,0,1,97.87787321530675,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0560 MOUNTAINBORO CITY HALL,2002|ETOWAH|MOUNTAINBORO CITY HALL,1998,2002,ETOWAH,0560 MOUNTAINBORO CITY HALL,MOUNTAINBORO CITY HALL,100.0,93.5723992058662,0,1,96.84303185705592,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0570 SARDIS CITY HALL,2002|ETOWAH|SARDIS CITY HALL,1998,2002,ETOWAH,0570 SARDIS CITY HALL,SARDIS CITY HALL,100.0,89.21543346674989,0,1,96.05877802401498,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0580 DISTRICT #3 MAINTENANCE SHOP,2002|ETOWAH|DISTRICT NO_3 MAINTENANCE SHOP,1998,2002,ETOWAH,0580 DISTRICT #3 MAINTENANCE SHOP,DISTRICT NO_3 MAINTENANCE SHOP,95.0,91.27484896053811,0,0,84.82947281289685,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0590 NEW UNION COMMUNITY CENTER,2002|ETOWAH|NEW UNION COMMUNITY CENTER,1998,2002,ETOWAH,0590 NEW UNION COMMUNITY CENTER,NEW UNION COMMUNITY CENTER,100.0,91.18588711944595,0,1,96.41345968150027,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0610 AURORA BAPTIST CHURCH,2002|ETOWAH|AURORA BAPTIST CHURCH,1998,2002,ETOWAH,0610 AURORA BAPTIST CHURCH,AURORA BAPTIST CHURCH,100.0,83.35041091699371,0,1,95.00307396505886,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0620 EGYPT VOLUNTEER FIRE,2002|ETOWAH|EGYPT VOLUNTEER FIRE,1998,2002,ETOWAH,0620 EGYPT VOLUNTEER FIRE,EGYPT VOLUNTEER FIRE,100.0,77.36457354237771,0,1,93.92562323762799,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0630 MORTON CHAPEL CHURCH,2002|ETOWAH|MORTON CHAPEL CHURCH,1998,2002,ETOWAH,0630 MORTON CHAPEL CHURCH,MORTON CHAPEL CHURCH,100.0,99.83372932105037,0,1,97.97007127778906,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0640 WALNUT GROVE FIRE DEPARTMENT,2002|ETOWAH|WALNUT GROVE FIRE DEPARTMENT,1998,2002,ETOWAH,0640 WALNUT GROVE FIRE DEPARTMENT,WALNUT GROVE FIRE DEPARTMENT,100.0,94.37296791396705,0,1,96.98713422451407,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0660 WEST ETOWAH VOLUNTEER FIRE,2002|ETOWAH|WEST ETOWAH VOLUNTEER FIRE,1998,2002,ETOWAH,0660 WEST ETOWAH VOLUNTEER FIRE,WEST ETOWAH VOLUNTEER FIRE,100.0,95.78456657680672,0,1,97.24122198382521,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0670 GALLANT COMMUNITY CENTER,2002|ETOWAH|GALLANT COMMUNITY CENTER,1998,2002,ETOWAH,0670 GALLANT COMMUNITY CENTER,GALLANT COMMUNITY CENTER,100.0,97.22561117218103,0,1,97.50061001099259,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0680 CLEAR CREEK METHODIST CHURCH,2002|ETOWAH|CLEAR CREEK METHODIST CHURCH,1998,2002,ETOWAH,0680 CLEAR CREEK METHODIST CHURCH,CLEAR CREEK METHODIST CHURCH,100.0,77.12705141878016,0,1,93.88286925538043,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0690 RAINBOW CITY COMMUNITY CENTER #1,2002|ETOWAH|RAINBOW CITY COMMUNITY CNTR .1,1998,2002,ETOWAH,0690 RAINBOW CITY COMMUNITY CENTER #1,RAINBOW CITY COMMUNITY CNTR .1,96.66666666666667,46.347356052174646,0,1,85.94252408939143,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0690 RAINBOW CITY COMMUNITY CENTER #1,2002|ETOWAH|RAINBOW CITY COMMUNITY CNTR .2,1998,2002,ETOWAH,0690 RAINBOW CITY COMMUNITY CENTER #1,RAINBOW CITY COMMUNITY CNTR .2,96.66666666666667,35.199322610761094,0,1,83.93587806993699,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0690 RAINBOW CITY COMMUNITY CENTER #1,2002|ETOWAH|RAINBOW CITY COMMUNITY CNTR .3,1998,2002,ETOWAH,0690 RAINBOW CITY COMMUNITY CENTER #1,RAINBOW CITY COMMUNITY CNTR .3,96.66666666666667,50.130813689086864,0,1,86.62354646403563,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0691 RAINBOW CITY COMMUNITY CENTER #2,2002|ETOWAH|RAINBOW CITY COMMUNITY CNTR .1,1998,2002,ETOWAH,0691 RAINBOW CITY COMMUNITY CENTER #2,RAINBOW CITY COMMUNITY CNTR .1,96.66666666666667,78.14565314191097,0,1,91.66621756554397,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1998|ETOWAH|0691 RAINBOW CITY COMMUNITY CENTER #2,2002|ETOWAH|RAINBOW CITY COMMUNITY CNTR .2,1998,2002,ETOWAH,0691 RAINBOW CITY COMMUNITY CENTER #2,RAINBOW CITY COMMUNITY CNTR .2,96.66666666666667,97.18618092103453,0,1,95.09351256578621,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
