cycle,county_key,precinct_key,place_key,donor_vtd_id,donor_name,donor_vintage,longitude,latitude,geocoder_score,matched_address,geocoder_name_similarity,geocoder_address_type,match_method,confidence,verification_status
1994,DALLAS,"MINTER, CARLOWVILLE HIGH SCHOOL",MINTER CARLOWVILLE HIGH SCHOOL,VTD2000-047-1501,Boy's Ranch,2000,-87.0337794,32.0874652,85.23,"Carlowville, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,DEKALB,CITY HALL\CROSSVILLE,CITY HALL CROSSVILLE,VTD2000-049-18,Kilpatrick,2000,-85.9918515,34.2872425,91.35,"Crossville, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,DEKALB,COUNTRY CORNER\FIVE POINTS,COUNTRY CORNER FIVE POINTS,VTD2000-049-24,Harmony,2000,-86.07581,34.36981,87.62,"Five Points, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,ETOWAH,ATTALLA CITY HALL,ATTALLA CITY HALL,VTD2000-055-17-2,Attalla Middle School,2000,-86.08747,34.02454,100.0,Attalla City Hall,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,ETOWAH,GADSDEN CONV. HALL,GADSDEN CONV HALL,VTD2000-055-1-9,Gadsden Convention Hall,2000,-86.021173,34.011579,89.68,"Gadsden, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,ETOWAH,GADSDEN CONV. HALL 2,GADSDEN CONV HALL,VTD2000-055-1-9,Gadsden Convention Hall,2000,-86.021173,34.011579,89.68,"Gadsden, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,ETOWAH,VOLUNTEER FIRE DEPT.,VOLUNTEER FIRE DEPARTMENT,VTD2000-055-26,West Etowah Vol. Fire Dept.,2000,-86.31722,34.0022,85.75,West Etowah Volunteer Fire Department,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,FAYETTE,FAYETTE-COVIN VOTING CENTER,FAYETTE COVIN VOTING CENTER,VTD2000-057-1,Town,2000,-87.874991,33.687605,90.45,Covin Voting Center,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,FAYETTE,FAYETTE-YOUTH CENTER,FAYETTE YOUTH CENTER,VTD2000-057-1,Town,2000,-87.829611,33.679784,100.0,Fayette Youth Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,FAYETTE,LEE-BELK COMMUNITY CENTER,LEE BELK COMMUNITY CENTER,VTD2000-057-10,Lee,2000,-87.931958,33.645125,90.0,Community Center,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,FRANKLIN,HODGES,HODGES,VTD2000-059-8,Hodge Community Center,2000,-87.9260405,34.3273094,100.0,"Hodges, Alabama",100.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,GREENE,MT. HEBRON COMM. CENTER-5,MOUNT HEBRON COMMUNITY CENTER,VTD2000-063-5-4-5,Mt. Hebron Pre-School,2000,-88.07974,32.87402,85.8,"Mount Hebron, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,HENRY,EDWIN CLUBHOUSE,EDWIN CLUBHOUSE,VTD2000-067-P-14,Edwin Clubhouse,2000,-85.375314,31.6655909,87.86,"Edwin, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,LADRDALE,FLORENCE- HANDY REC. CENTER,FLORENCE HANDY RECREATION CENTER,VTD2000-077-10-2B,Handy Rec Center B,2000,-87.6924,34.7982,90.77,Handy Recreation Center,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,LADRDALE,FLORENCE- HIBBETT SCHOOL,FLORENCE HIBBETT SCHOOL,VTD2000-077-10-7,Hibbett School 10-7-0,2000,-87.6967,34.82009,89.09,Hibbett School,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,LOWNDES,FORT DEPOSIT NAT. GUARD ARMORY,FORT DEPOSIT NAT GUARD ARMORY,VTD2000-085-13,National Guard Armory B,2000,-86.5717812,31.9859208,86.68,"Fort Deposit, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,LOWNDES,HAYNEVILLE 2,HAYNEVILLE,VTD2000-085-6,County Courthouse,2000,-86.585801,32.180036,100.0,"Hayneville, Alabama",100.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MACON,DIST. #3 SHOP (SHORTER #2),DIST 3 SHOP SHORTER,VTD2000-087-3-07,Shorter Town Hall,2000,-85.943979,32.399914,89.41,"Shorter, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MACON,HARDAWAY TRAILER,HARDAWAY TRAILER,VTD2000-087-3-06,Trailer-Post Office,2000,-85.848351,32.285396,90.6,"Hardaway, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MARENGO,DIXON MILLS VOTING BOOTH,DIXON MILLS VOTING BOOTH,VTD2000-091-4-8,Dixon Mills Vol Fire Station,2000,-87.78751,32.05821,88.38,"Dixon Mills, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MARENGO,DIXON MILLS VOTING BOOTH 2,DIXON MILLS VOTING BOOTH,VTD2000-091-4-8,Dixon Mills Vol Fire Station,2000,-87.78751,32.05821,88.38,"Dixon Mills, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MARENGO,LINDEN VFW BUILDING 3,LINDEN VFW BUILDING,VTD2000-091-5-1,Linden Old Courthouse,2000,-87.7979795,32.3070842,87.23,"Linden, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MARENGO,SWEET WATER TOWN HALL 2,SWEET WATER TOWN HALL,VTD2000-091-5-3-4,Wayne/Sweetwater,2000,-87.869358,32.093467,100.0,Sweet Water Town Hall,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,ALPINE HILLS CHURCH OF CHRIST,ALPINE HILLS CHURCH OF CHRIST,VTD2000-097-100-3,University Church Of Christ,2000,-88.17313,30.71045,100.0,Alpine Hills Church of Christ,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,CRAWFORD UNITED METHODIST,CRAWFORD UNITED METHODIST,VTD2000-097-98-6,Azalea City Church Of Christ,2000,-88.216701,30.75647,97.61,Crawford United Methodist Church,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,ENVIRONMENTAL CENTER,ENVIRONMENTAL CENTER,VTD2000-097-104-9,Cranford H Burns Middle School,2000,-88.1780062,30.6157196,96.15,Environmental Studies Center,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,FONDE SCHOOL,FONDE SCHOOL,VTD2000-097-103-7,Rickarby Park,2000,-88.0891451,30.6758422,90.0,SCHOOLS,83.07692307692308,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,GRAND BAY SCHOOL,GRAND BAY SCHOOL,VTD2000-097-105-7,Grande Bay Middle School,2000,-88.3474509,30.4761774,91.8,"Grand Bay, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,PROVIDENCE CHURCH OF GOD,PROVIDENCE CHURCH OF GOD,VTD2000-097-100-4,Hillcrest Baptist Church,2000,-88.200133,30.69042,100.0,Providence Church of God,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,SHAW HIGH SCHOOL,SHAW HIGH SCHOOL,VTD2000-097-105-4,St Elmo Elementary School,2000,-88.20854,30.49865,92.43,Mobile County High School,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,ST. ANDREW'S EPISCOPAL,SAINT ANDREW S EPISCOPAL,VTD2000-097-104-5,St Andrews Episcopal Church,2000,-88.086198,30.589999,96.44,Saint Andrews Episcopal Church,85.18518518518519,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,TURNERVILLE BAPTIST,TURNERVILLE BAPTIST,VTD2000-097-96-5,Turnerville Association,2000,-88.128304,30.978591,95.74,Turnerville Baptist Church,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,MOBILE,WESTERN HILLS CHURCH OF CHRIST,WESTERN HILLS CHURCH OF CHRIST,VTD2000-097-100-5,Our Savior Catholic Church,2000,-88.1793,30.64386,100.0,Western Hills Church of Christ,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,RUSSELL,CITY HALL- HURTSBORO 1,CITY HALL HURTSBORO,VTD2000-113-7-5A,Hurtsboro City Hall A,2000,-85.4146,32.2399,100.0,City Hall,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,RUSSELL,CITY HALL- HURTSBORO 2,CITY HALL HURTSBORO,VTD2000-113-7-5A,Hurtsboro City Hall A,2000,-85.4146,32.2399,100.0,City Hall,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,RUSSELL,PHENIX CITY GOLF COURSE,PHENIX CITY GOLF COURSE,VTD2000-113-4-1,Russell County Courthouse,2000,-85.000787,32.47292,89.1,"Phenix City, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,RUSSELL,SEALE ROAD FIRE STATION 2,SEALE ROAD FIRE STATION,VTD2000-113-5-1A,Spencer Recreation Center-A,2000,-85.012157,32.437028,99.48,Phenix City Fire Department Station 3,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,ALABAMA POWER CO.,ALABAMA POWER COUNTY,VTD2000-117-7,Camp Branch United Methodist Church,2000,-86.772842,33.173469,86.2,Alabama Power Co,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,ALABASTER HALL ANNEX,ALABASTER HALL ANNEX,VTD2000-117-7,Camp Branch United Methodist Church,2000,-86.825846,33.232814,85.24,Alabaster City Hall,80.6060606060606,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,CHELSEA FIRE,CHELSEA FIRE,VTD2000-117-8,Chelsea Middle School,2000,-86.6301608,33.3401838,93.72,"Chelsea, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,GREYSTONE OFFICE,GREYSTONE OFFICE,VTD2000-117-12,New Hope Presbyterian Church,2000,-86.671998,33.417979,89.41,Greystone,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,HELENA UNITED METHODIST,HELENA UNITED METHODIST,VTD2000-117-6,Helena Municipal Building,2000,-86.843585,33.296289,87.59,"Helena, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,LIBERTY BAPTIST CHURCH,LIBERTY BAPTIST CHURCH,VTD2000-117-8,Chelsea Middle School,2000,-86.6188162,33.3282942,100.0,Liberty Baptist Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,MAYBERRY SCHOOL,MAYBERRY SCHOOL,VTD2000-117-20,Pea Ridge Community Center,2000,-86.93332,33.15373,93.7,Mayberry Elementary School (historical),85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,RIVERCHASE CHURCH,RIVERCHASE CHURCH,VTD2000-117-12,New Hope Presbyterian Church,2000,-86.790513,33.353667,98.65,Church Of The Way International,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,SHELBY,VALLEYDALE BAPTIST,VALLEYDALE BAPTIST,VTD2000-117-12,New Hope Presbyterian Church,2000,-86.764685,33.367072,94.84,Valleydale Baptist Church,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,STCLAIR,ASHVILLE -CIVIC CTR.,ASHVILLE CIVIC CENTER,VTD2000-115-1,Friendship Comm Center-Civic Center,2000,-86.251893,33.833595,99.0,Ashville Civic Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,STCLAIR,FRIENDSHIP-CHURCH,FRIENDSHIP CHURCH,VTD2000-115-3,City Hall,2000,-86.347997,33.725408,92.14,Friendship Baptist Church,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,STCLAIR,ODENVILLE-AGING CTR.,ODENVILLE AGING CENTER,VTD2000-115-3,City Hall,2000,-86.3942623,33.6857379,87.11,"Odenville, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,TALADEGA,BAMA #2,BAMA,VTD2000-121-17,Renfroe Fire Hall,2000,-86.167387423895,33.565033508972,88.3,"Bama Dr, Talladega, Alabama, 35160",90.0,StreetName,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,TALADEGA,BEMISTON REC. CENTER,BEMISTON RECREATION CENTER,VTD2000-121-5,Talladega National Guard Armory,2000,-86.119522,33.409552,100.0,Bemiston Rec Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,TALADEGA,J. CRAIG SMITH COMM. CENTER 1,J CRAIG SMITH COMMUNITY CENTER,VTD2000-121-11,Sylacauga,2000,-86.251342,33.178075,98.63,J. Craig Smith Community Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,TALADEGA,WINTERBORO SCHOOL GYM,WINTERBORO SCHOOL GYM,VTD2000-121-9,Berney's Station Volunteer Fire Dept,2000,-86.19648,33.320774,91.3,Winterboro High School,85.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1994,COVINGTN,LIBERTYVILLE,LIBERTYVILLE,VTD2000-039-1,Andalusia,2000,-86.459885,31.241645,98.63,"Libertyville, Alabama",100.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,AUTAUGA,4145 UPPER KINGSTON COMM. CENTER,UPPER KINGSTON COMMUNITY CENTER,VTD2000-001-16,National Guard Armory,2000,-86.48192,32.472358,86.63,"Upper Kingston, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,CHAMBERS,018 STURKIE,STURKIE,VTD2000-017-10,Waverly-Culebra,2000,-85.4685256,32.79813,100.0,"Sturkie, Alabama",100.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,CLARKE,0150 GROVE HILL COURTHOUSE,GROVE HILL COURTHOUSE,VTD2000-025-10,Courthouse-City Hall,2000,-87.77746,31.70937,92.33,Grove Hill Courthouse Square Historic District,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,CLARKE,0320 OLD FULTON SCHOOL,OLD FULTON SCHOOL,VTD2000-025-18,Old Fulton School,2000,-87.730837,31.786875,88.52,"Fulton, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,DALE,0165 PINCKARD CITY HALL,PINCKARD CITY HALL,VTD2000-045-6,Pinkard,2000,-85.5441,31.310584,94.2,"Pinckard, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,DALLAS,0080 TIPTON,TIPTON,VTD2000-047-0501,Selmont Community Baptist Church,2000,-87.015617312452,32.371165710727,88.3,"Tipton St, Selma, Alabama, 36701",90.0,StreetName,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,DEKALB,17-1 TENBROECK COMM. CENTER,1 TENBROECK COMMUNITY CENTER,VTD2000-049-17,Chigger High,2000,-85.985968,34.416477,98.64,Tenbroeck Community Center,96.2962962962963,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,DEKALB,19-1 PEA RIDGE CHURCH,1 PEA RIDGE CHURCH,VTD2000-049-19,Ider-Pea Ridge,2000,-85.674991,34.621778,98.24,Pea Ridge Church,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,DEKALB,5-1 COPELAND BRIDGE CHURCH,1 COPELAND BRIDGE CHURCH,VTD2000-049-5,Copeland's Bridge,2000,-85.885248,34.296759,92.07,"Copeland Bridge, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,ESCAMBIA,0040 EAST BREWTON NEAL SCHOOL,EAST BREWTON NEAL SCHOOL,VTD2000-053-020A,Brewton Courthouse,2000,-87.062149990218,31.137678886447,91.67,"East, Brewton, Alabama, 36426",90.0,StreetName,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,ESCAMBIA,0370 ATMORE RACHEL PATTERSON SCH.,ATMORE RACHEL PATTERSON SCHOOL,VTD2000-053-0250,Rachel Patterson Elementary School,2000,-87.49415,31.01796,92.01,Racheal-Patterson School,85.18518518518519,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,ETOWAH,0470 ATTALLA FIRE DEPARTMENT,ATTALLA FIRE DEPARTMENT,VTD2000-055-17-1,Attalla Fire Dept.,2000,-86.084675,34.021326,100.0,Attalla Fire Department,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,ETOWAH,0496 ATTALLA CITY HALL,ATTALLA CITY HALL,VTD2000-055-17-2,Attalla Middle School,2000,-86.08747,34.02454,100.0,Attalla City Hall,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,ETOWAH,0516 ATTALLA FIRE DEPARTMENT #3,ATTALLA FIRE DEPARTMENT,VTD2000-055-17-1,Attalla Fire Dept.,2000,-86.084675,34.021326,100.0,Attalla Fire Department,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,FAYETTE,06/01 COLE-KILLINGSWORTH CHURCH,1 COLE KILLINGSWORTH CHURCH,VTD2000-057-6,Coles,2000,-87.65779,33.83566,93.18,Killingsworth Church,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,FAYETTE,10/01 LEE-BELK COMMUNITY CENTER,1 LEE BELK COMMUNITY CENTER,VTD2000-057-10,Lee,2000,-87.931958,33.645125,88.84,Community Center,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,FRANKLIN,0150 HODGES,HODGES,VTD2000-059-8,Hodge Community Center,2000,-87.9260405,34.3273094,100.0,"Hodges, Alabama",100.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,HENRY,0205 EDWIN CLUBHOUSE,EDWIN CLUBHOUSE,VTD2000-067-P-14,Edwin Clubhouse,2000,-85.375314,31.6655909,87.86,"Edwin, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0013 ALLIANCE SCHOOL,ALLIANCE SCHOOL,VTD2000-073-1507,Alliance Community School,2000,-87.12555,33.54539,100.0,Alliance School,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0014 ALLIANCE SCHOOL,ALLIANCE SCHOOL,VTD2000-073-1507,Alliance Community School,2000,-87.12555,33.54539,100.0,Alliance School,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0061 E. JEFFERSON F.S.,E JEFFERSON F S,VTD2000-073-5010,Kimberly City Hall,2000,-86.81388,33.77344,95.51,"Jefferson, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0062 E. JEFFERSON F.S.,E JEFFERSON F S,VTD2000-073-5010,Kimberly City Hall,2000,-86.81388,33.77344,95.51,"Jefferson, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0075 FIRE STATION #32,FIRE STATION,VTD2000-073-5109,Adamsville Baptist Church,2000,-86.955714,33.600535,100.0,Adamsville Fire And Rescue Service,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0076 FIRE STATION #32,FIRE STATION,VTD2000-073-5109,Adamsville Baptist Church,2000,-86.955714,33.600535,100.0,Adamsville Fire And Rescue Service,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0079 FIRE STATION #2,FIRE STATION,VTD2000-073-5109,Adamsville Baptist Church,2000,-86.955714,33.600535,100.0,Adamsville Fire And Rescue Service,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0080 FIRE STATION #2,FIRE STATION,VTD2000-073-5109,Adamsville Baptist Church,2000,-86.955714,33.600535,100.0,Adamsville Fire And Rescue Service,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0091 EDGEWOOD SCHOOL,EDGEWOOD SCHOOL,VTD2000-073-4705,Edgewood Elementary School,2000,-86.8111,33.47122,100.0,Edgewood School,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0095 BLUFF PARK C.C.,BLUFF PARK C C,VTD2000-073-4708,Shades Crest Baptist Church,2000,-86.856246,33.401432,96.6,"Bluff Park, Alabama",95.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0096 BLUFF PARK C.C.,BLUFF PARK C C,VTD2000-073-4708,Shades Crest Baptist Church,2000,-86.856246,33.401432,96.6,"Bluff Park, Alabama",95.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
1998,JEFFERSON,0110 HOOVER CITY HALL,HOOVER CITY HALL,VTD2000-073-4804,Hoover Park & Rec Center,2000,-86.805718,33.387239,100.0,Hoover City Hall,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
