priority_rank,top_200,case_id,cycle,county_key,precinct_key,priority_activity,legislative_activity_proxy,turnout_proxy,observed_contests,physical_adjudication_candidate,administrative_likelihood,known_race_assignments,is_split_precinct,house_district_count,senate_district_count,suggested_donor_vtd_id,suggested_donor_name,name_match_score,name_match_margin,alias_evidence,adjacent_name_evidence,geocoder_query,geocoder_evidence,intervening_submission_numbers,doj_evidence,precinct_name_norm,precinct_split_base,donor_vintage,donor_vtd_id,donor_name,name_match_method,physical_precinct_count,donor_vtd_count,vtd_inventory_relation,iterative_match_round,frozen_one_to_one,intervening_doj_candidates,intervening_geometry_candidates
706,False,PCT-C8C6DF6EBE6C,1998,TALLADEGA,0140 GABLES CORNER,202.0,202.0,405.0,32,True,none,house-32|senate-11,False,1,1,VTD2000-121-13,Sycamore,56.25,6.25,1994:GABLES CORNER score=96.1 conf=high rel=one_to_one_candidate || 2002:GABLES CORNER - TALLADEGA score=81.2 conf=medium rel=one_to_one_candidate,2002:GABLES CORNER - TALLADEGA score=79.7 code_exact=0 base_exact=0 donor=VTD2000-121-7 || 2006:GABLES CORNER - TALLADEGA score=79.7 code_exact=0 base_exact=0 donor=VTD2010-121-9,"GABLES CORNER, TALADEGA County, Alabama","Gable Ln, Munford, Alabama, 36268 score=89.79 type=StreetName county=Talladega County lon=-85.850257494417 lat=33.566339986197 || Talladega County, Alabama score=85.45 type=Locality county=Talladega County lon=-86.16591 lat=33.38006 || Conner Ln, Lincoln, Alabama, 35096 score=84.42 type=StreetName county=Talladega County lon=-86.204605911647 lat=33.563787054878",,,GABLES CORNER,GABLES CORNER,2000,,,unmatched_name,31,15,overflow,0,False,1,0
707,False,PCT-FC3A19332D30,1994,WALKER,PRECINCT 5,202.0,202.0,208.0,28,True,none,house-13|senate-5,False,1,1,VTD2000-127-15,Piney Woods Fire Dept-Sipsey School,54.0,4.0,,,"PRECINCT, WALKER County, Alabama","Walker County, Alabama score=88.15 type=Locality county=Walker County lon=-87.297342581897 lat=33.803345926897 || Walker County, Alabama score=88.15 type=Locality county=Walker County lon=-87.29736 lat=33.80333",,,PRECINCT 5,PRECINCT,2000,,,unmatched_name,70,34,overflow,0,False,3,0
708,False,PCT-E259E92BD332,1994,CONECUH,81,202.0,202.0,207.0,28,True,none,house-64|senate-22,False,1,1,VTD2000-035-11-1,David Burt Building,0.0,0.0,,,,,99-2097|99-2149,99-2097: Boundary changes; Precinct (Consolidation) [Submission received] || 99-2149: Precinct (Realignment) [Submission received],81,81,2000,,,unmatched_name,37,28,overflow,0,False,3,2
709,False,PCT-EFE31F48F3D6,1994,GENEVA,531,202.0,202.0,204.0,26,True,none,house-87|senate-29,False,1,1,VTD2000-061-11,Coffee Springs,0.0,0.0,,,,,2000-1406,2000-1406: Implementation schedule; Precinct (Deleted); Polling place (Changed) | Precinct (Consolidation); Polling place (Changed); Polling place (Consolidation) [Additional information received | Submission received],,,2000,,,unmatched_name,48,15,overflow,0,False,1,1
710,False,PCT-5D9B84F93A36,2006,RANDOLPH,BEAT 14 BOX 1,202.0,202.0,204.0,37,True,none,house-37|senate-13,False,1,1,VTD2010-111-4,"Bethel, Moore's Store, Woodland",54.0,12.46153846153846,,,,,,,BEAT 14,BEAT,2010,,,unmatched_name,45,14,overflow,0,False,0,0
711,False,PCT-46C59744C030,1994,HALE,TWELVE-TWO,201.0,201.0,216.0,26,True,none,house-62|senate-21,False,1,1,VTD2000-065-6B,Sawyerville Head Start School B,45.0,6.904761904761905,,,"TWELVE TWO, HALE County, Alabama","County Road 12, Faunsdale, Alabama, 36738 score=89.81 type=StreetName county=Hale County lon=-87.631385690205 lat=32.510056196623 || County Road 12, Gallion, Alabama, 36742 score=89.81 type=StreetName county=Hale County lon=-87.670226962152 lat=32.509741202234 || County Road 12, Uniontown, Alabama, 36786 score=89.81 type=StreetName county=Hale County lon=-87.532665723717 lat=32.516973401661",,,TWELVE TWO,TWELVE TWO,2000,,,unmatched_name,38,36,overflow,0,False,2,0
712,False,PCT-D31775D80FFC,1994,LAWRENCE,SPEAKE HIGH SCHOOL,201.0,201.0,201.0,26,True,none,house-7|senate-3,False,1,1,VTD2000-079-21-2,Speake Volunteer Fire Dept,85.5,13.431034482758632,,,,,1999-3134,1999-3134: Precinct (Realignment) [Submission received],SPEAKE HIGH SCHOOL,SPEAKE HIGH SCHOOL,2000,,,unmatched_name,31,38,underflow,0,False,3,1
713,False,PCT-13F4D71E5FC7,1994,WALKER,PRECINCT 60,200.0,200.0,203.0,28,True,none,house-14|senate-5,False,1,1,VTD2000-127-15,Piney Woods Fire Dept-Sipsey School,49.090909090909086,0.0,,,"PRECINCT, WALKER County, Alabama","Walker County, Alabama score=88.15 type=Locality county=Walker County lon=-87.297342581897 lat=33.803345926897 || Walker County, Alabama score=88.15 type=Locality county=Walker County lon=-87.29736 lat=33.80333",,,PRECINCT 60,PRECINCT,2000,,,unmatched_name,70,34,overflow,0,False,3,0
714,False,PCT-A37D7720FAF7,1994,TALADEGA,CLUB HOUSE-IRONATION,200.0,200.0,200.0,27,True,none,house-35|senate-11,False,1,1,VTD2000-121-4,Ironaton Fire Dept,47.5,2.5,,,"CLUB HOUSE IRONATION, TALADEGA County, Alabama","Ironaton, Alabama score=86.03 type=Locality county=Talladega County lon=-85.970907 lat=33.426757 || Ironaton, Alabama score=86.03 type=Locality county=Talladega County lon=-85.97108 lat=33.42678 || Club House Rd, Sylacauga, Alabama, 35150 score=83.33 type=StreetName county=Talladega County lon=-86.23869545191 lat=33.216799455039",98-1490,98-1490: Precinct (consolidation); Polling place (consolidation) [Submission received],CLUB HOUSE IRONATION,CLUB HOUSE IRONATION,2000,,,unmatched_name,35,15,overflow,0,False,2,1
715,False,PCT-BED5FBF7F26F,1994,GENEVA,511,199.0,199.0,205.0,26,True,none,house-87|senate-29,False,1,1,VTD2000-061-11,Coffee Springs,0.0,0.0,,,,,2000-1406,2000-1406: Implementation schedule; Precinct (Deleted); Polling place (Changed) | Precinct (Consolidation); Polling place (Changed); Polling place (Consolidation) [Additional information received | Submission received],,,2000,,,unmatched_name,48,15,overflow,0,False,1,1
716,False,PCT-89B16F69A931,1998,PERRY,0190 OCMULGEE FIRE STATION HWY 219,198.0,198.0,408.0,31,True,none,house-72|senate-24,False,1,1,VTD2000-105-11,Ocmulgee Fire Station,95.0,2.372146923335094e-09,2002:FIRE STATION HWY 219 score=85.6 conf=medium rel=one_to_one_candidate,2002:FIRE STATION HWY 219 score=90.0 code_exact=0 base_exact=0 donor=[unresolved],"OCMULGEE FIRE STATION HWY, PERRY County, Alabama","Perry County, Alabama score=78 type=Locality county=Perry County lon=-87.294302326536 lat=32.638510314557 || Perry Cir, Daphne, Alabama, 36526 score=74.15 type=StreetName county=Baldwin County lon=-87.877288008052 lat=30.637075002602 || Perry Ln, West Blocton, Alabama, 35184 score=74.15 type=StreetName county=Bibb County lon=-87.146667792676 lat=33.086218231655",1999-2006|99-2006,1999-2006: Precinct (Deconsolidation); Polling place (Location established) [Additional information received] || 99-2006: Precinct (Deconsolidation) [Additional information received | Submission received],OCMULGEE FIRE STATION HWY 219,OCMULGEE FIRE STATION HWY,2000,,,ambiguous_fuzzy_name,16,11,overflow,0,False,2,2
717,False,PCT-98ABE7D66EB7,2006,MONROE,PERDUE HILL,198.0,198.0,208.0,30,True,none,house-64|house-68|senate-23,True,2,1,VTD2010-099-2B,Purdue Hill,90.9090909090909,0.0,2008:PERDUE HILL MASONIC HALL score=81.7 conf=medium rel=one_to_one_candidate,1998:2A PERDUE HILL score=95.0 code_exact=0 base_exact=0 donor=VTD2000-099-2A || 2002:PERDUE HILL/MANISTEE score=90.0 code_exact=0 base_exact=0 donor=[unresolved],,,,,PERDUE HILL,PERDUE HILL,2010,,,ambiguous_fuzzy_name,32,34,underflow,0,False,2,0
718,False,PCT-3A0599C7E22B,2002,MONROE,GOODWAY FIRE STATION,198.0,198.0,203.0,22,True,none,house-64|senate-22,False,1,1,VTD2000-099-13B,Goodway B,85.5,3.337816689708007e-07,,1994:GOODWAY FIRE STATION score=100.0 code_exact=0 base_exact=1 donor=[unresolved] || 2006:GOODWAY FIRESTATION score=97.4 code_exact=0 base_exact=0 donor=[unresolved] || 1994:MEXIA FIRE STATION score=76.0 code_exact=0 base_exact=0 donor=[unresolved] || 1994:URIAH FIRE STATION score=76.0 code_exact=0 base_exact=0 donor=VTD2000-099-13C || 1994:MONROEVILLE FIRE STATION score=71.2 code_exact=0 base_exact=0 donor=[unresolved],,,,,GOODWAY FIRE STATION,GOODWAY FIRE STATION,2000,,,ambiguous_fuzzy_name,32,34,underflow,0,False,4,0
719,False,PCT-ED78A6273D87,1994,TALADEGA,GABLES CORNER,198.0,198.0,200.0,27,True,none,house-32|senate-11,False,1,1,VTD2000-121-13,Sycamore,56.25,6.25,1998:0140 GABLES CORNER score=96.1 conf=high rel=one_to_one_candidate,1998:0140 GABLES CORNER score=95.0 code_exact=0 base_exact=1 donor=[unresolved] || 2002:GABLES CORNER - TALLADEGA score=90.0 code_exact=0 base_exact=0 donor=VTD2000-121-7,"GABLES CORNER, TALADEGA County, Alabama","Gable Ln, Munford, Alabama, 36268 score=89.79 type=StreetName county=Talladega County lon=-85.850257494417 lat=33.566339986197 || Talladega County, Alabama score=85.45 type=Locality county=Talladega County lon=-86.16591 lat=33.38006 || Conner Ln, Lincoln, Alabama, 35096 score=84.42 type=StreetName county=Talladega County lon=-86.204605911647 lat=33.563787054878",98-1490,98-1490: Precinct (consolidation); Polling place (consolidation) [Submission received],GABLES CORNER,GABLES CORNER,2000,,,unmatched_name,35,15,overflow,0,False,2,1
720,False,PCT-D6E4477BBCCD,2006,COOSA,RICHVILLE FIRE DEPARTMENT,197.0,197.0,210.0,29,True,none,house-31|senate-11,False,1,1,VTD2010-037-1519,Pct. 1519 Richville Fire Dept.,95.0,5.757220811197783e-07,2008:RICHVILLE FIRE DEPARTMENT score=86.0 conf=high rel=split_or_merge_candidate,2002:RICHVILLE FIRE DEPARTMENT score=100.0 code_exact=0 base_exact=1 donor=[unresolved] || 1998:0100 RICHVILLE score=85.5 code_exact=0 base_exact=0 donor=[unresolved] || 2002:RAY FIRE DEPARTMENT score=83.8 code_exact=0 base_exact=0 donor=VTD2000-037-17-7 || 2002:MARBLE VALLEY FIRE DEPARTMENT score=77.8 code_exact=0 base_exact=0 donor=VTD2000-037-13-18 || 2002:KELLEYTON FIRE DEPARTMENT score=76.0 code_exact=0 base_exact=0 donor=[unresolved],,,,,RICHVILLE FIRE DEPARTMENT,RICHVILLE FIRE DEPARTMENT,2010,,,ambiguous_fuzzy_name,12,25,underflow,0,False,0,0
721,False,PCT-987AF02124C0,2006,RANDOLPH,BEAT 4 BOX 1B M-Z,197.0,197.0,209.0,36,True,none,house-37|senate-13,False,1,1,VTD2010-111-4,"Bethel, Moore's Store, Woodland",39.375,3.375,,,,,,,BEAT 4 BOX 1B M Z,BEAT 4 BOX 1B M Z,2010,,,unmatched_name,45,14,overflow,0,False,0,0
722,False,PCT-DF28FE762D76,1994,GENEVA,1013,197.0,197.0,201.0,26,True,none,house-87|senate-29,False,1,1,VTD2000-061-11,Coffee Springs,0.0,0.0,,,,,2000-1406,2000-1406: Implementation schedule; Precinct (Deleted); Polling place (Changed) | Precinct (Consolidation); Polling place (Changed); Polling place (Consolidation) [Additional information received | Submission received],,,2000,,,unmatched_name,48,15,overflow,0,False,1,1
723,False,PCT-AB217AD0E246,1998,CLEBURNE,4-1,196.0,196.0,391.0,23,True,none,house-39|senate-13,False,1,1,VTD2000-029-7,Bell's Mill,34.2,4.199999999999999,,,,,,,4 1,1,2000,,,unmatched_name,16,12,overflow,0,False,0,0
724,False,PCT-F70F8137DAED,2006,MARSHALL,HONEYCOMB - BAPTIST CHURCH,196.0,196.0,374.0,37,True,none,house-27|senate-9,False,1,1,VTD2010-095-4-7-B,1st Baptist Church,78.23529411764704,0.0,2008:HONEYCOMB - BAPTIST CHURCH score=94.5 conf=high rel=split_or_merge_candidate,,,,,,HONEYCOMB BAPTIST CHURCH,HONEYCOMB BAPTIST CHURCH,2010,,,unmatched_name,45,63,underflow,0,False,1,0
725,False,PCT-8B2675047FAE,2002,JEFFERSON,4301 ST PETER CAT CHR 02,196.0,196.0,252.0,50,True,none,house-43|senate-16,False,1,1,VTD2000-073-1501,Hunter St. Baptist Church,63.333333333333336,5.000000000000007,,2006:4301 ST PETER CAT CHR score=95.0 code_exact=0 base_exact=1 donor=VTD2010-073-4301 || 2006:4703 ST PETER CAT CHR score=84.4 code_exact=0 base_exact=1 donor=VTD2010-073-4703 || 2006:4704 ST MARK UMC score=85.5 code_exact=0 base_exact=0 donor=VTD2010-073-4704,"SAINT PETER CAT CHR, JEFFERSON County, Alabama","Jefferson County, Alabama score=83.16 type=Locality county=Jefferson County lon=-86.896383198413 lat=33.554335131551 || Jefferson County, Alabama score=83.16 type=Locality county=Jefferson County lon=-86.89649 lat=33.55431 || Petes Way, Trussville, Alabama, 35173 score=80.74 type=StreetName county=Jefferson County lon=-86.572753868878 lat=33.654098756402",2000-2266|2001-0204,2000-2266: Precinct (Consolidation); Polling place (Consolidation) [Submission received] || 2001-0204: Precinct (Consolidation); Polling place (Consolidation) [Submission received],SAINT PETER CAT CHR 2,SAINT PETER CAT CHR,2000,,,unmatched_name,372,186,overflow,0,False,7,2
726,False,PCT-61ABB6A57111,2002,JEFFERSON,1503 MASONIC LODGE W.J.01,196.0,196.0,200.0,50,True,none,house-15|senate-5,False,1,1,VTD2000-073-6003,George W Scott Elem School,85.5,0.0,,2006:1503 MASONIC LODGE W_J_ score=87.5 code_exact=0 base_exact=1 donor=VTD2010-073-1503 || 1998:0178 FOP LODGE score=85.5 code_exact=0 base_exact=0 donor=[unresolved] || 1998:0179 FOP LODGE score=85.5 code_exact=0 base_exact=0 donor=[unresolved],"MASONIC LODGE W J, JEFFERSON County, Alabama","Masonic Dr, Trussville, Alabama, 35173 score=93.53 type=StreetName county=Jefferson County lon=-86.606853079005 lat=33.616569795705 || Jefferson County, Alabama score=84.44 type=Locality county=Jefferson County lon=-86.896383198413 lat=33.554335131551 || Lodge Dr, Birmingham, Alabama, 35216 score=83.94 type=StreetName county=Jefferson County lon=-86.80146184504 lat=33.380950086336",2000-2266|2001-0204,2000-2266: Precinct (Consolidation); Polling place (Consolidation) [Submission received] || 2001-0204: Precinct (Consolidation); Polling place (Consolidation) [Submission received],MASONIC LODGE W J 1,MASONIC LODGE W J,2000,,,ambiguous_fuzzy_name,372,186,overflow,0,False,7,2
727,False,PCT-BC47EC26374B,1998,DEKALB,9-3B FIRE HALL #2,195.0,195.0,386.0,35,True,none,house-24|senate-8,False,1,1,VTD2000-049-10,White Hall,58.33333333333333,13.333333333333329,,1994:FIRE HALL #2 score=95.0 code_exact=0 base_exact=0 donor=VTD2000-049-10 || 1994:FIRE STATION 3\EAST HIGHLAND score=85.5 code_exact=0 base_exact=0 donor=VTD2000-049-20 || 2002:ARONEY FIRE score=85.5 code_exact=0 base_exact=0 donor=VTD2000-049-18 || 2002:FORT PAYNE FIRE HALL #2 - 3A score=85.5 code_exact=0 base_exact=0 donor=VTD2000-049-9 || 2002:FORT PAYNE FIRE HALL #2 - 3B score=85.5 code_exact=0 base_exact=0 donor=VTD2000-049-9,"3B FIRE HALL, DEKALB County, Alabama","3 Hall Ave, Collinsville, Alabama, 35961 score=96.06 type=StreetAddress county=DeKalb County lon=-85.865278881331 lat=34.259027486193 || 3 Hall St, Crossville, Alabama, 35962 score=96.06 type=StreetAddress county=DeKalb County lon=-85.991923769912 lat=34.287343841771 || 3 Hall St, Geraldine, Alabama, 35974 score=96.06 type=StreetAddress county=DeKalb County lon=-85.998852362132 lat=34.348966359359",,,9 3B FIRE HALL,3B FIRE HALL,2000,,,unmatched_name,78,30,overflow,0,False,1,0
728,False,PCT-FF24AB871620,1994,CLAY,MILLERVILLE F. D.,195.0,195.0,265.0,26,True,none,house-37|senate-13,False,1,1,VTD2000-027-0801,Millerville Fire Dept.,85.5,2.331468351712829e-13,,2002:MILLERVILLE F.D. 08 score=88.9 code_exact=0 base_exact=1 donor=VTD2000-027-0801 || 2002:MILLERVILLE F.D. 22 score=88.9 code_exact=0 base_exact=1 donor=VTD2000-027-2301 || 1998:0801 MILLERVILLE score=77.4 code_exact=0 base_exact=0 donor=VTD2000-027-0801 || 1998:2301 MILLERVILLE score=77.4 code_exact=0 base_exact=0 donor=VTD2000-027-2301,,,,,MILLERVILLE F D,MILLERVILLE F D,2000,,,ambiguous_fuzzy_name,17,23,underflow,0,False,0,0
729,False,PCT-961717F3F19C,2002,ELMORE,SOUTHSIDE SCHOOL TALLASSEE,195.0,195.0,200.0,26,True,none,house-31|senate-11,False,1,1,VTD2000-051-0021,South Side School,87.27272727272728,37.08404802744427,1998:0020 SOUTHSIDE SCHOOL TALLASSEE score=95.5 conf=high rel=one_to_one_candidate,1998:0020 SOUTHSIDE SCHOOL TALLASSEE score=95.0 code_exact=0 base_exact=1 donor=[unresolved] || 1994:TALLASSEE SOUTHSIDE SCHOOL score=95.0 code_exact=0 base_exact=0 donor=[unresolved],,,,,SOUTHSIDE SCHOOL TALLASSEE,SOUTHSIDE SCHOOL TALLASSEE,2000,,,unmatched_name,30,45,underflow,0,False,3,0
730,False,PCT-6805B050C4C7,1994,MARSHALL,MT.HIGH LATTIWOOD COMMUNITY CENTER,195.0,195.0,195.0,26,True,none,house-25|house-26|senate-9,True,2,1,VTD2000-095-28-1,Lattiwood Comm Center,95.0,3.3306690738754696e-14,1998:0530 MT. HIGH LATTIWOOD COMM. CENTER score=96.7 conf=high rel=split_or_merge_candidate,1998:0530 MT. HIGH LATTIWOOD COMM. CENTER score=82.9 code_exact=0 base_exact=1 donor=[unresolved],,,,,MOUNT HIGH LATTIWOOD COMMUNITY CENTER,MOUNT HIGH LATTIWOOD COMMUNITY CENTER,2000,,,ambiguous_fuzzy_name,42,63,underflow,0,False,0,0
731,False,PCT-AE8050FE2B34,1998,LAWRENCE,0281 KITCHENS MILL HALL SOUTH,194.0,194.0,394.0,30,True,none,house-7|senate-3,False,1,1,VTD2000-079-12-1,Masonic Hall-Kitchens Mill,81.42857142857142,22.053571428571416,,1994:HILLSBORO CITY HALL score=85.5 code_exact=0 base_exact=0 donor=VTD2000-079-1-1 || 1994:LINDSEY HALL CHURCH score=85.5 code_exact=0 base_exact=0 donor=VTD2000-079-22-1 || 1994:MOULTON CITY HALL score=85.5 code_exact=0 base_exact=0 donor=VTD2000-079-24-1 || 1994:KITCHENS MILL MASONIC H score=69.2 code_exact=0 base_exact=0 donor=VTD2000-079-12-1 || 2002:KITCHENS MILL 29-1 & 35-1 score=65.0 code_exact=0 base_exact=0 donor=[unresolved],,,1999-3134,1999-3134: Precinct (Realignment) [Submission received],KITCHENS MILL HALL SOUTH,KITCHENS MILL HALL SOUTH,2000,,,unmatched_name,32,38,underflow,0,False,2,1
732,False,PCT-930115ECB8CC,1998,MADISON,0310 GREEN MTN. NATURE TRL.,194.0,194.0,394.0,38,True,none,house-10|senate-4,False,1,1,VTD2000-089-29,Green Mountain Nature Trail,85.1063829787234,35.6063829787234,,1994:GREEN MOUNTAIN (NATURE TRAIL) score=71.4 code_exact=0 base_exact=0 donor=VTD2000-089-29,,,,,GREEN MTN NATURE TRL,GREEN MTN NATURE TRL,2000,,,unmatched_name,90,98,underflow,0,False,0,0
733,False,PCT-FE9D1E05BAC1,2006,GREENE,UNION TOWN HALL,194.0,194.0,221.0,28,True,none,house-71|senate-24,False,1,1,VTD2010-063-1-6-7,Union City Hall,80.0,25.45454545454546,2008:UNION TOWN HALL score=97.7 conf=high rel=split_or_merge_candidate,1998:1-6 UNION TOWN HALL score=95.0 code_exact=0 base_exact=0 donor=VTD2000-063-1-6-7 || 1998:1-7 UNION TOWN HALL score=95.0 code_exact=0 base_exact=0 donor=VTD2000-063-1-6-7 || 2002:UNION CITY HALL score=80.0 code_exact=0 base_exact=0 donor=VTD2000-063-1-6-7 || 1998:3-1 FORKLAND TOWN HALL score=71.2 code_exact=0 base_exact=0 donor=VTD2000-063-3-1-6 || 1998:3-2 FORKLAND TOWN HALL score=71.2 code_exact=0 base_exact=0 donor=VTD2000-063-3-1-6,"UNION TOWN HALL, GREENE County, Alabama","Town of Union, Alabama score=90.25 type=Locality county=Greene County lon=-87.90718 lat=32.99381 || Town of Union score=88.76 type=POI county=Greene County lon=-87.906684 lat=32.995651 || Greene County, Alabama score=83.75 type=Locality county=Greene County lon=-87.952232916039 lat=32.853147088116",,,UNION TOWN HALL,UNION TOWN HALL,2010,,,unmatched_name,14,21,underflow,0,False,0,0
734,False,PCT-E8946591A23A,2002,CLARKE,SPRINGFIELD UNITED METHODIST,194.0,194.0,198.0,25,True,none,house-65|senate-22,False,1,1,VTD2000-025-20,Bashi Methodist Church,55.16129032258064,7.161290322580641,,2006:SPRINGFIELD UNITED METHODIST score=100.0 code_exact=0 base_exact=1 donor=[unresolved],"SPRINGFIELD UNITED METHODIST, CLARKE County, Alabama","Springfield, Alabama score=88.55 type=Locality county=Clarke County lon=-87.76195 lat=31.83377 || Springfield United Methodist Church score=81.47 type=POI county=Greene County lon=-87.878938 lat=32.904521 || Springfield United Methodist Church score=81.47 type=POI county=Greene County lon=-87.868539 lat=32.891079",,,SPRINGFIELD UNITED METHODIST,SPRINGFIELD UNITED METHODIST,2000,,,unmatched_name,29,21,overflow,0,False,0,0
735,False,PCT-A6ABFCEB84AA,1994,WALKER,PRECINCT 62,194.0,194.0,196.0,28,True,none,house-13|senate-5,False,1,1,VTD2000-127-15,Piney Woods Fire Dept-Sipsey School,49.090909090909086,0.0,,,"PRECINCT, WALKER County, Alabama","Walker County, Alabama score=88.15 type=Locality county=Walker County lon=-87.297342581897 lat=33.803345926897 || Walker County, Alabama score=88.15 type=Locality county=Walker County lon=-87.29736 lat=33.80333",,,PRECINCT 62,PRECINCT,2000,,,unmatched_name,70,34,overflow,0,False,3,0
736,False,PCT-AC0BAACDBD45,1998,DEKALB,9-1C COURTHOUSE LOBBY,193.0,193.0,377.0,35,True,none,house-24|senate-8,False,1,1,VTD2000-049-14,Shiloh,45.0,0.0,,1994:COURTHOUSE LOBBY score=95.0 code_exact=0 base_exact=0 donor=[unresolved] || 1994:ARMORY LOBBY score=85.5 code_exact=0 base_exact=0 donor=[unresolved],"1C COURTHOUSE LOBBY, DEKALB County, Alabama","DeKalb County, Alabama score=81.11 type=Locality county=DeKalb County lon=-85.804128044663 lat=34.459763610995 || DeKalb County, Alabama score=81.11 type=Locality county=DeKalb County lon=-85.80414 lat=34.45977 || Libby Ln, Mentone, Alabama, 35984 score=79.13 type=StreetName county=DeKalb County lon=-85.585995602792 lat=34.554263831058",,,9 1C COURTHOUSE LOBBY,1C COURTHOUSE LOBBY,2000,,,unmatched_name,78,30,overflow,0,False,1,0
737,False,PCT-541A96691C5A,1994,DEKALB,REC CENTER LOBBY,193.0,193.0,297.0,26,True,none,house-24|senate-8,False,1,1,VTD2000-049-4,Keener,60.00000000000001,3.000000000000007,,1998:9-6A REC CENTER LOBBY score=95.0 code_exact=0 base_exact=0 donor=[unresolved] || 1998:9-6B REC CENTER LOBBY score=95.0 code_exact=0 base_exact=0 donor=[unresolved] || 1998:13-1 SULPHER SPRINGS\COMMUNITY CENTER score=85.5 code_exact=0 base_exact=0 donor=VTD2000-049-13 || 1998:16-1 BLAKE COMMUNITY CENTER score=85.5 code_exact=0 base_exact=0 donor=VTD2000-049-16 || 1998:17-1 TENBROECK COMM. CENTER score=85.5 code_exact=0 base_exact=0 donor=VTD2000-049-17,"RECREATION CENTER LOBBY, DEKALB County, Alabama","DeKalb County, Alabama score=79 type=Locality county=DeKalb County lon=-85.804128044663 lat=34.459763610995 || DeKalb County, Alabama score=79 type=Locality county=DeKalb County lon=-85.80414 lat=34.45977 || Rec. Center score=77.9 type=POI county=DeKalb County lon=-88.7735596 lat=41.9319496",,,RECREATION CENTER LOBBY,RECREATION CENTER LOBBY,2000,,,unmatched_name,65,30,overflow,0,False,1,0
738,False,PCT-69AB604EF687,1994,GENEVA,1020,193.0,193.0,200.0,26,True,none,house-87|senate-29,False,1,1,VTD2000-061-11,Coffee Springs,0.0,0.0,,1998:0200 FARM CENTER score=77.1 code_exact=0 base_exact=0 donor=VTD2000-061-10 || 1998:0020 HUGHES VOTING HOUSE score=67.5 code_exact=0 base_exact=0 donor=VTD2000-061-3 || 1998:0100 SARDIS VOTING HOUSE score=67.5 code_exact=0 base_exact=0 donor=[unresolved] || 1998:0120 ST. PAUL VOTING HOUSE score=67.5 code_exact=0 base_exact=0 donor=VTD2000-061-17 || 1998:0210 GENEVA ARMORY score=67.5 code_exact=0 base_exact=0 donor=VTD2000-061-10,,,2000-1406,2000-1406: Implementation schedule; Precinct (Deleted); Polling place (Changed) | Precinct (Consolidation); Polling place (Changed); Polling place (Consolidation) [Additional information received | Submission received],,,2000,,,unmatched_name,48,15,overflow,0,False,1,1
739,False,PCT-760A2C9EDF4C,2006,RANDOLPH,BEAT 5 BOX 1A,193.0,193.0,198.0,36,True,none,house-37|senate-13,False,1,1,VTD2010-111-4,"Bethel, Moore's Store, Woodland",41.53846153846154,5.53846153846154,,,,,,,BEAT 5 BOX 1A,BEAT,2010,,,unmatched_name,45,14,overflow,0,False,0,0
740,False,PCT-C07797B09B0B,1998,DALLAS,0140 UNION DALLAS AIR/CON.,192.0,192.0,1089.0,33,True,none,house-67|house-69|senate-23,True,2,1,VTD2000-047-1001,Dallas A-C and Heating,58.80952380952381,2.673160173160177,,1994:UNION ARMORY score=85.5 code_exact=0 base_exact=0 donor=VTD2000-047-0901 || 1994:UNION DALLAS AIR CONDITIONING score=69.1 code_exact=0 base_exact=0 donor=VTD2000-047-1001,"UNION DALLAS AIR CON, DALLAS County, Alabama","Dallas County score=84.2 type=POI county=Dallas County lon=-87.0298396 lat=32.4068639 || Dallas Rd, Sardis, Alabama, 36775 score=83.94 type=StreetName county=Dallas County lon=-87.049222811043 lat=32.27797278564 || Dallas Ave, Selma, Alabama, 36701 score=83.94 type=StreetName county=Dallas County lon=-87.028058653506 lat=32.407325063954",,,UNION DALLAS AIR CON,UNION DALLAS AIR CON,2000,,,unmatched_name,30,29,overflow,0,False,2,0
741,False,PCT-1E146AC8B657,1998,CONECUH,4-1A BELLEVILLE,192.0,192.0,629.0,33,True,none,house-64|house-68|senate-22|senate-23,True,2,2,VTD2000-035-4-1,Belleville Fire Dept.,85.5,42.3,,2002:BELLEVILLE FIRE DEPARTMENT score=85.5 code_exact=0 base_exact=0 donor=VTD2000-035-4-1 || 2006:BELLEVILLE FIRE DEPARTMENT score=85.5 code_exact=0 base_exact=0 donor=VTD2010-035-11-4,,,99-2097|99-2149,99-2097: Boundary changes; Precinct (Consolidation) [Submission received] || 99-2149: Precinct (Realignment) [Submission received],4 1A BELLEVILLE,1A BELLEVILLE,2000,,,unmatched_name,26,28,underflow,0,False,3,2
742,False,PCT-3D636522B4DB,1994,WALKER,PRECINCT 67,192.0,192.0,192.0,28,True,none,house-13|senate-5,False,1,1,VTD2000-127-15,Piney Woods Fire Dept-Sipsey School,49.090909090909086,0.0,,,"PRECINCT, WALKER County, Alabama","Walker County, Alabama score=88.15 type=Locality county=Walker County lon=-87.297342581897 lat=33.803345926897 || Walker County, Alabama score=88.15 type=Locality county=Walker County lon=-87.29736 lat=33.80333",,,PRECINCT 67,PRECINCT,2000,,,unmatched_name,70,34,overflow,0,False,3,0
