cycle,chamber,district,nonwhite_share,college_share,white_college_share,demographics_method,dem_incumbent,rep_incumbent,finance_complete,log_resource_ratio_d_to_r,pres_1992_dem_margin,pres_1992_fallback_share,pres_1992_source_complete
1994,house,39,0.06969045481874725,0.06430643435976802,0.06514118031286811,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,8.588415444699626,0.3080703839284586,True
1994,house,40,0.13971189944398077,0.24907360755227734,0.26976883743679925,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-18.675064049970366,0.3038045188639882,True
1994,house,41,0.10896709853935171,0.14072792685141516,0.14783275567426005,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-50.9259606674421,0.7947645924790375,True
1994,house,42,0.12660273544144562,0.088156031950724,0.09074535338650537,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-28.66810048639233,0.7964021504339027,True
1994,house,43,0.11717546984741523,0.37736656066381885,0.39035016990243604,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-8.599645192939754,0.6070087473288176,True
1994,house,44,0.04591197060963148,0.17195431010579348,0.1702176095057891,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-30.191899982122617,0.6070087473288176,True
1994,house,45,0.09919984950194338,0.17666506375481142,0.16945899608058726,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,,,False
1994,house,46,0.026455663552762188,0.5032931411552818,0.505170944517119,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-38.70042197014753,0.676011610113475,True
1994,house,47,0.07383879801436521,0.46297928311531467,0.4749255119440203,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-18.07540161971338,0.6070087473288176,True
1994,house,48,0.05209355950916328,0.46108914539716817,0.4586043515454588,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-28.706550483965295,0.6070087473288175,True
1994,house,49,0.09566258916598469,0.09752361076320994,0.10130651874989934,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,,,False
1994,house,50,0.05093415738811424,0.11319328453988403,0.1138465817336221,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-26.219003462899664,0.6070087473288176,True
1994,house,51,0.1018864548558166,0.07695622944122132,0.0753833264957251,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-14.764748107806025,0.6070087473288175,True
1994,house,52,0.6943514904062233,0.20625939734750964,0.33004964652436025,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,26.580507938207454,0.6070087473288176,True
1994,house,53,0.6581423182893882,0.26783314942196795,0.4394198672260436,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-0.5979406128514565,0.6070087473288176,True
1994,house,54,0.6901687253948019,0.1743301852353039,0.3398953608592733,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,10.727772034298583,0.6070087473288175,True
1994,house,55,0.5862374867272282,0.09616795634944977,0.06496182126030402,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,24.763187250422558,0.6070087473288176,True
1994,house,56,0.5880627928560609,0.06013729665058039,0.06333865917454966,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-5.075531481404219,0.6070087473288175,True
1994,house,57,0.6325698191241035,0.09709392743081606,0.06560230851667809,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,11.566019304408272,0.6070087473288176,True
1994,house,58,0.5673430392323928,0.07338750839735425,0.06594326479950872,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,0.5523338280808421,0.6070087473288176,True
1994,house,59,0.6595075461295744,0.05527279071515577,0.05719753832439647,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,10.642463769680706,0.6070087473288176,True
1994,house,60,0.6991549454334094,0.13833260616906254,0.11472788775622506,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,0.8444584815842909,0.6070087473288176,True
1994,house,61,0.3124873678468979,0.0991174139980842,0.11783118986713208,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-4.749914715207984,0.20778808949363867,True
1994,house,62,0.13882128525857906,0.16236434904052544,0.16030175221828522,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-12.109803006718568,0.529097853072452,True
1994,house,63,0.20569084276794436,0.31704512089071674,0.3515965398926752,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-15.189245600315436,0.4933561011992384,True
1994,house,64,0.3074896127994803,0.0995948246265504,0.11850073820774863,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-13.038710529943733,0.5269013376831485,True
1994,house,65,0.3431968053907578,0.08675941242954853,0.10113322881918292,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,1.6808630682245795,0.531232699938223,True
1994,house,66,0.29680143445201623,0.07613454501348801,0.08446127925569301,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-12.872433665766716,0.32800175240089124,True
1994,house,67,0.6341363979459502,0.1325768789559252,0.2197063799193919,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,24.37780381914587,0.23201604596953437,True
1994,house,68,0.5279231511691296,0.08791792772064197,0.1253586521501309,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,15.507840125973502,0.720673683387817,True
1994,house,69,0.625729415817986,0.09537131962391553,0.14395261954210423,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,25.582226354241936,0.35757729161399493,True
1994,house,70,0.5604653950977703,0.16501831184214838,0.23266611372658527,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,36.8836150655897,0.4933561011992385,True
1994,house,71,0.6654650698970874,0.1195680985227797,0.19428138218406882,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,47.04632280211411,0.9119029784531042,True
1994,house,72,0.5690992377076884,0.09921560160863982,0.1382010690006807,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,24.38233277030339,0.7346202217652865,True
1994,house,73,0.17198226571680342,0.40631558930062234,0.4151195171646073,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,,,False
1994,house,74,0.1264713617117842,0.24463455139672727,0.24777895532995592,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,,,False
1994,house,75,0.24798185472861356,0.2679019625120304,0.2903601538315979,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-28.22137157872638,0.6346777404858068,False
1994,house,76,0.6359721258252514,0.16301129496022684,0.1964420967143534,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,,,False
1994,house,77,0.6639226487609857,0.1284228748433232,0.17760080216555252,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,,,False
1994,house,78,0.7326823881183562,0.13083352706357487,0.15798677667059433,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,,,False
1994,house,79,0.18973287588982513,0.4384651677323279,0.4898934190437878,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-10.161474473984676,1.0000000000000002,True
1994,house,80,0.18248778374807972,0.10635035516305692,0.11707053643256121,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,0.2961335813835584,0.5686087893050308,True
1994,house,81,0.2670514469538179,0.11535721888072308,0.13893222777806213,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-17.604565484360325,0.20255724915119555,True
1994,house,82,0.7368485495632705,0.18423165251049384,0.25352225194986444,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,58.93739384298585,0.8739902641068705,True
1994,house,83,0.5648357168667999,0.10138323621492133,0.1716767525024605,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,14.139770200515919,0.77229686333124,True
1994,house,84,0.41055685050571344,0.1062505505819333,0.1443449922923519,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,2.9250849400085013,0.3804254767935532,True
1994,house,85,0.399554167136958,0.13521470093154037,0.17776712360465768,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-10.894255263787507,0.7245758122474508,True
1994,house,86,0.20746020686826327,0.11717837515380602,0.12299065381937817,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-38.90418954164029,0.5940801769843995,True
1994,house,87,0.10599044208295083,0.13071733033118324,0.1369692042476476,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-20.61092242038809,0.9171292299381032,True
1994,house,88,0.20803316361525082,0.14228096023045478,0.15865927396368856,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-29.161339273063106,0.16355106685394868,True
1994,house,89,0.2957567137722328,0.13340999257666192,0.15934240027050375,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-12.555866386617184,0.653787207113784,True
1994,house,90,0.3587480541476138,0.08207889977126935,0.09968290383626567,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,6.070498767944153,0.6570906367375478,True
1994,house,91,0.1882150353887504,0.1645751419757806,0.17853978941363993,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-12.49147791833952,0.5038254677675934,True
1994,house,92,0.13659818048619898,0.09124565571733897,0.09633173652592439,1990_sf3_tract_area_interpolation_provisional,,,,,,,False
1994,house,93,0.21714823952915296,0.15039125655850913,0.1649457126259141,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-30.151609353881323,0.7965586552656359,True
1994,house,94,0.14642088813216703,0.24438064788139724,0.26474520951098907,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-43.48365293472574,0.3065904068633823,True
1994,house,95,0.1077720114327042,0.12053682096289206,0.12809146477791206,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-36.05493588477547,0.3065904068633823,True
1994,house,96,0.16673483503148012,0.07678973345171224,0.07977781263895954,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-17.042294748340264,0.7573695790042357,True
1994,house,97,0.667987638412971,0.12858570389282364,0.2192878443583168,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,,,False
1994,house,98,0.6531902272037136,0.05916195392997528,0.06106286862764686,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,4.9892696476042255,0.7573695790042357,True
1994,house,99,0.6220471467740518,0.125479101767453,0.1499235338607028,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-0.6155252284078979,0.7573695790042358,True
1994,house,100,0.13337367924093568,0.34791892005453884,0.3537177664707358,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,,,False
1994,house,101,0.15659750909490344,0.2927287999933813,0.3055065925327592,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-24.222373281204703,0.7573695790042357,True
1994,house,102,0.08281802667531502,0.1235165188210242,0.12522304937933082,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-25.455964879092562,0.7573695790042358,True
1994,house,103,0.6571244880454634,0.10740482884629583,0.1589143637672396,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-8.170479383319542,0.7573695790042357,True
1994,house,104,0.11752834946545376,0.17292229414551138,0.17572302360965306,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-24.606055914355352,0.7573695790042358,True
1994,house,105,0.13982771188014587,0.0666323286451182,0.07133486364079228,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-20.60922989886053,0.757369579004236,True
1994,senate,1,0.13595571649575766,0.1527645406511917,0.16022801739144918,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,11.651364886556468,0.584355624846053,True
1994,senate,2,0.14697806800854374,0.24577168690132212,0.2562898007832712,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-17.49803358928283,0.543988833001374,True
1994,senate,3,0.1445849034678348,0.11849360810735034,0.12490144445301239,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-5.665112534232499,0.8001430141368869,True
1994,senate,4,0.04395602929367526,0.19795366935368358,0.19259977139050707,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-19.898411241844315,0.6129420227156571,True
1994,senate,5,0.07225053534305603,0.12880133542293112,0.13117427884528818,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-3.516826804910567,0.7858186570457752,True
1994,senate,6,0.08012868097347514,0.06638842096633157,0.06833439784381819,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,2.4823667016347732,0.7153309274251912,True
1994,senate,7,0.3237482126117226,0.2796431018710623,0.3027734574314029,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-3.787822149496947,0.3739742086752638,True
1994,senate,8,0.05526476652313106,0.08802792369832671,0.0876026947467902,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,5.05706928614334,0.4194666242778197,True
1994,senate,9,0.022305641954118327,0.0953958403977138,0.09590084565054091,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-13.881996661011454,0.675258807829046,True
1994,senate,10,0.14253192958315541,0.09588186510626458,0.10059007163011047,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-6.287196432695553,0.5371386949492796,True
1994,senate,11,0.292332783840766,0.10184057452279767,0.1151493906971261,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-19.806062920795604,0.4799718516652014,False
1994,senate,12,0.19935592462287954,0.14171460261577815,0.15196969969068413,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-11.247167979285791,0.6203878519797174,True
1994,senate,13,0.20450233849499067,0.08212921157236334,0.09015399840177647,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-1.0375351538992246,0.5157707834008051,True
1994,senate,14,0.12536086216252085,0.1613251335394197,0.17128177868234465,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-34.74701793563477,0.6996883069744578,True
1994,senate,15,0.08883848315065623,0.2461279665653391,0.2457980928909668,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-22.897836043019073,0.6070087473288175,True
1994,senate,16,0.049987531645608874,0.4758831853248497,0.47945656513839496,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-32.50579839003448,0.6497465587649373,True
1994,senate,17,0.08368858195524309,0.0942974846952575,0.09534182656642878,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-22.16357024095488,0.6070087473288176,True
1994,senate,18,0.6817031326351675,0.21351641002848684,0.3703409934833701,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,14.737399680149839,0.6070087473288176,True
1994,senate,19,0.6035639624483192,0.08489147807389212,0.06462997513416531,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,5.183056044419816,0.6070087473288176,True
1994,senate,20,0.643832875372137,0.08841627277137189,0.07670553002031996,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,1.7771052724925929,0.6070087473288176,True
1994,senate,21,0.21622445993877737,0.19164164337865983,0.20953039148835498,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-12.079993387483478,0.4496199323826033,True
1994,senate,22,0.315126117783899,0.08711888879234948,0.10084961265690048,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-6.546383813006728,0.4783780841688592,True
1994,senate,23,0.5941397086704232,0.10387244743696004,0.15715645921644497,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,20.631141995586677,0.46875439039923766,True
1994,senate,24,0.5964413298691122,0.12697535843401483,0.1841849641865108,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,35.55907787995073,0.74796152006361,True
1994,senate,25,0.18263730847411075,0.3071755475707876,0.31849084280809,1990_sf3_tract_area_interpolation_provisional,0.0,1.0,0.0,,-27.766278384387256,0.6346777404858069,False
1994,senate,26,0.6779869943804405,0.140908296737026,0.17927798919555257,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,,,False
1994,senate,27,0.2134606160189244,0.18424826556493726,0.20593854578825485,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-8.612352211004978,0.5385241427347081,True
1994,senate,28,0.5794461889432565,0.13126402185612543,0.17768240012039055,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,31.49594423791587,0.7228715272350635,True
1994,senate,29,0.22710877581656286,0.12663055532216722,0.1395235145914551,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-24.74477655600946,0.7343352093355823,True
1994,senate,30,0.2858271154687423,0.11922121918112966,0.14046857473186017,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-12.473181106787555,0.49141886641332855,True
1994,senate,31,0.18156541587702357,0.13609273694807958,0.14619114388211757,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-19.38029594837168,0.6728260891623519,True
1994,senate,32,0.1390802897968788,0.15038004047118467,0.16109767537624686,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-27.578617239655777,0.5454048634008666,True
1994,senate,33,0.6471267572558057,0.10552766086615438,0.14542749638125063,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,1.4366822920089948,0.7573695790042357,True
1994,senate,34,0.12401652402031427,0.2549131478732757,0.25979641432113154,1990_sf3_tract_area_interpolation_provisional,0.0,0.0,0.0,,-24.55006467725467,0.7573695790042357,True
1994,senate,35,0.2976719869309655,0.11813250465267873,0.1330926481274681,1990_sf3_tract_area_interpolation_provisional,1.0,0.0,0.0,,-18.407242365179236,0.7573695790042358,True
