bill_id,session_year,bill_number,reviewed_document_type,decision,primitive_axes,policy_poles,confidence,rationale,reviewer,review_date,supersedes_authority
391366,2012,SB153,official_synopsis,map,tax_agricultural_investment_incentive,expand,high,"Creates an agricultural income-tax credit for irrigation and water infrastructure. This is targeted rural and agricultural investment policy, not evidence about general income-tax levels.",frontier_manual_review,2026-08-17,rule_based_v3
391664,2012,SB227,official_synopsis,map,tax_household_disaster_savings_relief,expand,high,"Allows deductions for deposits into household catastrophe-savings accounts. This is targeted residential disaster-risk relief and favors tax-advantaged private saving, not a general income-tax cut.",frontier_manual_review,2026-08-17,rule_based_v3
392908,2012,SB259,official_synopsis,procedural,tax_sales_administration,neutral,high,"Changes the liability threshold governing estimated sales-tax payments. The synopsis does not establish a rate or final-liability increase; coding it as a tax increase mistakes payment administration for tax incidence.",frontier_manual_review,2026-08-17,rule_based_v3
420137,2012,SB474,official_synopsis,multi_axis,"tax_general_sales;local_fiscal_authority","increase;expand",high,"Authorizes Barbour County to levy an additional half-cent sales tax for its general fund. It directly permits a regressive consumption-tax increase while expanding county fiscal authority.",frontier_manual_review,2026-08-17,rule_based_v3
367218,2012,SB48,official_synopsis,map,tax_targeted_development_incentive,expand,high,"Extends carryforward treatment for tax credits awarded to qualifying job-creating projects. This expands targeted development subsidies rather than cutting the generally applicable business tax rate.",frontier_manual_review,2026-08-17,rule_based_v3
423532,2012,SB576,official_synopsis,map,tax_healthcare_provider_relief,expand,medium,"Authorizes a one-year income-tax deduction for Medicaid providers contingent on an agency rule change. It is targeted provider relief and may be tied to Medicaid financing mechanics; the synopsis is insufficient for a broader fiscal-ideology inference.",frontier_manual_review,2026-08-17,rule_based_v3
487527,2013,HB140,official_synopsis,map,tax_historic_rehabilitation_incentive,expand,high,"Creates a credit for rehabilitation and preservation of historic structures. This is a targeted preservation and development subsidy, not a general income-tax reduction.",frontier_manual_review,2026-08-17,rule_based_v3
499274,2013,SB204,official_synopsis,map,tax_agricultural_investment_incentive,expand,high,"Broadens administration and pass-through availability of the irrigation-equipment credit. It expands a targeted agricultural investment subsidy rather than changing general income-tax burdens.",frontier_manual_review,2026-08-17,rule_based_v3
582350,2014,HB151,official_synopsis,procedural,tax_sales_administration,neutral,high,"Changes the monthly-liability threshold for estimated sales-tax payments. Without a change to final liability or the tax rate, this is tax administration rather than an ideological tax increase.",frontier_manual_review,2026-08-17,rule_based_v3
591941,2014,HB257,official_synopsis,map,tax_personal_income_filing_equity,expand,high,"Allows married taxpayers filing separately to take an optional standard deduction. This is targeted personal-income-tax relief addressing filing status, not a general rate reduction.",frontier_manual_review,2026-08-17,rule_based_v3
608881,2014,HB384,official_synopsis,multi_axis,"tax_education_contribution_incentive;career_technical_education","expand;expand",high,"Credits contributions financing high-school career and technical dual enrollment. It is a tax expenditure supporting workforce education, with both donor-tax and education-program effects.",frontier_manual_review,2026-08-17,rule_based_v3
616165,2014,HB434,enrolled_full_text,multi_axis,"medical_equipment_sales_tax_exemption;healthcare_consumption_tax_burden;exemption_effective_date","accelerate;reduce;move_from_october_to_august",high,"The enrolled text advances Act 2013-443's exemption from October 1 to August 1, 2014. The incorporated section concerns durable medical equipment, prosthetics, orthotics, and covered medical supplies, so the bill accelerates targeted healthcare sales-tax relief by two months.",frontier_manual_review,2026-08-17,full_text_followup
571492,2014,HB48,official_synopsis,map,tax_adoption_expense_relief,expand,high,"Creates an income-tax credit for private intrastate and qualifying foster-child adoptions. This is family-policy assistance delivered through a targeted tax expenditure, not broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
587964,2014,SB122,official_synopsis,map,tax_research_development_incentive,expand,high,"Creates a limited credit for qualified research expenses. This is a targeted business research subsidy rather than a generally applicable corporate-tax reduction.",frontier_manual_review,2026-08-17,rule_based_v3
588214,2014,SB165,official_synopsis,map,tax_personal_income_filing_equity,expand,high,"Allows married taxpayers filing separately to take an optional standard deduction. This is targeted personal-income-tax relief addressing filing status, not a general rate reduction.",frontier_manual_review,2026-08-17,rule_based_v3
573319,2014,SB46,official_synopsis,procedural,tax_sales_administration,neutral,high,"Changes the monthly-liability threshold for estimated sales-tax payments. Without a change to final liability or the tax rate, this is tax administration rather than an ideological tax increase.",frontier_manual_review,2026-08-17,rule_based_v3
743541,2015,HB116,official_synopsis,map,tax_targeted_employment_incentive,expand,high,"Creates an income-tax credit for hiring minors during non-school hours. This is a targeted youth-employment subsidy to employers rather than broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
790222,2015,HB20,official_synopsis,map,tax_vehicle_sales,expand_liability,high,"Eliminates a sales-tax exemption for certain vehicles exported or removed from Alabama. The inherited decrease label reverses the fiscal direction: eliminating an exemption expands taxable liability under the stated conditions.",frontier_manual_review,2026-08-17,rule_based_v3
788475,2015,HB25,official_synopsis,map,tax_vehicle_sales,expand_liability,high,"Eliminates a sales-tax exemption for motor vehicles exported or removed from Alabama. The inherited decrease label reverses the fiscal direction because repeal of an exemption expands taxable liability.",frontier_manual_review,2026-08-17,rule_based_v3
788551,2015,HB42,official_synopsis,procedural,tax_income_withholding_administration,neutral,medium,"Repeals a withholding exemption and changes Revenue Department forms as part of fraud prevention. The synopsis establishes collection and withholding treatment but not necessarily a change in final income-tax liability, so it should not be scored as tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
776764,2015,HB597,official_synopsis,multi_axis,"tax_general_sales;local_direct_democracy","increase;referendum",high,"Allows an additional Madison County sales tax subject to referendum. It authorizes a consumption-tax increase while reserving final approval to local voters.",frontier_manual_review,2026-08-17,rule_based_v3
781373,2015,SB501,official_synopsis,map,tax_vehicle_sales,expand_liability,high,"Eliminates a sales-tax exemption for certain vehicles exported or removed from Alabama. The inherited decrease label reverses the fiscal direction because repeal of an exemption expands taxable liability.",frontier_manual_review,2026-08-17,rule_based_v3
836454,2016,HB109,official_synopsis,map,tax_private_health_savings_incentive,expand,high,"Allows deductions for Health Savings Account contributions. This is targeted tax support for individually controlled health savings rather than a broad income-tax reduction.",frontier_manual_review,2026-08-17,rule_based_v3
870434,2016,HB491,official_synopsis,multi_axis,"tax_general_sales;public_safety_capital_funding;local_direct_democracy","increase;expand;referendum",high,"Authorizes a Randolph County sales-tax increase for jail construction subject to referendum. It combines regressive local taxation, public-safety capital spending, and voter approval.",frontier_manual_review,2026-08-17,rule_based_v3
870389,2016,HB492,official_synopsis,multi_axis,"tax_general_sales;local_fiscal_authority","increase;expand",high,"Authorizes Chambers County to levy additional sales and use taxes outside municipalities, including vehicle and farm-equipment taxes. This expands local taxing authority and taxable consumption.",frontier_manual_review,2026-08-17,rule_based_v3
872082,2016,HB517,official_synopsis,multi_axis,"tax_property;fire_protection_funding;local_direct_democracy","increase;expand;constitutional_referendum",high,"Proposes an additional Marion County property tax dedicated to fire protection through a constitutional amendment. It combines property-tax incidence, emergency-service funding, and voter ratification.",frontier_manual_review,2026-08-17,rule_based_v3
835190,2016,SB78,official_synopsis,map,tax_rural_health_workforce_incentive,expand,high,"Increases credits for rural physicians and dentists. This is a geographically targeted healthcare-workforce subsidy, not broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
981899,2017,HB345,official_synopsis,map,tax_historic_rehabilitation_incentive,expand,high,"Authorizes a regulated and capped historic-rehabilitation credit. This is targeted preservation and development spending through the tax code.",frontier_manual_review,2026-08-17,rule_based_v3
981934,2017,HB346,official_synopsis,map,tax_personal_standard_deduction,expand,high,"Creates an increased standard deduction for qualifying individual taxpayers. This is personal-income-tax relief whose distribution depends on the qualification thresholds, not a corporate-tax measure.",frontier_manual_review,2026-08-17,rule_based_v3
989082,2017,HB387,official_synopsis,map,tax_agricultural_investment_incentive,expand,high,"Adds a capped irrigation-project credit. This expands a targeted agricultural investment subsidy rather than lowering general income-tax rates.",frontier_manual_review,2026-08-17,rule_based_v3
931978,2017,HB48,official_synopsis,map,tax_rural_health_workforce_incentive,expand,high,"Increases credits for rural physicians and dentists. This is a geographically targeted healthcare-workforce subsidy, not broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
917067,2017,SB22,official_synopsis,map,tax_rural_health_workforce_incentive,expand,high,"Increases credits for rural physicians and dentists. This is a geographically targeted healthcare-workforce subsidy, not broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
969546,2017,SB229,official_synopsis,multi_axis,"tax_neighborhood_reinvestment_incentive;local_infrastructure_finance","expand;expand",high,"Extends credits and assessment authority for neighborhood infrastructure revitalization. It subsidizes place-based reinvestment and local infrastructure finance rather than reducing general tax burdens.",frontier_manual_review,2026-08-17,rule_based_v3
978932,2017,SB253,official_synopsis,map,tax_broadband_development_incentive,expand,high,"Creates transferable credits and exemptions for qualified broadband facilities. This is targeted industrial and infrastructure subsidy policy, not a general tax-rate reduction.",frontier_manual_review,2026-08-17,rule_based_v3
978949,2017,SB257,official_synopsis,map,tax_agricultural_investment_incentive,expand,high,"Adds a capped irrigation-project credit and expiration. This expands a targeted agricultural investment subsidy rather than lowering general income-tax rates.",frontier_manual_review,2026-08-17,rule_based_v3
948983,2017,SB76,official_synopsis,multi_axis,"tax_prenatal_medical_relief;pronatalist_family_policy","expand;expand",medium,"Allows a deduction for prenatal medical expenses. It provides targeted household tax relief and supports prenatal/family policy; the synopsis does not establish abortion restrictions and should not be coded as such.",frontier_manual_review,2026-08-17,rule_based_v3
948476,2017,SB81,official_synopsis,map,tax_rural_health_workforce_incentive,expand,high,"Creates a credit for qualifying rural nurse practitioners. This is targeted rural healthcare-workforce support rather than broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
1063998,2018,HB242,official_synopsis,map,tax_agricultural_sales_exemption,expand,medium,"Broadens or clarifies sales and use-tax exemptions for fruit and agricultural products. The incidence favors agricultural sellers and purchasers, but exact coverage should be confirmed from the enacted text.",frontier_manual_review,2026-08-17,rule_based_v3
1064465,2018,HB248,official_synopsis,map,tax_first_home_savings_incentive,expand,high,"Creates tax-advantaged savings accounts for first-home down payments and closing costs. This is targeted homeownership assistance, not a general income-tax cut.",frontier_manual_review,2026-08-17,rule_based_v3
1064521,2018,HB260,official_synopsis,map,tax_agricultural_investment_incentive,expand,high,"Changes eligibility for agricultural irrigation credits. This is targeted farm-investment subsidy policy rather than a general income-tax position.",frontier_manual_review,2026-08-17,rule_based_v3
1074445,2018,HB320,official_synopsis,map,tax_low_liability_filing_relief,expand,high,"Raises the filing threshold to the combined standard deduction and personal exemptions. This primarily relieves filing obligations for people with little or no taxable income rather than changing rates broadly.",frontier_manual_review,2026-08-17,rule_based_v3
1082849,2018,HB384,introduced_full_text,multi_axis,"resident_credit_for_other_state_taxes;alabama_tax_on_multistate_income;retroactive_refund_protection","limit_to_non_alabama_liability_share;potentially_increase;preserve_for_2013_to_2017",high,"The text caps a resident's other-state tax credit at the share of Alabama liability attributable to taxed out-of-state income, preventing excess credit from offsetting Alabama-source liability and potentially increasing tax for multistate earners. It expressly protects timely 2013–2017 refund claims from the new limitation.",frontier_manual_review,2026-08-17,full_text_followup
1093886,2018,HB436,official_synopsis,map,tax_historic_rehabilitation_incentive,expand,high,"Creates a rehabilitation credit for structures near higher-education institutions. This is a geographically targeted preservation and development subsidy.",frontier_manual_review,2026-08-17,rule_based_v3
1072022,2018,SB233,official_synopsis,map,tax_low_liability_filing_relief,expand,high,"Raises the filing threshold to the combined standard deduction and personal exemptions. This primarily relieves filing obligations for people with little or no taxable income rather than changing rates broadly.",frontier_manual_review,2026-08-17,rule_based_v3
1047312,2018,SB49,official_synopsis,multi_axis,"tax_neighborhood_reinvestment_incentive;local_infrastructure_finance","expand;expand",high,"Extends neighborhood-infrastructure credits and related assessment authority. It subsidizes place-based reinvestment and local infrastructure finance rather than reducing general taxes.",frontier_manual_review,2026-08-17,rule_based_v3
1049106,2018,SB76,official_synopsis,map,tax_personal_standard_deduction,expand,high,"Increases the individual standard deduction based on adjusted gross income. This is personal-income-tax relief, with distribution determined by the bill's income schedule.",frontier_manual_review,2026-08-17,rule_based_v3
1049460,2018,SB79,official_synopsis,map,tax_rural_health_workforce_incentive,expand,high,"Increases credits for rural physicians and dentists. This is geographically targeted healthcare-workforce support rather than broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
1230594,2019,HB107,official_synopsis,multi_axis,"tax_recreational_oyster_compliance_incentive;public_health_reporting","expand;expand",medium,"Links a tax credit and recreational oyster permitting to collection of contact information for health notices. This is a narrow compliance incentive with a public-health function, not general income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
1250431,2019,HB366,official_synopsis,local_non_generalizable,local_jail_finance,repurpose_existing_revenue,high,"Changes permissible use of an existing Chilton County sales-tax trust account for jail maintenance and repair. It does not levy or increase the tax described and should not be scored as a tax increase.",frontier_manual_review,2026-08-17,rule_based_v3
1256388,2019,HB540,official_synopsis,multi_axis,"tax_targeted_development_incentive;tax_rural_development_incentive;industrial_policy","expand;expand;expand",high,"Expands purchasable investment credits and targeted incentives for new, rural, and high-technology businesses across several tax bases. This is affirmative industrial subsidy policy, not a general tax cut.",frontier_manual_review,2026-08-17,rule_based_v3
1432127,2021,HB170,official_synopsis,mixed_no_scalar_direction,"tax_disaster_relief;tax_business_income;tax_pass_through_entities",mixed,high,"Omnibus COVID-related conformity legislation excludes relief payments, changes business-interest and federal-income treatment, and creates entity-level pass-through taxation. The provisions have different beneficiaries and directions and cannot support one scalar tax score from the synopsis.",frontier_manual_review,2026-08-17,rule_based_v3
1431334,2021,HB192,official_synopsis,multi_axis,"tax_targeted_development_incentive;tax_port_development_incentive;industrial_policy","expand;expand;expand",high,"Extends job, investment, rural, high-technology, and port-use credits. This is a broad package of targeted development subsidies rather than a generally applicable tax reduction.",frontier_manual_review,2026-08-17,rule_based_v3
1431457,2021,HB227,official_synopsis,map,tax_household_disaster_resilience_incentive,expand,high,"Creates a household credit for acquiring or building a storm shelter. This is targeted disaster-resilience assistance delivered through the tax code.",frontier_manual_review,2026-08-17,rule_based_v3
1434461,2021,HB281,official_synopsis,map,tax_historic_rehabilitation_incentive,restructure_and_extend,high,"Extends historic-rehabilitation credits while excluding residential structures and modifying administration. It continues targeted preservation subsidy but narrows one beneficiary class, so it is not a uniform tax decrease.",frontier_manual_review,2026-08-17,rule_based_v3
1490670,2021,HB588,enrolled_full_text,multi_axis,"pass_through_entity_owner_tax_credit;entity_level_tax_double_payment;business_development_tax_credits","create_refundable;prevent;clarify_and_expand_eligible_claimants",high,"The enrolled act grants owners a refundable credit equal to their share of Alabama income tax already paid by an electing pass-through entity, preventing duplicate owner-level taxation, waives specified transition penalties, and clarifies Jobs Act and Growing Alabama credit eligibility. It provides business-owner tax relief and facilitates development incentives.",frontier_manual_review,2026-08-17,full_text_followup
1448615,2021,SB231,official_synopsis,multi_axis,"tax_disability_savings_incentive;disability_family_support","expand;expand",high,"Allows deductions for contributions to ABLE disability savings accounts. It is targeted household tax relief and disability-support policy rather than a general income-tax cut.",frontier_manual_review,2026-08-17,rule_based_v3
1561890,2022,HB162,official_synopsis,map,tax_senior_retirement_income_relief,expand,high,"Exempts up to $6,000 of retirement income for taxpayers age 65 or older. This is age-targeted personal-income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
1561731,2022,HB163,official_synopsis,map,tax_personal_standard_deduction,expand,high,"Increases the optional standard deduction, its full-benefit income range, and the dependent exemption. This is household personal-income-tax relief rather than business-tax policy.",frontier_manual_review,2026-08-17,rule_based_v3
1581001,2022,HB231,official_synopsis,map,tax_family_child_credit_protection,expand,high,"Prevents enhanced federal child-tax credits from reducing Alabama's federal-income-tax deduction calculation and extends filing deadlines. Its substantive incidence protects household child-related relief from a state-tax offset.",frontier_manual_review,2026-08-17,rule_based_v3
1582274,2022,HB253,official_synopsis,multi_axis,"tax_volunteer_emergency_training_incentive;emergency_services_workforce","expand;expand",high,"Creates a training-conditioned credit for firefighters and rescue-squad members. This is targeted emergency-workforce support rather than broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
1585634,2022,HB297,official_synopsis,map,tax_rail_infrastructure_incentive,expand,high,"Raises the annual cap and extends the railroad modernization credit. This expands targeted private rail-infrastructure subsidy policy.",frontier_manual_review,2026-08-17,rule_based_v3
1550681,2022,HB82,official_synopsis,multi_axis,"tax_small_business_relief;tax_business_property_relief;tax_sales_administration","expand;expand;procedural_relief",high,"Exempts forgiven debt and some small-business tangible property, extends corporate filing deadlines, and relaxes sales-tax payment and licensing security procedures. It is a multi-component small-business relief package, not one generic income-tax decrease.",frontier_manual_review,2026-08-17,rule_based_v3
1579199,2022,SB152,official_synopsis,map,tax_family_child_credit_protection,expand,high,"Prevents enhanced federal child-tax credits from reducing Alabama's federal-income-tax deduction calculation and extends filing deadlines. Its substantive incidence protects household child-related relief from a state-tax offset.",frontier_manual_review,2026-08-17,rule_based_v3
1582122,2022,SB189,official_synopsis,multi_axis,"tax_small_business_relief;tax_business_property_relief;tax_sales_administration","expand;expand;procedural_relief",high,"Exempts forgiven debt and some small-business tangible property, extends corporate filing deadlines, and relaxes sales-tax payment and licensing security procedures. It is a multi-component small-business relief package, not one generic income-tax decrease.",frontier_manual_review,2026-08-17,rule_based_v3
1546942,2022,SB19,official_synopsis,map,tax_personal_standard_deduction,expand,high,"Increases the optional standard deduction, its full-benefit income range, and the dependent exemption. This is household personal-income-tax relief rather than business-tax policy.",frontier_manual_review,2026-08-17,rule_based_v3
1744887,2023,HB115,official_synopsis,map,tax_personal_income_rate,decrease,high,"Phases the top individual income-tax rate from 5.00 to 4.95 percent. Unlike targeted credits, this is a direct reduction in the generally applicable top personal rate, although the magnitude is small.",frontier_manual_review,2026-08-17,rule_based_v3
1744757,2023,HB133,official_synopsis,multi_axis,"tax_rural_health_workforce_incentive;medical_training_access","expand;expand",high,"Creates credits for medical preceptors training students in rural and underserved counties. This is targeted health-workforce and training policy, not broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
1745154,2023,HB175,official_synopsis,multi_axis,"tax_grocery_relief;tax_distribution","expand;progressive",high,"Creates a refundable household credit to offset grocery sales taxes. Because refundability reaches taxpayers with low liability and offsets a regressive necessities tax, it is targeted progressive tax relief rather than generic tax reduction.",frontier_manual_review,2026-08-17,rule_based_v3
1746516,2023,HB208,official_synopsis,multi_axis,"tax_pregnancy_center_contribution_incentive;abortion_access","expand;restrict",high,"Credits donations to pregnancy centers and maternity facilities. It is a targeted charitable tax expenditure and supports the anti-abortion service infrastructure, so both fiscal mechanism and reproductive-policy direction matter.",frontier_manual_review,2026-08-17,rule_based_v3
1753940,2023,HB273,official_synopsis,multi_axis,"tax_employee_health_relief;tax_employer_health_incentive","restructure;restructure",medium,"Revises qualifications for employee and employer health-premium deductions. The synopsis does not establish whether access expands or contracts for each group; full text is needed for directional incidence.",frontier_manual_review,2026-08-17,rule_based_v3
1765130,2023,HB479,official_synopsis,multi_axis,"tax_grocery_sales;tax_distribution;education_revenue_protection","decrease;progressive;protect",high,"Begins reducing the state food sales tax while conditioning later reductions on Education Trust Fund growth and preserving existing local rates. It combines progressive consumption-tax relief with an explicit education-revenue safeguard.",frontier_manual_review,2026-08-17,rule_based_v3
1729582,2023,HB77,official_synopsis,procedural,tax_sales_administration,neutral,high,"Raises the liability threshold triggering estimated sales-tax payments. It changes remittance timing and compliance burden, not the sales-tax rate or final liability.",frontier_manual_review,2026-08-17,rule_based_v3
1745110,2023,SB86,official_synopsis,multi_axis,"tax_grocery_relief;tax_distribution","expand;progressive",high,"Creates a refundable household credit to offset grocery sales taxes. Refundability and the regressive tax base make this targeted progressive relief rather than generic tax reduction.",frontier_manual_review,2026-08-17,rule_based_v3
1855320,2024,HB236,official_synopsis,multi_axis,"tax_family_necessities_sales;tax_menstrual_products_sales","decrease;decrease",high,"Exempts diapers, infant necessities, maternity clothing, and menstrual products from sales tax. This is targeted household necessities relief with family and menstrual-equity incidence.",frontier_manual_review,2026-08-17,rule_based_v3
1855673,2024,HB249,official_synopsis,multi_axis,"tax_disability_savings_incentive;disability_family_support","extend;expand",high,"Extends the deduction for ABLE-account contributions. It is targeted disability and family savings support, not broad income-tax relief.",frontier_manual_review,2026-08-17,rule_based_v3
