canonical_candidate_id,research_name,identity_status,source_url,notes
AL-2022-senate-2-R-GSU02RBUT,Tom Butler,verified_parser_artifact,https://www.sos.alabama.gov/sites/default/files/election-data/2022-11/Final%20Canvass%20of%20Results%20%28canvassed%20by%20state%20canvassing%20board%2011-28-2022%29.pdf,The official canvass identifies the Republican Senate District 2 candidate with 25951 votes as Tom Butler; GSU02RBUT is a compact result-code parser artifact.
AL-1998-senate-22-D-LINDSEY,Wallace Henry Pat Lindsey III,verified_identity,https://en.wikipedia.org/wiki/Pat_Lindsey,Continuous Senate District 22 service resolves the abbreviated candidate as Wallace Henry Pat Lindsey III.
AL-1998-house-28-D-FORD,Joe Ford,verified_identity,https://en.wikipedia.org/wiki/Craig_Ford,Office history and family biography identify the long-serving House District 28 member as Joe Ford.
AL-1994-house-40-D-MARTIN,John C. Chuck Martin,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous 1994 roster identifies the Democratic House District 40 candidate and distinguishes him from Vote Smart candidate James Martin.
AL-1998-senate-32-R-LIPSCOMB,Albert Lipscomb,verified_identity,https://thealabamabaptist.org/group-urge-voters-to-contact-legislators-on-upcoming-bills/,Contemporary office and issue reporting identifies the surname-only Senate District 32 candidate as incumbent Albert Lipscomb.
AL-2022-house-33-R-GSL033RROB,Ben Robbins,verified_identity,https://www.sos.alabama.gov/sites/default/files/sample-ballots/2022/gen/Talladega-Sample.pdf,The official 2022 Talladega County sample ballot identifies Ben Robbins as the Republican House District 33 candidate represented by the malformed canonical source token.
AL-2022-senate-33-R-GSU33RRIE,Pete Riehm,verified_identity,https://www.sos.alabama.gov/sites/default/files/election-data/2022-11/Final%20Canvass%20of%20Results%20%28canvassed%20by%20state%20canvassing%20board%2011-28-2022%29.pdf,Official canvassed results identify Pete Riehm as the Republican Senate District 33 candidate represented by the malformed canonical source token.
AL-2022-house-82-D-GSL082DWAR,Pebblin Walker Warren,verified_identity,https://www.sos.alabama.gov/sites/default/files/election-data/2022-11/Final%20Canvass%20of%20Results%20%28canvassed%20by%20state%20canvassing%20board%2011-28-2022%29.pdf,Official canvassed results identify Pebblin Walker Warren as the Democratic House District 82 candidate represented by the malformed canonical source token.
AL-1994-senate-4-R-HALE,Don Hale,verified_identity,https://en.wikipedia.org/wiki/Alabama%27s_4th_Senate_district,Continuous Senate District 4 office history identifies the surname-only 1994 Republican winner as incumbent Don Hale.
AL-1994-house-3-R-SMALLWOOD,John Smallwood,verified_identity,https://www.rightdatausa.com/election_results?d=all&s=AL&t=L003&y=1994,The district-level 1994 general-election record supplies the full name John Smallwood for the surname-only Republican candidate.
AL-1998-house-54-D-PERDUE,George Perdue,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,The 1994 contemporaneous roster and continuous District 54 tenure through 2006 identify the surname-only 1998 incumbent as George Perdue.
AL-2022-house-43-R-GSL043RMOO,Arnold G. Mooney II,verified_identity,https://www.multistate.us/elections/district?chamber=House&d=43&st=AL,The district election history identifies Arnold Mooney as the 2022 Republican House District 43 candidate represented by the malformed canonical source token.
AL-1998-house-87-R-SEIBENHENER,Riley Seibenhener,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,The verified 1994 identity and continuing House District 87 candidacy resolve the surname-only 1998 record as Riley Seibenhener.
AL-1994-house-6-D-SCHMITZ,Sue Schmitz,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,Continuous District 6 election history and later full-name records resolve the surname-only 1994 Democratic candidate as Sue Schmitz.
AL-1994-house-4-R-PAPUCCI,Nelson Papucci,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,The contemporaneous 1994-95 legislative directory supplies the full name Nelson Papucci for the surname-only House District 4 winner.
AL-1998-house-32-D-BOYD,Barbara Bigsby Boyd,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous roster and Vote Smart profile resolve the surname-only candidate identity.
AL-1998-house-3-D-BLACK,Marcel Black,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous roster and office history resolve the surname-only incumbent identity.
AL-2002-house-76-R-GRANT-TANNER,Tanner Grant,verified_identity,https://www2.alabamavotes.gov/downloads/election/2002/r-cert-061002-amend.pdf,Official Republican candidate list resolves the inverted canonical display as Tanner Grant.
AL-2022-house-62-R-GSL062RLAM,Bill Lamb,verified_identity,https://www.sos.alabama.gov/sites/default/files/election-2022/Republican%20Amended%20Certification%20of%20Candidates.pdf,Official 2022 Republican certification identifies the House District 62 candidate as Bill Lamb; GSL062RLAM is retained as the malformed canonical source key for joins.
AL-1998-senate-7-R-ENFINGER,Jeffrey Wade Enfinger,verified_identity,https://huntsvillehistorycollection.org/hhc/oh/docs/OH-080.pdf?a=oh,Contemporaneous campaign advertisement and office history identify the 1998 Republican Senate District 7 candidate as Jeff Enfinger.
AL-1994-house-105-D-HARPER,Taylor Harper,verified_identity,https://www.sos.alabama.gov/alabama-votes/voter/election-data,Official election record and contemporaneous office history resolve the surname-only incumbent as Taylor Harper.
AL-1998-house-22-R-HOLLINGSWORTH,Randy Hollingsworth,verified_identity,https://j.futurefacts.votesmart.io/candidate/political-courage-test/15935/randy-hollingsworth,Archived 1998 Vote Smart questionnaire resolves the surname-only roster identity.
AL-1994-senate-3-D-ROBERTS,Tommy Ed Roberts,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,Contemporaneous 1994-98 legislative directory identifies the Senate District 3 member as Tommy Ed Roberts.
AL-2002-house-3-R-BARNES-STEVEN-C,Steven C. Barnes,verified_identity,https://www.sos.alabama.gov/alabama-votes/voter/election-data,Official 2002 election record supplies the surname-first candidate's full ballot name.
AL-2002-house-26-D-MCDANIEL-FRANK,Frank McDaniel,verified_identity,https://www.sos.alabama.gov/alabama-votes/voter/election-data,Official election record and office history resolve the surname-first candidate name.
AL-2006-house-17-D-MIKE-MILLICAN,Mike Millican,verified_identity,https://www2.alabamavotes.gov/downloads/election/2006/apcc-filers-2006-06-01.pdf,Official campaign-committee filing confirms Mike Millican as the Democratic House District 17 candidate.
AL-2002-house-9-D-GRANTLAND-RONALD,Ronald Grantland,verified_identity,https://alabamavva.org/alreps.html,Legislative directory resolves the inverted surname-first candidate name.
AL-2022-house-10-R-GSL010RCOL,David Cole,verified_identity,https://www.sos.alabama.gov/sites/default/files/sample-ballots/2022/gen/Madison-Sample.pdf,Official 2022 sample ballot identifies the House District 10 Republican as David Cole; GSL010RCOL is the malformed canonical source key retained for join stability.
AL-2006-house-85-R-RALEY,Harold Raley,verified_identity,https://www2.alabamavotes.gov/downloads/election/2006/apcc-filers-2006-06-01.pdf,Official campaign-committee filing identifies the House District 85 Republican as Harold Raley.
AL-2002-house-20-R-SANDERFORD-HOWARD,James Howard Sanderford,verified_identity,https://www2.alabamavotes.gov/downloads/election/2002/r-cert-061002-amend.pdf,Official candidate list and office history resolve the inverted surname-first candidate name.
AL-2002-house-21-D-HINSHAW-RANDY,Randy Hinshaw,verified_identity,https://justfacts.votesmart.org/candidate/biography/5661/randy-hinshaw,Vote Smart biography and office history resolve the inverted surname-first candidate name.
AL-2018-house-79-D-MARY-WYNNE-KLING,Mary Wynne Kling,verified_identity,https://www.sos.alabama.gov/sites/default/files/election-2018/Democratic_Party_2018_General_Election_Certification_of_Candidates.pdf,Official Democratic certification identifies the House District 79 nominee.
AL-1994-senate-2-D-BUTLER,Thomas Wayne Butler,verified_identity,https://justfacts.votesmart.org/candidate/biography/5594/tom-butler,Vote Smart office history identifies Tom Butler as the Democratic candidate who moved from House service into Senate District 2 in 1994.
AL-1994-house-29-D-PAGE,John G. Jack Page III,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,Contemporaneous 1994-95 legislative directory identifies House District 29 member John G. Jack Page III.
AL-1998-senate-2-R-MCINNISH,Hugh McInnish,verified_identity,https://justfacts.votesmart.org/candidate/political-courage-test/16050/hugh-mcinnish,Vote Smart archived 1998 questionnaire resolves the abbreviated roster name.
AL-1998-senate-31-D-HOLLEY,Jimmy Holley,verified_identity,https://justfacts.votesmart.org/candidate/political-courage-test/16030/jimmy-holley,Vote Smart archived 1998 questionnaire resolves the abbreviated roster name.
AL-1998-house-62-D-TINGLE,Jerry Michael Tingle,verified_identity,https://justfacts.votesmart.org/candidate/political-courage-test/16053/jerry-michael-tingle,Vote Smart archived 1998 questionnaire resolves the abbreviated roster name.
AL-1994-house-35-R-SIMS,Larry P. Sims,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous 1994 general-election roster identifies the Republican HD-35 candidate as Larry P. Sims.
AL-1994-house-35-D-SHADDIX,Pat Wayne Shaddix,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous 1994 general-election roster identifies the Democratic HD-35 candidate as Pat Wayne Shaddix.
AL-1994-house-95-D-MCNAIR,Rita Hadley McNair,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous 1994 general-election roster identifies the Democratic HD-95 candidate as Rita Hadley McNair.
AL-1998-house-12-D-MORRISON,Neal Morrison,verified_identity,https://justfacts.votesmart.org/candidate/political-courage-test/5687/neal-morrison,Vote Smart candidate record and archived 1998 questionnaire identify Morrison as Neal Morrison.
AL-2002-house-2-R-GREER-LYNN,Bayless Lynn Greer,verified_identity,https://ethics.alabama.gov/docs/pdf/AO2002-53.pdf.pdf,Contemporaneous Alabama Ethics Commission opinion identifies Representative Lynn Greer as Bayless Lynn Greer.
AL-1998-house-25-D-HAWK,Howard Hawk,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,Contemporaneous legislative directory identifies House District 25 member Howard Hawk and resolves the abbreviated roster name.
AL-1994-house-27-R-MARTIN,Dennis Dink Martin,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous 1994 general-election roster identifies the Republican HD-27 candidate as Dennis Dink Martin; he is not Democratic legislator James Martin.
AL-1998-house-22-D-HALL,Albert Hall,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,Contemporaneous legislative directory and stable Vote Smart ID identify the abbreviated District 22 record as Albert Hall.
AL-1998-house-24-D-BURKE,Ralph Burke,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,Contemporaneous legislative directory identifies the abbreviated District 24 incumbent as Ralph Burke.
AL-1994-house-7-R-RANDOLPH,Byron L. Randolph,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous 1994 general-election roster supplies the Republican candidate's full name.
AL-1998-house-51-R-HUMPHRYES,Bobby Humphryes,verified_identity,https://justfacts.votesmart.org/candidate/15910/bobby-humphryes,Stable Vote Smart candidate ID 15910 and later full-name roster entry identify the abbreviated 1998 candidate as Bobby Humphryes.
AL-1998-house-49-R-THOMAS,Dave Thomas,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous roster and continuous District 49 office history identify the abbreviated 1998 candidate as Dave Thomas.
AL-1998-house-66-D-WHITE,F. P. Skippy White,verified_identity,https://lwval.org/election2006/election2006_candidates.pdf,Later League candidate list supplies the full name for the continuous Democratic House District 66 officeholder represented as White in the 1998 roster.
AL-1994-house-95-R-MCMILLAN,Steve McMillan,verified_identity,https://www.aclualabama.org/sites/default/files/field_documents/2019_alabama_legislature.pdf,Office directory confirms Steve McMillan represented House District 95 continuously from 1980 and resolves the surname-only 1994 record.
AL-1994-house-1-D-STARKEY,Nelson R. Starkey Jr.,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,Contemporaneous 1994-95 Alabama House directory identifies Nelson Starkey as the Democratic District 1 representative; this is the same continuous officeholder represented under fuller names in later cycles.
AL-1998-house-20-R-SANDERFORD,Howard Sanderford,verified_identity,https://governor.alabama.gov/newsroom/2026/01/flags-lowered-honoring-former-state-representative-howard-sanderford/,Official gubernatorial memorial confirms Howard Sanderford's continuous House District 20 service from 1989 through 2022.
AL-2002-senate-10-D-MEANS-LARRY,Larry Means,verified_identity,https://en.wikipedia.org/wiki/Larry_Means,Office history and stable Vote Smart identifier confirm the surname-first roster entry is Senator Larry Means of District 10.
AL-2014-house-53-R-CHRISTOPHER-HORN,Christian Horn,verified_alias,https://www.multistate.us/elections/district?chamber=House&d=53&st=AL,"2014 HD-53 result lists Christian Horn with the same party and 1,190 votes; later biography confirms this candidacy."
AL-1994-senate-25-D-ANDERSON,James Anderson,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,"Contemporaneous fall 1994 roster identifies former Ethics Commission chairman James Anderson as Larry Dixon's challenger; SOS precinct import has cross-county label contamination."
AL-2022-house-33-D-GSL033DCRU,Fred Crum Sr.,verified_identity,https://www.sos.alabama.gov/sites/default/files/election-data/2022-11/Final%20Canvass%20of%20Results%20%28canvassed%20by%20state%20canvassing%20board%2011-28-2022%29.pdf,"Official 2022 canvass pairs the malformed imported label and 3,571-vote total with Democratic HD-33 nominee Fred Crum Sr."
AL-2022-house-85-R-GSL085RREH,Rick Rehm,verified_identity,https://www.sos.alabama.gov/sites/default/files/election-data/2022-11/Final%20Canvass%20of%20Results%20%28canvassed%20by%20state%20canvassing%20board%2011-28-2022%29.pdf,"Official 2022 canvass pairs the malformed imported label and 6,665-vote total with Republican HD-85 nominee Rick Rehm."
AL-2022-house-82-R-GSL082RPIE,Lennora "Tia" Pierrot,verified_identity,https://www.sos.alabama.gov/sites/default/files/election-data/2022-11/Final%20Canvass%20of%20Results%20%28canvassed%20by%20state%20canvassing%20board%2011-28-2022%29.pdf,"Official canvass names Lennora Tia Pierrot as the 2022 Republican HD-82 nominee; district, party, and imported result slot coincide."
AL-1994-senate-25-R-DIXON,Larry Dixon,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,"Contemporaneous roster and office history identify Republican incumbent Larry Dixon; current SOS aggregation has cross-county label contamination."
AL-1994-house-8-D-DUKES,Bill Dukes,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous roster identifies the Democratic HD-8 candidate as Bill Dukes.
AL-2002-house-8-R-NEW-CLAY-H,Clay H. New,verified_identity,https://www.sos.alabama.gov/alabama-votes/voter/election-data,"The SOS record gives New, Clay H.; an exact-token campaign-finance match and Decatur public records establish the natural name order and locality."
AL-1998-house-8-R-KEY,John W. Key,probable_identity,https://www.sos.alabama.gov/alabama-votes/voter/election-data,"The SOS archive preserves only Key in the candidate field; the same-race DIME resource match resolves to John W. Key but remains probable pending a full contemporary ballot or newspaper record."
AL-2022-house-32-R-GSL032RJAC,Evan Bradley Jackson,verified_parser_alias,https://www.multistate.us/elections/district?chamber=House&d=32&st=AL,"GSL032RJAC is an election-record code rather than a candidate name; district, party, vote total, and authoritative race listings resolve it to Evan Jackson."
AL-2002-house-24-D-HENDRIX-J-LUTHER,Luther J. Hendrix,verified_name_order,https://www.sos.alabama.gov/alabama-votes/voter/election-data,"The canonical label is surname-first; official election data establish the candidate as Luther J. Hendrix."
AL-2002-senate-3-R-SMITH-TERRY,Terry Smith,verified_name_order,https://www2.alabamavotes.gov/downloads/election/2002/r-cert-061002-amend.pdf,"The certified Republican candidate list identifies Terry Smith for the race."
AL-1994-house-79-D-TURNHAM,Pete Turnham,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous roster identifies the Democratic HD-79 candidate as incumbent Pete Turnham.
AL-1994-house-79-R-PIERCE,Betty Pierce,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous roster identifies the Republican HD-79 candidate as Betty Pierce.
AL-1994-house-32-D-BOYD,Barbara Boyd,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,Contemporaneous roster identifies the Democratic HD-32 candidate as Barbara Boyd.
AL-1998-house-23-D-ROBINSON,John Robinson,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,"The contemporaneous legislative roster identifies John Robinson in House District 23; the same-race Vote Smart crosswalk and later official candidate directories confirm continuity."
AL-1998-senate-14-D-ROBINSON,Carl R. Robinson,probable_identity,https://www.sos.alabama.gov/alabama-votes/voter/election-data,"The truncated SOS candidate label resolves to Carl R. Robinson through an exact same-cycle, same-office, same-district DIME candidate-finance match; no independent indexed full-name ballot has yet been recovered."
AL-2018-senate-26-R-D-J-JOHNSON,Darrell DJ Johnson,verified_alias,https://www.wsfa.com/story/38079577/candidates-for-al-senate-district-26-prepare-for-may-election/,"A contemporaneous candidate interview expands DJ Johnson's name to Darrell Johnson and identifies his background and campaign priorities."
AL-1994-house-60-D-HILLARD,John Hilliard,verified_identity,https://www.birminghamtimes.com/2025/08/in-district-3-josh-vasa-elected-to-replace-long-serving-city-councilor/,"Later office history identifies John Hilliard as the representative for House District 60 from 1993 to 2003; the 1998 Vote Smart same-race record independently corroborates the identity."
AL-1998-house-81-R-KNIGHT,Dianne Bishop Knight,probable_identity,https://www.sos.alabama.gov/alabama-votes/voter/election-data,"An exact same-race DIME finance record and Vote Smart same-race crosswalk both expand the truncated candidate label to Dianne Bishop Knight; no full contemporary ballot was recovered."
AL-1994-senate-10-D-FLOYD,Jack Floyd,verified_identity,https://en.wikipedia.org/wiki/Alabama%27s_10th_Senate_district,"The district office chronology identifies Jack Floyd as the Senate District 10 incumbent from 1990 through 1994, matching the truncated 1994 candidate row."
AL-2002-house-67-D-SALAAM-Y,Yusuf A. Salaam,verified_identity,https://www.foxnews.com/story/voting-rights-cradle-rocks-again,"Contemporaneous reporting identifies Yusuf Salaam as the 2002 Democratic nominee in House District 67; the same identity is corroborated by later official candidate records and Vote Smart ID 27585."
AL-1998-house-35-D-HURST,Steve Hurst,verified_identity,https://justfacts.votesmart.org/candidate/evaluations/15975/steve-hurst,"The same-race Vote Smart crosswalk and 1998 NRA scorecard identify the abbreviated House District 35 candidate as Steve Hurst."
AL-1994-house-53-D-NEWTON,Demetrius C. Newton,verified_identity,https://files.eric.ed.gov/fulltext/ED409043.pdf,"The contemporaneous 1994-95 legislative directory identifies House District 53 representative Demetrius Newton."
AL-2002-senate-27-R-WARD-KEITH-J,Keith J. Ward,verified_name_order,https://content.lib.auburn.edu/digital/collection/plainsman/id/3271/,"A contemporaneous candidate profile identifies Republican Senate District 27 candidate Keith Ward and details his platform."
AL-1998-house-96-D-EASON,Tonia Cherry Eason,verified_identity,https://justfacts.votesmart.org/candidate/15958/tonia-eason,"The same-race Vote Smart crosswalk identifies Tonia Eason, and the same-race DIME finance record supplies the middle/maiden name Cherry."
AL-1998-senate-30-R-HOLLAND,Patrick F. Owens,verified_identity,https://j.futurefacts.votesmart.io/candidate/political-courage-test/26617/patrick-f-owens,"Vote Smart identifies Patrick F. Owens as the 1998 Republican candidate for Alabama Senate District 30 with status Lost; the canonical Holland label is an SOS-import error and collides with Joe Holland in House District 30."
AL-2002-house-91-R-HOWELL-WES,Wess Howell,verified_identity,https://j.futurefacts.votesmart.io/candidate/27658/wess-howell,"The same-race and party Vote Smart record identifies Wess Howell as the 2002 House District 91 Republican candidate; an independent DIME record uses the same spelling."
AL-2010-house-36-D-GARRY-BEARDEN,Garry A. Bearden,verified_identity,https://www2.alabamavotes.gov/downloads/election/2010/general/sampleballots/Calhoun-2010-Sample.pdf,"The official Calhoun County ballot identifies Garry Bearden in House District 36; contemporaneous mayoral and court records independently identify him as Garry A. Bearden of Weaver."
AL-2006-house-61-R-FRANK-CHANDLER,"Frank Chandler, Jr.",verified_identity,https://j.futurefacts.votesmart.io/candidate/56863/frank-chandler-jr,"The same-race Vote Smart record and League candidate list identify the Republican House District 61 candidate as Frank Chandler Jr. of Northport."
AL-1998-house-102-D-PACE,Sandra Pace,verified_identity,https://j.futurefacts.votesmart.io/candidate/15957/sandra-pace,"The same-race and party Vote Smart election record identifies Sandra Pace as the 1998 Democratic candidate for House District 102."
AL-2006-senate-31-R-DWIGHT-ADAMS,Dwight Adams,verified_returning_candidate,https://files.eric.ed.gov/fulltext/ED409043.pdf,"The 1994-98 Alabama legislative directory identifies Dwight Adams as the Republican senator for District 31, matching the 2006 candidate's name, party, locality, and Vote Smart person identifier."
AL-1994-house-42-R-BIALAS,Howard Bialas,verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,"The contemporaneous fall 1994 candidate roster identifies Howard Bialas as the Republican candidate for House District 42."
AL-2002-senate-12-D-GRAY-PRESTON-R-JR,"Preston Randall Gray, Jr.",verified_identity,https://www.legacy.com/us/obituaries/annistonstar/name/preston-gray-jr-obituary?id=7253900,"The candidate's obituary explicitly records his 2002 run for Alabama Senate District 12 against Del Marsh and supplies his full name; official results and Vote Smart establish the Democratic affiliation."
AL-1998-senate-25-D-CHAPPELL,Michael Chappell,verified_identity,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16055/michael-chappell,"The same-race Vote Smart questionnaire and an independent DIME recipient record identify Michael Chappell as the 1998 Democratic Senate District 25 candidate."
AL-1998-house-29-D-PAGE,"John G. 'Jack' Page, III",verified_identity,https://www.forestry.alabama.gov/Pages/Informational/Treasured_Forests/Magazine/1994_Fall.pdf,"The contemporaneous legislative candidate roster identifies incumbent House District 29 representative John G. Jack Page III; Vote Smart and DIME independently match the 1998 race."
AL-1998-senate-3-R-BUCHANAN,Jack Buchanan,verified_identity,https://j.futurefacts.votesmart.io/candidate/16108/jack-buchanan,"The same-race and party Vote Smart election record identifies Jack Buchanan as the 1998 Republican Senate District 3 candidate."
AL-1998-senate-18-D-MORROW,Rodger M. Smitherman,verified_source_label_correction,https://www.aclualabama.org/app/uploads/2019/02/2019_alabama_legislature.pdf,"Authoritative office history identifies Rodger Smitherman as Senate District 18's Democratic senator continuously from 1994; the canonical Morrow label conflicts with that history, while the same-race DIME candidate-review record points to Smitherman."
AL-1998-senate-35-D-STATEN,Charlie Staten,verified_identity,https://j.futurefacts.votesmart.io/candidate/16016/charlie-staten,"The same-race and party Vote Smart election record identifies Charlie Staten as the 1998 Democratic candidate for Senate District 35."
AL-1998-house-17-R-JOHNSON,Van Johnson,verified_identity,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16094/van-johnson,"The same-race and party Vote Smart questionnaire identifies Van Johnson as the 1998 Republican House District 17 candidate."
AL-1998-senate-12-D-THOMAS,"Cleophus Thomas, Jr.",verified_identity,https://j.futurefacts.votesmart.io/candidate/16091/cleophus-thomas,"The same-race and party Vote Smart election record identifies Cleophus Thomas Jr. as the abbreviated 1998 Democratic Senate District 12 candidate."
AL-2002-senate-4-R-HUNT-GUY,"H. Guy Hunt",verified_identity,https://encyclopediaofalabama.org/article/guy-hunt-1987-93/,"Vote Smart's same-race record and the biographical record identify the 2002 candidate as former Alabama governor Harold Guy Hunt."
AL-2014-house-33-R-RON-JOHNSON,Ronald Johnson,verified_identity,https://j.futurefacts.votesmart.io/candidate/evaluations/5668/ronald-johnson,"Vote Smart and the Alabama legislative record identify Ron Johnson as long-serving House District 33 representative Ronald Johnson."
AL-1998-house-26-R-JOHNSTON,Micah Johnston,verified_identity,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16109/micah-johnston,"The same-race and party Vote Smart questionnaire identifies Micah Johnston as the abbreviated 1998 Republican House District 26 candidate."
AL-1998-house-8-D-DUKES,Bill J. Dukes,verified_identity,https://j.futurefacts.votesmart.io/candidate/5641/bill-dukes,"The same-race Vote Smart record and legislative history identify Bill J. Dukes as the abbreviated 1998 Democratic House District 8 candidate."
AL-1998-house-63-D-STANLEY,Andrea Stanley,verified_identity,https://j.futurefacts.votesmart.io/candidate/political-courage-test/15911/andrea-stanley,"The same-race and party Vote Smart questionnaire identifies Andrea Stanley as the abbreviated 1998 Democratic House District 63 candidate."
AL-2010-house-32-D-BARBARA-BIGSBY-BOYD,Barbara Boyd,verified_name_variant,https://www.bamapolitics.com/alabama/profiles/barbara-boyd/,"The legislative profile and official election record establish Barbara Boyd as the shortened form of candidate Barbara Bigsby Boyd."
AL-2006-house-91-R-RICKY-E-SNELLGROVE,Ricky Snellgrove,verified_name_variant,https://j.futurefacts.votesmart.io/candidate/60458/ricky-snellgrove,"The same-race Vote Smart record identifies Ricky Snellgrove as the candidate listed in official reporting as Ricky E. Snellgrove."
AL-2014-house-40-D-COPELAND,Ted Copland,verified_source_label_correction,https://www.multistate.us/elections/candidate?id=19647&st=AL,"The 2014 same-race election record spells the Democratic nominee's surname Copland, correcting canonical Copeland."
AL-1998-house-95-D-PFEIFER,"William Pfeifer, Jr.",verified_identity,https://j.futurefacts.votesmart.io/candidate/political-courage-test/15989/william-pfeifer-jr,"The same-race and party Vote Smart questionnaire identifies William Pfeifer Jr. as the abbreviated candidate."
AL-2002-house-81-D-GRAHAM-BETTY-CAROL,Betty Graham,verified_name_variant,https://justfacts.votesmart.org/candidate/biography/5649/betty-graham,"Vote Smart gives the full name Betty Carol Graham and the same district office history."
