bill_id,session_year,bill_number,reviewed_document_type,decision,primitive_axes,policy_poles,confidence,rationale,reviewer,review_date,supersedes_authority
1003412,2017,HB444,official_synopsis,map,education_public_funding,reduce,medium,"The bill requires city board administrative-office costs to be paid solely from local funds, reducing state-level education funding responsibility.",gpt-5.6-luna,2026-09-08,frontier_manual_review
1003413,2017,SB346,official_synopsis,procedural,,,medium,The bill authorizes an optional civil-service hiring and pay program for certain municipal public-safety employees without a clear statewide ideological policy pole.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003414,2017,SB337,official_synopsis,local_non_generalizable,,,high,The bill creates a fire district and residence fee for a specifically identified St. Clair County volunteer fire department.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003415,2017,HR223,official_synopsis,symbolic,,,high,The resolution commends a named county on its anniversary.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003416,2017,HB445,official_synopsis,procedural,,,medium,The bill authorizes an optional civil-service hiring and pay program for certain municipal public-safety employees without a clear statewide ideological policy pole.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003417,2017,HB457,official_synopsis,map,due_process,strengthen,medium,Requiring an eviction hearing date to be set within a specified period strengthens formal procedural protections in possession actions.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003418,2017,HR245,official_synopsis,symbolic,,,high,The measure commends a named individual.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003419,2017,HB462,official_synopsis,map,market_governance,market_autonomy,high,The bill prohibits the Public Health Department from regulating intermittent food-service establishments.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003420,2017,HR206,official_synopsis,procedural,,,high,The measure concerns the House's special order calendar and has no substantive policy direction.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003421,2017,HB464,official_synopsis,local_non_generalizable,,,high,The bill concerns a special recording fee administered by the Baldwin County judge of probate.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003422,2017,HB450,official_synopsis,procedural,,,medium,"The bill authorizes counties to establish agriculture authorities and sets their duties and powers, primarily constituting an administrative framework.",gpt-5.6-luna,2026-09-08,frontier_manual_review
1003423,2017,HB456,official_synopsis,procedural,,,medium,Changing the statute of limitations for open-end credit debt is a technical civil-law revision without a clearly specified ideological pole.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003424,2017,HR216,official_synopsis,symbolic,,,high,The measure recognizes a hero for lifesaving aid.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003425,2017,SJR65,official_synopsis,symbolic,,,high,The resolution commends a named organization.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003426,2017,SB341,official_synopsis,procedural,,,high,The bill changes death-certificate reporting duties and registrar notification procedures.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003427,2017,HJR241,official_synopsis,symbolic,,,high,This resolution commends an individual and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003428,2017,HR219,official_synopsis,symbolic,,,high,This resolution commends a university and group and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003429,2017,HR235,official_synopsis,symbolic,,,high,This resolution mourns an individual's death and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003430,2017,HB453,official_synopsis,local_non_generalizable,,,high,The bill reallocates beer tax proceeds for a program specifically in Madison County.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003431,2017,SJR67,official_synopsis,symbolic,,,high,This resolution encourages a policy goal but is nonbinding and therefore symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003432,2017,HR236,official_synopsis,symbolic,,,high,This resolution mourns an individual's death and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003433,2017,HR218,official_synopsis,symbolic,,,high,This resolution mourns an individual's death and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003434,2017,SB355,official_synopsis,map,healthcare_access,expand,high,The bill expands Medicaid eligibility to additional people covered by available federal matching funds.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003435,2017,HB442,official_synopsis,procedural,,,medium,The bill modifies professional licensure exemptions without a clearly specified statewide ideological direction.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003436,2017,HR228,official_synopsis,symbolic,,,high,This resolution commends a high school sports team and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003437,2017,SB353,official_synopsis,multi_axis,tax_burden;healthcare_public_responsibility,increase;public_responsibility,high,The bill raises a statewide ad valorem levy to provide public Medicaid funding.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003438,2017,HR231,official_synopsis,symbolic,,,high,This resolution mourns an individual's death and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003439,2017,HJR214,official_synopsis,symbolic,,,high,This resolution commemorates a county anniversary and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003440,2017,SB339,official_synopsis,procedural,,,high,The bill revises the University of North Alabama board's membership and district references as an institutional governance change.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003441,2017,HJR207,official_synopsis,symbolic,,,high,This measure names a day and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003442,2017,HB454,official_synopsis,map,public_spending,expand,medium,Establishing a state transportation trust fund creates a public financing mechanism for transportation services.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003443,2017,HR222,official_synopsis,symbolic,,,high,This resolution mourns an individual's death and is purely symbolic.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003444,2017,HB465,official_synopsis,local_non_generalizable,,,high,The bill abolishes the constable's office specifically in Coffee County.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003445,2017,HR229,official_synopsis,symbolic,,,high,The measure mourns an individual's death and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003446,2017,HR234,official_synopsis,symbolic,,,high,The measure mourns an individual's death and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003447,2017,HR232,official_synopsis,symbolic,,,high,The measure mourns an individual's death and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003448,2017,SB340,official_synopsis,map,education_access,expand,high,The bill expands tuition assistance eligibility for National Guard members attending qualifying higher-education institutions.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003449,2017,HB459,official_synopsis,map,land_use_property_rights,property_rights,high,The bill requires the state to cover qualifying costs incurred by property owners in certain eminent-domain proceedings.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003450,2017,SR66,official_synopsis,symbolic,,,high,The measure encourages jail reductions for people with mental illness but is a nonbinding resolution.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003451,2017,SB338,official_synopsis,procedural,,,high,The bill changes the administrative distribution method for 911 Fund revenues without a clear ideological policy direction.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003452,2017,SB347,official_synopsis,local_non_generalizable,,,high,The bill addresses the annual salary of the Russell County sheriff.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003453,2017,HB460,official_synopsis,map,due_process,weaken,medium,Granting absolute judicial immunity under specified conditions limits claims against judicial officers.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003454,2017,HB448,official_synopsis,local_non_generalizable,,,high,The bill changes compensation for members of the Baldwin County Commission.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003455,2017,HR237,official_synopsis,symbolic,,,high,The measure mourns an individual's death and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003456,2017,HB452,official_synopsis,local_non_generalizable,,,high,The bill regulates animal-control shelter licensing and fees specifically for Madison County.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003457,2017,HJR213,official_synopsis,symbolic,,,high,The resolution is a nonbinding commendation of Lynn Hammonds.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1003458,2017,HB455,official_synopsis,multi_axis,healthcare_access;drug_criminalization,expand;decriminalize,medium,The bill authorizes public-health infectious-disease pilot programs while granting limited criminal immunity connected to them.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004434,2017,SJR74,official_synopsis,symbolic,,,high,The resolution commends a foundation and is purely ceremonial.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004435,2017,HR262,official_synopsis,symbolic,,,high,The measure mourns an individual's death and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004436,2017,HR247,official_synopsis,procedural,,,high,The resolution establishes a House special order calendar and is procedural.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004437,2017,SJR75,official_synopsis,symbolic,,,high,The resolution recognizes Crime Victims' Rights Week and is nonbinding.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004438,2017,HR259,official_synopsis,symbolic,,,high,The resolution recognizes the positive impact of Boys and Girls Clubs and is nonbinding.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004439,2017,HJR251,official_synopsis,symbolic,,,high,The resolution commends an individual and is purely ceremonial.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004440,2017,HR263,official_synopsis,symbolic,,,high,This measure commemorates an individual's 99th birthday and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004441,2017,HR264,official_synopsis,symbolic,,,high,This measure mourns an individual's death and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004442,2017,HJR248,official_synopsis,symbolic,,,high,This measure commends an individual and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004443,2017,HJR249,official_synopsis,symbolic,,,high,This measure recognizes lifesaving actions and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004444,2017,HR254,official_synopsis,symbolic,,,high,This measure commends individuals for attaining Eagle Scout rank and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004445,2017,HR256,official_synopsis,symbolic,,,high,This measure recognizes a musical group's achievement and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004447,2017,HR246,official_synopsis,symbolic,,,high,The resolution recognizes Child Abuse Prevention Month and is purely commemorative.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004449,2017,HJR252,official_synopsis,symbolic,,,high,This measure recognizes the positive impact of the Boys and Girls Clubs and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004450,2017,HR258,official_synopsis,symbolic,,,high,This measure commends an individual and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004451,2017,HR257,official_synopsis,symbolic,,,high,This measure commends an individual and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004452,2017,HJR253,official_synopsis,symbolic,,,high,This measure commends an individual and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004453,2017,HR260,official_synopsis,symbolic,,,high,This measure commends an individual and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004454,2017,HJR250,official_synopsis,symbolic,,,high,This measure commends an individual and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004455,2017,SJR76,official_synopsis,symbolic,,,high,This measure names a portion of a highway and is a commemorative naming measure.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004456,2017,HR261,official_synopsis,symbolic,,,high,This measure commends an individual's professional achievement and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004457,2017,HR255,official_synopsis,symbolic,,,high,This measure recognizes lifesaving actions and has no binding policy effect.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004458,2017,HB475,official_synopsis,map,tax_burden,decrease,high,"The bill exempts a named alumni group from state, county, and municipal sales and use taxes.",gpt-5.6-luna,2026-09-08,frontier_manual_review
1004459,2017,HB469,official_synopsis,local_non_generalizable,,,high,The bill concerns an alteration to the corporate limits of the specifically named city of Trussville.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004460,2017,HB479,official_synopsis,map,malpractice_liability,limit_damages,medium,"The bill creates civil-liability exceptions for healthcare-related transportation providers, limiting potential claims.",gpt-5.6-luna,2026-09-08,frontier_manual_review
1004461,2017,HB477,official_synopsis,procedural,,,high,The bill makes a supplemental appropriation to a state agency without a broader ideological policy direction.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004462,2017,SB359,official_synopsis,local_non_generalizable,,,high,The bill alters the operating boundaries of a civic center authority specifically located in Jefferson County and Birmingham.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004463,2017,HB472,official_synopsis,procedural,,,high,The bill comprehensively revises partnership formation and dissolution procedures and makes conforming code changes.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004464,2017,HB485,official_synopsis,local_non_generalizable,,,high,The bill concerns fire protection fees and a referendum for a specifically named local district in Tallapoosa County.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004465,2017,HB467,official_synopsis,procedural,,,medium,The synopsis describes a technical change to the payment timing of a surface-mining reclamation permit fee without a clear ideological pole.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004466,2017,SB356,official_synopsis,procedural,,,high,The bill deletes an administrative timing requirement for county bank depository selection.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004467,2017,HB474,official_synopsis,local_non_generalizable,,,high,The bill authorizes a specifically named county commission to levy and distribute an additional local sales and use tax subject to referendum.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004468,2017,HB484,official_synopsis,procedural,,,high,The bill changes administrative procedures for selling state land through an auction company.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004469,2017,SB358,official_synopsis,local_non_generalizable,,,high,The bill changes retirement-system eligibility for employees of a specifically named Jefferson County system.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004470,2017,HB487,official_synopsis,multi_axis,tax_burden;public_spending,increase;expand,high,The bill raises motor-fuel taxes and dedicates the proceeds and bond financing to expanded road and bridge improvements.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004471,2017,HB486,official_synopsis,map,religion_state,accommodation_establishment,high,The constitutional amendment authorizes displaying the Ten Commandments on state property and in public schools.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004472,2017,SB363,official_synopsis,map,criminal_punishment,punitive,high,The bill establishes criminal offenses for falsifying drug tests and selling synthetic urine.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004473,2017,HB468,official_synopsis,mixed_no_scalar_direction,,,high,"The bill combines an additional severance tax with a termination of that tax, producing opposing directions on the tax-burden axis.",gpt-5.6-luna,2026-09-08,frontier_manual_review
1004474,2017,SB362,official_synopsis,procedural,,,high,The bill provides a supplemental appropriation to a state agency without a substantive directional policy change.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004475,2017,SB361,official_synopsis,procedural,,,high,The bill replaces and conforms the Alabama Partnership Act's formation and dissolution procedures without a clear substantive policy direction.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004476,2017,HB470,official_synopsis,procedural,,,high,The bill establishes centralized filing and payment procedures and an advisory committee for locally levied motor-fuel taxes.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004477,2017,HB483,official_synopsis,symbolic,,,high,The bill authorizes display of the national motto on public property as a symbolic measure.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004478,2017,HB481,official_synopsis,procedural,,,high,The bill makes a technical change to handicapped-parking sign requirements.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004479,2017,SB357,official_synopsis,map,healthcare_public_responsibility,public_responsibility,medium,The bill continues administration of Medicaid dental services by the public Medicaid agency.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004480,2017,HB473,official_synopsis,procedural,,,medium,The constitutional amendment changes the funding mechanism for ad valorem taxes on property held by the Forever Wild Land Trust.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004481,2017,SB364,official_synopsis,local_non_generalizable,,,high,The bill establishes extradition procedures specifically for Escambia County and the named tribal authority.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004482,2017,HB466,official_synopsis,map,gun_access,expand,medium,"The bill extends immunity for operating and using sports shooting ranges, facilitating access to shooting facilities.",gpt-5.6-luna,2026-09-08,frontier_manual_review
1004483,2017,HB476,official_synopsis,procedural,,,high,The bill sets qualifications for the secretary of the Early Childhood Education program without establishing a substantive policy direction.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004484,2017,SB360,official_synopsis,procedural,,,medium,The bill creates and administers a transportation trust fund and advisory committee without enough detail to establish a substantive spending or delivery pole.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004485,2017,HB478,official_synopsis,local_non_generalizable,,,high,The bill concerns the named Jefferson County retirement system and its employees.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004486,2017,HB482,official_synopsis,map,market_governance,intervention,high,It authorizes Public Service Commission regulation of private sewer systems.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004487,2017,HB471,official_synopsis,map,market_governance,market_autonomy,medium,It exempts qualifying local education purchases from ordinary competitive-bidding requirements.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1004714,2017,HB480,official_synopsis,insufficient_text,,,low,The synopsis identifies a warranty act and remedies but does not specify the substantive policy direction.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005388,2017,SB367,official_synopsis,mixed_no_scalar_direction,,,medium,The bill creates Medicaid false-claims enforcement mechanisms that do not correspond to a clear scalar pole in the ontology.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005389,2017,SR77,official_synopsis,procedural,,,high,The measure concerns the Senate Special Order Calendar and is purely procedural.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005390,2017,SR64,official_synopsis,procedural,,,high,The measure concerns the Senate Special Order Calendar and is purely procedural.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005391,2017,SJR78,official_synopsis,procedural,,,high,Creating a juvenile justice task force is a study and administrative measure.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005392,2017,SR73,official_synopsis,procedural,,,high,This Senate special-order calendar measure is procedural and contains no substantive policy direction.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005393,2017,SJR79,official_synopsis,symbolic,,,high,The resolution recognizes a designated day for an individual.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005394,2017,SB369,official_synopsis,local_non_generalizable,,,high,"The tax exemption applies to the specifically named organization Hand in Paw, Inc.",gpt-5.6-luna,2026-09-08,frontier_manual_review
1005395,2017,SB366,official_synopsis,procedural,,,high,The bill establishes impeachment subpoena procedures and enforcement mechanisms without taking a position on a listed policy axis.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005396,2017,SB368,official_synopsis,local_non_generalizable,,,high,The measure concerns fire-protection fees and a referendum solely in Tallapoosa County's Union Volunteer Fire and Rescue District.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005397,2017,SB365,official_synopsis,local_non_generalizable,,,high,The bill addresses repeal and amendment of red-light enforcement laws specific to Montgomery.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005401,2017,HJR275,official_synopsis,symbolic,,,high,The resolution mourns the death of a named individual.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005404,2017,HB491,official_synopsis,map,tax_burden,increase,medium,It makes specified tax exemptions unavailable unless counties or municipalities affirmatively grant them.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005407,2017,HB492,official_synopsis,local_non_generalizable,,,high,The measure authorizes Escambia County to levy and distribute a local sales and use tax.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005410,2017,HB490,official_synopsis,local_non_generalizable,,,high,The bill concerns compensation for lost property-tax revenue in Coosa County arising from Forever Wild land.,gpt-5.6-luna,2026-09-08,frontier_manual_review
1005415,2017,HB488,official_synopsis,procedural,,,high,"The bill revises professional-board definitions, duties, and disciplinary provisions without a determinable ideological direction.",gpt-5.6-luna,2026-09-08,frontier_manual_review
1005419,2017,HB493,official_synopsis,multi_axis,education_teacher_labor;public_employee_compensation,restrict;reduce,medium,Removing paid administrative leave and discipline protections for charged school employees reduces employment protections and compensation safeguards.,gpt-5.6-luna,2026-09-08,frontier_manual_review
