chamber,district,specification,environment_baseline_margin,adjustment_vs_basic_100,incumbency_balance,national_swing,prior_pres_margin,swing_x_nonwhite,swing_x_white_college,dem_probability_calibrated,probability_specification
house,47,cmo_expectation__blend20,-7.568524953268264,-0.6203341455585858,0.0,,-7.568524953268264,,,0.2005698726680076,spline_margin_incumbency
house,50,cmo_expectation__blend20,-50.996272156600426,0.3530858565218956,0.0,,-50.996272156600426,,,0.007368340800706288,spline_margin_incumbency
house,63,cmo_expectation__blend20,-9.53728367985493,-1.3552254876165444,0.0,,-9.53728367985493,,,0.14288743956660907,spline_margin_incumbency
house,68,cmo_expectation__blend20,10.184112527617168,0.7372311072988325,0.0,,10.184112527617168,,,0.9507286623595385,spline_margin_incumbency
house,69,cmo_expectation__blend20,17.802148125920827,0.469287491012954,0.0,,17.802148125920827,,,0.9871160902689944,spline_margin_incumbency
house,70,cmo_expectation__blend20,47.45915554559466,-0.5584854915033731,0.0,,47.45915554559466,,,0.9959906310498019,spline_margin_incumbency
house,74,cmo_expectation__blend20,38.38978254204733,-0.1355627362779081,0.0,,38.38978254204733,,,0.997018302846615,spline_margin_incumbency
house,75,cmo_expectation__blend20,-19.54664483698326,-0.5876061196841257,0.0,,-19.54664483698326,,,0.03035291308147346,spline_margin_incumbency
house,80,cmo_expectation__blend20,-24.84489134710293,0.5752649270692122,0.0,,-24.84489134710293,,,0.01670998891960719,spline_margin_incumbency
house,82,cmo_expectation__blend20,39.8928592823381,-0.3525779648342166,0.0,,39.8928592823381,,,0.9969544450669704,spline_margin_incumbency
house,85,cmo_expectation__blend20,-16.909371534487025,0.4507165667902719,0.0,,-16.909371534487025,,,0.043556833407405335,spline_margin_incumbency
house,96,cmo_expectation__blend20,-36.93346358534288,-0.4976664207120621,0.0,,-36.93346358534288,,,0.008515028087578128,spline_margin_incumbency
house,99,cmo_expectation__blend20,37.54051421467255,-0.0241661610927288,0.0,,37.54051421467255,,,0.9970309341356973,spline_margin_incumbency
house,101,cmo_expectation__blend20,-20.775771163225823,-0.3731543698018513,0.0,,-20.775771163225823,,,0.026016174178780768,spline_margin_incumbency
senate,2,cmo_expectation__blend20,7.785205712362933,-0.8505392661588715,0.0,,7.785205712362933,,,0.9192671610479726,spline_margin_incumbency
senate,3,cmo_expectation__blend20,-31.547862751114376,-0.0794672047304018,0.0,,-31.547862751114376,,,0.010196272625209874,spline_margin_incumbency
senate,6,cmo_expectation__blend20,-44.66350272929869,0.5292411834937297,0.0,,-44.66350272929869,,,0.007903579982331127,spline_margin_incumbency
senate,7,cmo_expectation__blend20,-3.797023656217998,-0.6430835591505023,0.0,,-3.797023656217998,,,0.3713587258444812,spline_margin_incumbency
senate,8,cmo_expectation__blend20,-45.50926141103145,0.3028475569190427,0.0,,-45.50926141103145,,,0.007834902242694316,spline_margin_incumbency
senate,11,cmo_expectation__blend20,-41.19009151023272,0.4204555106568847,0.0,,-41.19009151023272,,,0.008175140447714571,spline_margin_incumbency
senate,13,cmo_expectation__blend20,-39.267986085811714,0.5446626101697859,0.0,,-39.267986085811714,,,0.008317556796007862,spline_margin_incumbency
senate,14,cmo_expectation__blend20,-35.493783960460775,-0.1518159912286663,0.0,,-35.493783960460775,,,0.008766837710578708,spline_margin_incumbency
senate,16,cmo_expectation__blend20,-17.690759421925797,-1.145504899828479,0.0,,-17.690759421925797,,,0.03897292199489258,spline_margin_incumbency
senate,22,cmo_expectation__blend20,-50.77283741052798,0.619899507413135,0.0,,-50.77283741052798,,,0.007387979747650393,spline_margin_incumbency
senate,23,cmo_expectation__blend20,15.16342773606899,0.6691565211571096,0.0,,15.16342773606899,,,0.980394770420803,spline_margin_incumbency
senate,25,cmo_expectation__blend20,-20.25492748297249,-0.0393384226863787,0.0,,-20.25492748297249,,,0.02774123015481801,spline_margin_incumbency
senate,28,cmo_expectation__blend20,13.322825239444947,0.5528705952352738,0.0,,13.322825239444947,,,0.9729479194156849,spline_margin_incumbency
senate,29,cmo_expectation__blend20,-49.89816402891618,0.3718784461482685,0.0,,-49.89816402891618,,,0.0074643785329221325,spline_margin_incumbency
senate,32,cmo_expectation__blend20,-46.04477429167842,-0.391757419226149,0.0,,-46.04477429167842,,,0.007790934425805771,spline_margin_incumbency
house,2,cmo_expectation__blend100,-55.95176122220588,1.819765306138315,0.0,,-55.95176122220588,,,0.0069214614809966464,spline_margin_incumbency
house,4,cmo_expectation__blend100,-27.15538373041596,-2.9551759388255405,0.0,,-27.15538373041596,,,0.013629542106455741,spline_margin_incumbency
house,5,cmo_expectation__blend100,-35.77630921967207,0.3258064407340484,0.0,,-35.77630921967207,,,0.008707292262400567,spline_margin_incumbency
house,8,cmo_expectation__blend100,-17.787380451929852,2.0132357653037687,0.0,,-17.787380451929852,,,0.038449929430938314,spline_margin_incumbency
house,10,cmo_expectation__blend100,5.444129567532011,-3.6444207648210414,0.0,,5.444129567532011,,,0.8669939395240396,spline_margin_incumbency
house,15,cmo_expectation__blend100,-9.193151915341062,-2.049795050778528,0.0,,-9.193151915341062,,,0.15161995810204912,spline_margin_incumbency
house,16,cmo_expectation__blend100,-62.67675220873654,4.623640507005367,0.0,,-62.67675220873654,,,0.006289637448741652,spline_margin_incumbency
house,19,cmo_expectation__blend100,40.019450396713054,-1.3790191411378243,0.0,,40.019450396713054,,,0.9969465693678896,spline_margin_incumbency
house,20,cmo_expectation__blend100,-20.99745308502688,-5.207410029077643,0.0,,-20.99745308502688,,,0.025327786236684434,spline_margin_incumbency
house,21,cmo_expectation__blend100,-12.605072401436296,-2.1572445650439533,0.0,,-12.605072401436296,,,0.08500620368509872,spline_margin_incumbency
house,25,cmo_expectation__blend100,-1.7041841591884372,-5.396822234341414,0.0,,-1.7041841591884372,,,0.49758347337096526,spline_margin_incumbency
house,28,cmo_expectation__blend100,-15.284104255058692,2.7802084210164395,0.0,,-15.284104255058692,,,0.05547859273109949,spline_margin_incumbency
house,32,cmo_expectation__blend100,12.37782072599726,1.752439664816535,0.0,,12.37782072599726,,,0.9678023136228779,spline_margin_incumbency
house,37,cmo_expectation__blend100,-35.44610078853424,1.5367140749907795,0.0,,-35.44610078853424,,,0.008777390792198206,spline_margin_incumbency
house,38,cmo_expectation__blend100,-30.481361463946374,3.985932224241571,0.0,,-30.481361463946374,,,0.010812517970449433,spline_margin_incumbency
house,40,cmo_expectation__blend100,-51.46734153864037,2.36689624218738,0.0,,-51.46734153864037,,,0.007326777028647513,spline_margin_incumbency
house,41,cmo_expectation__blend100,-36.666038628326746,1.1972395002083651,0.0,,-36.666038628326746,,,0.008552254054575164,spline_margin_incumbency
house,43,cmo_expectation__blend100,-40.44379936237031,-6.155059564104008,0.0,,-40.44379936237031,,,0.008231135364961272,spline_margin_incumbency
house,45,cmo_expectation__blend100,-36.76191013542389,-2.0007572004438536,0.0,,-36.76191013542389,,,0.008538418889466978,spline_margin_incumbency
house,47,cmo_expectation__blend100,-10.049861535502608,-3.1016707277929285,0.0,,-10.049861535502608,,,0.13083055682230177,spline_margin_incumbency
house,50,cmo_expectation__blend100,-49.58392873051284,1.7654292826094782,0.0,,-49.58392873051284,,,0.00749163315908929,spline_margin_incumbency
house,63,cmo_expectation__blend100,-14.958185630321108,-6.776127438082721,0.0,,-14.958185630321108,,,0.05833216681968935,spline_margin_incumbency
house,68,cmo_expectation__blend100,13.133036956812496,3.6861555364941614,0.0,,13.133036956812496,,,0.971998238527939,spline_margin_incumbency
house,69,cmo_expectation__blend100,19.679298089972644,2.3464374550647698,0.0,,19.679298089972644,,,0.9901406887614966,spline_margin_incumbency
house,70,cmo_expectation__blend100,45.22521357958117,-2.7924274575168653,0.0,,45.22521357958117,,,0.9963658590286419,spline_margin_incumbency
house,74,cmo_expectation__blend100,37.847531596935696,-0.6778136813895408,0.0,,37.847531596935696,,,0.9970282884447962,spline_margin_incumbency
house,75,cmo_expectation__blend100,-21.89706931571976,-2.938030598420628,0.0,,-21.89706931571976,,,0.02278782804610121,spline_margin_incumbency
house,80,cmo_expectation__blend100,-22.543831638826084,2.8763246353460605,0.0,,-22.543831638826084,,,0.021187323263309934,spline_margin_incumbency
house,82,cmo_expectation__blend100,38.48254742300124,-1.7628898241710829,0.0,,38.48254742300124,,,0.9970159113010343,spline_margin_incumbency
house,85,cmo_expectation__blend100,-15.10650526732594,2.2535828339513597,0.0,,-15.10650526732594,,,0.057012079511306886,spline_margin_incumbency
house,96,cmo_expectation__blend100,-38.92412926819112,-2.4883321035603103,0.0,,-38.92412926819112,,,0.008342402931270965,spline_margin_incumbency
house,99,cmo_expectation__blend100,37.44384957030164,-0.120830805463644,0.0,,37.44384957030164,,,0.9970313185473849,spline_margin_incumbency
house,101,cmo_expectation__blend100,-22.268388642433223,-1.8657718490092563,0.0,,-22.268388642433223,,,0.021847643968685562,spline_margin_incumbency
senate,2,cmo_expectation__blend100,4.383048647727447,-4.2526963307943575,0.0,,4.383048647727447,,,0.8331075856850033,spline_margin_incumbency
senate,3,cmo_expectation__blend100,-31.865731570035983,-0.3973360236520094,0.0,,-31.865731570035983,,,0.010034200693218188,spline_margin_incumbency
senate,6,cmo_expectation__blend100,-42.546537995323774,2.6462059174686487,0.0,,-42.546537995323774,,,0.008071178291188311,spline_margin_incumbency
senate,7,cmo_expectation__blend100,-6.369357892820007,-3.2154177957525114,0.0,,-6.369357892820007,,,0.2458450512850088,spline_margin_incumbency
senate,8,cmo_expectation__blend100,-44.29787118335528,1.5142377845952133,0.0,,-44.29787118335528,,,0.00793297361797432,spline_margin_incumbency
senate,11,cmo_expectation__blend100,-39.50826946760518,2.102277553284424,0.0,,-39.50826946760518,,,0.008300078687735787,spline_margin_incumbency
senate,13,cmo_expectation__blend100,-37.08933564513257,2.7233130508489296,0.0,,-37.08933564513257,,,0.008495285127083807,spline_margin_incumbency
senate,14,cmo_expectation__blend100,-36.10104792537544,-0.7590799561433315,0.0,,-36.10104792537544,,,0.00864506241659629,spline_margin_incumbency
senate,16,cmo_expectation__blend100,-22.272779021239717,-5.727524499142394,0.0,,-22.272779021239717,,,0.021836876718756847,spline_margin_incumbency
senate,22,cmo_expectation__blend100,-48.29323938087544,3.099497537065675,0.0,,-48.29323938087544,,,0.007602461024080228,spline_margin_incumbency
senate,23,cmo_expectation__blend100,17.840053820697428,3.345782605785548,0.0,,17.840053820697428,,,0.9871888271234549,spline_margin_incumbency
senate,25,cmo_expectation__blend100,-20.412281173718007,-0.1966921134318937,0.0,,-20.412281173718007,,,0.027203549277736005,spline_margin_incumbency
senate,28,cmo_expectation__blend100,15.534307620386045,2.7643529761763688,0.0,,15.534307620386045,,,0.9815739011349771,spline_margin_incumbency
senate,29,cmo_expectation__blend100,-48.4106502443231,1.8593922307413424,0.0,,-48.4106502443231,,,0.007592455638781229,spline_margin_incumbency
senate,32,cmo_expectation__blend100,-47.61180396858302,-1.9587870961307448,0.0,,-47.61180396858302,,,0.007660218500038361,spline_margin_incumbency
