state,year,chamber,district,heda_dem_votes,heda_rep_votes,heda_total_votes,dem_two_party_share,heda_dem_margin,precinct_fragment_rows,office,baseline_dem_votes,baseline_rep_votes,context_fragment_rows,split_context_rows,expected_context_groups,allocated_context_groups,incomplete_context_groups,baseline_dem_margin,baseline_allocation_quality,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,model_eligible_permissive,model_eligible,heda_dem_vote_delta,heda_rep_vote_delta,result_source,baseline_source,panel_source,baseline_office,minimum_party_vote_coverage,allocated_votes,source_votes,source_legislative_turnout,matched_legislative_turnout,legislative_turnout_join_coverage,cycle_gate,coverage_gate,allocated_context_votes,statewide_context_votes,minimum_party_context_footprint_share,staging_reconciliation_gate,reconciliation_status,legislative_turnout
AL,2010,house,90,8427.0,5753.0,14180.0,0.5942877291960508,0.1885754583921015,60.0,USS,5219.507693398281,9062.988764215625,60.0,4.0,60.0,60.0,0.0,-26.910429015148875,includes_turnout_share_allocation,8577.0,5855.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"newton, charles","hartin, jerry",8577.0,5855.0,18.860864745011085,45.77129376015996,1.0,True,True,True,-150.0,-102.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,house,91,5383.0,9754.0,15137.0,0.3556186826980247,-0.2887626346039506,34.0,USS,3348.0,11759.0,34.0,0.0,34.0,34.0,0.0,-55.67617660687099,whole_precincts,5383.0,9754.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"spicer, terry","moore, barry 2",5383.0,9754.0,-28.87626346039506,26.79991314647593,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,house,98,6751.0,3218.0,9969.0,0.6771993178854449,0.3543986357708897,14.0,USS,7635.9941751899,3752.9952880018473,14.0,6.0,14.0,14.0,0.0,34.09432329125931,includes_turnout_share_allocation,6767.0,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bracy, napoleon, jr","powe, sharon l",6767.0,3222.0,35.48903794173591,1.394714650476601,0.0,True,True,True,-16.0,-4.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,1,23178.0,18266.0,41444.0,0.5592606891226716,0.1185213782453431,61.0,USS,14991.755968778696,26212.383991429444,61.0,3.0,61.0,61.0,0.0,-27.231797662775605,includes_turnout_share_allocation,23178.0,18266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"irons, tammy l","freeman, jerry",23178.0,18266.0,11.852137824534312,39.08393548730992,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,2,23060.0,33050.0,56110.0,0.4109784352165389,-0.1780431295669221,46.0,USS,15593.691388115403,40742.925579423245,46.0,11.0,46.0,46.0,0.0,-44.64100889444411,includes_turnout_share_allocation,23060.0,33050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"butler, tom","holtzclaw, bill",23060.0,33050.0,-17.80431295669221,26.8366959377519,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,4,18733.0,25621.0,44354.0,0.4223519862921044,-0.1552960274157911,93.0,USS,10633.844335727785,33582.26952084955,93.0,6.0,93.0,93.0,0.0,-51.900592755751845,includes_turnout_share_allocation,18733.0,25621.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"little, zeb","bussman, paul",18733.0,25621.0,-15.529602741579112,36.37099001417273,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,5,12211.0,33488.0,45699.0,0.2672049716623996,-0.4655900566752007,86.0,USS,11261.185284571426,35092.291447082534,86.0,16.0,86.0,86.0,0.0,-51.41169086511536,includes_turnout_share_allocation,12213.0,33500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"wadsworth, brett","reed, greg j",12213.0,33500.0,-46.566622186248985,4.845068678866369,0.0,True,True,True,-2.0,-12.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,6,18691.0,16304.0,34995.0,0.5341048721245892,0.0682097442491784,131.0,USS,9800.652659920395,24867.75981352564,131.0,8.0,131.0,131.0,0.0,-43.46062042830994,includes_turnout_share_allocation,18692.0,16304.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"bedford, roger, jr","bonner, jim",18692.0,16304.0,6.823636987084238,50.28425741539417,1.0,True,True,True,-1.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,7,20819.0,25333.0,46152.0,0.4510963771884209,-0.0978072456231582,44.0,USS,18772.505190017306,27565.354780196143,44.0,12.0,44.0,44.0,0.0,-18.975519361124995,includes_turnout_share_allocation,20819.0,25333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"enfinger, jeff","sanford, paul l",20819.0,25333.0,-9.780724562315823,9.19479479880917,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,8,20016.0,20603.0,40619.0,0.4927743174376523,-0.0144513651246953,101.0,USS,11085.756576419828,29113.20727201532,101.0,5.0,101.0,101.0,0.0,-44.845560605904176,includes_turnout_share_allocation,20016.0,20603.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"barron, lowell","mcgill, shadrack",20016.0,20603.0,-1.445136512469534,43.40042409343464,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,9,13933.0,30834.0,43124.0,0.3112337212678982,-0.3775325574642035,63.0,USS,8100.112626796855,36868.81100919367,63.0,12.0,63.0,63.0,0.0,-63.97462081874696,includes_turnout_share_allocation,13933.0,30834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mitchell, tim","scofield, clay",13933.0,30834.0,-37.75325574642036,26.2213650723266,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,10,17459.0,20249.0,37708.0,0.4630051978360029,-0.073989604327994,62.0,USS,11353.139240506329,26247.30379746836,62.0,2.0,62.0,62.0,0.0,-39.6116730377874,includes_turnout_share_allocation,17459.0,20249.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"means, larry","williams, phil 2",17459.0,20249.0,-7.398960432799406,32.21271260498799,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,13,18443.0,18800.0,37243.0,0.4952071530220444,-0.0095856939559111,101.0,USS,11910.117630791863,25022.4117169553,101.0,6.0,101.0,101.0,0.0,-35.503374173757386,includes_turnout_share_allocation,18443.0,18800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"varner, greg","dial, gerald",18443.0,18800.0,-0.9585693955911178,34.54480477816627,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,17,8969.0,38774.0,47743.0,0.1878600004189095,-0.6242799991621808,55.0,USS,8050.26950024448,40463.35023138645,55.0,21.0,55.0,55.0,0.0,-66.81233210476894,includes_turnout_share_allocation,8973.0,38777.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"hudson, t e (tommy)","beason, scott",8973.0,38777.0,-62.41675392670157,4.395578178067368,-1.0,True,True,True,-4.0,-3.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
AL,2010,senate,22,24785.0,19939.0,44724.0,0.5541767283784993,0.1083534567569984,142.0,USS,15146.852326543143,32761.56684250772,142.0,26.0,142.0,142.0,0.0,-36.76747181702834,includes_turnout_share_allocation,24785.0,19939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"keahy, marc","joyner, danny b 1",24785.0,19939.0,10.835345675699848,47.602817492728185,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
