file,class,linked_by,producer,upstream,bytes_match,mtime,embedded_run_id,proposal
docs/data/alabama_war_forecast_v1_manifest.json,active,index.html (embedded ledger); methodology.html,scripts/build_2026_forecast_dashboard.py,data/processed/forecast_calibration/alabama_war_forecast_v1_manifest.json,True,2026-09-11T14:27:39Z,build 368bb272a990ff436e56; warehouse RUN-504CE4C4DF904D88A5A40D268F3FCEAB,keep
docs/data/alabama_war_v1_candidate_cycle_war.csv,active,index.html (embedded source ledger); methodology.html,scripts/build_war_story_page.py; scripts/build_2026_forecast_dashboard.py,data/processed/war/alabama_war_v1/candidate_cycle_war.csv,True,2026-09-11T14:27:35Z,AL-WAR-V1-C00FF05BC2BE58E16087 (derived); source WAR-POST2016-V3-530FBD4238CC483E557C,keep
docs/data/canonical_cmo_candidates.csv,active,index.html (embedded source ledger),scripts/build_2026_forecast_dashboard.py,data/processed/elections/canonical_cmo_candidates.csv (built by scripts/build_canonical_cmo_features.py),True,2026-09-11T15:47:41Z,none,keep
docs/data/next_forecast_tournament_region_features.csv,active,index.html (embedded source ledger),scripts/build_2026_forecast_dashboard.py,data/processed/war/next_forecast_tournament_region_features.csv (built by scripts/run_next_forecast_tournaments.py),True,2026-08-21T14:58:37Z,none,keep
docs/data/polling_environment.csv,active,index.html (embedded source ledger),scripts/build_2026_forecast_dashboard.py,data/processed/polling/votehub_silver_bplus_topline_environment.csv (built by scripts/build_silver_bplus_polling_environment.py),True,2026-08-19T04:57:27Z,none,keep
docs/data/robust_forecast_v1_error_components.csv,active,methodology.html,scripts/build_2026_forecast_dashboard.py,data/processed/forecast_calibration/robust_forecast_v1_error_components.csv,True,2026-08-23T01:54:33Z,none,keep
docs/data/southern_historical_war_v1_candidate_cycle_war.csv,active,southern-war-methodology.html,scripts/build_southern_war_map.py,data/processed/war/southern_historical_war_v1/candidate_cycle_war.csv,True,2026-09-11T14:28:19Z,WAR-SOUTH-HIST-V1-6D84680E7B757B057AF1,keep
docs/data/southern_historical_war_v1_coverage.csv,active,southern-war-methodology.html,scripts/build_southern_war_map.py,data/processed/war/southern_historical_war_v1/coverage.csv,True,2026-09-11T14:28:19Z,WAR-SOUTH-HIST-V1-6D84680E7B757B057AF1,keep
docs/data/southern_historical_war_v1_manifest.json,active,southern-war.html; southern-war-methodology.html,scripts/build_southern_war_map.py,data/processed/war/southern_historical_war_v1/manifest.json,True,2026-09-11T14:28:19Z,WAR-SOUTH-HIST-V1-6D84680E7B757B057AF1; source WAR-POST2016-V3-530FBD4238CC483E557C; warehouse RUN-504CE4C4DF904D88A5A40D268F3FCEAB,keep
docs/data/southern_historical_war_v1_race_war.csv,active,southern-war.html; southern-war-methodology.html,scripts/build_southern_war_map.py,data/processed/war/southern_historical_war_v1/race_war.csv,True,2026-09-11T14:28:19Z,WAR-SOUTH-HIST-V1-6D84680E7B757B057AF1,keep
docs/data/southern_historical_war_v1_state_release_coverage.csv,active,southern-war-methodology.html,scripts/build_southern_war_map.py,data/processed/war/southern_historical_war_v1/state_release_coverage.csv,True,2026-09-11T14:28:19Z,WAR-SOUTH-HIST-V1-6D84680E7B757B057AF1; source WAR-POST2016-V3-530FBD4238CC483E557C,keep
docs/data/southern_legislative_geography_manifest.csv,active,southern-war-methodology.html,scripts/build_southern_war_map.py,data/processed/source_audits/southern_legislative_geography_manifest.csv,True,2026-09-05T22:05:30Z,none,keep
docs/data/southern_war_map_join_audit.csv,active,southern-war.html; southern-war-methodology.html,scripts/build_southern_war_map.py (direct write),generated in place from payload joinAudit,n/a,2026-09-11T16:00:28Z,WAR-SOUTH-HIST-V1-6D84680E7B757B057AF1,keep
docs/data/southern_war_map_payload.json,active,southern-war.html (fetch),scripts/build_southern_war_map.py (direct write),generated in place by build_southern_war_map.build_payload,n/a,2026-09-11T16:00:28Z,WAR-SOUTH-HIST-V1-6D84680E7B757B057AF1; WAR-POST2016-V3-530FBD4238CC483E557C; RUN-504CE4C4DF904D88A5A40D268F3FCEAB,keep
docs/data/alabama_war_forecast_v1_2026_full_uncertainty.csv,unlinked_current,none,scripts/build_2026_forecast_dashboard.py,data/processed/forecast_calibration/alabama_war_forecast_v1_2026_full_uncertainty.csv,True,2026-09-11T14:27:39Z,none,keep; optionally link from methodology.html (forecast uncertainty detail). Pinned byte-parity by scripts/tests/test_published_site_consistency.py::test_publication_exports_match_current_model_outputs; removal needs that test updated
docs/data/alabama_war_forecast_v1_2026_modeled_seats.csv,unlinked_current,none,scripts/build_2026_forecast_dashboard.py,data/processed/forecast_calibration/alabama_war_forecast_v1_2026_modeled_seats.csv,True,2026-09-11T14:27:39Z,none,keep; optionally link from methodology.html (seat accounting). Pinned byte-parity by scripts/tests/test_published_site_consistency.py::test_publication_exports_match_current_model_outputs; removal needs that test updated
docs/data/alabama_war_forecast_v1_probability_families.csv,unlinked_current,none,scripts/build_2026_forecast_dashboard.py,data/processed/forecast_calibration/alabama_war_forecast_v1_probability_families.csv,True,2026-09-11T14:27:39Z,none,keep; optionally link from methodology.html (probability-family comparison). Pinned byte-parity by scripts/tests/test_published_site_consistency.py::test_publication_exports_match_current_model_outputs; removal needs that test updated
docs/data/alabama_war_v1_coverage.csv,unlinked_current,none,scripts/build_war_story_page.py; scripts/build_2026_forecast_dashboard.py,data/processed/war/alabama_war_v1/coverage.csv,True,2026-09-11T14:27:35Z,none,keep; optionally link from cmo.html downloads. Pinned byte-parity by scripts/tests/test_published_site_consistency.py::test_publication_exports_match_current_model_outputs; removal needs that test updated
docs/data/alabama_war_v1_manifest.json,unlinked_current,none,scripts/build_war_story_page.py; scripts/build_2026_forecast_dashboard.py,data/processed/war/alabama_war_v1/manifest.json,True,2026-09-11T14:27:35Z,AL-WAR-V1-C00FF05BC2BE58E16087; source WAR-POST2016-V3-530FBD4238CC483E557C,keep; optionally link from cmo.html downloads. Pinned byte-parity by scripts/tests/test_published_site_consistency.py::test_publication_exports_match_current_model_outputs; removal needs that test updated
docs/data/alabama_war_v1_race_war.csv,unlinked_current,none,scripts/build_war_story_page.py; scripts/build_2026_forecast_dashboard.py,data/processed/war/alabama_war_v1/race_war.csv,True,2026-09-11T14:27:35Z,AL-WAR-V1-C00FF05BC2BE58E16087 (derived); source WAR-POST2016-V3-530FBD4238CC483E557C,keep; optionally link from cmo.html/methodology.html downloads. Pinned byte-parity by scripts/tests/test_published_site_consistency.py::test_publication_exports_match_current_model_outputs and read by test_public_cmo_and_forecast_row_counts + test_grimsley_public_war_is_corrected_race_residual; removal needs those tests updated
docs/data/poll_source_manifest.csv,unlinked_current,none,scripts/build_2026_forecast_dashboard.py,data/raw/polling/silver_recent/manifest.csv (raw polling download manifest),True,2026-08-15T07:31:03Z,none,"link from methodology.html as polling provenance (preferred), or remove from docs/data by deleting the copy line scripts/build_2026_forecast_dashboard.py:475; no test pins it"
docs/data/rdh_2024_sld_cvap.csv,unlinked_current,none,scripts/build_2026_forecast_dashboard.py,data/processed/demographics/rdh_2024_sld_cvap.csv (built by scripts/build_rdh_2024_demographics.py),True,2026-08-17T05:07:00Z,none,"remove from docs/data (model input, not a published product) by deleting the copy line scripts/build_2026_forecast_dashboard.py:477; no test pins it. Alternative: link as a demographics source"
docs/data/cmo_benchmark_diagnostics.csv,superseded,none,scripts/fit_preliminary_war_model.py (no live docs/data copier),data/processed/war/cmo_benchmark_diagnostics.csv,True,2026-08-21T15:21:36Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream diagnostic export, which is retained. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_diagnostics.csv,superseded,none,scripts/fit_preliminary_war_model.py (no live docs/data copier),data/processed/war/cmo_diagnostics.csv,True,2026-08-21T15:21:36Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream diagnostic export, which is retained. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_forward_interval_calibration.csv,superseded,none,scripts/calibrate_forward_cmo_uncertainty.py (no live docs/data copier),data/processed/war/cmo_forward_interval_calibration.csv,True,2026-08-21T15:21:36Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream calibration export, which is retained. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_forward_validation.csv,superseded,none,scripts/fit_preliminary_war_model.py (no live docs/data copier),data/processed/war/cmo_forward_validation.csv,True,2026-08-21T15:21:36Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream diagnostic export, which is retained. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_methodology_v5.md,superseded,none,none; source project_docs/model/CMO_METHODOLOGY_V5.md,project_docs/model/CMO_METHODOLOGY_V5.md,False,2026-08-22T03:36:36Z,none,"remove from docs/data (publication action requiring owner authorization). STALE snapshot (2,216 B vs the current 2,366 B source); the source remains in project_docs/model/. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_methodology_v6.md,superseded,none,scripts/build_war_story_page.py dead `if False` block only,project_docs/model/CMO_METHODOLOGY_V6_SOUTHERN_PRIOR.md,True,2026-08-23T01:48:54Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the source document, which remains in project_docs/model/. Last copied to docs/data only by the dead `if False` publisher block in scripts/build_war_story_page.py (lines ~878-913), which still names cmo_v6_* and cmo_methodology_v6.md; it never executes. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_model_card.md,superseded,none,scripts/build_war_story_page.py dead `if False` block only,project_docs/model/CMO_MODEL_CARD.md,True,2026-08-21T21:01:48Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the source document, which remains in project_docs/model/. Last copied to docs/data only by the dead `if False` publisher block in scripts/build_war_story_page.py (lines ~878-913), which still names cmo_v6_* and cmo_methodology_v6.md; it never executes. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v4_candidates.csv,superseded,none,scripts/rebuild_cmo_war_analogue.py (no live docs/data copier),data/processed/war/cmo_v4_candidates.csv,True,2026-08-22T00:04:41Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream compatibility export, which is retained. data_catalog.csv entry `published_cmo_v4_data` (and scripts/build_data_catalog.py ASSETS) must be updated/re-pointed in the same change; the upstream data/processed/war/cmo_v4_* files stay. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v4_coefficients.csv,superseded,none,scripts/rebuild_cmo_war_analogue.py (no live docs/data copier),data/processed/war/cmo_v4_coefficients.csv,True,2026-08-22T00:04:41Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream compatibility export, which is retained. data_catalog.csv entry `published_cmo_v4_data` (and scripts/build_data_catalog.py ASSETS) must be updated/re-pointed in the same change; the upstream data/processed/war/cmo_v4_* files stay. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v4_components.csv,superseded,none,scripts/rebuild_cmo_war_analogue.py (no live docs/data copier),data/processed/war/cmo_v4_components.csv,True,2026-08-22T00:04:41Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream compatibility export, which is retained. data_catalog.csv entry `published_cmo_v4_data` (and scripts/build_data_catalog.py ASSETS) must be updated/re-pointed in the same change; the upstream data/processed/war/cmo_v4_* files stay. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v4_construct_validity.csv,superseded,none,scripts/rebuild_cmo_war_analogue.py (no live docs/data copier),data/processed/war/cmo_v4_construct_validity.csv,True,2026-08-22T00:04:41Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream compatibility export, which is retained. data_catalog.csv entry `published_cmo_v4_data` (and scripts/build_data_catalog.py ASSETS) must be updated/re-pointed in the same change; the upstream data/processed/war/cmo_v4_* files stay. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v4_cycle_diagnostics.csv,superseded,none,scripts/rebuild_cmo_war_analogue.py (no live docs/data copier),data/processed/war/cmo_v4_cycle_diagnostics.csv,True,2026-08-22T00:04:41Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream compatibility export, which is retained. data_catalog.csv entry `published_cmo_v4_data` (and scripts/build_data_catalog.py ASSETS) must be updated/re-pointed in the same change; the upstream data/processed/war/cmo_v4_* files stay. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v4_model_tournament.csv,superseded,none,scripts/rebuild_cmo_war_analogue.py (no live docs/data copier),data/processed/war/cmo_v4_model_tournament.csv,True,2026-08-22T00:04:41Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream compatibility export, which is retained. data_catalog.csv entry `published_cmo_v4_data` (and scripts/build_data_catalog.py ASSETS) must be updated/re-pointed in the same change; the upstream data/processed/war/cmo_v4_* files stay. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v4_provenance.csv,superseded,none,scripts/rebuild_cmo_war_analogue.py (no live docs/data copier),data/processed/war/cmo_v4_provenance.csv,True,2026-08-22T00:04:41Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream compatibility export, which is retained. data_catalog.csv entry `published_cmo_v4_data` (and scripts/build_data_catalog.py ASSETS) must be updated/re-pointed in the same change; the upstream data/processed/war/cmo_v4_* files stay. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v4_races.csv,superseded,none,scripts/rebuild_cmo_war_analogue.py (no live docs/data copier),data/processed/war/cmo_v4_races.csv,True,2026-08-22T00:04:41Z,none,"remove from docs/data (publication action requiring owner authorization). Byte-identical duplicate of the upstream compatibility export, which is retained. data_catalog.csv entry `published_cmo_v4_data` (and scripts/build_data_catalog.py ASSETS) must be updated/re-pointed in the same change; the upstream data/processed/war/cmo_v4_* files stay. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v5_candidate_effects.csv,superseded,none,scripts/rebuild_cmo_candidate_quality_v5.py (no live docs/data copier),data/processed/war/cmo_v5_candidate_effects.csv,False,2026-08-22T03:36:36Z,none,remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-22 snapshot; the upstream export was rebuilt 2026-09-11 and diverges in bytes. The upstream data/processed/war/cmo_v5_* files remain required compatibility inputs for the live Alabama historical builder. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label.
docs/data/cmo_v5_candidates.csv,superseded,none,scripts/rebuild_cmo_candidate_quality_v5.py (no live docs/data copier),data/processed/war/cmo_v5_candidates.csv,False,2026-08-22T03:36:36Z,none,remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-22 snapshot; the upstream export was rebuilt 2026-09-11 and diverges in bytes. The upstream data/processed/war/cmo_v5_* files remain required compatibility inputs for the live Alabama historical builder. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label.
docs/data/cmo_v5_case_studies.csv,superseded,none,scripts/rebuild_cmo_candidate_quality_v5.py (no live docs/data copier),data/processed/war/cmo_v5_case_studies.csv,False,2026-08-22T03:36:36Z,none,remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-22 snapshot; the upstream export was rebuilt 2026-09-11 and diverges in bytes. The upstream data/processed/war/cmo_v5_* files remain required compatibility inputs for the live Alabama historical builder. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label.
docs/data/cmo_v5_incumbency_transitions.csv,superseded,none,scripts/rebuild_cmo_candidate_quality_v5.py (no live docs/data copier),data/processed/war/cmo_v5_incumbency_transitions.csv,False,2026-08-22T03:36:36Z,none,remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-22 snapshot; the upstream export was rebuilt 2026-09-11 and diverges in bytes. The upstream data/processed/war/cmo_v5_* files remain required compatibility inputs for the live Alabama historical builder. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label.
docs/data/cmo_v5_model_tournament.csv,superseded,none,scripts/rebuild_cmo_candidate_quality_v5.py (no live docs/data copier),data/processed/war/cmo_v5_model_tournament.csv,False,2026-08-22T03:36:36Z,none,remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-22 snapshot; the upstream export was rebuilt 2026-09-11 and diverges in bytes. The upstream data/processed/war/cmo_v5_* files remain required compatibility inputs for the live Alabama historical builder. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label.
docs/data/cmo_v5_party_symmetry.csv,superseded,none,scripts/rebuild_cmo_candidate_quality_v5.py (no live docs/data copier),data/processed/war/cmo_v5_party_symmetry.csv,False,2026-08-22T03:36:36Z,none,remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-22 snapshot; the upstream export was rebuilt 2026-09-11 and diverges in bytes. The upstream data/processed/war/cmo_v5_* files remain required compatibility inputs for the live Alabama historical builder. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label.
docs/data/cmo_v5_provenance.csv,superseded,none,scripts/rebuild_cmo_candidate_quality_v5.py (no live docs/data copier),data/processed/war/cmo_v5_provenance.csv,False,2026-08-22T03:36:36Z,none,remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-22 snapshot; the upstream export was rebuilt 2026-09-11 and diverges in bytes. The upstream data/processed/war/cmo_v5_* files remain required compatibility inputs for the live Alabama historical builder. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label.
docs/data/cmo_v5_races.csv,superseded,none,scripts/rebuild_cmo_candidate_quality_v5.py (no live docs/data copier),data/processed/war/cmo_v5_races.csv,False,2026-08-22T03:36:36Z,none,remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-22 snapshot; the upstream export was rebuilt 2026-09-11 and diverges in bytes. The upstream data/processed/war/cmo_v5_* files remain required compatibility inputs for the live Alabama historical builder. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label.
docs/data/cmo_v6_southern_candidates.csv,superseded,none,scripts/rebuild_cmo_southern_prior_v6.py (no live docs/data copier),data/processed/war/cmo_v6_southern_candidates.csv,False,2026-08-26T13:53:28Z,none,"remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-26 snapshot; the upstream bundle was rebuilt 2026-09-11 and diverges. Upstream data/processed/war/cmo_v6_southern_* is the retained legacy compatibility bundle. Last copied to docs/data only by the dead `if False` publisher block in scripts/build_war_story_page.py (lines ~878-913), which still names cmo_v6_* and cmo_methodology_v6.md; it never executes. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v6_southern_case_studies.csv,superseded,none,scripts/rebuild_cmo_southern_prior_v6.py (no live docs/data copier),data/processed/war/cmo_v6_southern_case_studies.csv,False,2026-08-26T13:53:28Z,none,"remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-26 snapshot; the upstream bundle was rebuilt 2026-09-11 and diverges. Upstream data/processed/war/cmo_v6_southern_* is the retained legacy compatibility bundle. Last copied to docs/data only by the dead `if False` publisher block in scripts/build_war_story_page.py (lines ~878-913), which still names cmo_v6_* and cmo_methodology_v6.md; it never executes. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v6_southern_manifest.json,superseded,none,scripts/rebuild_cmo_southern_prior_v6.py (no live docs/data copier),data/processed/war/cmo_v6_southern_manifest.json,False,2026-08-26T13:53:28Z,"manifest carries build_id/code_inputs, no WAR run id","remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-26 snapshot; the upstream bundle was rebuilt 2026-09-11 and diverges. Upstream data/processed/war/cmo_v6_southern_* is the retained legacy compatibility bundle. Last copied to docs/data only by the dead `if False` publisher block in scripts/build_war_story_page.py (lines ~878-913), which still names cmo_v6_* and cmo_methodology_v6.md; it never executes. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v6_southern_quality.csv,superseded,none,scripts/rebuild_cmo_southern_prior_v6.py (no live docs/data copier),data/processed/war/cmo_v6_southern_quality.csv,False,2026-08-26T13:53:28Z,none,"remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-26 snapshot; the upstream bundle was rebuilt 2026-09-11 and diverges. Upstream data/processed/war/cmo_v6_southern_* is the retained legacy compatibility bundle. Last copied to docs/data only by the dead `if False` publisher block in scripts/build_war_story_page.py (lines ~878-913), which still names cmo_v6_* and cmo_methodology_v6.md; it never executes. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v6_southern_races.csv,superseded,none,scripts/rebuild_cmo_southern_prior_v6.py (no live docs/data copier),data/processed/war/cmo_v6_southern_races.csv,False,2026-08-26T13:53:28Z,none,"remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-26 snapshot; the upstream bundle was rebuilt 2026-09-11 and diverges. Upstream data/processed/war/cmo_v6_southern_* is the retained legacy compatibility bundle. Last copied to docs/data only by the dead `if False` publisher block in scripts/build_war_story_page.py (lines ~878-913), which still names cmo_v6_* and cmo_methodology_v6.md; it never executes. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
docs/data/cmo_v6_southern_validation.csv,superseded,none,scripts/rebuild_cmo_southern_prior_v6.py (no live docs/data copier),data/processed/war/cmo_v6_southern_validation.csv,False,2026-08-26T13:53:28Z,none,"remove from docs/data (publication action requiring owner authorization). STALE: the docs copy is a 2026-08-26 snapshot; the upstream bundle was rebuilt 2026-09-11 and diverges. Upstream data/processed/war/cmo_v6_southern_* is the retained legacy compatibility bundle. Last copied to docs/data only by the dead `if False` publisher block in scripts/build_war_story_page.py (lines ~878-913), which still names cmo_v6_* and cmo_methodology_v6.md; it never executes. Alternative if old public URLs must keep resolving: move under docs/data/superseded/ with an explicit superseded label."
