cycle,chamber,district,regional_features_available,region_auburn_city_share,region_birmingham_city_share,region_birmingham_educated_suburbs_share,region_black_belt_share,region_huntsville_city_share,region_madison_county_remainder_share,region_madison_city_share,region_mobile_city_share,region_other_alabama_share,region_shelby_county_remainder_share,region_tuscaloosa_city_share
2018,house,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,37,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018,house,42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,43,1,0.0,0.0,0.1834705918218273,0.0,0.0,0.0,0.0,0.0,0.0,0.8165294081781728,0.0
2018,house,44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,45,1,0.0,0.20533951283894772,0.06478914553558715,0.0,0.0,0.0,0.0,0.0,0.29112856480555854,0.43874277681990653,0.0
2018,house,46,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,house,47,1,0.0,0.0,0.9364257344238972,0.0,0.0,0.0,0.0,0.0,0.06357426557610274,0.0,0.0
2018,house,48,1,0.0,0.31638336070004136,0.6836166392999585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,house,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6163018750574543,0.3836981249425458,0.0
2018,house,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,52,1,0.0,0.752457658686132,0.24754234131386804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,house,53,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,house,54,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,house,55,1,0.0,0.8629646508752363,0.0,0.0,0.0,0.0,0.0,0.0,0.13703534912476362,0.0,0.0
2018,house,56,1,0.0,0.28037069603956255,0.0,0.0,0.0,0.0,0.0,0.0,0.7196293039604376,0.0,0.0
2018,house,57,1,0.0,0.12411382832497649,0.0,0.0,0.0,0.0,0.0,0.0,0.8758861716750236,0.0,0.0
2018,house,58,1,0.0,0.5450797378221504,0.0,0.0,0.0,0.0,0.0,0.0,0.45492026217784964,0.0,0.0
2018,house,59,1,0.0,0.7999788317250541,0.0,0.0,0.0,0.0,0.0,0.0,0.20002116827494593,0.0,0.0
2018,house,60,1,0.0,0.5695315099891444,0.0,0.0,0.0,0.0,0.0,0.0,0.43046849001085563,0.0,0.0
2018,house,61,1,0.0,0.0,0.0,0.44228544162034095,0.0,0.0,0.0,0.0,0.5577145583796591,0.0,0.0
2018,house,62,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932274016634557,0.0,0.06772598336544307
2018,house,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3576075531048667,0.0,0.6423924468951333
2018,house,64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,65,1,0.0,0.0,0.0,0.3155227347909888,0.0,0.0,0.0,0.0,0.6844772652090112,0.0,0.0
2018,house,66,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,67,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,house,68,1,0.0,0.0,0.0,0.1952153992848238,0.0,0.0,0.0,0.0,0.8047846007151762,0.0,0.0
2018,house,69,1,0.0,0.0,0.0,0.37198563293736425,0.0,0.0,0.0,0.0,0.6280143670626357,0.0,0.0
2018,house,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23921940085535284,0.0,0.760780599144647
2018,house,71,1,0.0,0.0,0.0,0.36532733489526853,0.0,0.0,0.0,0.0,0.24220744270016442,0.0,0.392465222404567
2018,house,72,1,0.0,0.0,0.0,0.853300406786449,0.0,0.0,0.0,0.0,0.14669959321355092,0.0,0.0
2018,house,73,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018,house,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,76,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,77,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,79,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,house,80,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,81,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,82,1,0.09832334470932057,0.0,0.0,0.37779813483462604,0.0,0.0,0.0,0.0,0.5238785204560533,0.0,0.0
2018,house,83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,84,1,0.0,0.0,0.0,0.22482406004872646,0.0,0.0,0.0,0.0,0.7751759399512735,0.0,0.0
2018,house,85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,86,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,87,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,88,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,89,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,90,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,91,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,92,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,93,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,96,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8460188027524468,0.15398119724755327,0.0,0.0
2018,house,98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07099299686462035,0.9290070031353798,0.0,0.0
2018,house,99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8377306704720973,0.16226932952790274,0.0,0.0
2018,house,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33363299705501326,0.6663670029449867,0.0,0.0
2018,house,101,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839297463534274,0.16070253646572594,0.0,0.0
2018,house,102,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,house,103,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018,house,104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076337438980889,0.3923662561019111,0.0,0.0
2018,house,105,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,1,1,0.0,0.0,0.0,0.0,0.07365997813478212,0.11372624288452059,0.0,0.0,0.8126137789806973,0.0,0.0
2018,senate,2,1,0.0,0.0,0.0,0.0,0.21301137603385786,0.26247912988093347,0.30597395957905016,0.0,0.2185355345061585,0.0,0.0
2018,senate,3,1,0.0,0.0,0.0,0.0,0.12070784426986367,0.11094642244621485,0.0,0.0,0.7683457332839215,0.0,0.0
2018,senate,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,7,1,0.0,0.0,0.0,0.0,0.7505467319381663,0.24945326806183368,0.0,0.0,0.0,0.0,0.0
2018,senate,8,1,0.0,0.0,0.0,0.0,0.03934084198744133,0.18852970684322162,0.0,0.0,0.7721294511693371,0.0,0.0
2018,senate,9,1,0.0,0.0,0.0,0.0,0.1004710352628448,0.06805916960201183,0.0,0.0,0.8314697951351434,0.0,0.0
2018,senate,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426013229468658,0.2573986770531342,0.0
2018,senate,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4128249741145042,0.5871750258854959,0.0
2018,senate,15,1,0.0,0.13650915037770275,0.24587155602218655,0.0,0.0,0.0,0.0,0.0,0.2515752926153118,0.3660440009847989,0.0
2018,senate,16,1,0.0,0.04244351624235472,0.7620462419638694,0.0,0.0,0.0,0.0,0.0,0.021898171494069495,0.17361207029970638,0.0
2018,senate,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,18,1,0.0,0.7573722743353949,0.10867912444539857,0.0,0.0,0.0,0.0,0.0,0.1339486012192065,0.0,0.0
2018,senate,19,1,0.0,0.19527281732287285,0.0,0.0,0.0,0.0,0.0,0.0,0.8047271826771272,0.0,0.0
2018,senate,20,1,0.0,0.5419609860597335,0.0,0.0,0.0,0.0,0.0,0.0,0.45803901394026647,0.0,0.0
2018,senate,21,1,0.0,0.0,0.0,0.09031402305665859,0.0,0.0,0.0,0.0,0.5569495340055037,0.0,0.3527364429378377
2018,senate,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,23,1,0.0,0.0,0.0,0.618587297891777,0.0,0.0,0.0,0.0,0.38141270210822315,0.0,0.0
2018,senate,24,1,0.0,0.0,0.0,0.47550946290876545,0.0,0.0,0.0,0.0,0.20910219061535262,0.0,0.31538834647588193
2018,senate,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,27,1,0.37536051948330723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6246394805166928,0.0,0.0
2018,senate,28,1,0.0,0.0,0.0,0.21278866918492667,0.0,0.0,0.0,0.0,0.7872113308150733,0.0,0.0
2018,senate,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,senate,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055781024148387,0.1944218975851613,0.0,0.0
2018,senate,34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28614618473617254,0.7138538152638275,0.0,0.0
2018,senate,35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4093274563294968,0.5906725436705033,0.0,0.0
2022,house,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,4,1,0.0,0.0,0.0,0.0,0.19587451681339502,0.0,0.2111746499081923,0.0,0.5929508332784126,0.0,0.0
2022,house,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,6,1,0.0,0.0,0.0,0.0,0.0,0.6342479143775753,0.0,0.0,0.3657520856224248,0.0,0.0
2022,house,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,10,1,0.0,0.0,0.0,0.0,0.3854135735400637,0.36356655240211616,0.25101987405782006,0.0,0.0,0.0,0.0
2022,house,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,15,1,0.0,0.0,0.28051180119549873,0.0,0.0,0.0,0.0,0.0,0.44134903314090895,0.2781391656635923,0.0
2022,house,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,19,1,0.0,0.0,0.0,0.0,0.7874759907464056,0.21252400925359424,0.0,0.0,0.0,0.0,0.0
2022,house,20,1,0.0,0.0,0.0,0.0,0.8776649473447062,0.12233505265529367,0.0,0.0,0.0,0.0,0.0
2022,house,21,1,0.0,0.0,0.0,0.0,0.43015020952300886,0.569849790476991,0.0,0.0,0.0,0.0,0.0
2022,house,22,1,0.0,0.0,0.0,0.0,0.16957550915655242,0.7677252001746069,0.0,0.0,0.0626992906688406,0.0,0.0
2022,house,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,25,1,0.0,0.0,0.0,0.0,0.35863816372564533,0.1899264355124232,0.4514354007619315,0.0,0.0,0.0,0.0
2022,house,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,37,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022,house,42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,43,1,0.0,0.0,0.18764330344514588,0.0,0.0,0.0,0.0,0.0,0.0,0.8123566965548541,0.0
2022,house,44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,45,1,0.0,0.15833239292845633,0.030612639028216607,0.0,0.0,0.0,0.0,0.0,0.3527415366661913,0.4583134313771357,0.0
2022,house,46,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,house,47,1,0.0,0.0,0.9394063415525937,0.0,0.0,0.0,0.0,0.0,0.06059365844740625,0.0,0.0
2022,house,48,1,0.0,0.11298966510834645,0.6979384211753948,0.0,0.0,0.0,0.0,0.0,0.0,0.1890719137162586,0.0
2022,house,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025025373448176,0.5974974626551824,0.0
2022,house,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,52,1,0.0,0.6884872958830341,0.23054293943616327,0.0,0.0,0.0,0.0,0.0,0.08096976468080257,0.0,0.0
2022,house,53,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,house,54,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,house,55,1,0.0,0.8757914586269945,0.0,0.0,0.0,0.0,0.0,0.0,0.12420854137300555,0.0,0.0
2022,house,56,1,0.0,0.26313452967399276,0.0,0.0,0.0,0.0,0.0,0.0,0.7368654703260071,0.0,0.0
2022,house,57,1,0.0,0.14978686203563657,0.0,0.0,0.0,0.0,0.0,0.0,0.8502131379643635,0.0,0.0
2022,house,58,1,0.0,0.4345284242965889,0.0,0.0,0.0,0.0,0.0,0.0,0.5654715757034111,0.0,0.0
2022,house,59,1,0.0,0.6101101976370001,0.0,0.0,0.0,0.0,0.0,0.0,0.38988980236299975,0.0,0.0
2022,house,60,1,0.0,0.4646109968207114,0.0,0.0,0.0,0.0,0.0,0.0,0.5353890031792886,0.0,0.0
2022,house,61,1,0.0,0.0,0.0,0.31728692273923825,0.0,0.0,0.0,0.0,0.6827130772607617,0.0,0.0
2022,house,62,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9322669661764714,0.0,0.06773303382352856
2022,house,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09562551786264986,0.0,0.9043744821373502
2022,house,64,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,65,1,0.0,0.0,0.0,0.24928843682870416,0.0,0.0,0.0,0.0,0.7507115631712957,0.0,0.0
2022,house,66,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,67,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,house,68,1,0.0,0.0,0.0,0.18802879165131997,0.0,0.0,0.0,0.0,0.81197120834868,0.0,0.0
2022,house,69,1,0.0,0.0,0.0,0.37905915081975605,0.0,0.0,0.0,0.0,0.620940849180244,0.0,0.0
2022,house,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14221162497864037,0.0,0.8577883750213596
2022,house,71,1,0.0,0.0,0.0,0.6512479451174455,0.0,0.0,0.0,0.0,0.21413872168181639,0.0,0.13461333320073815
2022,house,72,1,0.0,0.0,0.0,0.405483803325945,0.0,0.0,0.0,0.0,0.32669723654047944,0.0,0.2678189601335755
2022,house,73,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022,house,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,76,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,77,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,79,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,house,80,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,81,1,0.0930402062950313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069597937049687,0.0,0.0
2022,house,82,1,0.0,0.0,0.0,0.8191201203896276,0.0,0.0,0.0,0.0,0.18087987961037247,0.0,0.0
2022,house,83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,84,1,0.0,0.0,0.0,0.21512844961490124,0.0,0.0,0.0,0.0,0.7848715503850988,0.0,0.0
2022,house,85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,86,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,87,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,88,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,89,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,90,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,91,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,92,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,93,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,96,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,house,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7554465788664537,0.24455342113354628,0.0,0.0
