cycle,chamber,district,precinct_district_rows,max_absolute_weight_change,mean_absolute_weight_change,county_fallback_rows,allocation_sensitivity_flag
2018,senate,5.0,190,1.0,0.09174831598428748,114,True
2018,senate,11.0,129,1.0,0.1204346194961654,96,True
2018,senate,13.0,100,1.0,0.05171724332440096,50,True
2018,senate,15.0,128,1.0,0.1829311586991181,91,True
2018,senate,18.0,96,1.0,0.211429973441037,58,True
2018,senate,19.0,90,1.0,0.24536435911005705,58,True
2018,senate,20.0,97,1.0,0.17014325059642213,58,True
2018,senate,23.0,191,1.0,0.07627490770531048,108,True
2018,senate,24.0,146,1.0,0.08403166452212113,53,True
2018,senate,27.0,62,1.0,0.18231581659235654,24,True
2018,senate,28.0,96,1.0,0.05977515708141095,33,True
2022,house,26.0,20,1.0,0.4678333705959547,13,True
2022,house,27.0,30,1.0,0.3118889137306365,13,True
2022,house,38.0,17,1.0,0.2679770155880879,3,True
2022,house,42.0,27,1.0,0.20716979778189493,16,True
2022,house,54.0,99,1.0,0.13495757579978734,88,True
2022,house,55.0,99,1.0,0.13868137141093104,88,True
2022,house,57.0,98,1.0,0.13423799383114246,88,True
2022,house,60.0,96,1.0,0.1542629968324686,88,True
2022,house,65.0,100,1.0,0.11855130633855322,43,True
2022,house,68.0,106,1.0,0.22996306059702581,71,True
2022,house,69.0,66,1.0,0.14464626119969398,40,True
2022,house,80.0,13,1.0,0.3392570004432339,10,True
2022,house,83.0,23,1.0,0.3113921083015588,10,True
2022,house,90.0,90,1.0,0.14056702692977183,55,True
2022,house,91.0,21,1.0,0.16674377036932364,8,True
2022,senate,11.0,60,1.0,0.2610183398976639,37,True
2022,senate,12.0,69,1.0,0.16914152854938455,64,True
2022,senate,13.0,85,1.0,0.05001856236747982,36,True
2022,senate,14.0,44,1.0,0.27884980771729745,24,True
2022,senate,18.0,117,1.0,0.2518589491945608,88,True
2022,senate,19.0,112,1.0,0.2939452663449558,88,True
2022,senate,20.0,109,1.0,0.25372737729536116,88,True
2022,senate,27.0,50,1.0,0.21870581101731826,18,True
2022,senate,30.0,72,1.0,0.20072490176259206,44,True
2022,senate,31.0,99,1.0,0.04617935621239599,28,True
2022,house,14.0,142,0.9918084660178059,0.06340054377549657,115,True
2018,house,16.0,138,0.9814975375006855,0.047476441173522455,99,True
2022,house,16.0,142,0.9797946114023426,0.037612300802743255,115,True
2022,senate,5.0,213,0.9792862531327764,0.03860434624946134,126,True
2022,house,45.0,117,0.9757677617859827,0.07650766502889839,104,True
2014,house,68.0,161,0.9750623441396508,0.3869473483072251,150,True
2022,house,7.0,58,0.9666993461404462,0.0734128031773223,40,True
2018,house,45.0,92,0.9650551857730826,0.06454962175871333,68,True
2014,house,15.0,180,0.9640287769784172,0.10303511847131686,176,True
2022,senate,3.0,76,0.9625096289349819,0.05497754661543012,49,True
2014,house,11.0,125,0.9611599297012303,0.30320128691292036,119,True
2014,senate,28.0,119,0.9596949891067538,0.1554461139316029,110,True
2022,house,22.0,36,0.9545826280454174,0.17767240729422762,25,True
2022,house,23.0,28,0.9545826280454174,0.06420248170779752,6,True
2018,house,29.0,121,0.9543288017107378,0.13868814493521422,108,True
2022,house,32.0,67,0.952613104524181,0.349540971373952,64,True
2022,house,33.0,36,0.952613104524181,0.3057247459908949,32,True
2018,senate,31.0,112,0.9514066496163684,0.04514564914616579,26,True
2018,senate,29.0,70,0.9514066496163683,0.0831838222907988,33,True
2014,house,59.0,176,0.9501295435147753,0.10962653746263479,176,True
2014,house,54.0,176,0.9469904292704558,0.11743870356740889,176,True
2014,house,48.0,225,0.9461035193920415,0.09290513424457301,225,True
2014,house,55.0,176,0.9459774688442532,0.11566342378370263,176,True
2014,house,57.0,176,0.9450252556699967,0.1457282779408428,176,True
2018,house,39.0,140,0.9445384357743407,0.1333334613774063,132,True
2014,house,60.0,176,0.944258321614176,0.13041754646522016,176,True
2022,house,15.0,103,0.9435529648551031,0.10459486148948252,99,True
2014,house,58.0,176,0.9431360161344702,0.10176296134135265,176,True
2022,house,48.0,106,0.9427422593931418,0.08453812065839834,99,True
2022,house,92.0,49,0.942354811558964,0.056147170962927796,22,True
2018,house,52.0,72,0.9405102257081075,0.11909798153063204,58,True
2014,senate,3.0,143,0.9394916769345995,0.08600719374247723,143,True
2014,senate,2.0,101,0.9394916769345992,0.46410849886868505,101,True
2018,house,55.0,70,0.9391392886837671,0.13486447952760394,58,True
2018,house,66.0,50,0.9381836068120138,0.13931203407448514,25,True
2018,house,59.0,76,0.9379032222207402,0.10233994349167769,58,True
2014,house,56.0,176,0.9376368711520413,0.1413102301449831,176,True
2018,house,48.0,78,0.936215117063201,0.10008547227579608,68,True
2018,house,18.0,62,0.9356697020221453,0.22890640649583335,39,True
2018,house,15.0,82,0.9354607311762937,0.09817128089448887,68,True
2014,house,52.0,176,0.9344552338313596,0.1337932090457768,176,True
2018,house,2.0,55,0.9344404750410351,0.09365331281986383,36,True
2018,house,54.0,77,0.9336036672935925,0.09043772034512192,58,True
2018,senate,9.0,110,0.9318872219845188,0.15020657873759047,80,True
2022,house,51.0,92,0.9318044050800257,0.14957396534679815,88,True
2022,house,56.0,97,0.9317436392227306,0.10643294990337127,88,True
2022,house,59.0,96,0.9311715509077086,0.10012219106477382,88,True
2022,house,52.0,99,0.931149319496503,0.12209208512701017,88,True
2022,house,58.0,94,0.9309744323950196,0.0926117538519658,88,True
2014,house,66.0,78,0.9309741310728884,0.24292060898439638,78,True
2018,house,47.0,65,0.9297709720017608,0.1159067024860556,58,True
2014,house,9.0,108,0.9294206899982589,0.258020922687546,93,True
2022,house,47.0,91,0.9288461452956112,0.14639861924999648,88,True
2018,house,51.0,72,0.9281317759488736,0.08251384837397174,58,True
2014,house,47.0,176,0.9270865921702867,0.11488699530690621,176,True
2022,house,46.0,95,0.9265918801993713,0.1217253309362859,88,True
2022,house,44.0,95,0.9265696487881658,0.09497493249057312,88,True
2014,house,51.0,176,0.9262649855877145,0.11851313830779454,176,True
2018,house,56.0,78,0.9260464695777959,0.0913444154428281,58,True
2014,house,44.0,176,0.926029589986423,0.1075539092172304,176,True
2018,house,46.0,70,0.9254047228409966,0.1108968271571753,58,True
2018,house,44.0,68,0.9250149320978597,0.08667020889563132,58,True
2022,house,71.0,56,0.9247476171179901,0.07269711569110346,32,True
2022,house,66.0,45,0.9243938955934193,0.11493499025186564,21,True
2014,house,6.0,84,0.9235668789808916,0.22621594705310777,74,True
2014,house,46.0,176,0.9234614999103978,0.12404977060539978,176,True
2014,house,93.0,50,0.9227943710794017,0.2312677937341805,50,True
2022,house,72.0,55,0.9184534611251081,0.07045050765685074,23,True
2022,house,6.0,40,0.9147836033728968,0.19551381701808895,34,True
2014,house,97.0,188,0.9142695258019526,0.16771422719275345,188,True
2014,house,64.0,139,0.9088799275779772,0.3014017114296535,139,True
2014,house,98.0,188,0.9083977413606075,0.18895250108397457,188,True
2022,house,102.0,45,0.9059085024674007,0.08919619850985896,31,True
2018,house,97.0,63,0.905727696361458,0.08130466661327952,30,True
2018,house,34.0,35,0.9038540343400402,0.12032986756935478,15,True
2014,house,99.0,188,0.9036518867193554,0.17568849298007247,188,True
2018,house,25.0,38,0.9030896977889351,0.13109533816330404,29,True
2014,house,103.0,188,0.9016663761041376,0.1611648609739004,188,True
2018,house,103.0,53,0.9004553903121678,0.1607146904693398,30,True
2014,house,84.0,54,0.8968780100855573,0.1761804543840688,54,True
2014,house,101.0,188,0.8964895203781187,0.16513806038809553,188,True
2018,house,98.0,74,0.8953989562209786,0.09319195216637313,30,True
2022,senate,15.0,122,0.8949432432071923,0.16545006793189704,99,True
2014,senate,17.0,239,0.8936664915120903,0.2315824892188069,235,True
2014,house,105.0,188,0.8927848481326515,0.18942871503888373,188,True
2018,house,105.0,48,0.8927530501990073,0.13088475474285174,30,True
2022,senate,17.0,133,0.8917982395686515,0.15024494786799483,93,True
2022,house,103.0,23,0.8902097109754128,0.19950237508417698,15,True
2022,house,99.0,28,0.8898963137251121,0.16374684439772627,15,True
2022,house,101.0,23,0.8893828243842347,0.1414765655631618,15,True
2022,house,97.0,26,0.88933460942265,0.11133536404158816,15,True
2018,senate,10.0,111,0.8890766394816222,0.07698738108757516,80,True
2018,house,104.0,57,0.8881653966042203,0.13902010917629068,30,True
2022,house,35.0,81,0.8866893963466477,0.17594315010305606,69,True
2022,house,105.0,26,0.8856919690749236,0.1273008768117184,15,True
2014,house,104.0,188,0.88510673330234,0.17809483767557258,188,True
2018,house,3.0,53,0.8848909986998458,0.12389652336234855,28,True
2018,senate,6.0,108,0.8848909986998458,0.0542977728376612,54,True
2022,house,98.0,28,0.884084000106073,0.09654878221630878,15,True
2014,house,22.0,113,0.8837612862181948,0.2962805587529759,113,True
2022,house,104.0,24,0.8804510027506636,0.14672042978657404,15,True
2022,senate,8.0,102,0.8803564573763439,0.22152946098204623,69,True
2014,senate,9.0,132,0.8800517306779049,0.1544092177190481,132,True
2022,house,25.0,44,0.8794083776242874,0.12013501081713972,34,True
2018,house,82.0,46,0.8779017695044904,0.0799739219363989,19,True
2018,house,81.0,46,0.8779017695044903,0.1593434224843498,27,True
2018,senate,17.0,118,0.8772455577935176,0.09018809179394686,66,True
2014,house,38.0,48,0.8771096707950973,0.41148971754466496,48,True
2014,house,102.0,188,0.8768499147683249,0.1947015125658166,188,True
2022,house,4.0,60,0.874896205464903,0.13637654968200186,49,True
2018,house,100.0,63,0.873746712342307,0.10113167071498798,30,True
2014,house,19.0,74,0.8734211241566138,0.20992282473168092,74,True
2014,house,75.0,142,0.872350815083514,0.22524464992165916,142,True
2022,house,19.0,32,0.871859807859272,0.14849974353102316,19,True
2022,house,49.0,34,0.8709466245785207,0.18239905701627707,24,True
2022,house,53.0,30,0.8706927422949198,0.17945012854847778,19,True
2022,house,10.0,27,0.8706695555618532,0.12315397046406341,19,True
2022,house,21.0,27,0.8706283347030681,0.17263118154431126,19,True
2018,house,19.0,29,0.8698451383861519,0.09213143770693918,12,True
2018,house,92.0,54,0.8691949832684931,0.03691867484790413,22,True
2014,house,88.0,50,0.8664741560848896,0.32763319895451154,50,True
2014,house,100.0,188,0.8656438865643887,0.19642499262743937,188,True
2014,house,78.0,112,0.8653662534933708,0.25403433269047393,112,True
2022,house,75.0,31,0.8641080741109568,0.274206233335606,29,True
2018,house,9.0,54,0.8589101586506727,0.11886768525874747,34,True
2018,house,61.0,52,0.8589078384044821,0.12120931595646679,26,True
2014,house,20.0,74,0.8580363249714018,0.21709201741840217,74,True
2014,senate,32.0,48,0.8538062710887993,0.4255109561905304,48,True
2014,house,21.0,74,0.8536517617402057,0.24881696632872385,74,True
2014,house,25.0,101,0.8535233310733519,0.19716653258262712,101,True
2022,house,61.0,38,0.8520322768195353,0.13782436074389517,19,True
2014,house,10.0,82,0.8498645504478646,0.21946460630788608,74,True
2022,senate,2.0,53,0.8474268610601526,0.22074462015966825,34,True
2014,house,77.0,112,0.8474121806917418,0.23609074100035188,112,True
2022,senate,16.0,115,0.8471649763383681,0.23185224969643722,99,True
2018,house,20.0,22,0.8465782488179517,0.13094964565085232,12,True
2014,senate,16.0,225,0.8421999009819794,0.24120409703174855,225,True
2018,house,11.0,74,0.8383271043594483,0.0941456592657255,37,True
2014,senate,20.0,176,0.836931595556946,0.2773868501235128,176,True
2022,house,3.0,31,0.8368923945107093,0.16788118400064173,11,True
2018,house,75.0,70,0.8368143819282476,0.2066984005491459,63,True
2018,senate,16.0,95,0.836670268155282,0.16147908759420865,68,True
2018,house,22.0,55,0.8362083721637917,0.10056738809979106,21,True
2018,house,23.0,78,0.8362083721637916,0.08882469958625769,62,True
2014,senate,19.0,176,0.834213156032354,0.32473003532207073,176,True
2018,house,58.0,71,0.8321534554457103,0.06569528280413314,58,True
2014,house,32.0,77,0.8318911716088115,0.2944775549707599,77,True
2014,house,30.0,68,0.8313854030839903,0.39664743646048856,68,True
2014,senate,18.0,176,0.8291908769777028,0.32574675813763226,176,True
2018,senate,3.0,79,0.8276238292941972,0.051352688889161266,42,True
2014,house,96.0,236,0.8262365237429019,0.09555237751306439,236,True
2018,house,71.0,72,0.8246345121771386,0.09463035214600654,42,True
2018,house,78.0,51,0.8246066895533601,0.3201924236185888,51,True
2022,house,67.0,43,0.8229350252614264,0.03149139417388715,14,True
2018,house,4.0,49,0.8212996041324708,0.1541505049769363,30,True
2014,house,74.0,112,0.8210391388323313,0.2548398614465154,112,True
2014,house,23.0,45,0.8113551393089973,0.4508275513903162,39,True
2018,house,36.0,81,0.8105392430501284,0.1857247006635696,74,True
2018,house,76.0,51,0.8101146955283594,0.2398622923978664,51,True
2018,house,49.0,35,0.8092658969370174,0.11452914151460755,19,True
2014,house,83.0,44,0.8089096838048657,0.29736237685913247,44,True
2014,house,87.0,56,0.8078820644627611,0.13528644168551224,56,True
2022,house,29.0,55,0.8049398407777331,0.2668876257352705,47,True
2014,house,76.0,112,0.8042665992335294,0.23275679343683292,112,True
2018,house,74.0,51,0.8032705259571792,0.22563464759098378,51,True
2018,house,6.0,38,0.8026354480090458,0.1561440658620453,29,True
2018,house,77.0,51,0.8021742358727081,0.2584626313782283,51,True
2018,house,87.0,37,0.8001623104046567,0.04005242226637387,25,True
2022,house,76.0,27,0.7996191374686619,0.20261139572426354,20,True
2022,house,70.0,24,0.7989702073679945,0.20785572610437264,18,True
2022,house,77.0,28,0.7988766302401356,0.20924334891877786,20,True
2022,house,2.0,34,0.7987930868011973,0.18124483675389796,18,True
2018,house,64.0,60,0.7985951408095199,0.2299754933518941,43,True
2014,house,70.0,56,0.7983468272234095,0.2519553408305467,56,True
2022,house,78.0,30,0.7979026354638923,0.22156191533000144,20,True
2022,house,74.0,26,0.7931986337866996,0.20419937130436652,20,True
2022,house,63.0,23,0.7930768688666114,0.2650326447944873,18,True
2022,senate,28.0,81,0.7925417771995337,0.05506019946549118,32,True
2022,house,95.0,23,0.788507423403677,0.24747567881611235,16,True
2022,house,94.0,21,0.7870792649514383,0.2715888514470711,16,True
2022,house,64.0,25,0.7845638076171328,0.18198194652180352,16,True
2018,house,43.0,20,0.7843550469904585,0.1234051823269781,10,True
2022,house,96.0,21,0.7834506206664452,0.24427657846601095,16,True
2022,house,62.0,27,0.7833118976726158,0.25311059655413315,18,True
2018,house,70.0,34,0.7829154847689355,0.2024322738882503,23,True
2018,senate,12.0,72,0.7824319224823189,0.10391765208569914,69,True
2022,house,73.0,16,0.7788444292990889,0.22308760155979612,11,True
2014,house,4.0,69,0.7779831364306251,0.31162506097282755,69,True
2022,house,36.0,73,0.7770287098187065,0.22199038177253166,69,True
2022,house,41.0,21,0.7758716550685127,0.1886729146446046,11,True
2022,senate,6.0,104,0.7753113836052912,0.04802766257177055,50,True
2014,house,89.0,56,0.7741338480826253,0.1318956920000892,56,True
2014,house,36.0,85,0.7727456735148265,0.28118480268818213,82,True
2018,senate,30.0,87,0.7724576989179638,0.11868277685614052,45,True
2018,senate,22.0,158,0.7641855829345852,0.11472237761888669,78,True
2018,senate,32.0,40,0.7641855829345852,0.20014014849097164,16,True
2014,senate,29.0,77,0.7635986002424842,0.20153096594097916,77,True
2022,house,87.0,31,0.7607129079450595,0.04894567674159003,19,True
2022,house,84.0,40,0.7591331243927238,0.05633237542327017,15,True
2018,house,62.0,36,0.7559461935552071,0.21203389986952534,23,True
2018,house,41.0,25,0.7553088456847694,0.12527224773125303,10,True
2018,house,63.0,29,0.7546688630877922,0.26628004847727477,23,True
2022,house,18.0,42,0.7528614115714611,0.07322902453169217,18,True
2018,senate,14.0,49,0.750788643533123,0.10559408788639241,19,True
2022,house,88.0,21,0.7467406253907272,0.2747612746643289,15,True
2018,house,89.0,50,0.7440497911851762,0.06879255488093246,13,True
2018,house,93.0,27,0.7440497911851762,0.14534644010274192,13,True
2014,house,31.0,47,0.7437386255308086,0.535347488433679,44,True
2022,senate,29.0,57,0.7403126807335684,0.0938740039092368,25,True
2022,house,13.0,29,0.7390958342260721,0.09745962622129295,9,True
2018,house,10.0,27,0.738717928190283,0.09004615983573773,12,True
2022,house,89.0,44,0.7347646271743097,0.05763077078992241,11,True
2022,house,93.0,22,0.7347646271743097,0.13578820504994624,11,True
2018,house,95.0,24,0.7307123102080969,0.23897897178485353,16,True
2018,house,94.0,28,0.7294512212449612,0.15311726019324448,16,True
2014,senate,33.0,188,0.7290141213389122,0.4141811411089817,188,True
2022,house,85.0,24,0.7237085129008788,0.07703136224956929,15,True
2018,house,30.0,42,0.7234908542480375,0.0855185481693925,14,True
2014,house,85.0,44,0.7220568395162136,0.15775130228552298,44,True
2022,house,40.0,57,0.717616647057308,0.2993521881954198,56,True
2014,house,62.0,56,0.7173372513562387,0.34191753307545786,56,True
2014,house,43.0,225,0.7170002819283903,0.07559901908208339,225,True
2018,house,42.0,28,0.7156534308307116,0.1287423801437268,10,True
2018,senate,1.0,86,0.7133726647000983,0.12113864823242931,48,True
2018,senate,8.0,119,0.7125321193162775,0.17948704657929768,74,True
2022,house,79.0,7,0.7118416446186604,0.23034189285044965,3,True
2022,senate,22.0,101,0.7074346218400377,0.073106032811299,40,True
2018,house,80.0,20,0.704849884526559,0.29509701749927364,14,True
2022,house,17.0,51,0.7033730158730159,0.05767307341095249,15,True
2022,senate,33.0,57,0.7033309306210811,0.15100802277018235,31,True
2018,senate,33.0,108,0.6985528279280344,0.12262089419311646,30,True
2014,house,63.0,56,0.6965261795166859,0.3357555132855228,56,True
2018,senate,2.0,52,0.6960606353191079,0.20841848542432315,29,True
2014,senate,35.0,188,0.6932482953664962,0.4044145561413481,188,True
2022,senate,10.0,98,0.6913613004133616,0.18425104550747554,63,True
2022,house,39.0,71,0.6856636130041337,0.2628373183329834,59,True
2022,house,24.0,44,0.6856636130041336,0.42412385458276863,44,True
2014,house,24.0,53,0.676806030179021,0.4088073275021453,53,True
2022,senate,24.0,118,0.673540760055674,0.06207835234641047,36,True
2014,house,94.0,48,0.6721092914163445,0.3431408949716017,48,True
2022,senate,35.0,36,0.6698625150370412,0.18590403342214906,15,True
2022,senate,34.0,38,0.6669575636015612,0.2001846530190552,15,True
2014,house,95.0,48,0.6618001261898885,0.3806734128522882,48,True
2018,senate,35.0,83,0.6608270312360629,0.16232876547678263,30,True
2014,house,80.0,44,0.655089463473769,0.3117268532026103,44,True
2022,senate,32.0,32,0.6490483977442862,0.2164391622360388,16,True
2022,senate,25.0,66,0.6483835180866027,0.2072946691843842,29,True
2022,senate,26.0,44,0.6483835180866026,0.2269577599607856,20,True
2018,house,24.0,53,0.6465059769858117,0.41762614776626955,53,True
2014,house,8.0,42,0.6455686668340447,0.40160764606795835,42,True
2018,senate,34.0,113,0.6406201408359028,0.10548058825784987,30,True
2022,house,9.0,28,0.6296983495515349,0.253214348783291,15,True
2018,senate,25.0,91,0.6266865203405436,0.3216087595672353,66,True
2018,house,8.0,25,0.625801119744614,0.21448404383572417,13,True
2014,house,41.0,49,0.6248763359561217,0.4212739759416333,49,True
2014,senate,34.0,188,0.6236367774678444,0.4351620892370441,188,True
2014,house,79.0,25,0.622451817151169,0.3665390312406283,25,True
2022,house,8.0,22,0.6221064486594664,0.32125646173039046,15,True
2014,house,28.0,35,0.6120463468352006,0.4388345356485077,35,True
2022,senate,7.0,44,0.6118463595540934,0.20016683497670942,19,True
2018,house,13.0,32,0.6069909093691653,0.10074870168380282,10,True
2018,senate,7.0,48,0.6058487246008661,0.09081340256475644,12,True
2022,house,11.0,35,0.6041017003163909,0.10515636640878433,9,True
2018,house,88.0,29,0.6036901624011564,0.1366816877290315,18,True
2018,house,40.0,46,0.5940948634930996,0.43472460623825226,46,True
2014,house,5.0,27,0.5858157570486338,0.3712896878186995,27,True
2022,house,37.0,42,0.5851610556731324,0.028038808828071866,18,True
2018,house,28.0,25,0.5835589156579915,0.14973871314544468,9,True
2014,house,40.0,49,0.5812417771480619,0.43838570771776975,49,True
2018,house,79.0,15,0.5776313238999806,0.17233664701893428,6,True
2018,house,50.0,75,0.5748658112246579,0.026021487024569846,63,True
2014,house,27.0,38,0.5742049469964664,0.40823743918535255,32,True
2014,house,50.0,82,0.573684399411434,0.20672248111008878,82,True
2018,senate,21.0,89,0.573640303740376,0.13781465016753852,29,True
2018,house,37.0,63,0.5735255047821467,0.10726881614269347,38,True
2018,house,12.0,40,0.5710855165820682,0.10514700702673811,9,True
2018,house,73.0,21,0.5704225725484192,0.13431018287018454,10,True
2014,house,12.0,51,0.5695843593761659,0.4264657439198733,51,True
2018,house,31.0,28,0.5629312206599452,0.17297073644919805,12,True
2022,house,86.0,17,0.562246973004235,0.1459247948510673,5,True
2014,senate,7.0,74,0.5552565477239397,0.45468969907769785,74,True
2018,house,86.0,22,0.550969198335852,0.08765864531340486,5,True
2022,senate,21.0,55,0.5495428037844219,0.16104140911507173,19,True
2022,house,31.0,24,0.5474385350716665,0.1855233943720139,9,True
2018,senate,26.0,51,0.547101164426042,0.4627510903319651,51,True
2018,house,65.0,81,0.545111967774072,0.11293462795608719,32,True
2022,house,50.0,15,0.5288409821849994,0.14537094388012947,5,True
2022,house,1.0,19,0.5285900560044462,0.09975819830896365,3,True
2014,senate,26.0,112,0.5260918282373356,0.4385152315953338,112,True
2022,house,28.0,18,0.525281333384895,0.11065048517515215,4,True
2022,house,5.0,19,0.5243024041710921,0.34674404421557203,15,True
2022,senate,1.0,55,0.5241744351398325,0.1341876712601093,18,True
2022,house,12.0,29,0.5239000295905129,0.1468628369918699,9,True
2014,house,86.0,29,0.516765635617005,0.3827925287179028,29,True
2018,house,96.0,68,0.5160591259045767,0.06929329122722155,46,True
2018,house,5.0,23,0.5106594573718258,0.25632573678264575,17,True
2014,house,1.0,33,0.5096268970650099,0.4088137862405395,33,True
2014,house,26.0,85,0.5083692578935487,0.2323853209842481,85,True
2018,house,1.0,23,0.4858920097473387,0.08805106594327139,6,True
2018,house,99.0,73,0.48053520149736234,0.06405371553829421,30,True
2022,senate,9.0,60,0.4388821832148176,0.040767368033144395,32,True
2022,house,43.0,24,0.3404337722695585,0.13103823417992264,11,True
2022,house,100.0,22,0.3009540329575021,0.10473755187343871,15,True
2022,house,30.0,36,0.2743145519935032,0.06145807256926471,9,True
2018,house,102.0,74,0.2667091913010545,0.060142215100660146,30,True
2018,house,85.0,27,0.2653961679819406,0.03816677184702916,13,True
2018,house,21.0,31,0.2581169668900429,0.05725816236956847,12,True
2018,house,101.0,57,0.2309921363154392,0.0738218605288141,30,True
2022,house,82.0,22,0.2108317214700193,0.03548993376535475,5,True
2018,house,53.0,20,0.1685546242841106,0.07539161024515442,12,True
2022,house,20.0,33,0.1293252918307987,0.07406352218086545,19,True
2018,house,91.0,26,0.0887088477366256,0.013500099658956424,3,False
2022,house,81.0,32,0.045797613568639206,0.004768640235900315,11,False
2022,house,34.0,17,0.0,0.0,0,False
2022,senate,4.0,82,0.0,0.0,22,False
2022,senate,23.0,179,0.0,0.0,101,False
