precinct_id,county_fips,dem_votes,rep_votes,white_nh_noncollege,white_nh_college,black_noncollege,black_college,other_noncollege,other_college,adult25_total,cycle,two_party_votes,dem_share,white_nh_noncollege_share,white_nh_college_share,black_noncollege_share,black_college_share,other_noncollege_share,other_college_share,madison_county,time,madison_x_white_college,madison_x_white_noncollege,place_name,region
10,053,27.0,271.0,509.8770053475936,45.63101604278075,0.0,0.0,1.9839572192513368,0.0,557.4919786096257,2018,298.0,0.0906040268456375,0.9145907473309608,0.0818505338078291,0.0,0.0,0.0035587188612099,0.0,0,0.0,0.0,0.0,,Other Alabama
11,053,4.0,26.0,50.16310160427808,4.489304812834225,0.0,0.0,0.195187165775401,0.0,54.8475935828877,2018,30.0,0.1333333333333333,0.9145907473309608,0.0818505338078291,0.0,0.0,0.0035587188612099,0.0,0,0.0,0.0,0.0,,Other Alabama
12,053,69.0,175.0,873.9703433207849,25.135316254651105,1186.1559623172147,32.52115936861573,272.8011332620817,22.2088166757785,2412.7927311991266,2018,244.0,0.2827868852459016,0.362223547849646,0.0104175198845858,0.4916112134206035,0.0134786378241669,0.113064470782993,0.0092046102380045,0,0.0,0.0,0.0,,Other Alabama
13,053,22.0,278.0,322.8169039999428,103.64743243567496,37.24457923965672,3.057768007296368,33.09649933854267,6.49868409451981,506.3618671156333,2018,300.0,0.0733333333333333,0.6375221456520619,0.2046904381368155,0.0735532860162068,0.006038701185605,0.0653613581272792,0.0128340708820314,0,0.0,0.0,0.0,,Other Alabama
14,053,96.0,248.0,369.0859286435838,103.31302273006004,72.96104024969031,6.00544466309105,38.954023920645575,6.579820031971233,596.899280239042,2018,344.0,0.2790697674418604,0.618338706147836,0.1730828401881905,0.1222334197160891,0.0100610686960219,0.0652606314168205,0.0110233338350419,0,0.0,0.0,0.0,,Other Alabama
15,053,24.0,174.0,222.44245731617585,69.8303306370767,20.882415973497867,1.748758638112349,21.341162405836396,4.405350503610584,340.6504754743097,2018,198.0,0.1212121212121212,0.6529932389099261,0.2049911438985881,0.0613015905655846,0.0051335863708319,0.062648268363993,0.0129321718910761,0,0.0,0.0,0.0,,Other Alabama
16,051,185.0,1325.0,1804.3133479568423,400.28125237203847,288.3247853748562,41.25223448510789,80.89364872415743,28.164957216676008,2643.2302261296786,2018,1510.0,0.1225165562913907,0.6826167959643791,0.1514363934004137,0.1090804662131276,0.0156067504363821,0.0306040873490634,0.0106555066366338,0,0.0,0.0,0.0,Holtville,Other Alabama
17,051,48.0,529.0,1275.1216224270015,165.9683939442092,12.727272727740552,1.90909090912642,7.40430586958561,8.59018480095377,1471.720870678617,2018,577.0,0.0831889081455806,0.8664153969896732,0.1127716520508949,0.0086478849225478,0.0012971827383586,0.0050310531141489,0.0058368301843764,0,0.0,0.0,0.0,,Other Alabama
18,051,275.0,168.0,722.5029544770247,181.8237863665716,263.70418393505105,25.293572325873075,20.14229559387451,0.0,1213.466792698395,2018,443.0,0.6207674943566591,0.5954039771211123,0.1498382876734918,0.2173147098229611,0.020844058097072,0.0165989672853625,0.0,0,0.0,0.0,0.0,Holtville,Other Alabama
19,051,60.0,244.0,365.6632946586952,120.96840445650832,9.329273793979016,1.7090935126224636,4.333026748225629,0.0,502.0030931700306,2018,304.0,0.1973684210526315,0.7284084493376686,0.2409714324519825,0.018584096235477,0.0034045477724647,0.0086314742024069,0.0,0,0.0,0.0,0.0,,Other Alabama
20,051,100.0,695.0,1029.2237369893849,262.2408094104011,28.32072921860591,3.895235309378789,14.793334076879708,0.0,1338.4738450046502,2018,795.0,0.1257861635220125,0.7689531930941909,0.1959252400703354,0.0211589709610706,0.002910206519101,0.0110523893553021,0.0,0,0.0,0.0,0.0,,Other Alabama
21,051,62.0,614.0,883.7720181405506,206.76451095773572,143.8370948989683,7.6882849921465635,26.036157929971186,6.619636862426867,1274.7177037817992,2018,676.0,0.0917159763313609,0.6933080285294532,0.1622041573160176,0.1128383911765218,0.0060313628416214,0.0204250383066994,0.0051930218296866,0,0.0,0.0,0.0,,Other Alabama
22,051,105.0,567.0,688.4460936735837,433.07203505888793,34.189937575171605,0.0,43.54138589723205,0.0,1199.2494522048753,2018,672.0,0.15625,0.5740641302006383,0.3611192269153553,0.0285094460642127,0.0,0.0363071968197935,0.0,0,0.0,0.0,0.0,,Other Alabama
23,051,73.0,340.0,462.5072161523765,129.74659863945533,41.477689822430015,0.0,34.2872368823363,4.652291567424768e-13,668.0187414965986,2018,413.0,0.1767554479418886,0.6923566472344721,0.194225985858985,0.0620906080112442,0.0,0.0513267588952979,6.964312942780599e-16,0,0.0,0.0,0.0,,Other Alabama
24,051,82.0,666.0,911.6554797657636,158.65317167126125,186.76516484452813,0.0,35.069042931263574,0.7537857386535144,1292.89664495147,2018,748.0,0.1096256684491978,0.7051263403966707,0.1227114110712356,0.1444548298379555,0.0,0.0271243978149389,0.0005830208791993,0,0.0,0.0,0.0,,Other Alabama
25,053,54.0,321.0,544.8326749194908,187.552101855507,109.15450382269933,12.04898313856425,19.69917563662848,4.325595250327902,877.6130346232178,2018,375.0,0.144,0.6208119677180977,0.2137070604654681,0.1243765754568153,0.0137292663887304,0.0224463115968712,0.0049288183740171,0,0.0,0.0,0.0,,Other Alabama
26,053,41.0,217.0,260.6032483068639,37.42069732307746,9.674923820692069,0.6082719943451119,12.46561899086504,6.320276844858128,327.09303728070176,2018,258.0,0.1589147286821705,0.7967251472956967,0.1144038333379872,0.0295785073908171,0.0018596299065305,0.0381103159348739,0.0193225661340942,0,0.0,0.0,0.0,,Other Alabama
27,053,68.0,531.0,641.2201502346644,79.09796045766899,32.28132681589668,1.0812153114233842,28.760211457503445,14.05536556155278,796.4962298387098,2018,599.0,0.1135225375626043,0.8050510802348823,0.0993073884024363,0.0405291646169293,0.0013574644435446,0.0361084087784412,0.0176464935237659,0,0.0,0.0,0.0,,Other Alabama
28,053,33.0,403.0,636.2862373255731,67.75931497696968,7.807214313702348,0.1792058615254247,33.61139932942791,16.259519399954975,761.9028912071535,2018,436.0,0.0756880733944954,0.8351277369711063,0.0889343192668717,0.0102469939460823,0.0002352082707567,0.0441150699351911,0.0213406716099915,0,0.0,0.0,0.0,,Other Alabama
29,053,981.0,1463.0,2242.211976140478,839.4532504057534,1129.06322660594,172.74419422375294,119.17455699780328,79.85791353953142,4582.505117913258,2018,2444.0,0.4013911620294599,0.4892983026632204,0.1831865385429217,0.2463855898801664,0.0376964541836487,0.026006420927266,0.0174266938027766,0,0.0,0.0,0.0,,Other Alabama
30,053,145.0,248.0,222.4252351603577,10.630837082858518,377.6859876100365,7.641791836447292,30.458037191655198,5.798647171775784,654.640536053131,2018,393.0,0.3689567430025445,0.3397669757839523,0.0162391976930614,0.5769364510898287,0.0116732640519331,0.0465263537991225,0.0088577575821017,0,0.0,0.0,0.0,,Other Alabama
31,053,6.0,61.0,85.82476082943663,12.544925846480266,8.7389840260645,0.6654775762098698,6.551470455503661,1.3658007240403267,115.69141945773524,2018,67.0,0.0895522388059701,0.7418420590888367,0.1084343670885913,0.0755370110162496,0.0057521774676901,0.0566288363148406,0.0118055490237915,0,0.0,0.0,0.0,,Other Alabama
32,007,85.0,448.0,1103.2651800881897,142.4569287538,479.6001759121485,0.7550835184919924,41.92916499614227,5.443074366163745,1773.4496076349358,2018,533.0,0.1594746716697936,0.6221012287794853,0.0803275876238625,0.2704334951765227,0.0004257710595447,0.0236427157645932,0.0030692015959915,0,0.0,0.0,0.0,,Other Alabama
33,007,253.0,769.0,1212.8232273012652,292.8802930691538,813.4322093020064,33.547465132858385,6.351060358725108,51.89496587213362,2410.9292210361423,2018,1022.0,0.2475538160469667,0.5030521911298713,0.1214802535527289,0.3373936498029662,0.0139147449208155,0.0026342790585928,0.0215248815350252,0,0.0,0.0,0.0,,Other Alabama
34,007,208.0,667.0,1301.244094918988,164.01360930457545,396.49454301228457,24.17284893409113,18.3194854919806,0.7178710291522991,1904.9624526910725,2018,875.0,0.2377142857142857,0.6830812298062711,0.0860980798193052,0.2081377207472887,0.012689409652113,0.0096167173615948,0.0003768426134269,0,0.0,0.0,0.0,,Other Alabama
35,007,430.0,260.0,953.018951284499,142.46930052217422,846.9819782863847,49.48688707475928,30.25737529740993,0.944088732550338,2023.1585811977775,2018,690.0,0.6231884057971014,0.4710549929903566,0.0704192453553629,0.41864339560814,0.0244602116387047,0.014955513412842,0.0004666409945934,0,0.0,0.0,0.0,,Other Alabama
36,007,69.0,279.0,471.1458510183702,27.912623970808383,91.65869613741856,0.0,12.480468749899858,0.0,603.197639876497,2018,348.0,0.1982758620689655,0.7810803953325083,0.0462744250400638,0.1519546663945592,0.0,0.0206905132328687,0.0,0,0.0,0.0,0.0,,Other Alabama
37,007,192.0,1118.0,2203.167035052995,381.7529450333119,141.16706239259332,8.26931629820579,195.51785212021,7.737641618220539,2937.6118525155366,2018,1310.0,0.1465648854961832,0.7499857522587193,0.1299535010748302,0.048055042490283,0.002814979212153,0.0665567344960104,0.0026339904680036,0,0.0,0.0,0.0,,Other Alabama
38,001,108.0,175.0,263.31015234723225,12.072976981904548,171.92340995238305,6.590801163514142,2.7733548962909715,1.1963003303711266,457.866995671696,2018,283.0,0.381625441696113,0.5750800010403748,0.0263678690450124,0.3754876668936782,0.0143945757737907,0.0060571190378603,0.0026127682092834,0,0.0,0.0,0.0,,Other Alabama
39,001,176.0,176.0,288.7846357387364,39.8658367897208,228.9976696863647,16.760382780933952,6.762261513604473,4.3084155591929605,585.4792020685533,2018,352.0,0.5,0.4932449089881126,0.0680909529303022,0.3911286154611373,0.0286267773846072,0.0115499602542887,0.0073587849815517,0,0.0,0.0,0.0,,Other Alabama
40,001,164.0,444.0,823.0471533803267,144.13407178593457,340.4825813903165,7.879188555710302,12.5267480743618,6.094018378151324,1334.1637615648012,2018,608.0,0.2697368421052631,0.6169011459395352,0.1080332684324179,0.255202990216864,0.0059057132135481,0.0093892132549527,0.0045676689426819,0,0.0,0.0,0.0,,Other Alabama
41,001,36.0,307.0,809.4613412911359,157.47968635940083,37.99833282934348,5.451054831364671,39.09804155388274,0.0,1049.4884568651275,2018,343.0,0.1049562682215743,0.7712913238789075,0.150053757456085,0.0362065276476182,0.005194011230621,0.0372543797867681,0.0,0,0.0,0.0,0.0,,Other Alabama
42,001,121.0,303.0,474.7512966891211,73.66561098811397,145.80453780402252,8.997672139839537,56.07676726144242,0.0,759.2958848825396,2018,424.0,0.285377358490566,0.6252520343404251,0.0970183198075804,0.1920259818431361,0.0118500209456968,0.0738536430631614,0.0,0,0.0,0.0,0.0,,Other Alabama
43,001,271.0,316.0,909.478672202595,80.87473164784423,210.180856675345,13.385621088721276,16.140089971644997,1.7425387901819338,1231.8025103763323,2018,587.0,0.4616695059625213,0.7383315625203076,0.0656555989832622,0.1706286964873386,0.0108666941136788,0.0131028227623224,0.0014146251330901,0,0.0,0.0,0.0,,Other Alabama
44,001,267.0,1179.0,1923.3771877252295,674.1418516841115,261.5975677426123,61.81803433636377,192.4495437359737,40.83679301805572,3154.220978242347,2018,1446.0,0.1846473029045643,0.6097788331865732,0.2137268936876354,0.0829357136190199,0.0195985109359113,0.0610133358009729,0.012946712769887,0,0.0,0.0,0.0,Pine Level,Other Alabama
45,001,142.0,764.0,970.3784494089014,396.8922470434016,99.99999999977146,47.99999999996247,0.0,0.0,1515.2706964520369,2018,906.0,0.1567328918322295,0.6403994030116301,0.2619282798596405,0.0659948088707308,0.0316775082579984,0.0,0.0,0,0.0,0.0,0.0,Pine Level,Other Alabama
46,001,100.0,505.0,957.1539800668512,375.9932065599178,100.31578288097715,102.48633966619234,133.8062738234259,8.295214139359135,1678.0507971367235,2018,605.0,0.1652892561983471,0.5703963084431375,0.2240654497476948,0.0597811359776158,0.061074634832906,0.0797391080483028,0.0049433629503429,0,0.0,0.0,0.0,Marbury,Other Alabama
47,001,930.0,1854.0,2109.4283606865224,2249.586108240296,425.8294175604402,541.3215446589404,182.88012371520907,488.74004110584485,5997.785595967253,2018,2784.0,0.334051724137931,0.3517011948717947,0.3750694439215793,0.0709977725523827,0.0902535670869779,0.0304912739525355,0.0814867476147297,0,0.0,0.0,0.0,,Other Alabama
48,001,343.0,1499.0,1737.3569302910594,1102.9465624972768,227.61299788512125,130.65339568331655,71.5702520534284,52.403032745832014,3322.5431711560345,2018,1842.0,0.1862106406080347,0.5228997309571659,0.3319585346767733,0.068505655505426,0.0393233101732301,0.0215408042474062,0.0157719644399982,0,0.0,0.0,0.0,Prattville,Other Alabama
49,001,429.0,1414.0,1769.997064616619,1057.2664219407368,202.00000000103628,157.00000000010797,221.00293538234476,22.73357805915516,3429.9999999999995,2018,1843.0,0.2327726532826912,0.5160341296258365,0.3082409393413227,0.0588921282801855,0.045772594752218,0.0644323426770684,0.0066278653233688,0,0.0,0.0,0.0,Prattville,Other Alabama
50,001,444.0,778.0,1386.6926314816394,301.7421808925505,517.5842630649452,14.989875066056078,36.96061932688939,35.962727615200315,2293.9322974472807,2018,1222.0,0.3633387888707037,0.6045046024352027,0.1315392704607426,0.2256318827024319,0.0065345760564673,0.0161123409649097,0.0156773273802457,0,0.0,0.0,0.0,Prattville,Other Alabama
51,001,180.0,493.0,911.2406999198467,213.16852972182744,224.7343678437776,220.17962149515344,83.32358584714657,16.012925894402226,1668.6597307221543,2018,673.0,0.2674591381872214,0.5460913828881605,0.1277483514446492,0.1346795657054168,0.1319499820372996,0.0499344379881967,0.0095962799362769,0,0.0,0.0,0.0,Prattville,Other Alabama
52,005,59.0,178.0,219.101006956214,35.6244244170138,76.96210537446767,2.913142568540229,10.739395400428592,1.152105957543593,346.492180674208,2018,237.0,0.2489451476793249,0.6323404081728052,0.1028145118533279,0.2221178706680019,0.0084075275894301,0.0309946255627811,0.0033250561536534,0,0.0,0.0,0.0,,Other Alabama
53,111,17.0,121.0,264.10308900287794,44.16507977111957,11.564840699827116,9.5260804498749,34.45110595776709,0.0,363.8101958814666,2018,138.0,0.1231884057971014,0.725936469050817,0.1213959374176227,0.0317881159757135,0.0261842041749115,0.0946952733809352,0.0,0,0.0,0.0,0.0,,Other Alabama
54,111,29.0,199.0,271.2769229640079,36.48524363996204,13.113926277645971,7.9838237653934625,0.2111821526212904,0.0,329.0710987996307,2018,228.0,0.1271929824561403,0.8243717663251451,0.1108734366921042,0.0398513461847069,0.0242616984430308,0.0006417523550127,0.0,0,0.0,0.0,0.0,,Other Alabama
55,111,43.0,221.0,260.3182038723095,50.74046153991062,89.96403094138739,3.470366111206551,8.920121592783293,5.886374116187692,419.299558173785,2018,264.0,0.1628787878787878,0.6208406348103441,0.12101243741087,0.2145578958709526,0.0082765794610453,0.0212738635634006,0.0140385888833872,0,0.0,0.0,0.0,,Other Alabama
56,111,69.0,210.0,382.3541052050826,149.1549237647582,97.8971880662017,6.361444044712616,14.228112535602882,21.368844884654763,671.3646185010127,2018,279.0,0.2473118279569892,0.5695178069687118,0.2221667923129213,0.1458182116966207,0.0094753936525819,0.0211928245003,0.031828970868864,0,0.0,0.0,0.0,,Other Alabama
57,111,23.0,145.0,236.7081125151493,90.64880590102284,25.43921359914321,2.2698454435630766,8.934375438712218,3.864603213145357,367.8649561107361,2018,168.0,0.1369047619047619,0.6434646969848755,0.246418704459947,0.0691536749466437,0.0061703225758742,0.0242871066958135,0.0105054943368457,0,0.0,0.0,0.0,,Other Alabama
58,111,16.0,126.0,258.4012981342356,75.31914242890575,24.36870433917733,2.615648580388229,9.39926835992044,1.4975006573727054,371.6015625,2018,142.0,0.1126760563380281,0.69537193653279,0.2026879056217793,0.0655775077349878,0.0070388524816502,0.0252939419756084,0.0040298556531841,0,0.0,0.0,0.0,Graham,Other Alabama
59,035,71.0,32.0,71.29792295834538,1.91728191444284,51.96838206683229,4.748232156204015,3.7689319128539287,1.9007070715159635,135.60145808019442,2018,103.0,0.6893203883495146,0.5257902383039269,0.0141390951217424,0.3832435344175893,0.0350160848078486,0.027794184267731,0.0140168630811616,0,0.0,0.0,0.0,,Other Alabama
60,065,3.0,22.0,10.225349931619071,2.744101768564508,6.285550223609523,2.275064898102159,3.3915998447714077,0.0,24.921666666666667,2018,25.0,0.12,0.4102996026865139,0.1101090791907112,0.2522122740697996,0.0912886336428339,0.1360904104101414,0.0,0,0.0,0.0,0.0,,Black Belt
61,065,554.0,727.0,946.357321678857,239.869804856304,788.4375926890497,246.165195143696,184.9400856320934,0.0,2405.7700000000004,2018,1281.0,0.4324746291959406,0.3933698240807961,0.0997060420806244,0.3277277514845764,0.102322830172334,0.0768735521816688,0.0,0,0.0,0.0,0.0,,Black Belt
62,065,102.0,93.0,152.40824659904237,38.995451930294415,92.37500908942172,20.706888822805062,23.58764343255814,0.0,328.0732398741217,2018,195.0,0.5230769230769231,0.4645555567333679,0.1188620319818116,0.2815682532499909,0.0631166651408389,0.0718974928939906,0.0,0,0.0,0.0,0.0,,Black Belt
63,065,96.0,86.0,119.11906893464638,19.07967770814682,86.11638316920323,4.898836168307968,0.0,0.0,229.2139659803044,2018,182.0,0.5274725274725275,0.5196850393700787,0.0832395950506186,0.3757030371203599,0.0213723284589426,0.0,0.0,0,0.0,0.0,0.0,,Black Belt
64,065,154.0,142.0,71.35347450341676,52.594229034658326,246.1141513958638,52.15397240419058,0.0,0.0,422.2158273381295,2018,296.0,0.5202702702702703,0.1689976307929207,0.1245671659592677,0.5829107661536442,0.1235244370941673,0.0,0.0,0,0.0,0.0,0.0,,Black Belt
65,065,182.0,50.0,61.10959481109112,13.323467992696626,238.93175042597224,14.817383181785477,0.0,0.0,328.1821964115455,2018,232.0,0.7844827586206896,0.1862063069821702,0.0405977781195321,0.7280460458810147,0.0451498690172828,0.0,0.0,0,0.0,0.0,0.0,,Black Belt
66,065,93.0,145.0,138.37518972340948,33.67038694933088,109.37334702879488,15.262394231752184,13.423234872397478,0.0,310.1045528056849,2018,238.0,0.3907563025210084,0.4462210840552121,0.1085775318185319,0.3526982949435427,0.0492169305276719,0.0432861586550412,0.0,0,0.0,0.0,0.0,,Black Belt
67,071,29.0,155.0,273.70991571941147,60.16118801330611,0.0,0.0,2.7586552130420308,2.629278060256498,339.2590370060161,2018,184.0,0.1576086956521739,0.8067873980157462,0.1773311288749524,0.0,0.0,0.0081314126143472,0.0077500604949541,0,0.0,0.0,0.0,,Other Alabama
68,071,27.0,139.0,313.09541573266733,43.97951906532992,2.64877536391947e-10,0.0,15.971762769946867,0.7344924509848576,373.7811900191938,2018,166.0,0.1626506024096385,0.8376435842493565,0.117661135016108,7.086433011204909e-13,0.0,0.0427302475256358,0.0019650332081909,0,0.0,0.0,0.0,,Other Alabama
69,085,588.0,100.0,143.9618207301353,59.69899728807376,710.2910557159715,81.23448228979758,13.897526557456498,0.0,1009.0838825814346,2018,688.0,0.8546511627906976,0.1426658608022285,0.0591615804380424,0.7038969385765113,0.0805032006675043,0.0137724195157134,0.0,0,0.0,0.0,0.0,,Black Belt
70,085,252.0,70.0,46.98375919459656,34.95015556527164,442.02728132343,35.813522974188565,4.553906885580338,0.0,564.3286259430671,2018,322.0,0.782608695652174,0.0832560267806378,0.0619322748458229,0.783279920604319,0.0634621766959623,0.0080696010732579,0.0,0,0.0,0.0,0.0,,Black Belt
71,085,575.0,44.0,7.541982182482043,5.54819670358213,722.5708781053987,48.839953235958376,0.5485665561337819,0.0,785.0495767835552,2018,619.0,0.9289176090468496,0.0096070138823365,0.0070673201637962,0.9204143272911,0.0622125718939454,0.0006987667688215,0.0,0,0.0,0.0,0.0,Mosses,Black Belt
72,085,246.0,112.0,53.999999999184105,3.033416517144037e-09,225.7432024173787,95.22054380361313,3.5560154256880864e-10,0.0,374.96374622356495,2018,358.0,0.6871508379888268,0.1440139227939856,8.089892816825606e-12,0.6020400763832343,0.2539460008137418,9.483624647722292e-13,0.0,0,0.0,0.0,0.0,,Black Belt
73,085,161.0,240.0,108.50447207325286,54.62838681368859,248.05715814482812,29.49686169525774,6.06905873931598e-10,0.0,440.6868787276342,2018,401.0,0.4014962593516209,0.2462167069428764,0.123961909125621,0.5628875514992119,0.0669338324309134,1.3771816299225354e-12,0.0,0,0.0,0.0,0.0,,Black Belt
74,101,140.0,245.0,197.90418653836787,89.581706317429,298.6963278543133,88.31800105484706,9.16261600549666,2.233475870727452,685.8963136411815,2018,385.0,0.3636363636363636,0.2885336786368837,0.1306053182322432,0.4354832092166233,0.1287629038068421,0.0133586022016295,0.0032562879057779,0,0.0,0.0,0.0,,Other Alabama
75,101,382.0,589.0,787.4166563832979,270.9454327146135,411.1259955300162,242.737818002564,13.424047246482075,6.745588922006023,1732.3955387989795,2018,971.0,0.3934088568486096,0.4545247541616225,0.156399290258189,0.2373164709342522,0.1401168570145633,0.0077488350355534,0.0038937925958193,0,0.0,0.0,0.0,,Other Alabama
76,101,1463.0,103.0,191.4711104854921,57.76044386149843,1729.6925332252283,433.2808679960284,64.49183434432422,14.680743892479535,2491.377533805051,2018,1566.0,0.934227330779055,0.0768535109141249,0.023184139327644,0.6942715464658983,0.1739121679139025,0.0258860142508496,0.0058926211275806,0,0.0,0.0,0.0,,Other Alabama
77,101,71.0,145.0,290.52477060011734,69.69996056060899,200.13005968139504,19.59599765340926,28.834036638639684,2.678885892445646,611.463711026616,2018,216.0,0.3287037037037037,0.4751300287507516,0.1139887115190962,0.3272967080015051,0.0320476870499945,0.0471557610348271,0.0043811036438252,0,0.0,0.0,0.0,,Other Alabama
78,101,2809.0,281.0,313.33567226081743,126.61309285393808,5166.664854432749,963.2908094488728,93.68041577105724,26.65932236305295,6690.244167130488,2018,3090.0,0.9090614886731392,0.0468347140154094,0.0189250331812992,0.7722685040131776,0.1439844025695758,0.0140025406294308,0.003984805591107,0,0.0,0.0,0.0,Montgomery,Other Alabama
79,101,2699.0,2146.0,1660.9845349652862,1777.3946275034157,3037.210839757988,1739.940553795338,449.61984834862375,304.61210187382443,8969.762506244479,2018,4845.0,0.5570691434468524,0.1851759769346132,0.198154034319866,0.3386054912427808,0.1939784417462607,0.0501261709031439,0.033959884853335,0,0.0,0.0,0.0,Montgomery,Other Alabama
80,101,1627.0,1629.0,1611.7929460276696,2195.366101245094,1454.7549198823526,808.7523610335513,387.0887826338488,175.1619057019028,6632.917016524419,2018,3256.0,0.4996928746928747,0.2429991121571776,0.3309804865304109,0.2193235519543148,0.1219301189836578,0.0583587555323704,0.0264079748420681,0,0.0,0.0,0.0,Pike Road,Other Alabama
81,101,1543.0,852.0,597.152030913007,572.1827961465117,2050.974423193649,949.8753318841676,194.3835436604534,109.36437392309983,4473.932499720889,2018,2395.0,0.644258872651357,0.1334736344257006,0.1278925858139808,0.4584276636542015,0.2123132908114789,0.0434480278083275,0.0244447974863104,0,0.0,0.0,0.0,Montgomery,Other Alabama
82,101,1330.0,1766.0,1089.2553585827814,2375.5912924771847,835.8892304143122,384.8904144827988,80.54567022802756,108.29689771286462,4874.468863897969,2018,3096.0,0.4295865633074935,0.2234613429680902,0.4873538756338458,0.1714831407797477,0.0789604827170879,0.0165239890697788,0.0222171688314494,0,0.0,0.0,0.0,Montgomery,Other Alabama
83,101,920.0,1325.0,1571.9827456350674,589.82801953849,973.1743547171226,371.7839564786431,392.3947068767257,80.74706012744512,3979.9108433734937,2018,2245.0,0.4097995545657015,0.3949793871016987,0.1482013147406422,0.2445216470960516,0.093415146999501,0.0985938435103536,0.0202886605517528,0,0.0,0.0,0.0,Montgomery,Other Alabama
84,101,887.0,290.0,634.2173544160722,116.11216617063674,1494.8972187151542,659.3504117572877,135.26051297007277,12.382035948042171,3052.2196999772664,2018,1177.0,0.7536108751062022,0.2077888935782689,0.0380418769237029,0.4897737927339531,0.2160232475277578,0.0443154576884095,0.0040567315479073,0,0.0,0.0,0.0,Montgomery,Other Alabama
85,101,1503.0,135.0,195.1736315538567,1.4378294685580515,2408.9226252697517,394.1981976007877,50.6039701148656,0.0965091114864231,3050.432763119306,2018,1638.0,0.9175824175824177,0.0639822761916169,0.0004713526178783,0.7896986468262424,0.1292269747318374,0.0165891117898691,3.163784255573462e-05,0,0.0,0.0,0.0,,Other Alabama
86,101,47.0,58.0,118.92920140540626,14.353321220413582,35.78230277134396,4.0419450517757705,14.689679255202432,0.0,187.796449704142,2018,105.0,0.4476190476190476,0.6332878049226678,0.0764302053794204,0.1905376956152049,0.0215230109948485,0.0782212830878582,0.0,0,0.0,0.0,0.0,,Other Alabama
