state_code,cycle,chamber,district,dem_incumbent,rep_incumbent,incumbency_balance,open_seat,incumbency_method,incumbency_quality,strict_incumbency_eligible,evidence_count,review_status
AR,2016,lower,14,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,18,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,25,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,27,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,3,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,32,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,38,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,39,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,4,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,42,,,,,,missing,0,0,review
AR,2016,lower,49,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,54,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,57,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,58,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,60,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,61,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,69,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,7,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,72,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,73,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,81,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,85,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,lower,89,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2016,lower,94,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,upper,22,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,upper,27,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2016,upper,34,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,11,,,,,,missing,0,0,review
AR,2018,lower,12,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,19,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,21,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,22,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,24,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,26,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,28,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,lower,31,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,32,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,35,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,lower,38,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,39,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,41,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,42,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,lower,47,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,49,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,5,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,54,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,55,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,56,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,61,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,65,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,69,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,70,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,lower,71,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,lower,73,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,77,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,80,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,81,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,84,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,87,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,89,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,90,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,92,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,lower,93,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,94,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,95,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,96,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,lower,97,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,upper,14,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,upper,19,,,,,,missing,0,0,review
AR,2018,upper,3,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,upper,33,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,upper,35,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2018,upper,4,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2018,upper,5,,,,,,missing,0,0,review
AR,2020,lower,11,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,14,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,26,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,lower,3,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,31,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,lower,32,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,38,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,39,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,41,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,44,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,49,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,5,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,53,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,lower,55,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,58,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,59,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,65,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,67,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,68,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,7,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,72,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,74,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,76,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,8,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,80,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,82,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,lower,85,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,86,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,87,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,88,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,89,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,9,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,90,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,lower,91,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,lower,93,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,lower,94,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,lower,96,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,lower,97,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,upper,1,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,upper,12,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,upper,13,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,upper,2,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,upper,26,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,upper,27,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2020,upper,32,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2020,upper,34,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,1,,,,,,missing,0,0,review
AR,2022,lower,10,,,,,,missing,0,0,review
AR,2022,lower,11,,,,,,missing,0,0,review
AR,2022,lower,13,,,,,,missing,0,0,review
AR,2022,lower,14,,,,,,missing,0,0,review
AR,2022,lower,15,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,18,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,19,,,,,,missing,0,0,review
AR,2022,lower,22,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,25,,,,,,missing,0,0,review
AR,2022,lower,29,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,34,,,,,,missing,0,0,review
AR,2022,lower,37,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,49,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,50,,,,,,missing,0,0,review
AR,2022,lower,55,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,lower,56,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,58,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,59,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,6,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,61,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,lower,62,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,67,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,69,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,70,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,71,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,lower,73,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,75,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,81,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,lower,84,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,87,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,9,,,,,,missing,0,0,review
AR,2022,lower,91,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,94,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,lower,98,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,upper,10,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,upper,13,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,upper,14,1.0,0.0,1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,upper,17,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,upper,18,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,upper,2,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,upper,20,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,upper,23,0.0,1.0,-1.0,0.0,provider_reported_incumbent,source_validated,1,1,approved
AR,2022,upper,27,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,upper,28,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,upper,31,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,upper,6,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2022,upper,9,,,,,,missing,0,0,review
AR,2024,lower,10,0.0,1.0,-1.0,0.0,exact_prior_winner_candidate_continuity,source_validated,1,1,approved
AR,2024,lower,11,0.0,1.0,-1.0,0.0,exact_prior_winner_candidate_continuity,source_validated,1,1,approved
AR,2024,lower,12,,,,,,missing,0,0,review
AR,2024,lower,13,,,,,,missing,0,0,review
AR,2024,lower,14,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
AR,2024,lower,15,0.0,1.0,-1.0,0.0,exact_prior_winner_candidate_continuity,source_validated,1,1,approved
AR,2024,lower,18,0.0,1.0,-1.0,0.0,exact_prior_winner_candidate_continuity,source_validated,1,1,approved
AR,2024,lower,19,0.0,1.0,-1.0,0.0,exact_prior_winner_candidate_continuity,source_validated,1,1,approved
AR,2024,lower,24,0.0,0.0,0.0,1.0,ballotpedia_explicit_open_seat,source_validated,1,1,approved
