cycle,chamber,district,NAME,CVAP_TOT24,CVAPTOTMOE,cvap_total_moe_ratio,cvap_white_nh_share,cvap_nonwhite_share,cvap_black_nh_share,cvap_hispanic_share,cvap_other_nonwhite_share,source
2026,house,42,"State House District 42 (2024), Alabama",38728,896,0.023135715761206363,0.8638711010121876,0.13612889898781244,0.09256868415616608,0.024039454658128488,0.01952076017351787,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,43,"State House District 43 (2024), Alabama",38404,1264,0.03291323820435371,0.8081970628059577,0.1918029371940423,0.10274971357150296,0.0302051869596917,0.05884803666284762,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,44,"State House District 44 (2024), Alabama",36172,1327,0.036685834347008735,0.7039699214862325,0.2960300785137675,0.2298462899480261,0.02305650779608537,0.043127280769656086,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,45,"State House District 45 (2024), Alabama",35758,1763,0.049303652329548635,0.8290172828457968,0.1709827171542032,0.11759606241959841,0.030203031489456904,0.02318362324514794,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,46,"State House District 46 (2024), Alabama",35730,1387,0.03881891967534285,0.8448642597257207,0.15513574027427934,0.09554995801847187,0.017716204869857262,0.04186957738595018,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,47,"State House District 47 (2024), Alabama",36839,1667,0.04525095686636445,0.7279785010450881,0.2720214989549119,0.1971823339395749,0.022123293249002415,0.05271587176633459,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,48,"State House District 48 (2024), Alabama",31563,1441,0.04565472230142889,0.8593289611253683,0.14067103887463173,0.09159458860057662,0.022241231822070145,0.02683521845198492,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,49,"State House District 49 (2024), Alabama",37890,1240,0.032726313011348644,0.7857746107152282,0.21422538928477175,0.13916600686196887,0.045737661652150964,0.02932172077065189,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,50,"State House District 50 (2024), Alabama",38425,1140,0.02966818477553676,0.8284189980481458,0.17158100195185422,0.11375406636304489,0.023864671437865973,0.033962264150943396,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,51,"State House District 51 (2024), Alabama",33581,1293,0.038503915904827136,0.8270748339835026,0.17292516601649743,0.13686310711414193,0.014680920758762395,0.021381138143593104,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,52,"State House District 52 (2024), Alabama",37617,2057,0.05468272323683441,0.3080787941622139,0.6919212058377862,0.6369194778956323,0.022729085254007495,0.032272642688146315,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,53,"State House District 53 (2024), Alabama",38472,1626,0.04226450405489707,0.38407153254314824,0.6159284674568517,0.5103971719692244,0.05882200041588688,0.046709295071740486,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,54,"State House District 54 (2024), Alabama",35365,1686,0.04767425420613601,0.41269616852820584,0.5873038314717942,0.5459352467128517,0.0240067863707055,0.017361798388236958,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,55,"State House District 55 (2024), Alabama",34631,1910,0.05515289769281857,0.36126591781929485,0.6387340821807052,0.5767664808986168,0.01666137275851116,0.045306228523577144,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,56,"State House District 56 (2024), Alabama",33796,1760,0.052077168895727305,0.3162504438395076,0.6837495561604924,0.6218783287963072,0.03284412356491893,0.029027103799266187,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,57,"State House District 57 (2024), Alabama",33306,1451,0.04356572389359275,0.31627934906623434,0.6837206509337657,0.6538761784663424,0.01092896174863388,0.018915510718789406,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,58,"State House District 58 (2024), Alabama",31383,1607,0.05120606697893764,0.3048784373705509,0.6951215626294491,0.6624287034381672,0.012650160915145143,0.02004269827613676,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,59,"State House District 59 (2024), Alabama",29509,1708,0.05788064658239859,0.21525636246568844,0.7847436375343115,0.7551933308482158,0.022535497644786337,0.007014809041309431,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,60,"State House District 60 (2024), Alabama",38136,1851,0.048536815607300186,0.30729494440948185,0.6927050555905181,0.6538441367736522,0.008994126284875184,0.02986679253199077,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,61,"State House District 61 (2024), Alabama",34380,1389,0.04040139616055846,0.7801337987201862,0.21986620127981382,0.1945607911576498,0.01055846422338569,0.01474694589877836,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,62,"State House District 62 (2024), Alabama",37072,1729,0.046638972809667674,0.7144745360379802,0.28552546396201983,0.22332218385843763,0.022577686663789384,0.039625593439792835,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,63,"State House District 63 (2024), Alabama",44850,1858,0.04142697881828317,0.7359197324414716,0.2640802675585284,0.17511705685618728,0.049542920847268676,0.03942028985507246,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,64,"State House District 64 (2024), Alabama",42454,2398,0.05648466575587695,0.7962029490742921,0.20379705092570788,0.1199651387383992,0.050101286097894195,0.03373062608941443,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,65,"State House District 65 (2024), Alabama",36578,1040,0.028432391054732352,0.6478757723221609,0.35212422767783913,0.2879052982667177,0.008228990103340807,0.05598993930778063,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,66,"State House District 66 (2024), Alabama",39769,1702,0.042797153561819505,0.743393095124343,0.25660690487565696,0.1944479368352234,0.019638411828308482,0.04252055621212502,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,67,"State House District 67 (2024), Alabama",33171,360,0.010852853396038708,0.30044315818033823,0.6995568418196618,0.6770070242078924,0.00545657351300835,0.017093244098760965,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,68,"State House District 68 (2024), Alabama",35828,974,0.02718544155409177,0.44733169588031707,0.5526683041196829,0.5240314837557217,0.002567824048230434,0.026068996315730713,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,69,"State House District 69 (2024), Alabama",36531,1194,0.032684569269935126,0.43636911116585914,0.5636308888341408,0.5282636664750486,0.01141496263447483,0.02395225972461745,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,70,"State House District 70 (2024), Alabama",36391,1913,0.05256794262317606,0.3752301393201616,0.6247698606798384,0.5695089445192493,0.031930971943612434,0.023329944216976727,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,71,"State House District 71 (2024), Alabama",37076,1462,0.039432516992124286,0.436643650879275,0.563356349120725,0.5096828136800087,0.020417520768151905,0.03325601467256446,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,72,"State House District 72 (2024), Alabama",38250,1219,0.03186928104575163,0.3819869281045752,0.6180130718954249,0.5821176470588235,0.009333333333333334,0.026562091503267975,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,73,"State House District 73 (2024), Alabama",35230,1437,0.04078910019869429,0.7430882770366165,0.2569117229633835,0.15350553505535056,0.06659097360204372,0.03681521430598921,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,74,"State House District 74 (2024), Alabama",33470,1804,0.05389901404242605,0.35219599641469973,0.6478040035853003,0.6048700328652524,0.0179265013444876,0.025007469375560202,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,75,"State House District 75 (2024), Alabama",34403,1567,0.04554835334127838,0.6855216114873703,0.31447838851262966,0.24160683661308607,0.016045112344853646,0.056826439554689995,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,76,"State House District 76 (2024), Alabama",33819,1841,0.05443685502232473,0.20538750406576184,0.7946124959342382,0.751855465862385,0.01800762884768917,0.02474940122416393,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,77,"State House District 77 (2024), Alabama",34410,1514,0.043998837547224647,0.326736413833188,0.6732635861668119,0.6177564661435629,0.026068003487358327,0.02943911653589073,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,78,"State House District 78 (2024), Alabama",33216,1603,0.048259874759152215,0.3024144990366089,0.6975855009633911,0.634393063583815,0.018394749518304433,0.044797687861271675,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,79,"State House District 79 (2024), Alabama",39178,1403,0.035810914288631375,0.7645617438358262,0.2354382561641738,0.15049262341109806,0.029200061258869772,0.055745571494205934,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,80,"State House District 80 (2024), Alabama",38124,1551,0.04068303430909663,0.7039922358619243,0.2960077641380757,0.22133039555135872,0.034440247613052144,0.040237120973664886,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,81,"State House District 81 (2024), Alabama",35830,466,0.013005861010326542,0.730560982416969,0.269439017583031,0.22093217973765,0.013005861010326542,0.035500976835054425,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,82,"State House District 82 (2024), Alabama",36520,1502,0.04112814895947426,0.4393209200438116,0.5606790799561884,0.5035870755750274,0.025958378970427163,0.031133625410733844,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,83,"State House District 83 (2024), Alabama",36707,1265,0.034462091699130955,0.42618574113929225,0.5738142588607078,0.522161985452366,0.02983082245893154,0.021821450949410195,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,84,"State House District 84 (2024), Alabama",36553,716,0.019587995513364157,0.41236013459907533,0.5876398654009247,0.5247722485158537,0.04120044866358438,0.021667168221486607,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,85,"State House District 85 (2024), Alabama",35695,650,0.01820983330998739,0.5444740159686231,0.4555259840313769,0.41050567306345426,0.018405939207171873,0.026614371760750804,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,86,"State House District 86 (2024), Alabama",36314,827,0.022773585944814673,0.7580822823153605,0.24191771768463954,0.19584733160764445,0.02205760863578785,0.024012777441207247,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,87,"State House District 87 (2024), Alabama",37077,599,0.01615556814197481,0.8482077838012784,0.15179221619872163,0.08716994363082234,0.03374059389918278,0.030881678668716456,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,88,"State House District 88 (2024), Alabama",35817,1193,0.033308205600692406,0.7071781556244242,0.2928218443755758,0.20939777200770585,0.039673897869726665,0.04375017449814334,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,89,"State House District 89 (2024), Alabama",35043,594,0.016950603544217104,0.6348200781896527,0.3651799218103473,0.28776075107724797,0.03855263533373284,0.03886653539936649,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,90,"State House District 90 (2024), Alabama",34552,838,0.02425329937485529,0.6503530909932855,0.34964690900671447,0.3095913405880991,0.01137416068534383,0.028681407733271592,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,91,"State House District 91 (2024), Alabama",35234,467,0.013254243060680024,0.6960890049384117,0.30391099506158825,0.17903161718794347,0.06837145938582051,0.05650791848782426,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,92,"State House District 92 (2024), Alabama",35212,659,0.018715210723616947,0.8276155855958196,0.1723844144041804,0.1285357264568897,0.012240145404975577,0.03160854254231512,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,93,"State House District 93 (2024), Alabama",35197,738,0.02096769611046396,0.6954001761513765,0.3045998238486235,0.2271216296843481,0.03432110691252095,0.04315708725175441,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,94,"State House District 94 (2024), Alabama",40640,2051,0.05046751968503937,0.8876968503937008,0.11230314960629917,0.04446358267716535,0.043405511811023624,0.024434055118110237,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,95,"State House District 95 (2024), Alabama",42397,2313,0.05455574686888223,0.9290751704130009,0.07092482958699908,0.022242139774040617,0.022312899497605964,0.0263697903153525,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,96,"State House District 96 (2024), Alabama",38025,1320,0.03471400394477318,0.7873504273504274,0.21264957264957263,0.12657462195923735,0.04131492439184747,0.04476002629848784,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,97,"State House District 97 (2024), Alabama",33480,1448,0.043249701314217445,0.43163082437275985,0.5683691756272402,0.5215352449223417,0.01681600955794504,0.030017921146953404,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,98,"State House District 98 (2024), Alabama",36376,1379,0.037909610732351,0.4268473718935562,0.5731526281064439,0.5402738069056521,0.010281504288541896,0.022597316912249834,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,99,"State House District 99 (2024), Alabama",35040,1886,0.05382420091324201,0.36523972602739724,0.6347602739726028,0.5917808219178082,0.01797945205479452,0.025,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,100,"State House District 100 (2024), Alabama",34983,1473,0.04210616585198525,0.7515364605665609,0.24846353943343913,0.17437040848412086,0.030643455392619274,0.043449675556698965,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,101,"State House District 101 (2024), Alabama",35018,1498,0.04277799988577303,0.6800502598663545,0.3199497401336455,0.2318236335598835,0.03498200925238449,0.05314409732137758,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,102,"State House District 102 (2024), Alabama",37471,1739,0.04640922313255584,0.8020869472391983,0.19791305276080173,0.13954791705585654,0.01483814149609031,0.04352699420885485,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,103,"State House District 103 (2024), Alabama",33194,1454,0.04380309694523107,0.3583780201241188,0.6416219798758812,0.5766704826173404,0.032445622702898115,0.032505874555642585,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,104,"State House District 104 (2024), Alabama",36529,1530,0.0418845300993731,0.636891237099291,0.36310876290070904,0.2668838457116264,0.03213884858605492,0.06408606860302773,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,105,"State House District 105 (2024), Alabama",35666,1814,0.050860763752593505,0.8153703807547804,0.1846296192452196,0.1144507373969607,0.019149890652161723,0.05102899119609712,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,1,"State Senate District 1 (2024), Alabama",119219,1404,0.011776646339929038,0.867244315084005,0.132755684915995,0.08190808512066029,0.01888121859770674,0.031966381197627895,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,2,"State Senate District 2 (2024), Alabama",122168,3015,0.02467913037784035,0.6190328072817759,0.3809671927182241,0.27928753847161286,0.046526095213149106,0.05515355903346212,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,3,"State Senate District 3 (2024), Alabama",113462,1583,0.013951807653663781,0.7514057569935308,0.24859424300646915,0.15958646947876823,0.04646489573601734,0.04254287779168356,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,4,"State Senate District 4 (2024), Alabama",110333,355,0.003217532379251901,0.9397551050003172,0.060244894999682774,0.01510880697524766,0.021589189091205715,0.023546898933229407,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,5,"State Senate District 5 (2024), Alabama",104412,1826,0.01748841129372103,0.9005765620809869,0.09942343791901309,0.06543309198176454,0.01246983105390185,0.02152051488334674,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,6,"State Senate District 6 (2024), Alabama",111730,1471,0.013165667233509353,0.7797816163966705,0.22021838360332946,0.13236373400161103,0.040445717354336344,0.04740893224738208,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,7,"State Senate District 7 (2024), Alabama",117048,2476,0.021153714715330462,0.6711092884970269,0.3288907115029731,0.24357528535301756,0.03868498393821338,0.046630442211742194,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,8,"State Senate District 8 (2024), Alabama",114984,1953,0.016984971822166562,0.8467699853892715,0.1532300146107285,0.07343630418145133,0.03312634801363668,0.046667362415640436,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,9,"State Senate District 9 (2024), Alabama",108130,1699,0.0157125682049385,0.8531027466937945,0.1468972533062055,0.03969296217515953,0.06924072875242764,0.03796356237861833,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,10,"State Senate District 10 (2024), Alabama",114229,906,0.007931435975102645,0.8303758240026613,0.1696241759973387,0.11202059021789564,0.02955466650325224,0.02804891927619081,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,11,"State Senate District 11 (2024), Alabama",117489,1627,0.013848104928972075,0.753176893155955,0.24682310684404496,0.19547361880686703,0.018078288180170057,0.03327119985700789,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,12,"State Senate District 12 (2024), Alabama",114636,885,0.007720087930493039,0.7261331518894588,0.2738668481105412,0.22025367249380648,0.020525838305593357,0.03308733731114135,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,13,"State Senate District 13 (2024), Alabama",116202,1457,0.012538510524775821,0.7269324108018795,0.27306758919812046,0.22031462453314057,0.021462625428133767,0.03129033923684618,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,14,"State Senate District 14 (2024), Alabama",105173,1708,0.016239909482471736,0.7712435701178059,0.22875642988219413,0.1526722637939395,0.047046295151797514,0.029037870936457075,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,15,"State Senate District 15 (2024), Alabama",100903,2620,0.02596553125278733,0.8449501005916573,0.15504989940834268,0.09893660247960913,0.02688720850718016,0.029226088421553373,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,16,"State Senate District 16 (2024), Alabama",107107,2208,0.020614899119572018,0.7639743434135957,0.2360256565864043,0.15574145480687537,0.02667426031912013,0.05360994146040875,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,17,"State Senate District 17 (2024), Alabama",100930,2317,0.022956504508074904,0.8627167343703557,0.13728326562964432,0.09026057663727335,0.022807886654116715,0.024214802338254234,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,18,"State Senate District 18 (2024), Alabama",108527,2960,0.02727431883310144,0.40927142554387386,0.5907285744561261,0.5344752918628544,0.02054788209385683,0.03570540049941489,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,19,"State Senate District 19 (2024), Alabama",102664,2185,0.021283020338190604,0.3352392269929089,0.664760773007091,0.6290423127873451,0.016286137302267592,0.019432322917478376,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,20,"State Senate District 20 (2024), Alabama",96438,2956,0.030651817748190546,0.2982019535867604,0.7017980464132396,0.6615338352101868,0.017659014081586096,0.022605197121466643,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,21,"State Senate District 21 (2024), Alabama",117196,2136,0.01822587801631455,0.7108007099218403,0.2891992900781597,0.2223113416840165,0.032688828970272026,0.03419911942387112,RDH/Census 2020-2024 ACS CVAP special tabulation
