cycle,chamber,district,canonical_party,canonical_name,normalized_candidate_name,canonical_candidate_id,person_id,candidate_effect_id,identity_status,identity_collision_split
1994,house,13,D,Hogan,HOGAN,AL-1994-house-13-D-HOGAN,ALPERSON-HOGAN,UNRESOLVED-AL-1994-house-13-D-HOGAN,surname_only_unresolved_race_specific,False
1994,house,14,D,Guin,GUIN,AL-1994-house-14-D-GUIN,ALPERSON-GUIN,UNRESOLVED-AL-1994-house-14-D-GUIN,surname_only_unresolved_race_specific,False
1994,house,15,D,Sharp,SHARP,AL-1994-house-15-D-SHARP,ALPERSON-SHARP,UNRESOLVED-AL-1994-house-15-D-SHARP,surname_only_unresolved_race_specific,False
1994,house,15,R,Curry,CURRY,AL-1994-house-15-R-CURRY,ALPERSON-CURRY,UNRESOLVED-AL-1994-house-15-R-CURRY,surname_only_unresolved_race_specific,False
1994,house,16,D,Collins,COLLINS,AL-1994-house-16-D-COLLINS,ALPERSON-COLLINS,UNRESOLVED-AL-1994-house-16-D-COLLINS,surname_only_unresolved_race_specific,False
1994,house,17,D,Millican,MILLICAN,AL-1994-house-17-D-MILLICAN,ALPERSON-MILLICAN,UNRESOLVED-AL-1994-house-17-D-MILLICAN,surname_only_unresolved_race_specific,False
1994,house,17,R,Harper,HARPER,AL-1994-house-17-R-HARPER,ALPERSON-HARPER,UNRESOLVED-AL-1994-house-17-R-HARPER,surname_only_unresolved_race_specific,True
1994,house,18,D,Morrow,MORROW,AL-1994-house-18-D-MORROW,ALPERSON-MORROW,UNRESOLVED-AL-1994-house-18-D-MORROW,surname_only_unresolved_race_specific,True
1994,house,19,D,Hall,HALL,AL-1994-house-19-D-HALL,ALPERSON-HALL,UNRESOLVED-AL-1994-house-19-D-HALL,surname_only_unresolved_race_specific,True
1994,house,19,R,Anderson,ANDERSON,AL-1994-house-19-R-ANDERSON,ALPERSON-ANDERSON,UNRESOLVED-AL-1994-house-19-R-ANDERSON,surname_only_unresolved_race_specific,True
1994,house,20,D,Sanderford,SANDERFORD,AL-1994-house-20-D-SANDERFORD,ALPERSON-SANDERFORD,UNRESOLVED-AL-1994-house-20-D-SANDERFORD,surname_only_unresolved_race_specific,False
1994,house,21,D,Johnston,JOHNSTON,AL-1994-house-21-D-JOHNSTON,ALPERSON-JOHNSTON,UNRESOLVED-AL-1994-house-21-D-JOHNSTON,surname_only_unresolved_race_specific,False
1994,house,22,D,Hall,HALL,AL-1994-house-22-D-HALL,ALPERSON-HALL,UNRESOLVED-AL-1994-house-22-D-HALL,surname_only_unresolved_race_specific,True
1994,house,23,D,Pobinson,POBINSON,AL-1994-house-23-D-POBINSON,ALPERSON-POBINSON,UNRESOLVED-AL-1994-house-23-D-POBINSON,surname_only_unresolved_race_specific,False
1994,house,24,D,Burke,BURKE,AL-1994-house-24-D-BURKE,ALPERSON-BURKE,UNRESOLVED-AL-1994-house-24-D-BURKE,surname_only_unresolved_race_specific,False
1994,house,25,D,Hawk,HAWK,AL-1994-house-25-D-HAWK,ALPERSON-HAWK,UNRESOLVED-AL-1994-house-25-D-HAWK,surname_only_unresolved_race_specific,False
1994,house,26,D,Mcdaniel,MCDANIEL,AL-1994-house-26-D-MCDANIEL,ALPERSON-MCDANIEL,UNRESOLVED-AL-1994-house-26-D-MCDANIEL,surname_only_unresolved_race_specific,False
1994,house,26,R,Holcomb,HOLCOMB,AL-1994-house-26-R-HOLCOMB,ALPERSON-HOLCOMB,UNRESOLVED-AL-1994-house-26-R-HOLCOMB,surname_only_unresolved_race_specific,False
1994,house,27,D,Murphree,MURPHREE,AL-1994-house-27-D-MURPHREE,ALPERSON-MURPHREE,UNRESOLVED-AL-1994-house-27-D-MURPHREE,surname_only_unresolved_race_specific,False
1994,house,27,R,Martin,MARTIN,AL-1994-house-27-R-MARTIN,ALPERSON-MARTIN,UNRESOLVED-AL-1994-house-27-R-MARTIN,surname_only_unresolved_race_specific,True
1994,house,28,D,Ford,FORD,AL-1994-house-28-D-FORD,ALPERSON-FORD,UNRESOLVED-AL-1994-house-28-D-FORD,surname_only_unresolved_race_specific,False
1994,house,28,R,O'Barr,O BARR,AL-1994-house-28-R-O-BARR,ALPERSON-O-BARR,UNRESOLVED-AL-1994-house-28-R-O-BARR,surname_only_unresolved_race_specific,False
1994,house,29,D,Page,PAGE,AL-1994-house-29-D-PAGE,ALPERSON-PAGE,UNRESOLVED-AL-1994-house-29-D-PAGE,surname_only_unresolved_race_specific,False
1994,house,29,R,Estes,ESTES,AL-1994-house-29-R-ESTES,ALPERSON-ESTES,UNRESOLVED-AL-1994-house-29-R-ESTES,surname_only_unresolved_race_specific,False
1994,house,30,D,Galliher,GALLIHER,AL-1994-house-30-D-GALLIHER,ALPERSON-GALLIHER,UNRESOLVED-AL-1994-house-30-D-GALLIHER,surname_only_unresolved_race_specific,False
1994,house,30,R,Hodges,HODGES,AL-1994-house-30-R-HODGES,ALPERSON-HODGES,UNRESOLVED-AL-1994-house-30-R-HODGES,surname_only_unresolved_race_specific,False
1994,house,31,D,Venable,VENABLE,AL-1994-house-31-D-VENABLE,ALPERSON-VENABLE,UNRESOLVED-AL-1994-house-31-D-VENABLE,surname_only_unresolved_race_specific,False
1994,house,32,D,Boyd,BOYD,AL-1994-house-32-D-BOYD,ALPERSON-BOYD,UNRESOLVED-AL-1994-house-32-D-BOYD,surname_only_unresolved_race_specific,False
1994,house,32,R,Montgomery,MONTGOMERY,AL-1994-house-32-R-MONTGOMERY,ALPERSON-MONTGOMERY,UNRESOLVED-AL-1994-house-32-R-MONTGOMERY,surname_only_unresolved_race_specific,False
1994,house,33,D,Johnson,JOHNSON,AL-1994-house-33-D-JOHNSON,ALPERSON-JOHNSON,UNRESOLVED-AL-1994-house-33-D-JOHNSON,surname_only_unresolved_race_specific,True
1994,house,33,R,Hattaway,HATTAWAY,AL-1994-house-33-R-HATTAWAY,ALPERSON-HATTAWAY,UNRESOLVED-AL-1994-house-33-R-HATTAWAY,surname_only_unresolved_race_specific,False
1994,house,34,D,Willis,WILLIS,AL-1994-house-34-D-WILLIS,ALPERSON-WILLIS,UNRESOLVED-AL-1994-house-34-D-WILLIS,surname_only_unresolved_race_specific,False
1994,house,35,D,Shaddix,SHADDIX,AL-1994-house-35-D-SHADDIX,ALPERSON-SHADDIX,UNRESOLVED-AL-1994-house-35-D-SHADDIX,surname_only_unresolved_race_specific,False
1994,house,35,R,Sims,SIMS,AL-1994-house-35-R-SIMS,ALPERSON-SIMS,UNRESOLVED-AL-1994-house-35-R-SIMS,surname_only_unresolved_race_specific,False
1994,house,36,D,Campbell,CAMPBELL,AL-1994-house-36-D-CAMPBELL,ALPERSON-CAMPBELL,UNRESOLVED-AL-1994-house-36-D-CAMPBELL,surname_only_unresolved_race_specific,False
1994,house,36,R,Rogers,ROGERS,AL-1994-house-36-R-ROGERS,ALPERSON-ROGERS,UNRESOLVED-AL-1994-house-36-R-ROGERS,surname_only_unresolved_race_specific,True
1994,house,37,D,Laird,LAIRD,AL-1994-house-37-D-LAIRD,ALPERSON-LAIRD,UNRESOLVED-AL-1994-house-37-D-LAIRD,surname_only_unresolved_race_specific,False
1994,house,38,D,Fuller,FULLER,AL-1994-house-38-D-FULLER,ALPERSON-FULLER,UNRESOLVED-AL-1994-house-38-D-FULLER,surname_only_unresolved_race_specific,False
1994,house,39,D,Lindsey,LINDSEY,AL-1994-house-39-D-LINDSEY,ALPERSON-LINDSEY,UNRESOLVED-AL-1994-house-39-D-LINDSEY,surname_only_unresolved_race_specific,True
1994,house,40,D,Martin,MARTIN,AL-1994-house-40-D-MARTIN,ALPERSON-MARTIN,UNRESOLVED-AL-1994-house-40-D-MARTIN,surname_only_unresolved_race_specific,True
1994,house,40,R,Knight,KNIGHT,AL-1994-house-40-R-KNIGHT,ALPERSON-KNIGHT,UNRESOLVED-AL-1994-house-40-R-KNIGHT,surname_only_unresolved_race_specific,True
1994,house,41,D,Hill,HILL,AL-1994-house-41-D-HILL,ALPERSON-HILL,UNRESOLVED-AL-1994-house-41-D-HILL,surname_only_unresolved_race_specific,False
1994,house,42,D,Smith,SMITH,AL-1994-house-42-D-SMITH,ALPERSON-SMITH,UNRESOLVED-AL-1994-house-42-D-SMITH,surname_only_unresolved_race_specific,True
1994,house,42,R,Bialas,BIALAS,AL-1994-house-42-R-BIALAS,ALPERSON-BIALAS,UNRESOLVED-AL-1994-house-42-R-BIALAS,surname_only_unresolved_race_specific,False
1994,house,43,D,Romei,ROMEI,AL-1994-house-43-D-ROMEI,ALPERSON-ROMEI,UNRESOLVED-AL-1994-house-43-D-ROMEI,surname_only_unresolved_race_specific,False
1994,house,43,R,Sanderson,SANDERSON,AL-1994-house-43-R-SANDERSON,ALPERSON-SANDERSON,UNRESOLVED-AL-1994-house-43-R-SANDERSON,surname_only_unresolved_race_specific,False
1994,house,44,D,Payne,PAYNE,AL-1994-house-44-D-PAYNE,ALPERSON-PAYNE,UNRESOLVED-AL-1994-house-44-D-PAYNE,surname_only_unresolved_race_specific,False
1994,house,45,D,Morton,MORTON,AL-1994-house-45-D-MORTON,ALPERSON-MORTON,UNRESOLVED-AL-1994-house-45-D-MORTON,surname_only_unresolved_race_specific,False
1994,house,46,D,Jones,JONES,AL-1994-house-46-D-JONES,ALPERSON-JONES,UNRESOLVED-AL-1994-house-46-D-JONES,surname_only_unresolved_race_specific,False
1994,house,46,R,Carns,CARNS,AL-1994-house-46-R-CARNS,ALPERSON-CARNS,UNRESOLVED-AL-1994-house-46-R-CARNS,surname_only_unresolved_race_specific,False
1994,house,47,D,Gaines,GAINES,AL-1994-house-47-D-GAINES,ALPERSON-GAINES,UNRESOLVED-AL-1994-house-47-D-GAINES,surname_only_unresolved_race_specific,False
1994,house,48,D,Gulas,GULAS,AL-1994-house-48-D-GULAS,ALPERSON-GULAS,UNRESOLVED-AL-1994-house-48-D-GULAS,surname_only_unresolved_race_specific,False
1994,house,48,R,Hawkins,HAWKINS,AL-1994-house-48-R-HAWKINS,ALPERSON-HAWKINS,UNRESOLVED-AL-1994-house-48-R-HAWKINS,surname_only_unresolved_race_specific,False
1994,house,49,D,Holladay,HOLLADAY,AL-1994-house-49-D-HOLLADAY,ALPERSON-HOLLADAY,UNRESOLVED-AL-1994-house-49-D-HOLLADAY,surname_only_unresolved_race_specific,False
1994,house,49,R,Thomas,THOMAS,AL-1994-house-49-R-THOMAS,ALPERSON-THOMAS,UNRESOLVED-AL-1994-house-49-R-THOMAS,surname_only_unresolved_race_specific,True
1994,house,50,D,Smith,SMITH,AL-1994-house-50-D-SMITH,ALPERSON-SMITH,UNRESOLVED-AL-1994-house-50-D-SMITH,surname_only_unresolved_race_specific,True
1994,house,50,R,Townsend,TOWNSEND,AL-1994-house-50-R-TOWNSEND,ALPERSON-TOWNSEND,UNRESOLVED-AL-1994-house-50-R-TOWNSEND,surname_only_unresolved_race_specific,False
1994,house,51,D,Petelos,PETELOS,AL-1994-house-51-D-PETELOS,ALPERSON-PETELOS,UNRESOLVED-AL-1994-house-51-D-PETELOS,surname_only_unresolved_race_specific,False
1994,house,52,D,Rogers,ROGERS,AL-1994-house-52-D-ROGERS,ALPERSON-ROGERS,UNRESOLVED-AL-1994-house-52-D-ROGERS,surname_only_unresolved_race_specific,True
1994,house,53,D,Newton,NEWTON,AL-1994-house-53-D-NEWTON,ALPERSON-NEWTON,UNRESOLVED-AL-1994-house-53-D-NEWTON,surname_only_unresolved_race_specific,True
1994,house,53,R,Blake,BLAKE,AL-1994-house-53-R-BLAKE,ALPERSON-BLAKE,UNRESOLVED-AL-1994-house-53-R-BLAKE,surname_only_unresolved_race_specific,False
1994,house,54,D,Perdue,PERDUE,AL-1994-house-54-D-PERDUE,ALPERSON-PERDUE,UNRESOLVED-AL-1994-house-54-D-PERDUE,surname_only_unresolved_race_specific,False
1994,house,54,R,Pearson,PEARSON,AL-1994-house-54-R-PEARSON,ALPERSON-PEARSON,UNRESOLVED-AL-1994-house-54-R-PEARSON,surname_only_unresolved_race_specific,False
1994,house,55,D,Minnifield,MINNIFIELD,AL-1994-house-55-D-MINNIFIELD,ALPERSON-MINNIFIELD,UNRESOLVED-AL-1994-house-55-D-MINNIFIELD,surname_only_unresolved_race_specific,False
1994,house,55,R,Evans,EVANS,AL-1994-house-55-R-EVANS,ALPERSON-EVANS,UNRESOLVED-AL-1994-house-55-R-EVANS,surname_only_unresolved_race_specific,False
1994,house,56,D,Mcadory,MCADORY,AL-1994-house-56-D-MCADORY,ALPERSON-MCADORY,UNRESOLVED-AL-1994-house-56-D-MCADORY,surname_only_unresolved_race_specific,False
1994,house,57,D,Houston,HOUSTON,AL-1994-house-57-D-HOUSTON,ALPERSON-HOUSTON,UNRESOLVED-AL-1994-house-57-D-HOUSTON,surname_only_unresolved_race_specific,False
1994,house,58,D,Johnson,JOHNSON,AL-1994-house-58-D-JOHNSON,ALPERSON-JOHNSON,UNRESOLVED-AL-1994-house-58-D-JOHNSON,surname_only_unresolved_race_specific,True
1994,house,58,R,Leland,LELAND,AL-1994-house-58-R-LELAND,ALPERSON-LELAND,UNRESOLVED-AL-1994-house-58-R-LELAND,surname_only_unresolved_race_specific,False
1994,house,59,D,Spratt,SPRATT,AL-1994-house-59-D-SPRATT,ALPERSON-SPRATT,UNRESOLVED-AL-1994-house-59-D-SPRATT,surname_only_unresolved_race_specific,False
1994,house,60,D,Hillard,HILLARD,AL-1994-house-60-D-HILLARD,ALPERSON-HILLARD,UNRESOLVED-AL-1994-house-60-D-HILLARD,surname_only_unresolved_race_specific,False
1994,house,60,R,Wright,WRIGHT,AL-1994-house-60-R-WRIGHT,ALPERSON-WRIGHT,UNRESOLVED-AL-1994-house-60-R-WRIGHT,surname_only_unresolved_race_specific,False
1994,house,61,D,Layson,LAYSON,AL-1994-house-61-D-LAYSON,ALPERSON-LAYSON,UNRESOLVED-AL-1994-house-61-D-LAYSON,surname_only_unresolved_race_specific,False
1994,house,62,D,Allen,ALLEN,AL-1994-house-62-D-ALLEN,ALPERSON-ALLEN,UNRESOLVED-AL-1994-house-62-D-ALLEN,surname_only_unresolved_race_specific,False
1994,house,62,R,Copeland,COPELAND,AL-1994-house-62-R-COPELAND,ALPERSON-COPELAND,UNRESOLVED-AL-1994-house-62-R-COPELAND,surname_only_unresolved_race_specific,False
1994,house,63,D,Parker,PARKER,AL-1994-house-63-D-PARKER,ALPERSON-PARKER,UNRESOLVED-AL-1994-house-63-D-PARKER,surname_only_unresolved_race_specific,True
1994,house,64,D,Warren,WARREN,AL-1994-house-64-D-WARREN,ALPERSON-WARREN,UNRESOLVED-AL-1994-house-64-D-WARREN,surname_only_unresolved_race_specific,False
1994,house,64,R,Bowen,BOWEN,AL-1994-house-64-R-BOWEN,ALPERSON-BOWEN,UNRESOLVED-AL-1994-house-64-R-BOWEN,surname_only_unresolved_race_specific,False
1994,house,65,D,Dolbare,DOLBARE,AL-1994-house-65-D-DOLBARE,ALPERSON-DOLBARE,UNRESOLVED-AL-1994-house-65-D-DOLBARE,surname_only_unresolved_race_specific,False
1994,house,65,R,Wilkins,WILKINS,AL-1994-house-65-R-WILKINS,ALPERSON-WILKINS,UNRESOLVED-AL-1994-house-65-R-WILKINS,surname_only_unresolved_race_specific,False
1994,house,66,D,White,WHITE,AL-1994-house-66-D-WHITE,ALPERSON-WHITE,UNRESOLVED-AL-1994-house-66-D-WHITE,surname_only_unresolved_race_specific,True
1994,house,66,R,Thomson,THOMSON,AL-1994-house-66-R-THOMSON,ALPERSON-THOMSON,UNRESOLVED-AL-1994-house-66-R-THOMSON,surname_only_unresolved_race_specific,False
1994,house,67,D,Maull,MAULL,AL-1994-house-67-D-MAULL,ALPERSON-MAULL,UNRESOLVED-AL-1994-house-67-D-MAULL,surname_only_unresolved_race_specific,False
1994,house,67,R,Walker,WALKER,AL-1994-house-67-R-WALKER,ALPERSON-WALKER,UNRESOLVED-AL-1994-house-67-R-WALKER,surname_only_unresolved_race_specific,False
1994,house,68,D,Jackson,JACKSON,AL-1994-house-68-D-JACKSON,ALPERSON-JACKSON,UNRESOLVED-AL-1994-house-68-D-JACKSON,surname_only_unresolved_race_specific,False
1994,house,69,D,Thomas,THOMAS,AL-1994-house-69-D-THOMAS,ALPERSON-THOMAS,UNRESOLVED-AL-1994-house-69-D-THOMAS,surname_only_unresolved_race_specific,True
1994,house,69,R,Brooks,BROOKS,AL-1994-house-69-R-BROOKS,ALPERSON-BROOKS,UNRESOLVED-AL-1994-house-69-R-BROOKS,surname_only_unresolved_race_specific,False
1994,house,70,D,Melton,MELTON,AL-1994-house-70-D-MELTON,ALPERSON-MELTON,UNRESOLVED-AL-1994-house-70-D-MELTON,surname_only_unresolved_race_specific,False
1994,house,71,D,Black,BLACK,AL-1994-house-71-D-BLACK,ALPERSON-BLACK,UNRESOLVED-AL-1994-house-71-D-BLACK,surname_only_unresolved_race_specific,True
1994,house,72,D,Hayden,HAYDEN,AL-1994-house-72-D-HAYDEN,ALPERSON-HAYDEN,UNRESOLVED-AL-1994-house-72-D-HAYDEN,surname_only_unresolved_race_specific,False
1994,house,72,R,Williams,WILLIAMS,AL-1994-house-72-R-WILLIAMS,ALPERSON-WILLIAMS,UNRESOLVED-AL-1994-house-72-R-WILLIAMS,surname_only_unresolved_race_specific,True
1994,house,73,D,Vaughan,VAUGHAN,AL-1994-house-73-D-VAUGHAN,ALPERSON-VAUGHAN,UNRESOLVED-AL-1994-house-73-D-VAUGHAN,surname_only_unresolved_race_specific,False
1994,house,73,R,Hooper,HOOPER,AL-1994-house-73-R-HOOPER,ALPERSON-HOOPER,UNRESOLVED-AL-1994-house-73-R-HOOPER,surname_only_unresolved_race_specific,False
1994,house,74,D,Mckee,MCKEE,AL-1994-house-74-D-MCKEE,ALPERSON-MCKEE,UNRESOLVED-AL-1994-house-74-D-MCKEE,surname_only_unresolved_race_specific,False
1994,house,75,D,Holley,HOLLEY,AL-1994-house-75-D-HOLLEY,ALPERSON-HOLLEY,UNRESOLVED-AL-1994-house-75-D-HOLLEY,surname_only_unresolved_race_specific,False
1994,house,75,R,Wren,WREN,AL-1994-house-75-R-WREN,ALPERSON-WREN,UNRESOLVED-AL-1994-house-75-R-WREN,surname_only_unresolved_race_specific,False
1994,house,76,D,McClammy,MCCLAMMY,AL-1994-house-76-D-MCCLAMMY,ALPERSON-MCCLAMMY,UNRESOLVED-AL-1994-house-76-D-MCCLAMMY,surname_only_unresolved_race_specific,False
1994,house,76,R,Merren,MERREN,AL-1994-house-76-R-MERREN,ALPERSON-MERREN,UNRESOLVED-AL-1994-house-76-R-MERREN,surname_only_unresolved_race_specific,False
1994,house,77,D,Knight,KNIGHT,AL-1994-house-77-D-KNIGHT,ALPERSON-KNIGHT,UNRESOLVED-AL-1994-house-77-D-KNIGHT,surname_only_unresolved_race_specific,True
1994,house,78,D,Holmes,HOLMES,AL-1994-house-78-D-HOLMES,ALPERSON-HOLMES,UNRESOLVED-AL-1994-house-78-D-HOLMES,surname_only_unresolved_race_specific,False
1994,house,79,D,Turnham,TURNHAM,AL-1994-house-79-D-TURNHAM,ALPERSON-TURNHAM,UNRESOLVED-AL-1994-house-79-D-TURNHAM,surname_only_unresolved_race_specific,False
1994,house,79,R,Pierce,PIERCE,AL-1994-house-79-R-PIERCE,ALPERSON-PIERCE,UNRESOLVED-AL-1994-house-79-R-PIERCE,surname_only_unresolved_race_specific,False
1994,house,80,D,Vance,VANCE,AL-1994-house-80-D-VANCE,ALPERSON-VANCE,UNRESOLVED-AL-1994-house-80-D-VANCE,surname_only_unresolved_race_specific,False
1994,house,80,R,Mccraine,MCCRAINE,AL-1994-house-80-R-MCCRAINE,ALPERSON-MCCRAINE,UNRESOLVED-AL-1994-house-80-R-MCCRAINE,surname_only_unresolved_race_specific,False
1994,house,81,D,Graham,GRAHAM,AL-1994-house-81-D-GRAHAM,ALPERSON-GRAHAM,UNRESOLVED-AL-1994-house-81-D-GRAHAM,surname_only_unresolved_race_specific,False
1994,house,82,D,Reed,REED,AL-1994-house-82-D-REED,ALPERSON-REED,UNRESOLVED-AL-1994-house-82-D-REED,surname_only_unresolved_race_specific,False
1994,house,83,D,Bandy,BANDY,AL-1994-house-83-D-BANDY,ALPERSON-BANDY,UNRESOLVED-AL-1994-house-83-D-BANDY,surname_only_unresolved_race_specific,False
1994,house,84,D,Clark,CLARK,AL-1994-house-84-D-CLARK,ALPERSON-CLARK,UNRESOLVED-AL-1994-house-84-D-CLARK,surname_only_unresolved_race_specific,True
1994,house,85,D,Baker,BAKER,AL-1994-house-85-D-BAKER,ALPERSON-BAKER,UNRESOLVED-AL-1994-house-85-D-BAKER,surname_only_unresolved_race_specific,False
1994,house,85,R,Raley,RALEY,AL-1994-house-85-R-RALEY,ALPERSON-RALEY,UNRESOLVED-AL-1994-house-85-R-RALEY,surname_only_unresolved_race_specific,False
1994,house,86,D,Carothers,CAROTHERS,AL-1994-house-86-D-CAROTHERS,ALPERSON-CAROTHERS,UNRESOLVED-AL-1994-house-86-D-CAROTHERS,surname_only_unresolved_race_specific,False
1994,house,86,R,Shuemake,SHUEMAKE,AL-1994-house-86-R-SHUEMAKE,ALPERSON-SHUEMAKE,UNRESOLVED-AL-1994-house-86-R-SHUEMAKE,surname_only_unresolved_race_specific,False
1994,house,87,D,Mathis,MATHIS,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,UNRESOLVED-AL-1994-house-87-D-MATHIS,surname_only_unresolved_race_specific,False
1994,house,87,R,Seibenhener,SEIBENHENER,AL-1994-house-87-R-SEIBENHENER,ALPERSON-SEIBENHENER,UNRESOLVED-AL-1994-house-87-R-SEIBENHENER,surname_only_unresolved_race_specific,False
1994,house,88,D,Gipson,GIPSON,AL-1994-house-88-D-GIPSON,ALPERSON-GIPSON,UNRESOLVED-AL-1994-house-88-D-GIPSON,surname_only_unresolved_race_specific,False
1994,house,88,R,Templenton,TEMPLENTON,AL-1994-house-88-R-TEMPLENTON,ALPERSON-TEMPLENTON,UNRESOLVED-AL-1994-house-88-R-TEMPLENTON,surname_only_unresolved_race_specific,False
1994,house,89,D,Flowers,FLOWERS,AL-1994-house-89-D-FLOWERS,ALPERSON-FLOWERS,UNRESOLVED-AL-1994-house-89-D-FLOWERS,surname_only_unresolved_race_specific,False
1994,house,90,D,Newton,NEWTON,AL-1994-house-90-D-NEWTON,ALPERSON-NEWTON,UNRESOLVED-AL-1994-house-90-D-NEWTON,surname_only_unresolved_race_specific,True
1994,house,91,D,Spicer,SPICER,AL-1994-house-91-D-SPICER,ALPERSON-SPICER,UNRESOLVED-AL-1994-house-91-D-SPICER,surname_only_unresolved_race_specific,False
1994,house,93,D,Williams,WILLIAMS,AL-1994-house-93-D-WILLIAMS,ALPERSON-WILLIAMS,UNRESOLVED-AL-1994-house-93-D-WILLIAMS,surname_only_unresolved_race_specific,True
1994,house,93,R,Clouse,CLOUSE,AL-1994-house-93-R-CLOUSE,ALPERSON-CLOUSE,UNRESOLVED-AL-1994-house-93-R-CLOUSE,surname_only_unresolved_race_specific,False
1994,house,94,D,Penry,PENRY,AL-1994-house-94-D-PENRY,ALPERSON-PENRY,UNRESOLVED-AL-1994-house-94-D-PENRY,surname_only_unresolved_race_specific,False
1994,house,95,D,Mcnair,MCNAIR,AL-1994-house-95-D-MCNAIR,ALPERSON-MCNAIR,UNRESOLVED-AL-1994-house-95-D-MCNAIR,surname_only_unresolved_race_specific,False
1994,house,95,R,Mcmillan,MCMILLAN,AL-1994-house-95-R-MCMILLAN,ALPERSON-MCMILLAN,UNRESOLVED-AL-1994-house-95-R-MCMILLAN,surname_only_unresolved_race_specific,False
1994,house,96,D,Box,BOX,AL-1994-house-96-D-BOX,ALPERSON-BOX,UNRESOLVED-AL-1994-house-96-D-BOX,surname_only_unresolved_race_specific,False
1994,house,96,R,Long,LONG,AL-1994-house-96-R-LONG,ALPERSON-LONG,UNRESOLVED-AL-1994-house-96-R-LONG,surname_only_unresolved_race_specific,False
