year,source,county_key,precinct_key,name_norm,precinct_code,county_level_ballot,node_id
1998,alabama_sos,BALDWIN,0160 WHITEHOUSE DELTA SCHOOL,WHITEHOUSE DELTA SCHOOL,160,0,2657
1998,alabama_sos,BALDWIN,0170 STAPLETON COMMUNITY HALL,STAPLETON COMMUNITY HALL,170,0,2658
1998,alabama_sos,BALDWIN,0180 GATESWOOD FIRE STATION,GATESWOOD FIRE STATION,180,0,2659
1998,alabama_sos,BALDWIN,0190 LOXLEY TOWN HALL,LOXLEY TOWN HALL,190,0,2660
1998,alabama_sos,BALDWIN,0200 ROSINTON SCHOOL,ROSINTON SCHOOL,200,0,2661
1998,alabama_sos,BALDWIN,0210 SILVERHILL CITY HALL,SILVERHILL CITY HALL,210,0,2662
1998,alabama_sos,BALDWIN,0220 ROBERTSDALE CITY HALL,ROBERTSDALE CITY HALL,220,0,2663
1998,alabama_sos,BALDWIN,0230 ELSANOR COMMUNITY CENTER,ELSANOR COMMUNITY CENTER,230,0,2664
1998,alabama_sos,BALDWIN,0240 SEMINOLE FIRE HOUSE,SEMINOLE FIRE HOUSE,240,0,2665
1998,alabama_sos,BALDWIN,0250 LILIAN BAPTIST CHURCH,LILIAN BAPTIST CHURCH,250,0,2666
1998,alabama_sos,BALDWIN,0260 SUMMERDALE COMMUNITY HALL,SUMMERDALE COMMUNITY HALL,260,0,2667
1998,alabama_sos,BALDWIN,0270 ELBERTA CIVIC CENTER,ELBERTA CIVIC CENTER,270,0,2668
1998,alabama_sos,BALDWIN,0280 MAGNOLIA SPRINGS WESLEYAN,MAGNOLIA SPRINGS WESLEYAN,280,0,2669
1998,alabama_sos,BALDWIN,0290 PERDIDO BEACH FIRE HOUSE,PERDIDO BEACH FIRE HOUSE,290,0,2670
1998,alabama_sos,BALDWIN,0300 LILIAN COMMUNITY HALL,LILIAN COMMUNITY HALL,300,0,2671
1998,alabama_sos,BALDWIN,0310 BON SECOUR SWIFT SCHOOL,BON SECOUR SWIFT SCHOOL,310,0,2672
1998,alabama_sos,BALDWIN,0320 FOLEY CIVIC CENTER #1,FOLEY CIVIC CENTER,320,0,2673
1998,alabama_sos,BALDWIN,0321 FOLEY CIVIC CENTER #2,FOLEY CIVIC CENTER,321,0,2674
1998,alabama_sos,BALDWIN,0330 MIFLIN COMMUNITY CENTER,MIFLIN COMMUNITY CENTER,330,0,2675
1998,alabama_sos,BALDWIN,0340 ORANGE BEACH FIRE HOUSE,ORANGE BEACH FIRE HOUSE,340,0,2676
1998,alabama_sos,BALDWIN,0350 GULF SHORES ACTIVITY CENTER #1,GULF SHORES ACTIVITY CENTER,350,0,2677
1998,alabama_sos,BALDWIN,0351 GULF SHORES ACTIVITY CENTER #2,GULF SHORES ACTIVITY CENTER,351,0,2678
1998,alabama_sos,BALDWIN,0360 BELFOREST COMMUNITY CENTER,BELFOREST COMMUNITY CENTER,360,0,2679
1998,alabama_sos,BALDWIN,0370 FAIRHOPE CITY HALL #1,FAIRHOPE CITY HALL,370,0,2680
1998,alabama_sos,BALDWIN,0371 FAIRHOPE CITY HALL #2,FAIRHOPE CITY HALL,371,0,2681
1998,alabama_sos,BALDWIN,0372 FAIRHOPE CITY HALL #3,FAIRHOPE CITY HALL,372,0,2682
1998,alabama_sos,BALDWIN,0380 BARNWELL COMMUNITY HALL,BARNWELL COMMUNITY HALL,380,0,2683
1998,alabama_sos,BALDWIN,0390 SPANISH FORT OLD SCHOOL,SPANISH FORT OLD SCHOOL,390,0,2684
1998,alabama_sos,BALDWIN,0400 SPANISH FORT FIRE HOUSE,SPANISH FORT FIRE HOUSE,400,0,2685
1998,alabama_sos,BALDWIN,0405 ST. PAUL EPISCOPAL DAPHNE,SAINT PAUL EPISCOPAL DAPHNE,405,0,2686
1998,alabama_sos,BALDWIN,0410 DAPHNE HIGH SCHOOL #1,DAPHNE HIGH SCHOOL,410,0,2687
1998,alabama_sos,BALDWIN,0411 DAPHNE HIGH SCHOOL #2,DAPHNE HIGH SCHOOL,411,0,2688
1998,alabama_sos,BALDWIN,0420 DAPHNE NICHOLSOSN CENTER,DAPHNE NICHOLSOSN CENTER,420,0,2689
1998,alabama_sos,BALDWIN,9001 ABSENTEE VOTES,ABSENTEE VOTES,9001,1,2690
1998,alabama_sos,BARBOUR,001 WOODHAM'S STORE B.,WOODHAM S STORE B,1,0,2691
1998,alabama_sos,BARBOUR,002 HARTZOG'S STORE B.,HARTZOG S STORE B,2,0,2692
1998,alabama_sos,BARBOUR,003 ELAMVILLE B.,ELAMVILLE B,3,0,2693
1998,alabama_sos,BARBOUR,004 CLIO B.,CLIO B,4,0,2694
1998,alabama_sos,BARBOUR,005 CLIO CITY HALL B.,CLIO CITY HALL B,5,0,2695
1998,alabama_sos,BARBOUR,006 COGGINS STORE B.,COGGINS STORE B,6,0,2696
1998,alabama_sos,BARBOUR,007 BAKERHILL FIRE,BAKERHILL FIRE,7,0,2697
1998,alabama_sos,BARBOUR,008 RICHARD'S CAB B.,RICHARD S CAB B,8,0,2698
1998,alabama_sos,BARBOUR,009 NEW ARMORY W-1,NEW ARMORY W 1,9,0,2699
1998,alabama_sos,BARBOUR,010 NEW ARMORY,NEW ARMORY,10,0,2700
1998,alabama_sos,BARBOUR,011 NEW ARMORY W-10,NEW ARMORY W 10,11,0,2701
1998,alabama_sos,BARBOUR,012 SANFORD W-3 B.,SANFORD W 3 B,12,0,2702
1998,alabama_sos,BARBOUR,013 EUFAULA W-4 B.,EUFAULA W 4 B,13,0,2703
1998,alabama_sos,BARBOUR,014 EUFAULA W-5,EUFAULA W 5,14,0,2704
1998,alabama_sos,BARBOUR,015 MCCOO SCHOOL W-4,MCCOO SCHOOL W 4,15,0,2705
1998,alabama_sos,BARBOUR,016 BEVILL CENTER W-6,BEVILL CENTER W 6,16,0,2706
1998,alabama_sos,BARBOUR,017 BEVILL CENTER W-7,BEVILL CENTER W 7,17,0,2707
1998,alabama_sos,BARBOUR,018 MCCOO SCHOOL W-8,MCCOO SCHOOL W 8,18,0,2708
1998,alabama_sos,BARBOUR,019 GRUBBS,GRUBBS,19,0,2709
1998,alabama_sos,BARBOUR,020 BEVILLE W-6,BEVILLE W 6,20,0,2710
1998,alabama_sos,BARBOUR,021 COWIKEE FIRE B.,COWIKEE FIRE B,21,0,2711
1998,alabama_sos,BARBOUR,022 SPRINGHILL B.,SPRINGHILL B,22,0,2712
1998,alabama_sos,BARBOUR,023 CLAYTON COURT,CLAYTON COURT,23,0,2713
1998,alabama_sos,BARBOUR,024 CLAYTON COURT B. 3,CLAYTON COURT B,24,0,2714
1998,alabama_sos,BARBOUR,025 CLAYTON COURT B. 4,CLAYTON COURT B 4,25,0,2715
1998,alabama_sos,BARBOUR,026 CLAYTON COURT B. 5&6,CLAYTON COURT B 5 AND 6,26,0,2716
1998,alabama_sos,BARBOUR,027 CLAYTON COURT B. 6,CLAYTON COURT B 6,27,0,2717
1998,alabama_sos,BARBOUR,028 MT. ANDREWS B. 2&3,MOUNT ANDREWS B 2 AND 3,28,0,2718
1998,alabama_sos,BARBOUR,029 GREEN'S B. 1,GREEN S B,29,0,2719
1998,alabama_sos,BARBOUR,030 MT. ANDREWS B. 2&3,MOUNT ANDREWS B 2 AND 3,30,0,2720
1998,alabama_sos,BARBOUR,031 LOUISVILLE B.,LOUISVILLE B,31,0,2721
1998,alabama_sos,BARBOUR,032 LOUISVILLE B. 4,LOUISVILLE B 4,32,0,2722
1998,alabama_sos,BARBOUR,033 LOUISVILLE B. 5,LOUISVILLE B 5,33,0,2723
1998,alabama_sos,BARBOUR,034 JOHNNY BOYD'S B.,JOHNNY BOYD S B,34,0,2724
1998,alabama_sos,BARBOUR,035 BLUE SPRINGS B.,BLUE SPRINGS B,35,0,2725
1998,alabama_sos,BARBOUR,036 BLUE SPRINGS B. 3,BLUE SPRINGS B,36,0,2726
1998,alabama_sos,BARBOUR,037 JUNIOR TURNER'S B.,JUNIOR TURNER S B,37,0,2727
1998,alabama_sos,BARBOUR,ABSENTEE VOTES,ABSENTEE VOTES,,1,2728
1998,alabama_sos,BIBB,001 GREENPOND,GREENPOND,1,0,2729
1998,alabama_sos,BIBB,002 CEDAR GROVE,CEDAR GROVE,2,0,2730
1998,alabama_sos,BIBB,003 PONDVILLE,PONDVILLE,3,0,2731
1998,alabama_sos,BIBB,004 HARRISBURG,HARRISBURG,4,0,2732
1998,alabama_sos,BIBB,005 CENTREVILLE,CENTREVILLE,5,0,2733
1998,alabama_sos,BIBB,006 FURNACE,FURNACE,6,0,2734
1998,alabama_sos,BIBB,007 RANDOLPH,RANDOLPH,7,0,2735
1998,alabama_sos,BIBB,008 TABERNACLE,TABERNACLE,8,0,2736
1998,alabama_sos,BIBB,009 BRENT-NORTH,BRENT NORTH,9,0,2737
1998,alabama_sos,BIBB,010 WEST BLOCTON EAST,WEST BLOCTON EAST,10,0,2738
1998,alabama_sos,BIBB,011 WEST BLOCTON WEST,WEST BLOCTON WEST,11,0,2739
1998,alabama_sos,BIBB,012 EOLINE,EOLINE,12,0,2740
1998,alabama_sos,BIBB,013 BRENT SOUTH,BRENT SOUTH,13,0,2741
1998,alabama_sos,BIBB,014 CENTREVILLE CENTRAL,CENTREVILLE CENTRAL,14,0,2742
1998,alabama_sos,BIBB,ABSENTEE VOTES,ABSENTEE VOTES,,1,2743
1998,alabama_sos,BIBB,CHALLENGED VOTES,CHALLENGED VOTES,,0,2744
1998,alabama_sos,BLOUNT,0010 MT. HIGH,MOUNT HIGH,10,0,2745
1998,alabama_sos,BLOUNT,0030 SMOKE RISE,SMOKE RISE,30,0,2746
1998,alabama_sos,BLOUNT,0050 BLOUNT SPRINGS,BLOUNT SPRINGS,50,0,2747
1998,alabama_sos,BLOUNT,0060 HAYDEN,HAYDEN,60,0,2748
1998,alabama_sos,BLOUNT,0090 SUGAR CREEK - BANGOR,SUGAR CREEK BANGOR,90,0,2749
1998,alabama_sos,BLOUNT,0100 NECTAR,NECTAR,100,0,2750
1998,alabama_sos,BLOUNT,0110 BLOUNTSVILLE,BLOUNTSVILLE,110,0,2751
1998,alabama_sos,BLOUNT,0150 SUMMIT,SUMMIT,150,0,2752
1998,alabama_sos,BLOUNT,0160 ROYAL,ROYAL,160,0,2753
1998,alabama_sos,BLOUNT,0170 BROOKSVILLE,BROOKSVILLE,170,0,2754
1998,alabama_sos,BLOUNT,0180 SNEAD,SNEAD,180,0,2755
1998,alabama_sos,BLOUNT,0200 SUSAN MOORE,SUSAN MOORE,200,0,2756
1998,alabama_sos,BLOUNT,0220 MURPHREE VALLEY,MURPHREE VALLEY,220,0,2757
1998,alabama_sos,BLOUNT,0230 ST. MOUNTAIN,SAINT MOUNTAIN,230,0,2758
1998,alabama_sos,BLOUNT,0260 HOLLY SPRINGS,HOLLY SPRINGS,260,0,2759
1998,alabama_sos,BLOUNT,0270 CLEVELAND,CLEVELAND,270,0,2760
1998,alabama_sos,BLOUNT,0290 LOCUST FORK,LOCUST FORK,290,0,2761
1998,alabama_sos,BLOUNT,0310 DALLAS - SELFVILLE,DALLAS SELFVILLE,310,0,2762
1998,alabama_sos,BLOUNT,0330 REMLAP,REMLAP,330,0,2763
1998,alabama_sos,BLOUNT,0340 PINE MOUNTAIN,PINE MOUNTAIN,340,0,2764
1998,alabama_sos,BLOUNT,0350 ALLGOOD,ALLGOOD,350,0,2765
1998,alabama_sos,BLOUNT,0360 ONEONTA #1,ONEONTA,360,0,2766
1998,alabama_sos,BLOUNT,0361 ONEONTA #2,ONEONTA,361,0,2767
1998,alabama_sos,BLOUNT,0410 ROSA,ROSA,410,0,2768
1998,alabama_sos,BLOUNT,0420 ROCK SPRINGS,ROCK SPRINGS,420,0,2769
1998,alabama_sos,BLOUNT,9001 ABSENTEE VOTES,ABSENTEE VOTES,9001,1,2770
1998,alabama_sos,BULLOCK,1-1-1 MIDWAY,1 1 1 MIDWAY,1,0,2771
1998,alabama_sos,BULLOCK,1-1-2 MIDWAY,1 1 2 MIDWAY,1,0,2772
1998,alabama_sos,BULLOCK,1-1-3 MIDWAY,1 1 3 MIDWAY,1,0,2773
1998,alabama_sos,BULLOCK,1-2-1 THREE NOTCH,1 2 1 THREE NOTCH,1,0,2774
1998,alabama_sos,BULLOCK,2-1-1 SURREYTOWN,2 1 1 SURREYTOWN,2,0,2775
1998,alabama_sos,BULLOCK,2-2-1 PEACHBURG,2 2 1 PEACHBURG,2,0,2776
1998,alabama_sos,BULLOCK,3-1 ARMORY,3 1 ARMORY,3,0,2777
1998,alabama_sos,BULLOCK,3-2 ARMORY,3 2 ARMORY,3,0,2778
1998,alabama_sos,BULLOCK,3-3 ARMORY,3 3 ARMORY,3,0,2779
1998,alabama_sos,BULLOCK,3-4 ARMORY,3 4 ARMORY,3,0,2780
1998,alabama_sos,BULLOCK,3-5 ARMORY,3 5 ARMORY,3,0,2781
1998,alabama_sos,BULLOCK,3-6 ARMORY,3 6 ARMORY,3,0,2782
1998,alabama_sos,BULLOCK,3-7 ARMORY,3 7 ARMORY,3,0,2783
1998,alabama_sos,BULLOCK,3-8 ARMORY,3 8 ARMORY,3,0,2784
1998,alabama_sos,BULLOCK,3-9 ARMORY,3 9 ARMORY,3,0,2785
1998,alabama_sos,BULLOCK,3-10 ARMORY,3 10 ARMORY,3,0,2786
1998,alabama_sos,BULLOCK,4-1-1 AKERFOIL,4 1 1 AKERFOIL,4,0,2787
1998,alabama_sos,BULLOCK,4-2-1 SARDIS,4 2 1 SARDIS,4,0,2788
1998,alabama_sos,BULLOCK,5-1 INDIAN CREEK,5 1 INDIAN CREEK,5,0,2789
1998,alabama_sos,BULLOCK,6-1-1 PEROTE,6 1 1 PEROTE,6,0,2790
1998,alabama_sos,BULLOCK,6-2-1 CORINTH,6 2 1 CORINTH,6,0,2791
1998,alabama_sos,BULLOCK,7-1 INUERNESS,7 1 INUERNESS,7,0,2792
1998,alabama_sos,BULLOCK,8-1-1 FITZPATRICK,8 1 1 FITZPATRICK,8,0,2793
1998,alabama_sos,BULLOCK,8-2-1 THOMPSON,8 2 1 THOMPSON,8,0,2794
1998,alabama_sos,BULLOCK,9-1 CONERSTONE,9 1 CONERSTONE,9,0,2795
1998,alabama_sos,BULLOCK,10-1 POST OAK,10 1 POST OAK,10,0,2796
1998,alabama_sos,BULLOCK,ABSENTEE VOTES,ABSENTEE VOTES,,1,2797
1998,alabama_sos,BUTLER,0010 PROVIDENCE-VOTING HOUSE,PROVIDENCE VOTING HOUSE,10,0,2798
1998,alabama_sos,BUTLER,0040 INDUSTRY,INDUSTRY,40,0,2799
1998,alabama_sos,BUTLER,0070 STEINERS STORE,STEINERS STORE,70,0,2800
1998,alabama_sos,BUTLER,0080 MIDWAY-VOTING HOUSE,MIDWAY VOTING HOUSE,80,0,2801
1998,alabama_sos,BUTLER,0100 HARRISON-VOTING HOUSE,HARRISON VOTING HOUSE,100,0,2802
1998,alabama_sos,BUTLER,0110 SEARCY-VOL. FIRE DEPT.,SEARCY VOLUNTEER FIRE DEPARTMENT,110,0,2803
1998,alabama_sos,BUTLER,0120 MANNINGHAM-VOTING HSE,MANNINGHAM VOTING HSE,120,0,2804
1998,alabama_sos,BUTLER,0130 MONTEREY-OLD SCHOOL,MONTEREY OLD SCHOOL,130,0,2805
1998,alabama_sos,BUTLER,0150 FOREST HOME-VOTING HSE,FOREST HOME VOTING HSE,150,0,2806
1998,alabama_sos,BUTLER,0170 NEW ARMORY #1,NEW ARMORY,170,0,2807
1998,alabama_sos,BUTLER,0171 NEW ARMORY #2,NEW ARMORY,171,0,2808
1998,alabama_sos,BUTLER,0180 OLD ARMORY #1,OLD ARMORY,180,0,2809
1998,alabama_sos,BUTLER,0181 OLD ARMORY #2,OLD ARMORY,181,0,2810
1998,alabama_sos,BUTLER,0290 CENTRAL VOL. FIRE DEPT.,CENTRAL VOLUNTEER FIRE DEPARTMENT,290,0,2811
1998,alabama_sos,BUTLER,0310 DUNBAR COMM. CTR. #1,DUNBAR COMMUNITY CENTER,310,0,2812
1998,alabama_sos,BUTLER,0311 DUNBAR COMM. CTR. #2,DUNBAR COMMUNITY CENTER,311,0,2813
1998,alabama_sos,BUTLER,0370 GARLAND-VOTING HOUSE,GARLAND VOTING HOUSE,370,0,2814
1998,alabama_sos,BUTLER,0380 G ANA ARMORY #1,G ANA ARMORY,380,0,2815
1998,alabama_sos,BUTLER,0381 G ANA ARMORY #2,G ANA ARMORY,381,0,2816
1998,alabama_sos,BUTLER,0420 CHAPMAN POST OFFICE,CHAPMAN POST OFFICE,420,0,2817
1998,alabama_sos,BUTLER,0470 FRIENDSHIP,FRIENDSHIP,470,0,2818
1998,alabama_sos,BUTLER,0480 ROCKY CREEK VOTING HSE,ROCKY CREEK VOTING HSE,480,0,2819
1998,alabama_sos,BUTLER,0490 CENTER HILL VOTING HSE,CENTER HILL VOTING HSE,490,0,2820
1998,alabama_sos,BUTLER,0495 BOLLING VOTING HOUSE,BOLLING VOTING HOUSE,495,0,2821
1998,alabama_sos,BUTLER,0510 MCLAINS VOTING HOUSE,MCLAINS VOTING HOUSE,510,0,2822
1998,alabama_sos,BUTLER,0530 MCKENZIE CITY HALL,MCKENZIE CITY HALL,530,0,2823
1998,alabama_sos,BUTLER,ABSENTEE VOTES,ABSENTEE VOTES,,1,2824
1998,alabama_sos,CALHOUN,10 GLENWOOD MEADOWS MEETING ROOM,10 GLENWOOD MEADOWS MEETING ROOM,10,0,2825
1998,alabama_sos,CALHOUN,20 NATIONAL GUARD ARMORY,20 NATIONAL GUARD ARMORY,20,0,2826
1998,alabama_sos,CALHOUN,30 JACKSONVILLE-WESTSIDE BAPTIST,30 JACKSONVILLE WESTSIDE BAPTIST,30,0,2827
1998,alabama_sos,CALHOUN,40 JACKSONVILLE-FIRST BAPTIST,40 JACKSONVILLE FIRST BAPTIST,40,0,2828
1998,alabama_sos,CALHOUN,50 ALEXANDRIA-CIVITAN CLUB CNTR,50 ALEXANDRIA CIVITAN CLUB CENTER,50,0,2829
1998,alabama_sos,CALHOUN,60 FOUR MILE - METHODIST CHURCH,60 FOUR MILE METHODIST CHURCH,60,0,2830
1998,alabama_sos,CALHOUN,70 EULATON-UNITED METHODIST,70 EULATON UNITED METHODIST,70,0,2831
1998,alabama_sos,CALHOUN,80 BYNUM SCHOOL,80 BYNUM SCHOOL,80,0,2832
1998,alabama_sos,CALHOUN,90 WELLBORN HIGH SCHOOL,90 WELLBORN HIGH SCHOOL,90,0,2833
1998,alabama_sos,CALHOUN,100 OXFORD ELEMENTARY SCHOOL #1,OXFORD ELEMENTARY SCHOOL,100,0,2834
1998,alabama_sos,CALHOUN,101 OXFORD ELEMENTARY SCHOOL #2,OXFORD ELEMENTARY SCHOOL,101,0,2835
1998,alabama_sos,CALHOUN,110 OXFORD CITY HALL,OXFORD CITY HALL,110,0,2836
1998,alabama_sos,CALHOUN,115 LLOYDS CHAPEL BAPTIST CHURCH,LLOYDS CHAPEL BAPTIST CHURCH,115,0,2837
1998,alabama_sos,CALHOUN,120 1ST UNITED METHODIST-WEAVER #1,FIRST UNITED METHODIST WEAVER,120,0,2838
1998,alabama_sos,CALHOUN,121 1ST UNITED METHODIST-WEAVER #2,FIRST UNITED METHODIST WEAVER,121,0,2839
1998,alabama_sos,CALHOUN,130 S.M. MCCURRY RESIDENCE,S M MCCURRY RESIDENCE,130,0,2840
1998,alabama_sos,CALHOUN,140 FRIENDSHIP BAPTIST CHURCH,FRIENDSHIP BAPTIST CHURCH,140,0,2841
1998,alabama_sos,CALHOUN,150 WEBSTERS CHAPEL METHODIST,WEBSTERS CHAPEL METHODIST,150,0,2842
1998,alabama_sos,CALHOUN,160 ASBERRY BAPTIST CHURCH,ASBERRY BAPTIST CHURCH,160,0,2843
1998,alabama_sos,CALHOUN,170 PIEDMONT NATIONAL GUARD ARMORY,PIEDMONT NATIONAL GUARD ARMORY,170,0,2844
1998,alabama_sos,CALHOUN,180 PIEDMONT FIRE STATION,PIEDMONT FIRE STATION,180,0,2845
1998,alabama_sos,CALHOUN,190 RECREATION BUILDING,RECREATION BUILDING,190,0,2846
1998,alabama_sos,CALHOUN,200 PIEDMONT COMMUNITY BUILDING,PIEDMONT COMMUNITY BUILDING,200,0,2847
1998,alabama_sos,CALHOUN,210 HOLLEYS CROSSROADS BAPTIST,HOLLEYS CROSSROADS BAPTIST,210,0,2848
1998,alabama_sos,CALHOUN,220 WHITE PLAINS HIGH SCHOOL,WHITE PLAINS HIGH SCHOOL,220,0,2849
1998,alabama_sos,CALHOUN,230 DEARMANVILLE SCHOOL,DEARMANVILLE SCHOOL,230,0,2850
1998,alabama_sos,CALHOUN,240 OXFORD - OXFORD CIVIC CENTER,OXFORD OXFORD CIVIC CENTER,240,0,2851
1998,alabama_sos,CALHOUN,250 OXFORD - CHEAHA CLUBHOUSE,OXFORD CHEAHA CLUBHOUSE,250,0,2852
1998,alabama_sos,CALHOUN,260 COOSA VALLEY SADDLE CLUB,COOSA VALLEY SADDLE CLUB,260,0,2853
1998,alabama_sos,CALHOUN,270 HOBSON CITY - CITY HALL,HOBSON CITY CITY HALL,270,0,2854
1998,alabama_sos,CALHOUN,280 MOORE AVENUE CHURCH OF CHRIST,MOORE AVENUE CHURCH OF CHRIST,280,0,2855
1998,alabama_sos,CALHOUN,290 ANNISTON - CARVER CENTER,ANNISTON CARVER CENTER,290,0,2856
1998,alabama_sos,CALHOUN,300 ANNISTON-F & WILMER FIRE ST.,ANNISTON F AND WILMER FIRE SAINT,300,0,2857
1998,alabama_sos,CALHOUN,310 ANNISTON - THANKFUL BAPTIST,ANNISTON THANKFUL BAPTIST,310,0,2858
1998,alabama_sos,CALHOUN,320 ANNISTON-LENLOCK FIRE STATION,ANNISTON LENLOCK FIRE STATION,320,0,2859
1998,alabama_sos,CALHOUN,330 ANNISTON - CITY AUDITORIUM,ANNISTON CITY AUDITORIUM,330,0,2860
1998,alabama_sos,CALHOUN,340 BETHEL UNITED METHODIST CHURCH,BETHEL UNITED METHODIST CHURCH,340,0,2861
1998,alabama_sos,CALHOUN,350 CHOCCOLOCCO - HARMONY CHURCH,CHOCCOLOCCO HARMONY CHURCH,350,0,2862
1998,alabama_sos,CALHOUN,360 OHATCHEE FIRE STATION,OHATCHEE FIRE STATION,360,0,2863
1998,alabama_sos,CALHOUN,370 READS MILL - READS STORE,READS MILL READS STORE,370,0,2864
1998,alabama_sos,CALHOUN,380 BLUE MOUNTAIN - BAPTIST CHURCH,BLUE MOUNTAIN BAPTIST CHURCH,380,0,2865
1998,alabama_sos,CALHOUN,390 SAKS - HIGH SCHOOL #1,SAKS HIGH SCHOOL,390,0,2866
1998,alabama_sos,CALHOUN,391 SAKS - HIGH SCHOOL #2,SAKS HIGH SCHOOL,391,0,2867
