canonical_candidate_id,person_id,candidate,cycle,chamber,district,party,candidate_cmo,cmo_tail,cmo_extremity,cmo_priority_valid,identity_researchable,missing_core_issues,missing_all_issues,prior_attempts,latest_result_status,social_query,economic_query,archive_query,search_url,priority_score,tail_rank
AL-1994-senate-35-D-WINDOM,ALPERSON-WINDOM,Steve Windom,1994,senate,35,D,29.443587416839485,high,29.443587416839485,True,True,21,81,1,identity_resolved_no_same_cycle_directional_evidence,"""Steve Windom"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Steve Windom"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Steve Windom"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22Steve+Windom%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.74358741683948,7
AL-2018-senate-25-D-DAVID-A-SADLER,ALPERSON-DAVID-A-SADLER,David A Sadler,2018,senate,25,D,-30.452898682180063,low,30.452898682180063,True,True,17,77,1,evidence_found,"""David A Sadler"" Alabama candidate 2018 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""David A Sadler"" Alabama candidate 2018 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""David A Sadler"" Alabama House Senate campaign 2018",https://www.google.com/search?q=%22David+A+Sadler%22+Alabama+candidate+2018+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.552898682180064,5
AL-2002-house-28-D-FORD-CRAIG,ALPERSON-FORD-CRAIG,Craig Ford,2002,house,28,D,29.52580729693089,high,29.52580729693089,True,True,20,80,1,identity_resolved_existing_votesmart_and_legislative_evidence,"""Craig Ford"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Craig Ford"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Craig Ford"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Craig+Ford%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.52580729693089,8
AL-2014-senate-16-D-CINDY-BELL,ALPERSON-CINDY-BELL,Cindy Bell,2014,senate,16,D,-29.027950057871948,low,29.027950057871948,True,True,21,81,1,searched_no_evidence,"""Cindy Bell"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Cindy Bell"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Cindy Bell"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22Cindy+Bell%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.327950057871945,6
AL-1998-house-66-R-AUST,ALPERSON-AUST,Aust,1998,house,66,R,-37.00912785271946,low,37.00912785271946,True,False,21,81,1,searched_no_evidence,"""Aust"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Aust"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Aust"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Aust%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.309127852719456,7
AL-2002-house-3-R-BARNES-STEVEN-C,ALPERSON-BARNES-STEVEN-C,Steven C Barnes,2002,house,3,R,-28.963957144439554,low,28.963957144439554,True,True,21,81,1,identity_resolved_no_issue_evidence,"""Steven C Barnes"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Steven C Barnes"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Steven C Barnes"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Steven+C+Barnes%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.26395714443955,8
AL-2010-senate-10-R-PHIL-WILLIAMS,ALPERSON-PHIL-WILLIAMS,PHIL WILLIAMS,2010,senate,10,R,-29.29930297713413,low,29.29930297713413,True,True,20,79,1,evidence_found,"""PHIL WILLIAMS"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""PHIL WILLIAMS"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""PHIL WILLIAMS"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22PHIL+WILLIAMS%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.249302977134136,9
AL-2014-house-24-D-BEDDINGFIELD,ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,D,28.90396669615592,high,28.90396669615592,True,True,21,81,1,identity_resolved_no_detailed_directional_platform_found,"""David Beddingfield"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""David Beddingfield"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""David Beddingfield"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22David+Beddingfield%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.203966696155916,9
AL-1998-senate-6-D-BEDFORD,ALPERSON-BEDFORD,Roger H Bedford Jr,1998,senate,6,D,29.964779976150417,high,29.964779976150417,True,True,17,77,1,detailed_directional_evidence_found,"""Roger H Bedford Jr"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Roger H Bedford Jr"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Roger H Bedford Jr"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Roger+H+Bedford+Jr%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,44.06477997615042,10
AL-2014-house-24-R-LEDBETTER,ALPERSON-LEDBETTER,Nathaniel David Ledbetter,2014,house,24,R,-28.90396669615592,low,28.90396669615592,True,True,20,80,1,identity_resolved_source_scanned_no_directional_evidence,"""Nathaniel David Ledbetter"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Nathaniel David Ledbetter"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Nathaniel David Ledbetter"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22Nathaniel+David+Ledbetter%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.90396669615592,10
AL-1994-house-27-D-MURPHREE,ALPERSON-MURPHREE,Jim Murphree,1994,house,27,D,28.54577093299054,high,28.54577093299054,True,True,21,81,1,identity_resolved_no_evidence,"""Jim Murphree"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Jim Murphree"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Jim Murphree"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22Jim+Murphree%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.84577093299053,11
AL-1994-house-27-R-MARTIN,ALPERSON-MARTIN,Dennis Dink Martin,1994,house,27,R,-28.54577093299054,low,28.54577093299054,True,True,21,81,1,identity_resolved_no_issue_evidence,"""Dennis Dink Martin"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Dennis Dink Martin"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Dennis Dink Martin"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22Dennis+Dink+Martin%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.84577093299053,11
AL-2002-house-3-D-BLACK-MARCEL,ALPERSON-BLACK-MARCEL,Marcel Black,2002,house,3,D,28.963957144439554,high,28.963957144439554,True,True,19,78,1,directional_legislative_evidence_found,"""Marcel Black"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Marcel Black"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Marcel Black"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Marcel+Black%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.61395714443955,12
AL-2010-senate-22-R-DANNY-B-JOYNER,ALPERSON-DANNY-B-JOYNER,Danny B Joyner,2010,senate,22,R,-33.126295861983294,low,33.126295861983294,True,True,6,58,1,searched_no_evidence,"""Danny B Joyner"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Danny B Joyner"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Danny B Joyner"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22Danny+B+Joyner%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.52629586198329,12
AL-1998-house-5-R-ANDREWS,ALPERSON-ANDREWS,Andrews,1998,house,5,R,-36.2220125990595,low,36.2220125990595,True,False,21,81,1,identity_unresolved,"""Andrews"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Andrews"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Andrews"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Andrews%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.522012599059494,13
AL-1998-house-2-D-HAMILTON,ALPERSON-HAMILTON,James H Hamilton,1998,house,2,D,28.8169480974968,high,28.8169480974968,True,True,19,79,1,identity_resolved_no_new_directional_evidence,"""James H Hamilton"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""James H Hamilton"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""James H Hamilton"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22James+H+Hamilton%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.51694809749681,13
AL-2006-house-102-R-CHAD-FINCHER,ALPERSON-CHAD-FINCHER,CHAD FINCHER,2006,house,102,R,28.160784420794336,high,28.160784420794336,True,True,21,81,1,evidence_found,"""CHAD FINCHER"" Alabama candidate 2006 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""CHAD FINCHER"" Alabama candidate 2006 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""CHAD FINCHER"" Alabama House Senate campaign 2006",https://www.google.com/search?q=%22CHAD+FINCHER%22+Alabama+candidate+2006+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.46078442079433,14
AL-1998-senate-4-R-HALE,ALPERSON-HALE,Hale,1998,senate,4,R,-28.101979019337808,low,28.101979019337808,True,True,21,81,1,searched_no_evidence,"""Hale"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Hale"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Hale"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Hale%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.4019790193378,14
AL-2002-senate-8-R-HAMMONDS-DAVID,ALPERSON-HAMMONDS-DAVID,Hammonds David,2002,senate,8,R,-28.05628736402721,low,28.05628736402721,True,True,21,81,1,searched_no_evidence,"""Hammonds David"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Hammonds David"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Hammonds David"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Hammonds+David%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.35628736402721,15
AL-2010-senate-13-D-GREG-VARNER,ALPERSON-GREG-VARNER,Greg Varner,2010,senate,13,D,28.6306273784636,high,28.6306273784636,True,True,19,79,1,searched_no_new_evidence,"""Greg Varner"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Greg Varner"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Greg Varner"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22Greg+Varner%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.3306273784636,15
AL-2010-senate-13-R-GERALD-DIAL,ALPERSON-GERALD-DIAL,GERALD DIAL,2010,senate,13,R,-28.6306273784636,low,28.6306273784636,True,True,19,79,1,searched_no_new_evidence,"""GERALD DIAL"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""GERALD DIAL"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""GERALD DIAL"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22GERALD+DIAL%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.3306273784636,16
AL-2018-house-46-D-FELICIA-STEWART,ALPERSON-FELICIA-STEWART,Felicia Stewart,2018,house,46,D,-31.53228591122562,low,31.53228591122562,True,True,10,63,1,detailed_directional_evidence_found,"""Felicia Stewart"" Alabama candidate 2018 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Felicia Stewart"" Alabama candidate 2018 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Felicia Stewart"" Alabama House Senate campaign 2018",https://www.google.com/search?q=%22Felicia+Stewart%22+Alabama+candidate+2018+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.18228591122562,17
AL-2006-house-62-D-ANN-SKELTON,ALPERSON-ANN-SKELTON,ANN SKELTON,2006,house,62,D,28.114136179659923,high,28.114136179659923,True,True,20,80,1,evidence_found,"""ANN SKELTON"" Alabama candidate 2006 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""ANN SKELTON"" Alabama candidate 2006 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""ANN SKELTON"" Alabama House Senate campaign 2006",https://www.google.com/search?q=%22ANN+SKELTON%22+Alabama+candidate+2006+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.11413617965992,16
AL-1998-senate-4-D-LITTLE,ALPERSON-LITTLE,Zeb Little,1998,senate,4,D,28.101979019337808,high,28.101979019337808,True,True,20,80,1,identity_resolved_no_new_evidence,"""Zeb Little"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Zeb Little"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Zeb Little"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Zeb+Little%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.101979019337804,17
AL-2018-house-48-R-JIM-CARNS,ALPERSON-JIM-CARNS,Jim Carns,2018,house,48,R,32.38820562635165,high,32.38820562635165,True,True,7,59,1,evidence_found,"""Jim Carns"" Alabama candidate 2018 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Jim Carns"" Alabama candidate 2018 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Jim Carns"" Alabama House Senate campaign 2018",https://www.google.com/search?q=%22Jim+Carns%22+Alabama+candidate+2018+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.08820562635165,18
AL-2014-house-7-D-JOHN-JODY-LETSON,ALPERSON-JOHN-JODY-LETSON,John Jody Letson,2014,house,7,D,28.66729917508823,high,28.66729917508823,True,True,18,77,1,evidence_found,"""John Jody Letson"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""John Jody Letson"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""John Jody Letson"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22John+Jody+Letson%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,43.01729917508823,19
AL-2002-house-65-R-WILLIAMS-NICK,ALPERSON-WILLIAMS-NICK,Nick Williams,2002,house,65,R,-32.63200940023378,low,32.63200940023378,True,True,5,62,1,searched_no_new_evidence,"""Nick Williams"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Nick Williams"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Nick Williams"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Nick+Williams%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,42.98200940023378,18
AL-1998-house-63-R-PARKER,ALPERSON-PARKER,Tim Parker,1998,house,63,R,28.165559841979142,high,28.165559841979142,True,True,19,79,1,searched_no_evidence,"""Tim Parker"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Tim Parker"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Tim Parker"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Tim+Parker%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,42.86555984197915,20
AL-2010-house-75-D-GLENN-L-ALLEN,ALPERSON-GLENN-L-ALLEN,GLENN L ALLEN,2010,house,75,D,-27.552497124530337,low,27.552497124530337,True,True,21,81,1,searched_no_evidence,"""GLENN L ALLEN"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""GLENN L ALLEN"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""GLENN L ALLEN"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22GLENN+L+ALLEN%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,42.85249712453033,19
AL-2002-senate-8-D-BARRON-LOWELL,ALPERSON-BARRON-LOWELL,Lowell Ray Barron,2002,senate,8,D,28.05628736402721,high,28.05628736402721,True,True,19,79,1,identity_resolved_existing_evidence_available,"""Lowell Ray Barron"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Lowell Ray Barron"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Lowell Ray Barron"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Lowell+Ray+Barron%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,42.756287364027216,21
