ontology_version,evidence_id,canonical_candidate_id,person_id,candidate_name,election_cycle,evidence_date,temporal_status,source_type,source_provider,source_record_id,source_url,item_id,policy_family,policy_key,primitive_axis,policy_pole,candidate_stance,position_value,response_mode,family,family_direction,family_contribution,constituency_tags_json,confidence,adjudication_authority,evidence_weight,source_text,raw_answer,source_canonical_candidate_id,temporal_model_eligible
3.0.0,ED4125225871AD8A881A,AL-1994-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1994.0,1995-05-31,post_election,legislative_proposal,Education Week,https://www.edweek.org/education/ala-court-allows-two-groups-to-join-school-finance-case/1995/05,https://www.edweek.org/education/ala-court-allows-two-groups-to-join-school-finance-case/1995/05,133568419C51A1CBCD3D,targeted_candidate_research,education_public_funding,education_public_funding,expand,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,Nelson R. Starkey Jr. proposed allowing voters to amend the state constitution to require school districts to levy at least 20 mills of property tax.,Nelson R. Starkey Jr. proposed allowing voters to amend the state constitution to require school districts to levy at least 20 mills of property tax.,AL-1994-house-1-D-STARKEY,False
3.0.0,D68730B3671D35570F11,AL-1994-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1994.0,1995-05-31,post_election,legislative_proposal,Education Week,https://www.edweek.org/education/ala-court-allows-two-groups-to-join-school-finance-case/1995/05,https://www.edweek.org/education/ala-court-allows-two-groups-to-join-school-finance-case/1995/05,17A5C77AC8D7EC5AD5C9,targeted_candidate_research,tax_burden,tax_burden,increase,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,Nelson R. Starkey Jr. proposed allowing voters to amend the state constitution to require school districts to levy at least 20 mills of property tax.,Nelson R. Starkey Jr. proposed allowing voters to amend the state constitution to require school districts to levy at least 20 mills of property tax.,AL-1994-house-1-D-STARKEY,False
3.0.0,87ED11F110A1125F4AB9,AL-2002-senate-10-D-MEANS-LARRY,ALPERSON-MEANS-LARRY,"Means, Larry",2002.0,2003-03-01,post_election,bill_sponsorship,Alabama Real Estate Commission,https://arec.alabama.gov/docs/newsletter/update/update_spring2003.pdf,https://arec.alabama.gov/docs/newsletter/update/update_spring2003.pdf,D03F5D44598C248BFF9B,targeted_candidate_research,market_governance,market_governance,market_autonomy,support,1.0,sponsorship,market_government_direction,-1.0,-1.0,[],medium,manual_targeted_research_adjudication,1.2,Senator Larry Means is the Senate sponsor and will be handling SB 19 repealing the commission-facilitated errors-and-omissions group-program requirement.,Senator Larry Means is the Senate sponsor and will be handling SB 19 repealing the commission-facilitated errors-and-omissions group-program requirement.,AL-2002-senate-10-D-MEANS-LARRY,False
3.0.0,279AF9D3C0CE30A74D6F,AL-2018-senate-6-R-LARRY-STUTTS,ALPERSON-LARRY-STUTTS,Larry Stutts,2018.0,2026-08-17,post_election,candidate_platform,candidate campaign website,https://www.larrystutts.com/platform,https://www.larrystutts.com/platform,2DD2904169DB2E1F7112,targeted_candidate_research,tax_burden,tax_burden,decrease,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,Larry voted to create a business-friendly environment and to decrease taxes.,Larry voted to create a business-friendly environment and to decrease taxes.,AL-2018-senate-6-R-LARRY-STUTTS,False
3.0.0,C754E853D317AEC465B7,AL-2018-senate-6-R-LARRY-STUTTS,ALPERSON-LARRY-STUTTS,Larry Stutts,2018.0,2026-08-17,post_election,candidate_platform,candidate campaign website,https://www.larrystutts.com/platform,https://www.larrystutts.com/platform,ACADC409A0DF351A60AB,targeted_candidate_research,market_governance,market_governance,market_autonomy,support,1.0,sponsorship,market_government_direction,-1.0,-1.0,[],medium,manual_targeted_research_adjudication,0.75,"In Montgomery, Larry works to make government smaller, reduce taxes, and cut red tape.","In Montgomery, Larry works to make government smaller, reduce taxes, and cut red tape.",AL-2018-senate-6-R-LARRY-STUTTS,False
3.0.0,761774672D8A2BD5919B,AL-2018-senate-6-R-LARRY-STUTTS,ALPERSON-LARRY-STUTTS,Larry Stutts,2018.0,2026-08-17,post_election,candidate_platform,candidate campaign website,https://www.larrystutts.com/platform,https://www.larrystutts.com/platform,3BD6E7D249FCC1F66995,targeted_candidate_research,healthcare_public_responsibility,healthcare_public_responsibility,private_responsibility,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,This delicate balance is better suited for less regulation from the government and more freedom given to the physician and other healthcare providers.,This delicate balance is better suited for less regulation from the government and more freedom given to the physician and other healthcare providers.,AL-2018-senate-6-R-LARRY-STUTTS,False
3.0.0,B2BC6D749F2F93488906,AL-2018-senate-6-R-LARRY-STUTTS,ALPERSON-LARRY-STUTTS,Larry Stutts,2018.0,2026-08-17,post_election,candidate_platform,candidate campaign website,https://www.larrystutts.com/platform,https://www.larrystutts.com/platform,D0B9C5D0D483648EAAB1,targeted_candidate_research,religion_state,religion_state,accommodation_establishment,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,"Larry Stutts will guard Alabama from government dictating to churches and faith-based organizations, imposing its agenda on pastors and business owners, and violating our individual consciences.","Larry Stutts will guard Alabama from government dictating to churches and faith-based organizations, imposing its agenda on pastors and business owners, and violating our individual consciences.",AL-2018-senate-6-R-LARRY-STUTTS,False
3.0.0,2211841FD5812BCE5B3C,AL-2006-senate-23-D-HANK-SANDERS,ALPERSON-HANK-SANDERS,HANK SANDERS,2006.0,2007-10-09,post_election,official_biography,Alabama Legislature via Wayback Machine,https://web.archive.org/web/20071009173638/http://www.legislature.state.al.us/senate/senators/senatebios/sd023.html,https://web.archive.org/web/20071009173638/http://www.legislature.state.al.us/senate/senators/senatebios/sd023.html,63E6F19D74774F921D27,targeted_candidate_research,tax_burden,tax_burden,decrease,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,"Hank Sanders ... has championed issues pertaining to education, children, health, women, and removing sales tax from food.","Hank Sanders ... has championed issues pertaining to education, children, health, women, and removing sales tax from food.",AL-2006-senate-23-D-HANK-SANDERS,False
3.0.0,ED0251B117875BD33FAF,AL-2006-senate-23-D-HANK-SANDERS,ALPERSON-HANK-SANDERS,HANK SANDERS,2006.0,2007-10-09,post_election,official_biography,Alabama Legislature via Wayback Machine,https://web.archive.org/web/20071009173638/http://www.legislature.state.al.us/senate/senators/senatebios/sd023.html,https://web.archive.org/web/20071009173638/http://www.legislature.state.al.us/senate/senators/senatebios/sd023.html,D19CC300D0AFBA6AF5E0,targeted_candidate_research,education_public_funding,education_public_funding,expand,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,"Hank Sanders ... has championed issues pertaining to education, children, health [and] women.","Hank Sanders ... has championed issues pertaining to education, children, health [and] women.",AL-2006-senate-23-D-HANK-SANDERS,False
3.0.0,1444D958B16258AAB9A7,AL-1994-senate-23-D-SANDERS,ALPERSON-SANDERS,Sanders,1994.0,2007-10-09,post_election,official_biography,Alabama Legislature via Wayback Machine,https://web.archive.org/web/20071009173638/http://www.legislature.state.al.us/senate/senators/senatebios/sd023.html,https://web.archive.org/web/20071009173638/http://www.legislature.state.al.us/senate/senators/senatebios/sd023.html,63E6F19D74774F921D27,targeted_candidate_research,tax_burden,tax_burden,decrease,support,1.0,sponsorship,,,,[],low,manual_targeted_research_adjudication,0.75,Hank Sanders ... has championed ... removing sales tax from food.,Hank Sanders ... has championed ... removing sales tax from food.,AL-1994-senate-23-D-SANDERS,False
3.0.0,79F8CD6BB9A57430906B,AL-1994-senate-23-D-SANDERS,ALPERSON-SANDERS,Sanders,1994.0,2007-10-09,post_election,official_biography,Alabama Legislature via Wayback Machine,https://web.archive.org/web/20071009173638/http://www.legislature.state.al.us/senate/senators/senatebios/sd023.html,https://web.archive.org/web/20071009173638/http://www.legislature.state.al.us/senate/senators/senatebios/sd023.html,D19CC300D0AFBA6AF5E0,targeted_candidate_research,education_public_funding,education_public_funding,expand,support,1.0,sponsorship,,,,[],low,manual_targeted_research_adjudication,0.75,"Hank Sanders ... has championed issues pertaining to education, children, health [and] women.","Hank Sanders ... has championed issues pertaining to education, children, health [and] women.",AL-1994-senate-23-D-SANDERS,False
3.0.0,AF60F70A26511582CD85,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,E4A61579843C541CA7E2,targeted_candidate_research,abortion_access,abortion_access,restrict,support,1.0,sponsorship,social_liberty_equality,-1.0,-1.0,[],medium,manual_targeted_research_adjudication,0.75,Abortions should always be illegal.,Abortions should always be illegal.,AL-1994-house-87-D-MATHIS,False
3.0.0,75BEBDBD89AE2B34C870,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,A66FC8F671E5464CEFC2,targeted_candidate_research,abortion_public_funding,abortion_public_funding,prohibit_funding,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,No [Alabama government funding for clinics and medical facilities that provide abortion services].,No [Alabama government funding for clinics and medical facilities that provide abortion services].,AL-1994-house-87-D-MATHIS,False
3.0.0,901025CD9CE176552504,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,A0F513FDF90121629B91,targeted_candidate_research,criminal_punishment,criminal_punishment,punitive,support,1.0,sponsorship,order_justice,1.0,1.0,[],medium,manual_targeted_research_adjudication,0.75,End parole for repeat violent felons ... Expand the use of the death penalty ... Strengthen penalties and sentences for drug-related crimes.,End parole for repeat violent felons ... Expand the use of the death penalty ... Strengthen penalties and sentences for drug-related crimes.,AL-1994-house-87-D-MATHIS,False
3.0.0,0883B7FE717300680DCB,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,F2BCE937308DC3FD7040,targeted_candidate_research,incarceration,incarceration,reduce,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,Implement penalties other than incarceration for certain non-violent offenders.,Implement penalties other than incarceration for certain non-violent offenders.,AL-1994-house-87-D-MATHIS,False
3.0.0,6A73ECBC755B0C77033A,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,A293EAC2C8E5F7B61440,targeted_candidate_research,business_subsidy,business_subsidy,expand,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,"Provide low interest loans and tax credits for starting, expanding, or relocating businesses.","Provide low interest loans and tax credits for starting, expanding, or relocating businesses.",AL-1994-house-87-D-MATHIS,False
3.0.0,7D05DD9FC2AB1AC6F2AE,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,E1B01055EF5F26B7EF1E,targeted_candidate_research,education_public_funding,education_public_funding,expand,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,Increase state funds for professional development ... school construction ... [and] hiring of additional teachers.,Increase state funds for professional development ... school construction ... [and] hiring of additional teachers.,AL-1994-house-87-D-MATHIS,False
3.0.0,5717D59A3DC77A70AFE3,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,40808D266B058251E036,targeted_candidate_research,healthcare_access,healthcare_access,expand,support,1.0,sponsorship,material_support,1.0,1.0,[],medium,manual_targeted_research_adjudication,0.75,Ensure that citizens have access to basic health care ... [and] support the Children's Health Insurance Program ... by expanding Medicaid.,Ensure that citizens have access to basic health care ... [and] support the Children's Health Insurance Program ... by expanding Medicaid.,AL-1994-house-87-D-MATHIS,False
3.0.0,A173C1EBD1771A4A6F81,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,A5AB2111A915C5E421D6,targeted_candidate_research,childcare_support,childcare_support,expansion,support,1.0,sponsorship,material_support,1.0,1.0,[],medium,manual_targeted_research_adjudication,0.75,Increase state funds to provide child care to children in low-income working families.,Increase state funds to provide child care to children in low-income working families.,AL-1994-house-87-D-MATHIS,False
3.0.0,9D3CC08900506DF2E612,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,5C413FC39D33E378F51F,targeted_candidate_research,marriage_equality,marriage_equality,restrict,support,1.0,sponsorship,social_liberty_equality,-1.0,-1.0,[],medium,manual_targeted_research_adjudication,0.75,No [Alabama government should recognize same-sex marriages].,No [Alabama government should recognize same-sex marriages].,AL-1994-house-87-D-MATHIS,False
3.0.0,F288B0992E2B50ABFDF1,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,6FDF86E19E0A3A5A33F7,targeted_candidate_research,campaign_finance_restrictions,campaign_finance_restrictions,strengthen,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,Yes [limit individual and PAC contributions and impose campaign spending limits].,Yes [limit individual and PAC contributions and impose campaign spending limits].,AL-1994-house-87-D-MATHIS,False
3.0.0,845C2FF991A47CAC279F,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,284A64B46D27EBB77F19,targeted_candidate_research,tax_distribution,tax_distribution,progressive,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,"Maintain [income taxes below $75,000], slightly increase [above $75,000], greatly increase property taxes, [and] slightly decrease sales taxes.","Maintain [income taxes below $75,000], slightly increase [above $75,000], greatly increase property taxes, [and] slightly decrease sales taxes.",AL-1994-house-87-D-MATHIS,False
3.0.0,C055C739B731F3EE5BF6,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,Mathis,1994.0,1998,post_election,candidate_questionnaire,Vote Smart,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,https://justfacts.votesmart.org/candidate/political-courage-test/15972/nathan-mathis/,DFC3909FE734298F6E84,targeted_candidate_research,welfare_conditionality,welfare_conditionality,strengthen_conditions,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,Maintain current time limits [and] require that able-bodied recipients participate in work activities.,Maintain current time limits [and] require that able-bodied recipients participate in work activities.,AL-1994-house-87-D-MATHIS,False
3.0.0,F018B9C8FFDA50B6CC3D,AL-2006-senate-2-D-TOM-BUTLER,ALPERSON-TOM-BUTLER,TOM BUTLER,2006.0,2026-08-17,post_election,candidate_platform,candidate campaign website,https://www.senatortombutler.com/issues.html,https://www.senatortombutler.com/issues.html,1C4668E0A668E8FDD2EC,targeted_candidate_research,education_public_funding,education_public_funding,expand,support,1.0,sponsorship,,,,[],low,manual_targeted_research_adjudication,0.75,Tom Butler authored and sponsored the BRAC Education bill that brought $175 million for local schools.,Tom Butler authored and sponsored the BRAC Education bill that brought $175 million for local schools.,AL-2006-senate-2-D-TOM-BUTLER,False
3.0.0,6DAF25F03954CB7974AD,AL-2006-senate-2-D-TOM-BUTLER,ALPERSON-TOM-BUTLER,TOM BUTLER,2006.0,2026-08-17,post_election,candidate_platform,candidate campaign website,https://www.senatortombutler.com/issues.html,https://www.senatortombutler.com/issues.html,39ED9B14D199C1BCDB76,targeted_candidate_research,healthcare_access,healthcare_access,expand,support,1.0,sponsorship,material_support,1.0,1.0,[],low,manual_targeted_research_adjudication,0.75,Tom's legislation has helped to build five out of six veteran nursing homes around Alabama.,Tom's legislation has helped to build five out of six veteran nursing homes around Alabama.,AL-2006-senate-2-D-TOM-BUTLER,False
3.0.0,ADEB6446A794A3CC5B44,AL-2006-senate-2-D-TOM-BUTLER,ALPERSON-TOM-BUTLER,TOM BUTLER,2006.0,2026-08-17,post_election,candidate_platform,candidate campaign website,https://www.senatortombutler.com/issues.html,https://www.senatortombutler.com/issues.html,8623D24C7CDF6F5F26E4,targeted_candidate_research,healthcare_regulation_patient_rights,healthcare_regulation_patient_rights,strengthen,support,1.0,sponsorship,,,,[],low,manual_targeted_research_adjudication,0.75,[Butler] sponsored a bill for the right to choose your own pharmacy.,[Butler] sponsored a bill for the right to choose your own pharmacy.,AL-2006-senate-2-D-TOM-BUTLER,False
3.0.0,B1DEECD3647AEDFFA652,AL-2006-house-102-R-CHAD-FINCHER,ALPERSON-CHAD-FINCHER,CHAD FINCHER,2006.0,2013-11-18,post_election,bill_sponsorship,Alabama Political Reporter,https://www.alreporter.com/2013/11/18/chad-fincher-may-not-seek-reelection/,https://www.alreporter.com/2013/11/18/chad-fincher-may-not-seek-reelection/,1EFBCA8931E7E14E9BC1,targeted_candidate_research,education_market_choice,education_market_choice,expand,support,1.0,sponsorship,,,,[],low,manual_targeted_research_adjudication,1.2,Fincher was chosen ... to sponsor the [Alabama] Accountability Act.,Fincher was chosen ... to sponsor the [Alabama] Accountability Act.,AL-2006-house-102-R-CHAD-FINCHER,False
3.0.0,6ED3BB052D2E6D391CBF,AL-2014-house-47-R-JACK-WILLIAMS,ALPERSON-JACK-WILLIAMS,Jack Williams,2014.0,2018-05-25,post_election,candidate_platform_report,BirminghamWatch,https://birminghamwatch.org/2018/05/25/jack-williams/,https://birminghamwatch.org/2018/05/25/jack-williams/,EA609C8D6B8A1BFDB460,targeted_candidate_research,tax_burden,tax_burden,decrease,support,1.0,sponsorship,,,,[],medium,manual_targeted_research_adjudication,0.75,Williams states on his website that he is a strong advocate for lower taxes ... having passed legislation cutting taxes at the state and local levels.,Williams states on his website that he is a strong advocate for lower taxes ... having passed legislation cutting taxes at the state and local levels.,AL-2014-house-47-R-JACK-WILLIAMS,False
