district,total,white,black,hispanic,chamber,cycle,cvap_method,total_moe,cvap_nonwhite_share,cvap_black_share,cvap_hispanic_share,cvap_other_nonwhite_share,cvap_moe_ratio
19,31600.154722028314,8362.580183169805,22287.36048922288,392.400298625202,house,2010,native_2010_block_group_population_allocation,,0.7353626823434415,0.7052927647118914,0.01241767016892679,0.017652247462623304,
20,36503.328770448934,33458.64242837127,828.6579410753005,711.8100823754348,house,2010,native_2010_block_group_population_allocation,,0.08340845738272706,0.02270088698722008,0.019499867720329023,0.04120770267517796,
21,34660.08681610289,24135.369886864348,8790.432204658719,743.3508438376556,house,2010,native_2010_block_group_population_allocation,,0.30365523851916076,0.25361829736025737,0.021446883494022257,0.028590057664881135,
22,35477.05314160837,32075.556125832154,1912.6375036233649,416.5886429726755,house,2010,native_2010_block_group_population_allocation,,0.09587879247464481,0.05391196095089917,0.011742481578440064,0.03022434994530558,
23,32383.866243429922,29646.013893403273,1197.0303904855932,314.0,house,2010,native_2010_block_group_population_allocation,,0.08454371474505795,0.03696378874244048,0.009696186293497451,0.03788373970912002,
24,33756.28324550093,31786.18820544733,557.4799114697151,500.17179171232976,house,2010,native_2010_block_group_population_allocation,,0.05836232104481387,0.016514848729503318,0.014817146427961473,0.027030325887349077,
25,42547.1022029949,32829.655318994715,7376.348302582676,674.1009648157949,house,2010,native_2010_block_group_population_allocation,,0.2283926843627948,0.17336899390679192,0.015843639869987308,0.03918005058601558,
26,33479.00856853861,31311.913569957436,433.1188363797287,980.6973898245535,house,2010,native_2010_block_group_population_allocation,,0.06472996337823655,0.012937026958042766,0.029292904173576665,0.022500032246617122,
27,34273.134121045965,32738.843293563958,602.6606580022938,307.98721695324326,house,2010,native_2010_block_group_population_allocation,,0.044766574952357585,0.017584054492180812,0.008986257745366766,0.018196262714810008,
28,30548.94624864844,25284.81251198695,4794.348587323216,135.34743392409814,house,2010,native_2010_block_group_population_allocation,,0.17231801364979615,0.15693990058774382,0.0044305107227744795,0.010947602339277855,
29,30241.759694000426,23367.730896886915,5810.681081335601,673.1369530351067,house,2010,native_2010_block_group_population_allocation,,0.2273025401520279,0.1921409712969965,0.022258524631046796,0.012903044223984587,
30,33537.27370638604,30729.68295055468,2088.4966493122124,268.7850413574097,house,2010,native_2010_block_group_population_allocation,,0.08371553336181736,0.06227389464023514,0.008014516734740684,0.01342712198684154,
31,34231.75400659999,26555.598830663024,7064.588903788559,257.4111299221724,house,2010,native_2010_block_group_population_allocation,,0.22424077873593573,0.20637531171865992,0.007519659374525264,0.010345807642750553,
32,29320.772532432075,12197.820427317753,16592.561333547044,360.723463749702,house,2010,native_2010_block_group_population_allocation,,0.5839870721746643,0.5658978226168428,0.012302658920419004,0.005786590637402425,
33,34212.65958109497,25689.24084566597,7984.794728667301,188.0,house,2010,native_2010_block_group_population_allocation,,0.24913055108229076,0.23338713875022715,0.0054950419611307835,0.010248370370932828,
34,36316.66530163875,34830.61388205835,561.0,520.6026353885358,house,2010,native_2010_block_group_population_allocation,,0.04091926963110637,0.015447453540694043,0.014335089168141331,0.011136726922270994,
35,31642.612827868797,25613.63895100015,4994.360709699613,492.7908963291113,house,2010,native_2010_block_group_population_allocation,,0.1905333769264057,0.15783654582724277,0.015573647442131975,0.017123183657030965,
36,33429.14411770083,28332.776182693266,3977.162252650527,397.4585968798325,house,2010,native_2010_block_group_population_allocation,,0.1524528392669504,0.11897290097070143,0.011889583397062715,0.02159035489918627,
37,33616.54826685439,26158.694149311486,6952.269721858427,150.0,house,2010,native_2010_block_group_population_allocation,,0.22185068075226155,0.20681093331385547,0.004462088100457911,0.010577659337948169,
38,33725.926809848876,23649.13784985157,9537.310490812217,328.5169172315318,house,2010,native_2010_block_group_population_allocation,,0.29878464176274655,0.2827886849362155,0.009740782487127857,0.006255174339403187,
39,35218.82848525289,32509.61752678974,1597.3218991544347,469.8315916895996,house,2010,native_2010_block_group_population_allocation,,0.07692507317776254,0.04535420307416751,0.013340352643652848,0.018230517459942183,
40,37400.93722619352,32575.256462405898,3894.0541698668494,353.0690411080793,house,2010,native_2010_block_group_population_allocation,,0.12902566410576433,0.10411648634140837,0.009440112128013989,0.01546906563634197,
41,49461.36028637577,43607.5127730834,4594.438212393037,534.4734941453322,house,2010,native_2010_block_group_population_allocation,,0.11835193127320487,0.09288944310855488,0.010805879398601052,0.014656608766048941,
42,34363.66722129259,29376.209785143357,4049.48071611743,554.375900628874,house,2010,native_2010_block_group_population_allocation,,0.14513751992857382,0.11784192560240689,0.016132617542209488,0.011162976783957446,
43,38633.923533726156,34220.50809931412,2945.5134963172286,417.4389324291474,house,2010,native_2010_block_group_population_allocation,,0.11423679064227765,0.07624163499070684,0.010804984175752609,0.027190171475818203,
44,34035.857687384596,25320.025432489867,8100.699048915513,284.780806829243,house,2010,native_2010_block_group_population_allocation,,0.2560779380072815,0.23800484545797243,0.00836708184188927,0.009706010707419813,
45,31518.212692321682,21773.764813322567,9091.271484462304,213.74698485626158,house,2010,native_2010_block_group_population_allocation,,0.3091687962805395,0.2884450198115795,0.0067816975201875455,0.013942078948772463,
46,35210.16651817704,30786.073498537804,2921.666719965347,637.9706120397315,house,2010,native_2010_block_group_population_allocation,,0.12564817088710223,0.0829779296402093,0.0181189319769443,0.024551309269948633,
47,32434.08443966964,26442.67495094589,4221.198502495566,668.7916078462632,house,2010,native_2010_block_group_population_allocation,,0.18472571654884606,0.13014699121066237,0.020620024255356327,0.03395870108282737,
48,37934.84528615251,33741.44759484493,2798.8423643107144,524.4184204669658,house,2010,native_2010_block_group_population_allocation,,0.11054210606833037,0.07378024987839836,0.013824187669967805,0.022937668519964205,
49,36692.84817457621,31596.85794322901,4167.285022317651,520.5323674233085,house,2010,native_2010_block_group_population_allocation,,0.13888238403030584,0.11357213270800508,0.01418620775761898,0.01112404356468178,
50,40414.47947194455,36255.42399231188,3553.242074677023,156.51189954177005,house,2010,native_2010_block_group_population_allocation,,0.10291003457114567,0.08792002572107006,0.0038726689440703923,0.011117339906005214,
51,34338.16035841703,30893.054599464067,3040.0652526293397,189.00114168031203,house,2010,native_2010_block_group_population_allocation,,0.10032878066248796,0.08853314274549229,0.00550411378208803,0.006291524134907641,
52,30992.344106705936,11292.45465636382,18952.581331877787,345.5673090312343,house,2010,native_2010_block_group_population_allocation,,0.6356372845666609,0.611524616099527,0.01115008622263143,0.01296258224450246,
53,27076.132453653907,9820.406727350517,16167.522044125322,559.0722921554757,house,2010,native_2010_block_group_population_allocation,,0.637303933855396,0.5971134197913678,0.020648159153174375,0.019542354910853807,
54,26869.985729714055,11754.566787908907,14596.906093653062,272.7670003514963,house,2010,native_2010_block_group_population_allocation,,0.5625391503312125,0.543242048599644,0.01015136379658952,0.009145737934978991,
55,28463.5114056336,8042.315165836147,20103.033449248975,148.98530528937792,house,2010,native_2010_block_group_population_allocation,,0.7174517559964726,0.7062738382050119,0.0052342559976591724,0.0059436617938015395,
56,30278.241589389734,10675.790146724437,19000.73822516984,409.4969149743628,house,2010,native_2010_block_group_population_allocation,,0.6474104972309387,0.627537704561687,0.0135244615763242,0.006348331092927482,
57,27784.38004297014,9900.065346416028,17518.553792263745,151.45929370213918,house,2010,native_2010_block_group_population_allocation,,0.6436823376622042,0.6305180740102998,0.005451238914379182,0.007713024737525191,
58,27999.540444017137,7750.32702214641,19969.831698741804,104.31595965090298,house,2010,native_2010_block_group_population_allocation,,0.7231980632809822,0.7132199808303962,0.003725631135249326,0.006252451315336742,
59,25163.377861713514,8253.175547630864,16409.007319186167,227.10422553054264,house,2010,native_2010_block_group_population_allocation,,0.6720163885394653,0.6520987527732808,0.0090251883820449,0.01089244738413965,
60,27630.9325788855,8555.203528601322,18858.80006591269,67.38317549259864,house,2010,native_2010_block_group_population_allocation,,0.6903758675471243,0.6825249206508456,0.0024386862549869302,0.005412260641291813,
61,30606.158296007903,21412.87369366131,8599.649098784159,187.05444796189528,house,2010,native_2010_block_group_population_allocation,,0.3003736866755249,0.28097773708194695,0.006111660475411369,0.013284289118166565,
62,41814.03245847923,33117.3034061936,7612.504987276256,518.3135335566518,house,2010,native_2010_block_group_population_allocation,,0.20798589710096416,0.1820562270533312,0.012395684010417558,0.013533986037215411,
63,43577.46043839046,32781.61060667972,9602.939241922228,523.7343056363759,house,2010,native_2010_block_group_population_allocation,,0.24773930658427978,0.22036482037540492,0.012018467812662654,0.015356018396212211,
64,30648.543106398338,20640.31415852347,8438.770633508537,289.66181789121737,house,2010,native_2010_block_group_population_allocation,,0.32654827712791024,0.2753400252733977,0.009451079514143241,0.04175717234036931,
65,29364.389778083645,19581.165354712633,8335.9350592057,215.77755058623296,house,2010,native_2010_block_group_population_allocation,,0.3331662771576749,0.28387904949508924,0.007348272932519113,0.04193895473006653,
66,29673.726584894426,21276.608954706513,7404.753395690821,243.61590835284315,house,2010,native_2010_block_group_population_allocation,,0.2829815664090708,0.24953904507094338,0.008209818461994495,0.025232702876132922,
67,27640.893129666525,9499.409008209723,17950.118004113134,113.11596788581623,house,2010,native_2010_block_group_population_allocation,,0.6563277111326711,0.6494044139567821,0.004092341276932571,0.0028309558989564497,
68,27134.542338390722,12373.640127667199,14234.084454453949,87.33209853657404,house,2010,native_2010_block_group_population_allocation,,0.5439893559523714,0.5245743332223135,0.0032184843012079884,0.016196538428849917,
69,28251.93621197449,10445.333798566076,17553.306822436956,82.1299368792466,house,2010,native_2010_block_group_population_allocation,,0.6302790109607123,0.6213134098397491,0.0029070551576722056,0.0060585459632909126,
70,29332.97489188621,10174.510004867818,18911.624689458087,58.89042522164901,house,2010,native_2010_block_group_population_allocation,,0.6531374658598919,0.6447223562956524,0.002007652665258261,0.006407456898981148,
71,28018.355430232412,10418.381930829528,17403.894739657935,74.95356037151703,house,2010,native_2010_block_group_population_allocation,,0.6281586920127415,0.6211604668587635,0.002675159166930994,0.004323065987047083,
72,29831.152354156882,12687.684557196964,16818.17858322569,143.04643962848297,house,2010,native_2010_block_group_population_allocation,,0.5746833911553881,0.5637790449245628,0.004795203280457581,0.006109142950367787,
73,33340.32315708451,17156.19330578837,14641.932702967204,846.5216947360047,house,2010,native_2010_block_group_population_allocation,,0.4854221050900991,0.43916589032388936,0.02539032662483737,0.020865888141372354,
74,30648.4595141506,21681.262617061955,7948.764053308844,206.10820451843045,house,2010,native_2010_block_group_population_allocation,,0.29258230394739515,0.2593528085690195,0.00672491237033525,0.026504583008040414,
75,43439.51219800485,30061.349836409772,11630.03992746525,494.9267666444679,house,2010,native_2010_block_group_population_allocation,,0.3079722051346959,0.26772952408980805,0.011393469714588544,0.02884921133029933,
76,30948.217277895936,9015.553743671131,21279.128884814803,342.91644048072135,house,2010,native_2010_block_group_population_allocation,,0.7086890768952212,0.6875720398930034,0.011080329357957611,0.010036707644260175,
77,28831.272588187,7661.566476831932,20832.451964253964,165.1055188323865,house,2010,native_2010_block_group_population_allocation,,0.7342619388930096,0.7225644272389703,0.005726612251588055,0.0059708994024512616,
78,22266.947973296945,5331.42813125061,16517.882694653712,285.0,house,2010,native_2010_block_group_population_allocation,,0.7605676297602982,0.7418117073997905,0.012799239498011978,0.005956682862495738,
79,38998.83257958285,32151.02426881135,5565.726889503932,415.2632090361394,house,2010,native_2010_block_group_population_allocation,,0.17559008456977632,0.1427152179016192,0.010648093329171682,0.022226773338985435,
80,37075.6404197236,27687.00425269627,7852.839216915218,888.0727774062132,house,2010,native_2010_block_group_population_allocation,,0.253229237869961,0.2118058954077471,0.02395299898673561,0.01747034347547827,
81,33065.90452676512,24297.23026247161,8307.116943067633,190.58229284903518,house,2010,native_2010_block_group_population_allocation,,0.2651877935834397,0.2512290851243297,0.0057637102500785594,0.008194998209031454,
82,34820.0464195037,14057.776119485032,19847.748460450708,294.7517776717283,house,2010,native_2010_block_group_population_allocation,,0.5962734813698907,0.5700092475848458,0.00846500243338646,0.017799231351658375,
83,29035.110062954736,11747.955538108483,16521.483813180403,421.53284696779633,house,2010,native_2010_block_group_population_allocation,,0.5953879454000265,0.5690174336297696,0.014518038542089802,0.011852473228167041,
84,29731.990914766728,13915.1775592642,14964.504464211464,431.2801788375559,house,2010,native_2010_block_group_population_allocation,,0.5319796242654886,0.5033132327771288,0.01450559365748211,0.014160797830877701,
85,30929.65371030137,16573.007463692025,13708.1837996414,362.1863209823137,house,2010,native_2010_block_group_population_allocation,,0.4641709338578126,0.44320521425934295,0.011710002458310248,0.009255717140159408,
86,35644.01376437565,28625.48790472533,6035.736481722051,349.2577428599486,house,2010,native_2010_block_group_population_allocation,,0.19690615950398316,0.16933380515508772,0.009798496464755987,0.017773857884139446,
87,34460.76562874039,30421.360920732393,2871.3543790881986,538.6856240351979,house,2010,native_2010_block_group_population_allocation,,0.11721749747310073,0.08332241976346225,0.015631853042346,0.018263224667292483,
88,38220.41376751887,31154.638360691435,5930.363248079923,534.7643401007538,house,2010,native_2010_block_group_population_allocation,,0.18486915002558635,0.15516219379916202,0.013991589503806377,0.015715366722617953,
89,32298.65198470995,20765.34543272116,10455.707114281557,590.5518168402282,house,2010,native_2010_block_group_population_allocation,,0.3570832168924144,0.32371961279471495,0.01828410105535652,0.015079503042342932,
90,29737.147879364133,19395.688451659924,9867.389360197636,60.890350877192986,house,2010,native_2010_block_group_population_allocation,,0.34776231633433097,0.331820300999513,0.002047619063005278,0.013894396271812704,
91,35330.0,27295.0,6099.0,872.0,house,2010,native_2010_block_group_population_allocation,,0.22742711576563823,0.17262949334842909,0.024681573733371074,0.030116048683838072,
92,30668.043573897965,26407.862844623014,3924.76195286769,154.21719457013575,house,2010,native_2010_block_group_population_allocation,,0.1389126997621999,0.12797562203179189,0.00502859578239912,0.005908481948008882,
93,34031.914911872635,26479.79827812909,5873.018225266795,835.3184952823116,house,2010,native_2010_block_group_population_allocation,,0.22191277373900742,0.17257383959954273,0.024545151145488317,0.024793782993976374,
94,41859.861232585,37079.30449581422,3349.776541822229,818.8965016102591,house,2010,native_2010_block_group_population_allocation,,0.11420383622890384,0.08002359403940547,0.0195628097537219,0.014617432435776474,
95,43614.42650329884,39889.07075592795,2050.2362428799297,773.4831477886179,house,2010,native_2010_block_group_population_allocation,,0.08541567655576354,0.047008212815199055,0.01773457109954465,0.020672892641019836,
96,38326.72497867673,32758.315041625843,4523.064210955763,469.0047753901987,house,2010,native_2010_block_group_population_allocation,,0.14528791437694977,0.11801332395272994,0.012237016746177293,0.015037573678042534,
97,27264.240195001134,10882.54667538069,15740.343313804362,245.79503412835948,house,2010,native_2010_block_group_population_allocation,,0.6008490756556644,0.577325581099096,0.00901529007851925,0.014508204478049075,
98,28787.159587982154,10492.82684113446,17805.03103502666,127.24874799240715,house,2010,native_2010_block_group_population_allocation,,0.6355032246559356,0.6185060037135365,0.004420330099032417,0.012576890843366665,
99,28674.652389107978,8138.522055879558,20136.11741408729,180.10292917829682,house,2010,native_2010_block_group_population_allocation,,0.7161771328404678,0.7022270798908085,0.0062809106361376025,0.007669142313521739,
100,39691.488946196776,33033.660395263854,5227.236303822839,616.2676094865649,house,2010,native_2010_block_group_population_allocation,,0.16773945064035878,0.1316966544366361,0.015526442213390824,0.020516353990331842,
101,30518.444041456747,22656.718824937056,6630.266642087098,518.7337802396754,house,2010,native_2010_block_group_population_allocation,,0.25760570250043535,0.21725441287506128,0.01699738622110023,0.02335390340427384,
102,34310.74724797254,28605.20644027814,4170.934962807104,492.56495001827,house,2010,native_2010_block_group_population_allocation,,0.16629019375354892,0.12156351281604831,0.01435599599327806,0.03037068494422255,
103,27753.678328569244,9509.271689510888,17757.37577657729,185.52074428446466,house,2010,native_2010_block_group_population_allocation,,0.657368959280537,0.6398206236431766,0.006684546173956777,0.01086378946340358,
104,34993.61963031754,28138.42696930024,5258.6043752912365,481.8471509069508,house,2010,native_2010_block_group_population_allocation,,0.19589835899908292,0.1502732335449895,0.013769571596117233,0.031855553857976185,
105,30808.812169183213,26618.081867006324,2334.9899719971454,216.03970816173893,house,2010,native_2010_block_group_population_allocation,,0.136023754475309,0.07578967858854162,0.007012269962742496,0.053221805924024895,
1,102884.99356662351,87692.28102673557,12792.200564971752,1078.040287769784,senate,2010,native_2010_block_group_population_allocation,,0.1476669435766631,0.1243349503315867,0.010478110076098664,0.012853883168977735,
2,121285.66767397923,92448.77620885502,23315.509489512806,1608.3406428309997,senate,2010,native_2010_block_group_population_allocation,,0.23776009167578593,0.19223631230844057,0.013260764224461248,0.03226301514288411,
3,105316.76253871682,87340.43142223799,13841.039645318127,1706.957634808905,senate,2010,native_2010_block_group_population_allocation,,0.17068822363268454,0.13142295026615397,0.01620784378157645,0.023057429584954124,
4,92623.89316268433,84901.4542994748,3663.64762741652,1018.0,senate,2010,native_2010_block_group_population_allocation,,0.08337415540983417,0.03955402329053153,0.010990684641294313,0.032829447478008325,
5,103286.14936267384,91320.7496261316,9804.535062685021,675.5871236219617,senate,2010,native_2010_block_group_population_allocation,,0.11584708898893625,0.09492594237643487,0.006540926617854043,0.014380219994647342,
6,87825.2173745687,80302.08033872607,5103.151807611728,1044.0139542329975,senate,2010,native_2010_block_group_population_allocation,,0.08566032923957312,0.058105769164761935,0.011887405297049793,0.015667154777761393,
7,107975.54804578607,68454.4640823049,34379.1910053052,2111.604239850467,senate,2010,native_2010_block_group_population_allocation,,0.36601883184443396,0.3183979301566222,0.019556318796872973,0.028064582890938772,
8,101398.86870037118,93540.17870086242,3128.2520912504942,1474.4204822760757,senate,2010,native_2010_block_group_population_allocation,,0.07750273844504929,0.03085095653773347,0.014540798148674794,0.03211098375864103,
9,102279.91177185622,95645.47828182255,2119.007768613378,1991.1283267714387,senate,2010,native_2010_block_group_population_allocation,,0.06486545964990975,0.020717731682639694,0.019467442748805013,0.02468028521846504,
10,93984.23076923077,79885.6129032258,11887.119106699753,986.4987593052109,senate,2010,native_2010_block_group_population_allocation,,0.15001046186804212,0.12647993189290904,0.010496428509666304,0.013034101465466776,
11,93807.16358441635,61013.01457008675,30984.262912072412,834.9632668081458,senate,2010,native_2010_block_group_population_allocation,,0.34959109476557615,0.33029740723574813,0.008900847599520145,0.010392839930307873,
12,105978.32252038062,90692.07557256205,12536.962576836497,1055.8210514327043,senate,2010,native_2010_block_group_population_allocation,,0.1442393744709337,0.11829742421546181,0.00996261335642164,0.015979336899050258,
13,97725.83237888502,76296.57219489959,19431.05011656676,981.1464072194049,senate,2010,native_2010_block_group_population_allocation,,0.2192793825577638,0.1988322805093354,0.010039785626132919,0.010407316422295476,
14,115560.03971624176,98830.39932141344,12995.699542987832,1852.4775198003445,senate,2010,native_2010_block_group_population_allocation,,0.14477011634738135,0.112458420530997,0.016030433395048255,0.016281262421336096,
15,113253.21521183311,98274.5364605841,12871.484099191972,737.124657627673,senate,2010,native_2010_block_group_population_allocation,,0.13225830916351755,0.11365226210237528,0.006508642216019448,0.012097404845122825,
16,105491.86621691636,90812.43628322582,9833.989761325387,1772.726069509109,senate,2010,native_2010_block_group_population_allocation,,0.1391522442451264,0.09322036014705026,0.0168043862819145,0.029127497816161637,
17,113473.35290875926,103608.17275656613,7329.0930348348775,1051.7183385366932,senate,2010,native_2010_block_group_population_allocation,,0.08693829784095164,0.06458867079329185,0.009268416871248622,0.013081210176411168,
18,83857.08601046547,30000.971244658882,51478.14914987176,1214.9032406855968,senate,2010,native_2010_block_group_population_allocation,,0.6422368976556767,0.6138795371860074,0.014487782708475885,0.013869577761193417,
19,84163.87586587346,24910.777490349297,58139.988478082036,620.0043945271199,senate,2010,native_2010_block_group_population_allocation,,0.7040205523561202,0.6907950457359638,0.007366633108902695,0.005858873511253618,
20,79260.06725541252,19995.334421145653,58464.863828479756,338.18656491386673,senate,2010,native_2010_block_group_population_allocation,,0.7477249879600599,0.7376332856251431,0.00426679634050869,0.005824905994408163,
21,101613.90478904771,76230.36754717701,23406.788246999608,811.984942081984,senate,2010,native_2010_block_group_population_allocation,,0.24980377729374126,0.23035024877345792,0.007990884158695399,0.011462644361587943,
22,101105.42908748961,68642.02366690182,27748.909054242722,885.6162872828893,senate,2010,native_2010_block_group_population_allocation,,0.3210846906400666,0.27445518311613853,0.008759334639849443,0.03787017288407864,
23,82151.9783943933,31930.53900444351,49441.90307689016,293.99176796904214,senate,2010,native_2010_block_group_population_allocation,,0.6113235538753294,0.6018346002518725,0.003578632842628005,0.005910320780828914,
24,90868.47017313643,36105.894602469576,53634.43040558925,570.5568506079919,senate,2010,native_2010_block_group_population_allocation,,0.6026576156319663,0.5902424713808516,0.006278930959450294,0.00613621329166438,
25,115525.5048985535,81729.73119417239,29779.553513085466,1309.787520397347,senate,2010,native_2010_block_group_population_allocation,,0.292539502286168,0.25777470991566587,0.011337648093791165,0.023427144276710953,
26,87163.58736023247,21421.68720172816,63767.12077863489,1170.4252234176024,senate,2010,native_2010_block_group_population_allocation,,0.7542358242645989,0.7315798111325557,0.01342791478487951,0.00922809834716373,
27,103207.97007477444,75971.38049503937,24023.69917101038,1355.0943082142169,senate,2010,native_2010_block_group_population_allocation,,0.26390006081896666,0.23276980599080815,0.013129744798124095,0.018000510030034417,
28,97831.96677710977,45035.43440683523,50568.13160572311,1096.2605252611675,senate,2010,native_2010_block_group_population_allocation,,0.5396654499501241,0.5168876111928967,0.01120554519525069,0.011572293561976697,
29,98824.82617921928,80218.6504386423,14458.28601094047,2130.8470438306613,senate,2010,native_2010_block_group_population_allocation,,0.18827430778208087,0.14630216484995684,0.021561859769592313,0.020410283162531722,
30,100085.39865386512,69531.61457762576,28189.82875201631,834.6374589763407,senate,2010,native_2010_block_group_population_allocation,,0.30527713819581637,0.2816577555883839,0.0083392529799761,0.01528012962745636,
31,95275.17382078072,70851.3495613577,21538.713989059528,1222.1529561693387,senate,2010,native_2010_block_group_population_allocation,,0.25635035109320237,0.22606848274635907,0.0128276119282479,0.017454256418595396,
32,112399.6354847801,100903.4175743525,7459.108068500065,1940.4714364573576,senate,2010,native_2010_block_group_population_allocation,,0.10227985047143939,0.06636238664234897,0.01726403673898137,0.01865342709010905,
33,84579.6832189704,30819.807166868726,52035.71608743458,594.6380590390823,senate,2010,native_2010_block_group_population_allocation,,0.6356121707493444,0.61522713383447,0.007030507048597113,0.013354529866277252,
34,110790.69650762773,92972.79852433775,13947.245227748255,1640.7833244803298,senate,2010,native_2010_block_group_population_allocation,,0.16082485754625842,0.1258882349095803,0.01480975728289031,0.02012686535378782,
35,88568.70994434481,56155.506832179766,28724.368342491154,821.0893332861499,senate,2010,native_2010_block_group_population_allocation,,0.365966752056488,0.324317339165729,0.009270647995235672,0.03237876489552329,
1,36475.56874543673,30380.454660419186,5102.979270384232,428.89420005802424,house,2014,native_2010_block_group_population_allocation,,0.16710127613239945,0.13990129409627478,0.011758396505104008,0.015441585531020662,
2,35623.75689038636,32888.31217359198,1712.2344978227384,351.2455628889173,house,2014,native_2010_block_group_population_allocation,,0.07678709253522287,0.048064399919729196,0.009859868625583017,0.018862823989910654,
3,35821.73996829054,26772.79166516735,8181.716551125955,358.04526447233343,house,2014,native_2010_block_group_population_allocation,,0.2526105183928343,0.2284008693706231,0.00999519467198622,0.014214454350225012,
4,33771.03196174977,27161.977240817367,5049.592833991648,749.356199360606,house,2014,native_2010_block_group_population_allocation,,0.19570188818683565,0.14952438645378055,0.022189318946763383,0.023988182786291716,
5,35201.04169103407,29124.79981615191,4362.421938804546,1075.9629997301513,house,2014,native_2010_block_group_population_allocation,,0.17261539951614047,0.12392877395772303,0.030566226112683646,0.01812039944573379,
6,35722.17332291136,25785.911125444356,7760.310971197953,578.016554158146,house,2014,native_2010_block_group_population_allocation,,0.2781539103919559,0.2172407289178196,0.0161808899176753,0.044732291556461024,
7,33854.63888599354,29310.420975122717,1524.0432637648296,593.1977126912813,house,2014,native_2010_block_group_population_allocation,,0.1342273336949068,0.045017265400380986,0.01752190341444466,0.07168816488008116,
8,32297.30976583004,24615.771867168016,5726.929718421475,1141.3625124464315,house,2014,native_2010_block_group_population_allocation,,0.23783832010643036,0.1773190943748653,0.03533924406465495,0.02517998166691012,
9,33314.96470779327,31603.16947678436,956.45766515298,253.73969114927866,house,2014,native_2010_block_group_population_allocation,,0.0513821715263133,0.028709550604123522,0.007616387811748818,0.015056233110440962,
10,35650.10420583746,26436.190211615183,6243.715915339453,1319.5621344207384,house,2014,native_2010_block_group_population_allocation,,0.2584540550294818,0.1751387844279313,0.03701425742830421,0.046301013173246315,
