district,total_population,white_population,age25_population,college_population,white_age25_population,white_college_population,nonwhite_share,college_share,white_college_share,source_population_coverage,allocation_method,census_vintage,cycle,chamber
100,40342.67838526272,34718.21273146026,25536.54479813054,7483.540207659743,22484.424696768532,6533.408259994701,0.13941725931258664,0.2930521833246443,0.29057484672639566,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
101,41046.81885093751,30230.572990934284,25319.180847966843,10055.135223391224,19965.134364671234,8746.129566511932,0.26350996649174396,0.3971350923147524,0.4380701580445364,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
102,46788.35036220923,38578.81687794232,29153.683993779905,3067.1563516148153,24538.93201573776,2682.2178507579088,0.17546105859072392,0.10520647587005504,0.1093045878703156,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
103,44356.691395862756,17030.417186513532,26535.401112118547,3180.856644637931,12654.232030016788,2088.6398711805873,0.616057540574318,0.11987219003014257,0.1650546525641522,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
104,45529.507726356474,39064.71648877633,30050.15743128403,6825.746677765955,26539.466618937873,5882.098339584479,0.141991239537118,0.22714512206381787,0.22163589133276576,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
105,38062.43479152436,31402.782499493067,23897.497458448426,2294.277715478961,20491.462813157694,2035.783973522544,0.17496653402514983,0.09600493605943958,0.09934790854537504,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
1,129885.19627981068,109774.69460169146,87406.43977019358,15316.445872417235,75984.00650086293,14131.039105125654,0.15483290054699783,0.1752324647095429,0.18597386155157758,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
2,130178.33918084331,100867.26006794257,83686.78934949148,23883.315858670678,68584.61712867684,19942.031053240127,0.22516095455928264,0.2853893194412029,0.2907653623818496,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
3,137055.83246265157,111378.17833656924,90035.90503057867,20195.867982433432,77124.78280235236,18085.730893342403,0.18735177967037353,0.2243090462141116,0.23449960228336325,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
4,121420.23337795986,109772.73440129694,80991.58368538524,8335.526947955434,75053.51484520514,7857.431310798774,0.09592716677134272,0.10291843385030094,0.10469105047251165,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
5,135966.43507136352,120815.22931269927,92220.11033709536,13275.638669842176,83305.91669181017,11908.673133087304,0.11143342657113842,0.14395600505481151,0.14295110846860232,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
6,120284.19010567604,108116.53966404234,81794.21524147078,7312.982776272286,75224.03496846618,6856.8920750765365,0.10115752062630823,0.08940709015525225,0.09115294171538309,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
7,130962.56739622637,80951.64654791956,85648.41979143908,24332.976056187657,59116.38962111594,18766.66433319113,0.38187187257103095,0.2841030355894533,0.31745281559765304,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
8,135399.25419529862,122680.25896881006,90213.94356256996,9321.256177237989,84114.40639605245,8775.237558317604,0.0939369666552432,0.10332389660776792,0.10432502509735873,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
9,130479.70446948627,119802.46454959158,88366.47498313761,20395.739853870393,83630.344468066,19347.78493854575,0.08183065683132085,0.2308085714380072,0.23134886100981733,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
10,122119.08823950523,102317.24089553527,82966.53828443828,10673.04402051269,72328.5933141937,9823.834400433603,0.16215194225110596,0.12864275455150082,0.1358222792714784,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
11,119877.77117358909,76932.52920346575,79389.5066574216,9018.943851048796,54579.148065463814,7434.8822845350405,0.3582419121551439,0.11360372712689826,0.13622202888944743,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
12,134232.43965838075,114673.05303981027,88973.05714118575,12990.010413770531,78368.75706828207,11809.554239633613,0.1457128147886516,0.14599937139574173,0.15069212121539766,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
13,122244.60193783442,93630.7685838132,80900.50449584013,8574.829625831104,64437.090096889784,7560.144682722549,0.23407032212818968,0.10599228866702579,0.11732597904956385,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
14,134333.700361829,116323.12057306088,86968.23095790167,20526.045849230595,77432.3472555448,19099.78003047033,0.13407342863523042,0.2360177460567934,0.2466640972078065,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
15,133008.77635254074,117153.50258575144,89614.59564592798,28673.735750796895,80800.25514541309,26731.45176093914,0.1192047186778471,0.3199672502466936,0.3308337543344583,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
16,126636.75949641372,112076.61610444436,85018.8053546986,46487.27763248047,77770.24944175138,43008.09919798876,0.11497564727547926,0.5467881774924438,0.553014803304715,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
17,130606.07388818276,118301.19693139227,87131.27166274014,9750.023578043847,80908.01978590428,9011.659118606676,0.09421366549403509,0.11190039341768543,0.11138153105777382,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
18,125859.19257267498,37846.86912547498,81159.49831403392,21046.306297270465,28804.83069965508,13393.568824762044,0.6992919758036662,0.259320310431628,0.4649764813553452,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
19,118600.35578582942,39764.38587308714,75977.29190760454,8439.461501091033,30012.73261599571,2805.7291543847655,0.6647195060283431,0.11107873535890439,0.0934846283503493,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
20,118997.36952729237,41838.28035471675,75643.12485114,11232.496894107157,31331.03519216496,4444.184016019075,0.6484100403150421,0.14849329554023408,0.141846063775462,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
21,118401.64564313882,84755.24129246738,72410.2639632025,13362.108460042655,54948.14271876429,11424.193548335086,0.2841717627141882,0.18453334829483595,0.20790863863782294,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
22,142787.12763555965,96111.82932536044,92646.88770847706,12232.849158326604,65794.41097602544,10453.161887634466,0.3268872977775009,0.13203734589356653,0.15887613754067123,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
23,119824.26763110387,46743.77655909631,74385.91351835609,8781.686891823421,33814.24041471824,5868.933667507654,0.6098972480015175,0.11805577798888467,0.1735639658181734,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
24,122813.90173910333,47508.72370420054,73669.4197760934,11206.72479759139,32009.484422343536,7770.65171134103,0.6131649346576047,0.15212180076417686,0.24276091450935375,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
25,131497.9490782641,100263.47089577363,87854.82881609285,28866.045504272297,70860.96806693645,24489.107344555458,0.2375282534931441,0.3285652694708199,0.3455937452254765,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
26,133628.8528838018,40503.93657794432,81191.47364740814,16090.479653236993,29923.894082894516,8384.08005816125,0.6968922825883652,0.19817942611946476,0.2801801140899595,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
27,128665.54582209677,93158.53926028658,75578.71922397279,16315.081447624707,56217.16975485907,13608.160490430584,0.27596359487647926,0.21586872091965448,0.2420641336049184,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
28,128817.79519171368,55606.60837774046,79529.30668567351,12163.874808671808,37655.60235966457,8043.743536666163,0.5683313140472273,0.15294833207521247,0.2136134607497968,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
29,122371.1829319639,98162.8567737437,80732.19339497342,13675.432119854398,68014.66788625551,12297.16420710971,0.19782701758860644,0.16939255016829338,0.18080165042744753,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
30,123452.31177724648,83949.10144535067,77583.56378101106,12269.232728072646,56042.48762578293,10675.285582248276,0.3199876111123312,0.15814216478510873,0.19048557682755324,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
31,122546.42054944397,89765.41579710618,81501.15086833478,11781.197431529823,63289.51385353635,10412.422681276239,0.26749867197558486,0.14455252847364528,0.16452050343398927,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
32,116372.71847108903,101873.72239429981,80206.66156893762,17934.30955034726,72481.3666190584,17269.410815148363,0.12459102328516336,0.2236012470726353,0.2382600055806275,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
33,126221.83131286831,45849.14899571491,77833.99946020382,12926.525760265566,32835.17298067652,8444.603792891668,0.6367573777148914,0.1660781387300397,0.2571816447521477,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
34,130724.15292151361,111650.96581480227,82644.38916000267,20647.75573669704,72323.0284083146,18236.38587909869,0.14590407878307554,0.24983856673829608,0.2521518564756637,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
35,120294.97824793204,75785.85307587679,75183.71865723151,11536.386605963055,52587.52928732516,9065.852612670065,0.3699998605122188,0.15344261779014082,0.17239548492830886,0.9998804981606505,2000_sf3_tract_area_interpolation_provisional,2000,2002,senate
1,44696.453484131824,35617.12872394901,29575.3021385056,6705.341350508415,24615.988154310406,6158.001437976376,0.2031330016688273,0.2267209754648081,0.25016267473699094,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
2,44183.42845878759,42228.602641589336,29938.45847594256,4295.073774222806,28780.16542595828,4136.894808501279,0.04424341626231265,0.14346342440022983,0.14374117546836632,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
3,41005.31433689128,31928.963236153115,27892.679155745427,4316.030747686012,22587.85292059424,3836.1428586479956,0.22134572670675612,0.15473704492804097,0.1698321160551932,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
4,57695.07782195589,47535.981432540684,38120.19168030064,8293.027156880587,32786.93712352148,7587.3835190425525,0.17608254937736056,0.21754946109481849,0.23141483117065342,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
5,39047.85145176643,33190.01163973063,25849.06740206593,4206.579071467552,22730.17146552312,3906.788921389555,0.15001695597187104,0.1627362026659171,0.1718767906047401,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
6,42977.4900698579,28658.0239815113,26566.527522310425,7610.0705355272075,19634.214847186133,5467.254488073453,0.33318525733054627,0.28645333979521076,0.278455468203099,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
7,42918.69485356032,34811.41922096722,28428.228233243368,2121.3716035241987,23956.385174686304,1761.8151096110323,0.1888984662803782,0.07462201253342661,0.07354261073881328,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
8,30481.00735229438,20511.741945984184,19764.494128664872,3518.0008165259546,15120.696831466601,3092.475193814132,0.3270648273230309,0.17799599593210547,0.20451935702980323,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
9,41454.71596262005,38817.24479758807,27539.46776163922,3865.5593671134216,26127.02244886966,3696.3132903705905,0.06362294623873921,0.14036434547576507,0.14147472401817857,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
10,44088.825673665655,34646.02077160963,29488.64316433785,12790.877688965438,24468.56820099608,11060.723973579523,0.21417682956559747,0.4337560605173626,0.45203805481063075,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
11,42438.72929656761,40315.53387196215,28241.215719865035,3262.0232437373825,27513.613735044473,3195.286729818099,0.050029665350446284,0.11550576561910741,0.116134752802327,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
12,43806.60544905749,41566.74494251299,29264.00720531429,3134.751180757623,28243.396234154003,3062.677489190094,0.05113065674876871,0.10711968319186163,0.10843871125833224,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
13,39391.49218035979,35916.625844441565,26598.444627388326,3035.578669149825,24676.33544492106,2805.868189643608,0.08821362541962197,0.1141261721004581,0.11370684257014013,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
14,42394.515185943084,39476.427492225404,28833.30735379063,2134.2385714174166,27215.39546970113,1977.9490529445122,0.06883172695616158,0.07401990154059918,0.07267757895146373,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
15,50177.48889095732,42824.874093409504,34409.44391841298,4298.22900418601,29862.616925402894,3650.671632598802,0.14653213941267718,0.12491422454769653,0.12224888534444972,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
16,45175.50513644994,39071.85862369516,30382.280447258538,3568.1474790444527,26858.246245029364,3242.156152397965,0.1351096461305541,0.11744172677355477,0.12071362079338997,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
17,42234.98601064395,39972.53877524564,29243.58930683231,2492.923585643933,27993.522620551114,2424.8898305635844,0.05356808298286497,0.08524684023863995,0.08662324722160476,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
18,44292.98533426637,39206.073419173896,29733.268965930623,2858.0391393842892,27240.276671907908,2678.9312435695647,0.11484689678744886,0.0961226006686021,0.09834449465530823,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
19,42718.57178633131,13726.34163055431,26249.65859555906,5025.030048889107,10877.543903350546,1934.970189573825,0.6786797625348904,0.19143220589311763,0.17788668165961688,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
20,41206.63020055089,37902.4996291502,29874.856813590173,16219.623829965498,28090.808012919464,15319.378368809184,0.08018444010877923,0.5429188809563478,0.5453520013295284,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
21,39492.43757816776,25374.70354615379,25739.533866938345,5489.062013647507,18338.597731461723,4253.720727150767,0.35747942891776696,0.21325413436091947,0.2319545250645352,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
22,49481.10795799846,44373.754214942004,32446.460793514463,5395.588731578551,29584.891573789322,4883.097363728894,0.10321825750934643,0.16629205773521666,0.16505375223531543,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
23,38868.114532693544,35661.71122896694,26444.931305412618,2983.47518472812,24770.809435062103,2880.6139465391443,0.08249443900937281,0.11281841311183428,0.11629066680646087,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
24,42328.46407188778,38878.172183377894,28309.927411173074,2563.2326053232255,26825.364802863045,2446.732768882126,0.08151233370174127,0.09054182895260957,0.0912096736377277,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
25,40564.65840533307,32369.361716865093,26095.51808360614,11309.741694897497,21468.40439493666,9771.673273163176,0.20203046224569066,0.43339786007170944,0.4551653254429953,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
26,42698.18029627869,38189.36561069156,28116.002819336798,3241.2644685688683,26532.242465506515,3191.517243393696,0.10559734991751135,0.11528183751424605,0.12028825861752383,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
27,45797.959342265014,43513.03033784924,31023.305782591167,4668.4591976566,29925.602147210124,4549.901166995328,0.049891502530487464,0.15048232546114804,0.15204042159664619,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
28,40907.75253241163,33485.52111581168,27639.718765841437,2733.5591689837756,23640.803846663202,2403.876462812198,0.18143825942819125,0.09889967376810094,0.10168336400081822,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
29,42290.45790287345,32453.698178875242,27755.931430041503,2883.7325204879344,22833.186707904617,2609.1966819192576,0.2325999814565698,0.10389608173504637,0.11427212133363672,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
30,43641.20066162429,39685.54907268752,29595.36652895993,5044.486451992675,27406.993515720773,4783.4942605723245,0.09064030157206815,0.17044852095534946,0.1745355344368032,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
31,41357.5599269251,30728.06004408206,27945.895449324715,3934.4738593699276,21565.68533245696,3605.116430265189,0.25701467643701337,0.14078897083489234,0.16716911031060014,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
32,40345.016229019326,20310.76810208375,26619.70543493118,2568.6855109726093,15055.037310773447,1893.2169331744838,0.49657305906659566,0.09649563994054956,0.12575305488081986,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
33,41314.50477041358,29821.87269802011,27468.53393369065,2899.8446809125435,20923.627428696695,2472.711557535441,0.2781742667922199,0.10556969250389558,0.11817795771607577,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
34,45869.977144185264,42328.330908824624,30343.949598866926,2980.034432270716,28975.61084930808,2884.3471638024726,0.07721055156029433,0.0982085216876973,0.09954396401866879,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
35,40923.21530944326,31135.32437680522,27333.406437528472,3703.1183149742146,21780.61606958834,3145.5751166225064,0.23917697714185782,0.13547957600666535,0.14442085139247204,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
36,40490.91407854315,34100.23549685005,27455.90457784617,4419.495229249795,23956.127200123967,3954.782446002407,0.15782994104051684,0.16096702320330145,0.16508438166841685,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
37,47453.37125591939,34088.19794136332,31890.176207160544,3153.368013829312,24193.806691753754,2704.178436645633,0.2816485522699059,0.09888211320454424,0.11177151537576469,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
38,40122.48130970128,28741.563505721533,26339.82898351803,2643.8923475883566,19733.836706744252,2335.5579680615465,0.28365438608174853,0.10037621539770643,0.11835295907071858,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
39,44852.62018238853,41062.45468214545,30794.3258027299,2801.162749061622,28771.830908040312,2676.840622846493,0.08450265524802703,0.09096360046997036,0.09303685369909662,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
40,45617.149885116014,40379.68952427378,29024.986441346864,4784.525802137267,26508.31013316724,4429.5803232111075,0.11481340623060521,0.16484162057425059,0.16710157309004806,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
41,43581.98629698563,38963.70951056922,28454.130311673052,7076.878637031148,26014.906303347667,6632.692516891837,0.10596756088503101,0.2487118235389511,0.2549573863365529,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
42,43980.02021060383,37223.87876684194,28329.21073380204,3045.1561758409093,24718.850015137796,2855.0510435016117,0.15361842517145874,0.1074917407496803,0.11550096552846033,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
43,38156.0720274952,35395.95047145803,25595.42509700493,13579.58240269951,24066.20921661692,12914.157064330822,0.07233767548316361,0.5305472501915406,0.5366095236724704,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
44,41453.455128174995,34394.09392713826,26666.788292241938,5530.626267236757,23216.466374980108,4849.386599315555,0.17029608700189247,0.2073975390896908,0.2088770324041059,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
45,41082.258653294884,31060.60738268664,28336.35400580332,7388.1989778805,22887.507749875575,6047.896153832051,0.2439410976690417,0.26073216675537675,0.2642444175192002,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
46,40747.417720687554,36932.93506931366,26670.756401128114,16187.061151395359,24650.966023113488,15160.243807642055,0.09361286836680383,0.6069217126031972,0.614995931332969,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
47,41659.20987816583,35162.80037469537,28623.989266449018,14131.160128588272,25666.51230535767,12795.326444387938,0.15594173587231952,0.4936824143220247,0.4985222102699563,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
48,45767.59447842911,41775.23107460349,31001.21480099728,17966.048978435352,28879.429330790623,16828.98712728109,0.08723122657685833,0.5795272570369533,0.5827326757228678,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
49,47375.130186454306,40751.24495452496,30668.639997625527,8356.748209846526,27155.231363870495,7802.370987521222,0.13981777371079973,0.2724851252123842,0.28732478405255363,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
50,45543.76208286487,40129.80238863651,30517.464742744567,3725.483504582097,27168.03017347443,3472.314403131264,0.11887379185711311,0.12207709703237452,0.1278088393217947,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
51,44122.05388099846,40732.684273604296,29169.70093439557,4343.790542699492,27418.320376720072,4020.9482263940454,0.0768180379031227,0.14891446958845897,0.14665187987985182,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
52,43686.995876733694,14122.766060462085,27587.07476763811,7913.041277998368,9970.570766237724,4996.547760403709,0.6767283770138239,0.2868387222874754,0.5011295619427308,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
53,40424.51413868892,12776.975420749224,26423.408661913014,7525.715511995109,9861.18973356751,4588.080019210717,0.6839300188763229,0.28481244067661704,0.4652663768949586,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
54,40313.7325222128,12600.23733829659,26758.92256438775,5783.324256854492,10592.72168742434,4363.3344390140755,0.6874455291046573,0.21612694767282067,0.4119181611458949,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
55,38257.7971606827,12252.121039790381,24010.7742070392,2519.941393884255,9071.256085883055,759.6947929229738,0.6797483925085521,0.10495044317002855,0.08374747507186268,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
56,45353.75438467487,19590.01846778348,28855.012324315834,4054.0223936153066,14117.168795228808,2589.9270450969084,0.568061812443845,0.14049629742140232,0.18345938074865467,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
57,41161.97006399411,14547.139578137427,27033.517812441143,3441.441251460997,10907.391153365244,1028.1669947869848,0.6465878684737116,0.12730275339442526,0.09426332844676297,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
58,39627.032553520796,14395.302071858794,25160.122861116255,4494.10360440442,11476.421896243037,1964.8968081683859,0.6367302534597737,0.1786200977321076,0.1712116220484733,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
59,38935.946161091706,13524.06318564443,25044.48047206447,2140.6747549902816,9987.058642592981,808.9846676949173,0.6526586735637392,0.08547491162286511,0.08100329602999881,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
60,38947.714443174584,11880.790105040729,24994.266726758935,3774.520228429665,8381.414305295251,936.0238521316732,0.6949553966157624,0.1510154416488103,0.1116785089051507,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
61,36371.561441541184,23571.789532463776,23805.0627504697,3687.633444521223,16772.374226194184,3112.3610233906434,0.3519170308277818,0.15490962923206164,0.18556472574585933,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
62,43710.85801771225,35436.646656366465,27348.14949685169,4786.010421241501,22887.58809530438,4056.959853483253,0.18929418768199335,0.17500308098697737,0.17725589243348797,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
63,43085.27073149088,32156.320094362927,26377.587505307074,9809.002891473709,20921.63166262766,8869.93617359716,0.2536586274515392,0.3718688409051879,0.4239600580217431,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
64,35419.12300703957,24803.69698010138,23160.566098775413,2517.651076338295,16980.377141106128,2159.3657927050926,0.2997088895969662,0.10870421152924292,0.12716830578972807,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
65,41061.059886423296,25753.283738827577,26165.890472081683,2640.9352680312904,17511.6483451079,2144.893756193859,0.3728051879307963,0.10093045642184809,0.12248382984421123,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
66,34370.14054306217,23339.62613196647,22117.330010249454,2310.0146211747287,15995.576518167742,1928.6172899163516,0.32093306098866903,0.10444364758785253,0.12057191484944804,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
67,38807.54666187816,13744.290722690099,24460.88613232142,3608.7527812131366,10190.256423743593,2235.4599051985815,0.6458345887607593,0.1475315637255147,0.2193722917501757,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
68,43424.59800869382,21289.109119883204,27907.684952603904,3201.8788148008503,15220.78563244503,2546.2226506716047,0.5097453955562002,0.11473107927936894,0.1672858886629353,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
69,42913.05164180419,15334.927099307904,25929.622593949785,2649.0912959789794,10971.537941854118,1766.6489866075717,0.6426512095362329,0.10216466847446895,0.16102108892757652,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
70,43858.21078273843,15714.954905621806,22698.164432374662,4559.322101227174,8134.100612026766,2723.7914897966884,0.6416872775893803,0.20086743643129834,0.33486080634033416,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
71,39571.47645659841,13464.765509531531,24265.925179184684,2957.614452665421,9476.434049398616,1988.3688873001502,0.6597355793812862,0.12188344070237485,0.20982247931397086,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
72,43482.922447543984,17801.69805463921,26892.139313744825,2354.19770264565,12590.324817863899,1583.9782248455635,0.5906048385750877,0.08754222470662264,0.1258091628103289,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
73,40232.83555905276,25464.51987987318,26254.2041562491,12524.75405778366,18501.58123283874,9669.549047175025,0.3670712112126179,0.4770570832482265,0.5226336563067591,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
74,39585.68815848312,31367.012952325436,26779.358572501387,7237.500943004912,22425.934465345734,6302.718438544302,0.20761733819692207,0.2702641634754016,0.2810459670380177,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
75,41028.77959896458,30946.33667726495,27128.030546143007,8737.981695625229,21335.46836643344,7391.061192700788,0.24574074637974552,0.3221015871669155,0.34642132367382006,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
76,43189.008807872895,13112.406977566918,26306.57725642094,5840.769506559711,9765.322336653953,2868.0253397567094,0.6963948157296755,0.22202696495356838,0.29369489719675,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
77,42290.583446210985,14524.179582054969,25453.61573071767,5480.4949774365305,10598.46915548209,3436.5592718765397,0.6565623266813487,0.21531302410692937,0.3242505329271039,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
78,40796.294734895826,10219.266034102484,24790.012412978278,3225.522284409394,7637.462649336079,1404.2170565836818,0.7495050445019642,0.13011378254577805,0.18385910623153748,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
79,47470.296840824776,36894.64593433194,23872.231340855284,9319.458469139148,18622.445421701726,7997.714259078708,0.22278459605918677,0.3903890816100501,0.42946638199076403,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2006,house
